timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 2.55166388  3.71728846],-0.151917438634,-1.80845,[ 2.11222196  2.83131337],"[ 1.30279307  2.45542494 -0.40282742 -0.80158317  0.64242628  0.45634848
 -0.36781719 -0.38800612  0.91057302 -0.65195625  0.        ]","[[-0.07923309  0.00405785  0.0742447   0.05323925]
 [-0.00357833  0.00106854  0.          0.        ]]",[-0.83993202 -0.13472643]
1,[ 1.80087267  3.17034738],-0.147065680656,-1.87516,[ 1.98492265  2.67235565],"[ 1.30613244  2.45401238 -0.34455123 -0.64744565  0.64242601  0.45634832
 -0.29219255  0.14836175  0.91472859 -0.5513542   0.        ]","[[-0.03962888  0.0437914   0.0742447   0.05323925]
 [ 3.95083919  3.95910056  0.          0.        ]]",[-0.83993202 -0.13472643]
2,[ 1.88364325  0.49031402],-0.133686887589,-2.36638,[ 1.83564711  2.45730257],"[ 1.30289751  2.4360623  -0.17086818 -0.19179717  0.64242574  0.45634815
 -0.21806195  0.67411301  0.88892288 -0.25360793  0.        ]","[[ 0.07827961  0.1618996   0.0742447   0.05323925]
 [ 7.8271329   7.83878982  0.          0.        ]]",[-0.83993202 -0.13472643]
3,[ 2.45155657  3.40814429],-0.118089393997,-2.30419,[ 1.59880602  2.29922247],"[ 1.2546697   2.37233297  0.11125483  0.4643005   0.64242547  0.45634799
 -0.14537694  0.91596341  0.73601652  0.19071357  0.        ]","[[  0.27295515   0.33658197   0.0742447    0.05323925]
 [ 11.62783689   9.62348491   0.           0.        ]]",[-0.83993202 -0.13472643]
4,[ 0.91054101  2.70183199],-0.114168713652,-2.60645,[ 0.73735124  2.0104146 ],"[ 1.10305674  2.22381503  0.4754221   1.26648815  0.6424252   0.45634783
 -0.07412972  1.42648999  0.33995831  0.6691696   0.        ]","[[  0.54288916   0.56685112   0.0742447    0.05323925]
 [ 15.35335897  13.39083293   0.           0.        ]]",[-0.83993202 -0.13472643]
5,[-1.00805452  2.78890753],-0.135733024262,-2.70145,[-0.83091933  1.69370198],"[ 0.78859693  1.92752975  0.85291338  2.15304244  0.64242493  0.45634766
 -0.01102814  1.92687792 -0.35569223  0.94903523  0.        ]","[[  0.88305841   0.87171702   0.0742447    0.05323925]
 [ 18.65294466  17.08337623   0.           0.        ]]",[-0.83993202 -0.13472643]
6,[-1.2863087   1.31511415],-0.166031634321,-2.4426,[-1.70522904  1.56168437],"[ 0.38479848  1.44193611  1.09452219  2.86498203  0.64242466  0.4563475
 -0.09370364  2.4176437  -1.07197059  0.76906781  0.        ]","[[  1.21274092   1.24972085   0.0742447    0.05323925]
 [ 14.32983703  20.70493385   0.           0.        ]]",[-0.83993202 -0.13472643]
7,[-1.86295057 -0.5660602 ],-0.178497691374,-1.87957,[-1.93715525  1.51147115],"[ 0.0486105   0.78464972  1.17844869  3.03122169  0.64242439  0.45634734
 -0.17473525  2.89868825 -1.43859981  0.25273611  0.        ]","[[  1.45682507   1.69943636   0.0742447    0.05323925]
 [ 10.09268826  24.25478383   0.           0.        ]]",[-0.83993202 -0.13472643]
8,[-1.58661158  3.00034836],-0.168581347384,-1.3836,[-1.39733076  1.6839354 ],"[-0.17849353  0.15515315  1.1864382   2.41491207  0.64242412  0.45634717
 -0.25417815  2.52989282 -1.39827481 -0.24670773  0.        ]","[[  1.61700487   2.15722716   0.0742447    0.05323925]
 [  5.93861323  21.53335277   0.           0.        ]]",[-0.83993202 -0.13472643]
9,[-1.25193008 -0.05013059],-0.140339382062,-1.26413,[-1.16918564  1.83483744],"[-0.28868766 -0.31173794  1.17667304  1.10496223  0.64242385  0.45634701
 -0.33209537  3.00868931 -1.10302864 -0.54203222  0.        ]","[[  1.69490069   2.62334506   0.0742447    0.05323925]
 [  1.86431519  25.06663352   0.           0.        ]]",[-0.83993202 -0.13472643]
