timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 0.78546573  3.77971529],-0.180497663005,-5.70221,[ 0.80490541  3.76595592],"[ 1.37670892  2.55987725 -0.36422692 -0.68755744  1.48241726 -1.46710397
 -0.3556489  -0.3844903   0.18412489  1.30592048  0.        ]","[[ 0.01218542  0.03512846  0.17143599 -0.16993727]
 [ 0.00207675  0.0002859   0.          0.        ]]",[-1.02263498 -0.27637273]
1,[ 0.35041048  3.95005891],-0.191003795283,-5.66131,[ 0.61803925  3.58475351],"[ 1.37545136  2.55655277 -0.3180033  -0.52516555  1.48241636 -1.46710309
 -0.29671358  0.13940365  0.17853482  1.39247574  0.        ]","[[ 0.04338666  0.07484984  0.17143599 -0.16993727]
 [ 3.1077146   3.95866307  0.          0.        ]]",[-1.02263498 -0.27637273]
2,[ 0.0230797   4.82796811],-0.217975817344,-5.74645,[ 0.28522378  3.33272362],"[ 1.36659244  2.53257609 -0.20660132 -0.04614675  1.48241547 -1.46710222
 -0.27160202  0.65301624  0.13919267  1.61734322  0.        ]","[[ 0.11881747  0.19295938  0.17143599 -0.16993727]
 [ 4.43098439  7.83935795  0.          0.        ]]",[-1.02263498 -0.27637273]
3,[ 0.97860102  3.02119245],-0.252829777076,-6.07239,[-0.28015089  3.01061201],"[ 1.34572381  2.44777639 -0.07700957  0.71750713  1.48241458 -1.46710135
 -0.27155552  1.1565255   0.02402648  1.90905484  0.        ]","[[  0.20746112   0.38791695   0.17143599  -0.16993727]
 [  4.43343188  11.64371739   0.           0.        ]]",[-1.02263498 -0.27637273]
4,[-1.17619202  2.45199282],-0.295303682027,-6.19624,[-1.05314803  2.6502924 ],"[ 1.29664857  2.24301739  0.10370172  1.67332406  1.48241368 -1.46710048
 -0.19976216  1.64987693 -0.23828809  2.24773176  0.        ]","[[  0.33408563   0.6581917    0.17143599  -0.16993727]
 [  8.21663333  15.37133266   0.           0.        ]]",[-1.02263498 -0.27637273]
5,[-1.458853    3.09777714],-0.330769936557,-5.96736,[-1.81480062  2.42599821],"[ 1.22796219  1.85854324  0.2718278   2.61931263  1.48241279 -1.4670996
 -0.27791896  2.13380902 -0.64090554  2.47483731  0.        ]","[[  0.4570952    1.00230498   0.17143599  -0.16993727]
 [  4.09810135  19.02778772   0.           0.        ]]",[-1.02263498 -0.27637273]
6,[-2.12154895  2.42855016],-0.343239130692,-5.41103,[-2.42482376  2.39441252],"[ 1.20032118  1.26987554  0.32638796  3.21615109  1.48241189 -1.46709873
 -0.35452605  2.60813076 -1.03465249  2.45752207  0.        ]","[[  0.49855416   1.41881925   0.17143599  -0.16993727]
 [  0.06123226  22.61164447   0.           0.        ]]",[-1.02263498 -0.27637273]
7,[-2.71256649  1.6436413 ],-0.332566582275,-4.60963,[-2.68607903  2.58016157],"[ 1.22604872  0.53872373  0.27578722  3.03504618  1.482411   -1.46709786
 -0.42962416  3.07300657 -1.33611796  2.2199126   0.        ]","[[  0.46007461   1.90629509   0.17143599  -0.16993727]
 [ -3.89612046  26.12415136   0.           0.        ]]",[-1.02263498 -0.27637273]
8,[-2.33092338  3.06649595],-0.30050213317,-3.69166,[-2.46797609  3.00396299],"[ 1.29224398 -0.14494068  0.11647712  1.73785709  1.4824101  -1.46709699
 -0.50325491  3.52860723 -1.49475244  1.80996244  0.        ]","[[  0.34322475   2.46331821   0.17143599  -0.16993727]
 [ -7.77615042  29.56660536   0.           0.        ]]",[-1.02263498 -0.27637273]
9,[-0.45534503  4.43779546],-0.251991820719,-3.09767,[-1.17479634  3.8721385 ],"[ 1.36063087 -0.47951093 -0.16149133 -0.61408454  1.48240921 -1.46709611
 -0.57545848  3.16473631 -1.50154445  1.28909802  0.        ]","[[  0.14953165   3.0885028    0.17143599  -0.16993727]
 [-11.58097436  26.81734606   0.           0.        ]]",[-1.02263498 -0.27637273]
10,[-0.24945267  3.96472393],-0.239740475391,-4.23602,[-0.07191801  4.85368156],"[ 1.36986816 -0.4705217  -0.52714139 -1.32583969  1.48240832 -1.46709524
 -0.60534355 -0.58404341 -1.50004027  1.14589333  0.        ]","[[ -0.09789214   3.2626464    0.17143599  -0.16993727]
 [-13.1557971   -1.50745611   0.           0.        ]]",[-1.02263498 -0.27637273]
