timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 1.02576746  3.26741186],-0.19769098036,-3.75627,[ 0.98719203  3.61826801],"[ 1.36238297  2.54040748 -0.27092848 -0.55693024  0.95511589  1.65512935
 -0.35622407 -0.38525836  0.64250294 -1.45306045  0.        ]","[[ 0.0622892   0.06765539  0.11042468  0.19190946]
 [ 0.00235508 -0.00185938  0.          0.        ]]",[-1.01619387 -0.22223406]
1,[ 0.45607491  3.61661323],-0.185963165796,-3.27368,[ 0.90966892  3.38082457],"[ 1.35767776  2.53515251 -0.21236337 -0.39641405  0.95511551  1.65512807
 -0.28112772  0.14056475  0.62873829 -1.35321423  0.        ]","[[ 0.10201099  0.10733099  0.11042468  0.19190946]
 [ 3.95666757  3.95623186  0.          0.        ]]",[-1.01619387 -0.22223406]
2,[ 0.37109804  3.66636914],-0.154407457547,-3.03043,[ 0.78612864  3.02772117],"[ 1.33685259  2.50555296 -0.07135174  0.07619299  0.95511513  1.6551268
 -0.24837765  0.65609079  0.56161173 -1.09951526  0.        ]","[[ 0.19844648  0.22539077  0.11042468  0.19190946]
 [ 5.68117069  7.83681316  0.          0.        ]]",[-1.01619387 -0.22223406]
3,[-0.06135534  1.44635361],-0.107281418544,-3.35234,[ 0.52558285  2.61668777],"[ 1.28931482  2.41203468  0.11030822  0.82570611  0.95511476  1.65512552
 -0.22265326  1.16142538  0.38739849 -0.76804848  0.        ]","[[  0.32565971   0.42029254   0.11042468   0.19190946]
 [  7.03572521  11.6406815    0.           0.        ]]",[-1.01619387 -0.22223406]
4,[-0.08461933  0.95055194],-0.0524094460013,-3.09084,[ 0.15986854  2.24438381],"[ 1.21351244  2.19685652  0.29714349  1.75543543  0.95511438  1.65512424
 -0.22991504  1.65683392  0.0705532  -0.46183996  0.        ]","[[  0.4625363    0.6905221    0.11042468   0.19190946]
 [  6.6533425   15.369838     0.           0.        ]]",[-1.01619387 -0.22223406]
5,[-0.518557    2.17355399],-0.0423712386685,-2.91834,[-0.39806753  1.97980237],"[ 1.12041373  1.80552559  0.46123457  2.65590918  0.955114    1.65512297
 -0.23876121  2.11641982 -0.36459317 -0.29967963  0.        ]","[[  0.59092762   1.03262938   0.11042468   0.19190946]
 [  6.18753135  18.82935213   0.           0.        ]]",[-1.01619387 -0.22223406]
6,[-0.49410671  2.22641462],-0.0990797027988,-2.78269,[-0.84700543  1.88711619],"[ 1.03234666  1.21886617  0.58199275  3.19800988  0.95511363  1.65512169
 -0.28002196  2.59296986 -0.81911593 -0.37054653  0.        ]","[[  0.69287819   1.44520844   0.11042468   0.19190946]
 [  4.01488113  22.41657817   0.           0.        ]]",[-1.01619387 -0.22223406]
7,[-0.43348036  0.4994135 ],-0.155179121807,-2.74275,[-0.95782095  2.01239014],"[ 0.97515588  0.49834374  0.64844807  2.97245944  0.95511325  1.65512041
 -0.31861969  3.06006077 -1.15130717 -0.68412192  0.        ]","[[  0.75278356   1.92881791   0.11042468   0.19190946]
 [  1.98245561  25.93262359   0.           0.        ]]",[-1.01619387 -0.22223406]
8,[ 0.08710064  0.4234673 ],-0.198950352987,-3.13565,[-0.41502219  2.72097778],"[ 0.95312498 -0.14921137  0.67202529  1.72053947  0.95511287  1.65511914
 -0.35190317  3.25455914 -1.24663254 -1.14299326  0.        ]","[[  0.77485044   2.46216078   0.11042468   0.19190946]
 [  0.22986014  27.39675836   0.           0.        ]]",[-1.01619387 -0.22223406]
9,[ 1.08301045  3.45640799],-0.227337285424,-2.71633,[ 0.45658636  4.33471441],"[ 0.94498497 -0.47467184  0.6804779  -0.34482971  0.9551125   1.65511786
 -0.34541895  2.74984211 -1.07660952 -1.59320223  0.        ]","[[  0.78287816   3.02147737   0.11042468   0.19190946]
 [  0.57129191  23.59755658   0.           0.        ]]",[-1.01619387 -0.22223406]
