timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 3.343288    5.72606525],-0.339148152715,-5.80903,[ 3.12369156  4.56313705],"[ 1.38446576  2.57293426 -0.47477818 -0.92695202 -0.88801162  1.04123442
 -0.35780502 -0.38358672  2.27671329 -1.15724838  0.        ]","[[-0.05358203 -0.02194677 -0.10183227  0.12075759]
 [ 0.00361215  0.00174758  0.          0.        ]]",[-1.05886209 -0.24953486]
1,[ 3.6081099   3.73964782],-0.334733081167,-5.72575,[ 3.10075903  4.4056797 ],"[ 1.38641177  2.57305652 -0.41579998 -0.7630251  -0.88801134  1.04123403
 -0.28248059  0.1385852   2.28012745 -1.05624282  0.        ]","[[-0.01383545  0.01780023 -0.10183227  0.12075759]
 [ 3.95788538  3.95976671  0.          0.        ]]",[-1.05886209 -0.24953486]
2,[ 3.04292754  4.52534321],-0.319431123693,-5.85772,[ 3.05244207  3.95822334],"[ 1.37866537  2.5592188  -0.24080359 -0.27755    -0.88801106  1.04123365
 -0.20864458  0.65042175  2.25191978 -0.75798289  0.        ]","[[ 0.10421243  0.13592164 -0.10183227  0.12075759]
 [ 7.83402218  7.83944504  0.          0.        ]]",[-1.05886209 -0.24953486]
3,[ 2.96803407  2.14602758],-0.287512736408,-5.8595,[ 2.84443831  3.28443313],"[ 1.32205899  2.49051454  0.04213401  0.50346529 -0.88801078  1.04123326
 -0.13626239  1.15211992  2.08481303 -0.29927988  0.        ]","[[  0.29901655   0.33086575  -0.10183227   0.12075759]
 [ 11.63383825  11.6422773    0.           0.        ]]",[-1.05886209 -0.24953486]
4,[ 2.47113347  2.25505283],-0.231546589875,-5.54114,[ 2.23175812  2.55544543],"[ 1.15750165  2.30576511  0.40482437  1.49622379 -0.88801049  1.04123287
 -0.0652927   1.64386244  1.64641633  0.18513145  0.        ]","[[  0.56907153   0.6011097   -0.10183227   0.12075759]
 [ 15.35950291  15.36965146   0.           0.        ]]",[-1.05886209 -0.24953486]
5,[ 0.62547597  1.76178853],-0.146468783068,-5.46966,[ 0.86075813  1.82000971],"[ 0.82182849  1.94086787  0.77964873  2.50685968 -0.88801021  1.04123249
  0.00431249  2.12581914  0.9032133   0.41928024  0.        ]","[[  0.91291911   0.94515737  -0.10183227   0.12075759]
 [ 19.01353638  19.02285858   0.           0.        ]]",[-1.05886209 -0.24953486]
6,[-0.43376668  1.81212176],-0.0384756592334,-5.31736,[-0.58222294  1.33657515],"[ 0.30191867  1.36415152  1.04095543  3.19811302 -0.88800993  1.0412321
  0.04436939  2.59822695  0.11619862  0.11324693  0.        ]","[[  1.3142832    1.36154303  -0.10183227   0.12075759]
 [ 21.11638591  22.60369962   0.           0.        ]]",[-1.05886209 -0.24953486]
7,[-0.35004068  1.45396041],-0.0681344064656,-4.60222,[-0.99170387  1.41223598],"[-0.2760337   0.62822711  1.07407115  3.12967172 -0.88800964  1.04123171
  0.00382586  3.06137961 -0.20364319 -0.62046852  0.        ]","[[  1.71525486   1.84884083  -0.10183227   0.12075759]
 [ 18.98799084  26.11440653   0.           0.        ]]",[-1.05886209 -0.24953486]
8,[-1.65729539  2.05256418],-0.143262370182,-3.63088,[-1.01039159  2.49631834],"[-0.77200733 -0.08407575  0.90303741  1.93226691 -0.88800936  1.04123133
 -0.02960827  3.51539574  0.11146754 -1.20515412  0.        ]","[[  2.0774069    2.40565766  -0.10183227   0.12075759]
 [ 17.2328145   29.55588492   0.           0.        ]]",[-1.05886209 -0.24953486]
9,[-1.30634668  4.95461335],-0.168906248058,-2.75585,[-1.18379045  4.13141441],"[-1.11762164 -0.46965503  0.6304777  -0.37969457 -0.88800908  1.04123094
 -0.11146246  3.18472793  0.66107907 -1.16991628  0.        ]","[[  2.37896024   3.03062602  -0.10183227   0.12075759]
 [ 12.93575305  27.04948569   0.           0.        ]]",[-1.05886209 -0.24953486]
