timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 3.09796931  3.54756861],-0.251186486971,-3.12866,[ 2.24752927  2.97264671],"[ 1.3234005   2.48416004 -0.40532732 -0.67909157  0.35888209  1.52747525
 -0.36043712 -0.38787455  1.16757479 -1.57970804  0.        ]","[[-0.06453929  0.0352734   0.04094063  0.17634208]
 [ 0.00425308 -0.00401665  0.          0.        ]]",[-0.90051454 -0.17893301]
1,[ 1.45181113  3.57790673],-0.241995097754,-3.17043,[ 2.14909458  2.72057819],"[ 1.3259327   2.48089969 -0.34675538 -0.52331385  0.35888198  1.52747391
 -0.28532626  0.14495405  1.16823575 -1.47884022  0.        ]","[[-0.02477998  0.07490626  0.04094063  0.17634208]
 [ 3.95852042  3.95411627  0.          0.        ]]",[-0.90051454 -0.17893301]
2,[ 2.6650376  3.4998913],-0.213157168966,-2.63152,[ 2.02386546  2.39987469],"[ 1.3201652   2.45740183 -0.17285092 -0.06316687  0.35888188  1.52747257
 -0.21169895  0.66723581  1.13201264 -1.1822439   0.        ]","[[ 0.0932808   0.19291575  0.04094063  0.17634208]
 [ 7.83468534  7.83390231  0.          0.        ]]",[-0.90051454 -0.17893301]
3,[ 1.88702504  2.56084041],-0.161473242011,-2.71597,[ 1.72326183  2.03401327],"[ 1.2675485   2.37431375  0.10879932  0.67058344  0.35888177  1.52747123
 -0.13952016  1.17917121  0.95322591 -0.7305552   0.        ]","[[  0.28809896   0.38775001   0.04094063   0.17634208]
 [ 11.634592    11.63683322   0.           0.        ]]",[-0.90051454 -0.17893301]
4,[ 1.47740367  1.07827337],-0.0845498516214,-2.66686,[ 0.85144091  1.66842055],"[ 1.10975743  2.17367675  0.47085288  1.58917849  0.35888166  1.52746988
 -0.06874841  1.68094651  0.50482991 -0.26270387  0.        ]","[[  0.55817056   0.65788599   0.04094063   0.17634208]
 [ 15.36042404  15.36429697   0.           0.        ]]",[-0.90051454 -0.17893301]
5,[-0.71630679  1.83846555],-0.0160890333404,-2.58506,[-0.5641008   1.35701036],"[  7.84052881e-01   1.79691801e+00   8.46845481e-01   2.49860710e+00
   3.58881557e-01   1.52746854e+00   6.63845364e-04   2.17273563e+00
  -2.36509329e-01  -5.37534821e-02   0.00000000e+00]","[[  0.90203878   1.00182743   0.04094063   0.17634208]
 [ 19.01468431  19.01759166   0.           0.        ]]",[-0.90051454 -0.17893301]
6,[-1.05287296  1.14313296],-0.111801000247,-2.48336,[-1.33288145  1.24095964],"[ 0.34899322  1.21999486  1.0893508   3.07301404  0.35888145  1.5274672
 -0.06024995  2.65501349 -0.94298691 -0.35061628  0.        ]","[[  1.25015532   1.41812533   0.04094063   0.17634208]
 [ 15.80783192  22.60025267   0.           0.        ]]",[-0.90051454 -0.17893301]
7,[-1.21682562  1.83278381],-0.177942979846,-2.13981,[-1.38913488  1.29087389],"[-0.03336479  0.50318916  1.16286355  2.90051065  0.35888134  1.52746586
 -0.1412767   3.12777465 -1.20573056 -0.95697551  0.        ]","[[  1.52351355   1.90536727   0.04094063   0.17634208]
 [ 11.54211789  26.11224827   0.           0.        ]]",[-0.90051454 -0.17893301]
8,[-0.35209172  2.70801402],-0.204770561708,-1.72108,[-1.21783733  1.67048383],"[-0.3022332  -0.1675412   1.14975163  1.65574373  0.35888124  1.52746452
 -0.22072506  3.59117496 -0.9741283  -1.46691779  0.        ]","[[  1.71239402   2.46215197   0.04094063   0.17634208]
 [  7.35949919  29.55474595   0.           0.        ]]",[-0.90051454 -0.17893301]
9,[-1.5355552   3.08147694],-0.192539154672,-0.845613,[-1.32183814  2.94679165],"[-0.48612664 -0.49665695  1.10974972 -0.6035209   0.35888113  1.52746318
 -0.24993434  3.22216112 -0.45935031 -1.59099212  0.        ]","[[  1.84416351   3.08710274   0.04094063   0.17634208]
 [  5.82175284  26.81356529   0.           0.        ]]",[-0.90051454 -0.17893301]
10,[-0.60106748  3.30573443],-0.181480325277,-0.683708,[-0.15055656  4.40798378],"[-0.58873229 -0.48814238  1.07565399 -1.28918823  0.35888102  1.52746184
 -0.327354   -0.5868129  -0.30750012 -1.53085233  0.        ]","[[ 1.91970104  3.26158986  0.04094063  0.17634208]
 [ 1.74593687 -1.48181181  0.          0.        ]]",[-0.90051454 -0.17893301]
11,[-0.53264923  6.0026909 ],-0.186845646604,-0.414239,[ 0.09496158  4.39910316],"[-0.60304452 -0.49762763  1.07018356 -0.97861296  0.35888092  1.5274605
 -0.37321741 -1.02301007 -0.37458367 -1.56305304  0.        ]","[[ 1.93039341  3.18242169  0.04094063  0.17634208]
 [-0.66857915 -4.72215325  0.          0.        ]]",[-0.90051454 -0.17893301]
