timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 1.48796513  0.52287936],-0.122452509216,-0.286447,[ 0.81800354  1.06213391],"[ 1.1904546   2.02221134 -0.22997279 -0.92309217  1.53543984  0.84786265
 -0.5474199  -0.38176343  0.08184357 -1.03616442  0.        ]","[[-0.06441638 -0.06000093  0.17554863  0.09772339]
 [-0.00091576 -0.00454843  0.          0.        ]]",[-0.46172675 -0.01018199]
1,[ 1.06843461  1.22587234],-0.112566756481,0.113652,[ 0.71052474  0.98508888],"[ 1.19290074  2.0235654  -0.17101282 -0.85916864  1.53543479  0.84786122
 -0.45258188 -0.0844389   0.08775432 -0.95446478  0.        ]","[[-0.02475206 -0.03933355  0.17554863  0.09772339]
 [ 3.95418027  2.06439646  0.          0.        ]]",[-0.46172675 -0.01018199]
2,[ 0.6775984   0.32030273],-0.0807350426498,0.244523,[ 0.39830619  0.82681859],"[ 1.18730687  2.02345227  0.00433358 -0.60966488  1.53542973  0.84785979
 -0.35963689  0.47849687  0.07912022 -0.69479884  0.        ]","[[ 0.09322203  0.04125703  0.17554863  0.09772339]
 [ 7.83033144  5.98160939  0.          0.        ]]",[-0.46172675 -0.01018199]
3,[-0.54686413  0.57195926],-0.0303459214999,0.334499,[-0.02568364  0.72295237],"[ 1.14120159  2.00486094  0.27012662 -0.2061008   1.53542467  0.84785836
 -0.29908444  0.64359218 -0.01805898 -0.30252196  0.        ]","[[  0.27516506   0.17241584   0.17554863   0.09772339]
 [ 10.35558926   7.13043645   0.           0.        ]]",[-0.46172675 -0.01018199]
4,[-2.46873968  0.01645544],-0.0265643581318,0.398546,[-0.56313306  0.60714257],"[ 1.05022402  1.95006968  0.52444373  0.28464716  1.53541961  0.84785693
 -0.35588366  0.94888038 -0.22976248  0.06870589  0.        ]","[[ 0.45851006  0.33633914  0.17554863  0.09772339]
 [ 7.98682803  9.25480494  0.          0.        ]]",[-0.46172675 -0.01018199]
5,[-0.2704794   1.53868557],-0.0687234821692,0.376703,[-0.86624867  0.63070351],"[ 0.96904405  1.8486427   0.67752957  0.80204552  1.53541455  0.8478555
 -0.45452237  0.93211965 -0.4713441   0.2981687   0.        ]","[[ 0.57697359  0.52026524  0.17554863  0.09772339]
 [ 3.87319806  9.13818683  0.          0.        ]]",[-0.46172675 -0.01018199]
6,[-0.31626195  0.37967354],-0.102857713626,0.28665,[-1.20209575  0.61765647],"[ 0.91671456  1.67598865  0.75795457  1.35288285  1.53540949  0.84785407
 -0.48203724  1.47519572 -0.71852133  0.41875105  0.        ]","[[  0.64292364   0.74094537   0.17554863   0.09772339]
 [  2.72570022  12.91722741   0.           0.        ]]",[-0.46172675 -0.01018199]
7,[-1.25549022  2.15621251],-0.134436890765,0.519105,[-1.47464228  0.67515802],"[ 0.88136649  1.40010152  0.80650607  1.88802312  1.53540443  0.84785264
 -0.51332405  1.65453864 -0.98969163  0.4521301   0.        ]","[[  0.68434593   1.01181166   0.17554863   0.09772339]
 [  1.42089711  14.16523337   0.           0.        ]]",[-0.46172675 -0.01018199]
8,[-2.75111454  0.77907566],-0.157376190615,0.608572,[-1.69181752  0.71132034],"[ 0.89142141  1.00944272  0.79310804  2.27151052  1.53539938  0.84785121
 -0.60887919  2.18339532 -1.22419001  0.37297128  0.        ]","[[  0.6727811    1.33204107   0.17554863   0.09772339]
 [ -2.56413893  17.84539249   0.           0.        ]]",[-0.46172675 -0.01018199]
9,[-1.04868368  0.26947268],-0.169843800486,0.497416,[-1.80033541  0.78553748],"[ 0.96499191  0.50216838  0.68416237  2.32658995  1.53539432  0.84784978
 -0.70254929  2.57600463 -1.38366719  0.17964883  0.        ]","[[  0.58230507   1.71636214   0.17554863   0.09772339]
 [ -6.47056854  20.57752649   0.           0.        ]]",[-0.46172675 -0.01018199]
10,[-1.01392614  0.68760766],-0.175306969722,0.591261,[-1.75682068  0.93674225],"[ 1.07600535 -0.01540955  0.46505198  1.88015693  1.53538926  0.84784835
 -0.7943825   2.67078565 -1.4578265  -0.09423695  0.        ]","[[  0.41446983   2.13453249   0.17554863   0.09772339]
 [-10.30040146  21.2372189    0.           0.        ]]",[-0.46172675 -0.01018199]
11,[-0.82936284  1.51501057],-0.183027063173,0.755519,[-1.62384439  1.06150281],"[ 1.17314854 -0.43197727  0.11871188  0.90549136  1.5353842   0.84784692
 -0.88442288  3.0015412  -1.48400056 -0.42716815  0.        ]","[[  0.17078703   2.58237231   0.17554863   0.09772339]
 [-14.05547649  23.53903665   0.           0.        ]]",[-0.46172675 -0.01018199]
