timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 0.13585876 -2.20363028],-0.181590526576,0.846395,[ 0.  0.],[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"[[ 0.022375   -0.0289413   0.03487569  0.04964187]
 [ 0.00307265  0.00333077  0.          0.        ]]",[-0.01634955  0.01675472]
1,[ 0.38351013 -0.03388561],-0.182369642016,-3.72521,[ 0.00012295 -0.00054965],"[-0.06856809 -0.79813654  1.25605961 -1.41062256  0.          0.
  1.41419409 -1.4142132  -0.05129556 -1.06139567  0.        ]","[[ 0.02784358 -0.06860529  0.03487569  0.04964187]
 [ 0.54198546 -3.95653139  0.          0.        ]]",[-0.01634955  0.01675472]
2,[ 1.42599247  0.11306029],-0.18284559994,-4.3575,[-0.00071995 -0.00149331],"[-0.68922655 -1.65427287  1.70774001 -1.65845121  0.          0.
  1.68885953 -0.97947571 -0.36281581 -1.40483464  0.        ]","[[ 0.05379766 -0.14830205  0.03487569  0.04964187]
 [ 2.0484081  -4.01295451  0.          0.        ]]",[-0.01634955  0.01675472]
3,[ 0.60666722 -0.31611009],-0.179795851377,1.67125,[-0.00277538 -0.00194351],"[-1.89099167 -1.82666795  1.9349719  -1.67067486  0.          0.
  1.90623117 -0.50310464 -0.73402867  1.37981266  0.        ]","[[ 0.13404812 -0.22328743  0.03487569  0.04964187]
 [ 5.96361134 -3.48732291  0.          0.        ]]",[-0.01634955  0.01675472]
4,[-0.50644627  0.64813855],-0.173180159499,1.50721,[-0.0041578  -0.00143501],"[-2.17618708 -1.94216376  2.03935317 -1.70021282  0.          0.          1.7279704
 -1.12611022 -1.65379304  2.14332555  0.        ]","[[ 0.27622102 -0.30490781  0.03487569  0.04964187]
 [ 8.24608754 -4.67075664  0.          0.        ]]",[-0.01634955  0.01675472]
5,[ 0.35424119  1.47716209],-0.166372526413,0.0977116,[-0.00454231 -0.00411651],"[ -2.23271840e+00  -1.92584356e+00   1.97290333e+00  -1.64385189e+00
   0.00000000e+00  -6.93889390e-15   8.26140861e-01   8.13941630e-01
  -2.11339625e+00   2.10701171e+00   0.00000000e+00]","[[ 0.41939524 -0.371637    0.03487569  0.04964187]
 [ 6.07854656 -2.0110364   0.          0.        ]]",[-0.01634955  0.01675472]
6,[ 0.95758883 -0.26352585],-0.160001991699,0.0322925,[-0.00402261 -0.00413337],"[ -2.22200226e+00  -1.47924498e+00   1.88258691e+00  -1.31973209e+00
   0.00000000e+00  -6.93889390e-15   1.09057246e+00   2.15853340e+00
  -2.26455554e+00   2.09884158e+00   0.00000000e+00]","[[ 0.5538054  -0.37173454  0.03487569  0.04964187]
 [ 7.35819886  1.98796116  0.          0.        ]]",[-0.01634955  0.01675472]
7,[-0.34357651  0.23079627],-0.152903174945,-2.06228,[-0.00456941 -0.00277869],"[-2.34400833 -0.94504339  1.90129746 -0.95257235  0.          0.
  1.75762576  1.3316936  -2.48019849  2.16146798  0.        ]","[[  0.73752093  -0.34285209   0.03487569   0.04964187]
 [ 11.00122439   0.90391485   0.           0.        ]]",[-0.01634955  0.01675472]
8,[-0.33865774 -0.00227469],-0.148136841657,-3.16718,[-0.00481181 -0.00227114],"[-2.39101805 -0.54635143  1.86962164 -0.6669273   0.          0.
  1.12220272  1.44997642 -2.54356347  2.11042002  0.        ]","[[ 0.94172132 -0.31577677  0.03487569  0.04964187]
 [ 9.4240651   1.80061754  0.          0.        ]]",[-0.01634955  0.01675472]
9,[ 0.28709674 -0.46158625],-0.147282892695,-4.61578,[-0.00513821 -0.00141919],"[-2.30560818 -0.09862284  1.75005506 -0.33520504  0.          0.
  0.62392751  1.24718902 -2.46425754  1.96879885  0.        ]","[[ 1.11489031 -0.28020562  0.03487569  0.04964187]
 [ 7.89791843  1.75663538  0.          0.        ]]",[-0.01634955  0.01675472]
