timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 3.44723131  4.97028078],-0.309076838883,-5.76534,[ 3.07632685  4.61530066],"[ 1.39907315  2.58430586 -0.42260964 -1.172455   -0.75524895  0.686664
 -0.3605098  -0.38267202  2.16109501 -0.79835325  0.        ]","[[-0.00430781 -0.08019259 -0.08630933  0.07951672]
 [ 0.00358461  0.00434902  0.          0.        ]]",[-1.08412814 -0.26998362]
1,[ 3.27256572  4.15486164],-0.305969235689,-5.78744,[ 3.0757184   4.43733978],"[ 1.39816891  2.58797727 -0.36345887 -1.00723952 -0.75524875  0.68666384
 -0.2848842   0.13767841  2.16361055 -0.69726834  0.        ]","[[ 0.03543828 -0.04039404 -0.08630933  0.07951672]
 [ 3.95786006  3.96231986  0.          0.        ]]",[-1.08412814 -0.26998362]
2,[ 2.66966058  4.25664456],-0.294800211361,-6.02931,[ 3.02407646  3.97092819],"[ 1.38191396  2.58459132 -0.18863139 -0.51611975 -0.75524856  0.68666367
 -0.21075363  0.64773005  2.1327322  -0.39893676  0.        ]","[[ 0.15348541  0.07777798 -0.08630933  0.07951672]
 [ 7.83396405  7.84195474  0.          0.        ]]",[-1.08412814 -0.26998362]
3,[ 3.54035277  3.97941966],-0.270408221499,-5.98934,[ 2.77032995  3.32566023],"[ 1.31138356  2.53256482  0.09180844  0.28119281 -0.75524836  0.68666351
 -0.13808393  1.14767963  1.96118357  0.05955382  0.        ]","[[  0.34828751   0.27277192  -0.08630933   0.07951672]
 [ 11.63368225  11.6447516    0.           0.        ]]",[-1.08412814 -0.26998362]
4,[ 2.12029732  3.24512588],-0.225976496824,-6.12349,[ 1.98801899  2.61932516],"[ 1.12862992  2.36875024  0.44665456  1.30999446 -0.75524817  0.68666334
 -0.06683396  1.63770937  1.51638504  0.54274445  0.        ]","[[  0.61833771   0.54306508  -0.08630933   0.07951672]
 [ 15.35916693  15.37209895   0.           0.        ]]",[-1.08412814 -0.26998362]
5,[ 1.1225108   1.65179797],-0.156684463769,-6.04223,[ 0.76850635  1.78764391],"[ 0.7735284   2.02470444  0.80501855  2.38520504 -0.75524798  0.68666318
  0.00304476  2.11798766  0.76458844  0.7728662   0.        ]","[[  0.96217617   0.88716145  -0.08630933   0.07951672]
 [ 19.01295242  19.0252813    0.           0.        ]]",[-1.08412814 -0.26998362]
6,[ 0.03750363  1.94558214],-0.0677831382637,-5.93037,[-0.2949695   1.30901527],"[ 0.21771164  1.46142874  1.04482982  3.17223028 -0.75524778  0.68666301
  0.07160191  2.58868099 -0.04876814  0.44790376  0.        ]","[[  1.37839529   1.30359033  -0.08630933   0.07951672]
 [ 22.59763596  22.6055694    0.           0.        ]]",[-1.08412814 -0.26998362]
7,[-0.12291773 -0.50128937],-0.0496133214889,-5.1811,[-0.39155805  1.26496065],"[-0.43232912  0.72222166  1.02355293  3.21946554 -0.75524759  0.68666285
  0.06601521  3.05012264 -0.38250822 -0.35317188  0.        ]","[[  1.82741419   1.79091804  -0.08630933   0.07951672]
 [ 22.30552188  26.11550349   0.           0.        ]]",[-1.08412814 -0.26998362]
8,[-0.33878678  3.2446233 ],-0.111316540869,-4.37301,[-0.04806989  1.95943689],"[-0.99529482  0.04948099  0.72848266  2.29491751 -0.7552474   0.68666268
  0.04839511  2.72096245 -0.06394507 -0.97318996  0.        ]","[[  2.2642861    2.28810689  -0.08630933   0.07951672]
 [ 21.38421124  23.6118149    0.           0.        ]]",[-1.08412814 -0.26998362]
9,[ 0.12664597  3.50190172],-0.135496278522,-3.95476,[ 0.10595775  3.23398685],"[-1.36568038 -0.38464793  0.2543093   0.57210031 -0.7552472   0.68666252
  0.01472616  3.17992333  0.45383925 -0.99863325  0.        ]","[[  2.67431118   2.79536893  -0.08630933   0.07951672]
 [ 19.62374654  27.10289253   0.           0.        ]]",[-1.08412814 -0.26998362]
