timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[-0.41248957  1.97670042],-0.150018009274,-2.87515,[-0.02627146  2.79845333],"[ 1.31177312  2.47311843 -0.16512155 -0.79561302  1.47069067  1.41826029
 -0.36361269 -0.38720263  0.18198767 -1.24758845  0.        ]","[[ 0.09139276  0.00622301  0.16984049  0.16464819]
 [-0.00225831  0.00187244  0.          0.        ]]",[-0.87205261 -0.15401497]
1,[-0.35666829  2.85424898],-0.149098291144,-2.03357,[-0.21988118  2.65103722],"[ 1.31371611  2.47156921 -0.18926648 -0.63992724  1.47068938  1.4182591
 -0.3947557   0.14718961  0.18089226 -1.24032952  0.        ]","[[ 0.07496068  0.0459943   0.16984049  0.16464819]
 [-1.63550638  3.96205595  0.          0.        ]]",[-0.87205261 -0.15401497]
2,[-0.67684396  2.89886513],-0.145816736427,-1.92142,[-0.39527553  2.48666692],"[ 1.31713962  2.45313396 -0.25781663 -0.17991341  1.47068808  1.41825792
 -0.42107136  0.67098809  0.17333588 -1.21546039  0.        ]","[[ 0.02840367  0.16418159  0.16984049  0.16464819]
 [-3.01559224  7.84373372  0.          0.        ]]",[-0.87205261 -0.15401497]
3,[-0.22456286  2.58922585],-0.142230628696,-1.97049,[-0.57282943  2.30029154],"[ 1.31530291  2.37817795 -0.38544269  0.55676273  1.47068679  1.41825673
 -0.47101739  1.18447577  0.15009834 -1.19235958  0.        ]","[[ -0.05818881   0.35923595   0.16984049   0.16464819]
 [ -5.6349323   11.64900521   0.           0.        ]]",[-0.87205261 -0.15401497]
4,[-1.06622501  1.22065488],-0.137282150919,-2.14787,[-0.80765718  2.13447404],"[ 1.29503697  2.18788804 -0.56177819  1.48601038  1.4706855   1.41825554
 -0.48585673  1.68769289  0.0930331  -1.16566939  0.        ]","[[ -0.17869599   0.62963216   0.16984049   0.16464819]
 [ -6.4131641   15.3781734    0.           0.        ]]",[-0.87205261 -0.15401497]
5,[-1.31695349  1.44044484],-0.134484817212,-1.7891,[-1.07948804  2.03369284],"[ 1.23361421  1.82173331 -0.79890645  2.41892297  1.47068421  1.41825436
 -0.55890106  2.18105373 -0.01647139 -1.1604846   0.        ]","[[ -0.34539309   0.97387973   0.16984049   0.16464819]
 [-10.24385461  19.03431467   0.           0.        ]]",[-0.87205261 -0.15401497]
6,[-1.51798953  0.47077219],-0.141374811612,-1.68314,[-1.4011085   1.97139025],"[ 1.07859561  1.25232191 -1.11752786  3.03265124  1.47068291  1.41825317
 -0.63051101  2.66455607 -0.1954451  -1.21745436  0.        ]","[[ -0.58794871   1.39051784   0.16984049   0.16464819]
 [-13.99932313  22.61742058   0.           0.        ]]",[-0.87205261 -0.15401497]
7,[-1.84725149  0.89594345],-0.159915905754,-1.6681,[-1.69972014  2.00095105],"[ 0.77344335  0.5655542  -1.45915459  2.93673097  1.47068162  1.41825198
 -0.70071465  2.85559735 -0.4557202  -1.31796885  0.        ]","[[ -0.90487297   1.85707281   0.16984049   0.16464819]
 [-17.68104222  24.03321482   0.           0.        ]]",[-0.87205261 -0.15401497]
8,[-2.58116348  1.10817866],-0.187284363724,-2.00927,[-2.08721709  2.06269073],"[ 0.28189044 -0.07914409 -1.71834502  1.91469589  1.47068033  1.4182508
 -0.76954978  3.26993413 -0.80602348 -1.40135789  0.        ]","[[ -1.29471271   2.36854606   0.16984049   0.16464819]
 [-21.29099433  27.10380531   0.           0.        ]]",[-0.87205261 -0.15401497]
9,[-3.50214756  2.9852184 ],-0.218089754009,-2.02312,[-2.7401576   2.61831665],"[-0.36854583 -0.47325152 -1.74895593 -0.05488263  1.47067904  1.41824961
 -0.83702306  3.73166867 -1.24235941 -1.375109    0.        ]","[[ -1.75603679   2.94495398   0.16984049   0.16464819]
 [-24.82952907  30.52569006   0.           0.        ]]",[-0.87205261 -0.15401497]
10,[-2.21343647  2.85420759],-0.228277018944,-2.01408,[-2.18287301  3.82875371],"[-1.04162291 -0.49685648 -1.41147939 -1.14275251  1.47067774  1.41824842
 -0.90317334 -0.2544017  -1.42846767 -1.29291423  0.        ]","[[ -2.28743691   3.22410746   0.16984049   0.16464819]
 [-28.2986842    0.9860651    0.           0.        ]]",[-0.87205261 -0.15401497]
11,[-2.73411385  4.11407708],-0.226026666478,-1.27991,[-2.00422859  3.8821938 ],"[-1.48453883 -0.50118543 -0.67029981 -0.94282651  1.47067645  1.41824724
 -0.96799254 -0.9314821  -1.34869608 -1.35597213  0.        ]","[[ -2.88751823   3.17296667   0.16984049   0.16464819]
 [-31.69803655  -4.03158591   0.           0.        ]]",[-0.87205261 -0.15401497]
12,[-1.86153021  3.90826197],-0.23737695906,-0.794538,[-1.74491811  3.93746924],"[-1.41034532 -0.5005435   0.29254037 -0.65171642  1.47067516  1.41824605
 -1.03152251 -0.80606844 -1.35985065 -1.4706827   0.        ]","[[ -3.55490772   3.09861143   0.16984049   0.16464819]
 [-35.02978128  -3.10218424   0.           0.        ]]",[-0.87205261 -0.15401497]
13,[-1.36390985  4.0773585 ],-0.249236063329,-0.859274,[-1.26924205  4.1628561 ],"[-0.69226511 -0.49578831  1.04416906 -0.46486178  1.47067386  1.41824486
 -1.09379344 -0.62203192 -1.45426409 -1.50687512  0.        ]","[[ -4.28826937   3.05078537   0.16984049   0.16464819]
 [-38.29550174  -1.73834471   0.           0.        ]]",[-0.87205261 -0.15401497]
14,[-1.64036     2.96820375],-0.250372352178,-1.79409,[-1.01278758  4.42275715],"[ 0.41384853 -0.49192786  1.07292939 -0.36690927  1.47067257  1.41824367
 -1.154832   -0.50350013 -1.53119926 -1.43667522  0.        ]","[[ -5.08629698   3.02563765   0.16984049   0.16464819]
 [-41.49659759  -0.85994138   0.           0.        ]]",[-0.87205261 -0.15401497]
15,[-1.14185777  5.05485048],-0.239463190182,-2.28042,[-1.13940597  4.50110531],"[ 1.23833108 -0.48974837  0.18574089 -0.32010582  1.47067128  1.41824249
 -1.21466275 -0.44114113 -1.51574185 -1.32361783  0.        ]","[[ -5.94771104   3.01359657   0.16984049   0.16464819]
 [-44.63435692  -0.39781818   0.           0.        ]]",[-0.87205261 -0.15401497]
16,[-1.66161352  3.23220698],-0.224458988855,-3.12498,[-1.61355281  4.21408749],"[ 1.07849907 -0.48868927 -1.11767474 -0.29890218  1.47066999  1.4182413
 -1.27330938 -0.41127439 -1.41008007 -1.26870229  0.        ]","[[ -6.8712573    3.0081355    0.16984049   0.16464819]
 [-47.71002209  -0.17648554   0.           0.        ]]",[-0.87205261 -0.15401497]
17,[-1.37187964  4.06079951],-0.219637271122,-2.55449,[-1.68451571  3.82825685],"[-0.10872693 -0.48821168 -1.77417749 -0.28962444  1.47066869  1.41824011
 -1.33079511 -0.3977265  -1.30086746 -1.33401645  0.        ]","[[ -7.8557061    3.00574475   0.16984049   0.16464819]
 [-50.72481202  -0.07608708   0.           0.        ]]",[-0.87205261 -0.15401497]
18,[-2.1723999   3.29680347],-0.232088376639,-1.76944,[-1.83440447  3.62099981],"[-1.33852976 -0.48800506 -1.03862643 -0.28566322  1.4706674   1.41823893
 -1.38714281 -0.39179497 -1.29803611 -1.47260436  0.        ]","[[ -8.89985195e+00   3.00472377e+00   1.69840491e-01   1.64648188e-01]
 [ -5.36799257e+01  -3.21311480e-02   0.00000000e+00   0.00000000e+00]]",[-0.87205261 -0.15401497]
19,[-1.13864122  4.07522939],-0.249537925371,-0.684656,[-1.61860895  3.85044384],"[-1.29914236 -0.48791787  0.50557675 -0.2840023   1.47066611  1.41823774
 -1.44237493 -0.38926186 -1.42022479 -1.54419051  0.        ]","[[ -1.00025131e+01   3.00429565e+00   1.69840491e-01   1.64648188e-01]
 [ -5.65765413e+01  -1.33600191e-02   0.00000000e+00   0.00000000e+00]]",[-0.87205261 -0.15401497]
20,[-0.60607908  4.78735552],-0.252790353475,-1.01345,[-1.02569509  4.35914803],"[ 0.13037109 -0.48788163  1.15430455 -0.28331534  1.47066482  1.41823655
 -1.49651353 -0.38819981 -1.53969685 -1.45544957  0.        ]","[[ -1.11625313e+01   3.00411859e+00   1.69840491e-01   1.64648188e-01]
 [ -5.94158154e+01  -5.49040904e-03   0.00000000e+00   0.00000000e+00]]",[-0.87205261 -0.15401497]
21,[-1.53776567  4.94949189],-0.236662791574,-2.29237,[-1.19639063  4.49697208],"[ 1.28840097 -0.48786669 -0.00205757 -0.28303419  1.47066352  1.41823537
 -1.51984058 -0.38776039 -1.50507054 -1.30222994  0.        ]","[[ -1.23631226e+01   3.00404613e+00   1.69840491e-01   1.64648188e-01]
 [ -6.06392355e+01  -2.23489987e-03   0.00000000e+00   0.00000000e+00]]",[-0.87205261 -0.15401497]
