timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 1.84588467  4.924895  ],-0.1286040378,-4.54875,[ 2.06972718  3.70515537],"[ 1.35884294  2.53557001 -0.4057534  -0.89469205  0.95612442 -0.78983282
 -0.3550388  -0.38478824  0.64846116  0.55920219  0.        ]","[[-0.03388933 -0.01595806  0.11060609 -0.0907129 ]
 [-0.00081439  0.003933    0.          0.        ]]",[-1.01913309 -0.22934125]
1,[ 2.58451656  2.75587438],-0.137139091858,-4.64541,[ 1.99819231  3.51928329],"[ 1.35964546  2.53532919 -0.34711716 -0.73377122  0.95612403 -0.78983254
 -0.27992537  0.14197369  0.64956534  0.66016381  0.        ]","[[ 0.0057696   0.02383222  0.11060609 -0.0907129 ]
 [ 3.95354674  3.96190866  0.          0.        ]]",[-1.01913309 -0.22934125]
2,[ 1.85585341  1.99195724],-0.16244568524,-4.88329,[ 1.83367467  3.23469782],"[ 1.34865318  2.52054114 -0.17314679 -0.2577744   0.95612364 -0.78983227
 -0.20629612  0.65830935  0.61455888  0.95753502  0.        ]","[[ 0.1237316   0.14199604  0.11060609 -0.0907129 ]
 [ 7.82977332  7.841544    0.          0.        ]]",[-1.01913309 -0.22934125]
3,[ 1.3101129  1.8366086],-0.202158375869,-5.07009,[ 1.39168859  2.86121035],"[ 1.28722285  2.45073486  0.10734381  0.50712765  0.95612324 -0.78983199
 -0.1341165   1.16441736  0.4370583   1.41179963  0.        ]","[[  0.31845168   0.3369817    0.11060609  -0.0907129 ]
 [ 11.62968427  11.64433343   0.           0.        ]]",[-1.01913309 -0.22934125]
4,[ 0.08913674  2.56643409],-0.248900592813,-5.30528,[ 0.04195398  2.34360075],"[ 1.11733627  2.265494    0.46513547  1.47774901  0.95612285 -0.78983172
 -0.06334525  1.66048197 -0.01210694  1.88496182  0.        ]","[[  0.58842458   0.60726635   0.11060609  -0.0907129 ]
 [ 15.35545071  15.37166494   0.           0.        ]]",[-1.01913309 -0.22934125]
5,[-1.69156278  1.44325494],-0.285527446055,-4.98956,[-1.51863122  1.83810043],"[ 0.818925    1.90174534  0.79904464  2.46293046  0.95612246 -0.78983144
 -0.06239129  2.14685621 -0.70890318  2.09210963  0.        ]","[[  0.89603442   0.95136717   0.11060609  -0.0907129 ]
 [ 15.40567141  19.02619574   0.           0.        ]]",[-1.01913309 -0.22934125]
6,[-1.84994605  2.52766325],-0.293630670189,-4.53966,[-2.42465973  1.59796286],"[ 0.49232008  1.32884443  1.00091287  3.13134265  0.95612207 -0.78983117
 -0.14328649  2.62375048 -1.34134792  1.86196513  0.        ]","[[  1.16141758   1.36784378   0.11060609  -0.0907129 ]
 [ 11.14692694  22.60951287   0.           0.        ]]",[-1.01913309 -0.22934125]
7,[-3.39704073  0.75676368],-0.268753450601,-3.32198,[-2.58718586  1.5790875 ],"[ 0.24492856  0.59993412  1.08472706  3.05179095  0.95612168 -0.78983089
 -0.22257903  3.09118892 -1.62435386  1.3551788   0.        ]","[[  1.34247408   1.85527422   0.11060609  -0.0907129 ]
 [  6.9725541   26.12180442   0.           0.        ]]",[-1.01913309 -0.22934125]
8,[-2.41108747  1.74109632],-0.217076936604,-2.50666,[-2.17165232  1.84680474],"[ 0.10548744 -0.09309792  1.11063878  1.89402828  0.95612128 -0.78983062
 -0.3003245   3.4211661  -1.50077356  0.8534611   0.        ]","[[  1.44086299   2.40258791   0.11060609  -0.0907129 ]
 [  2.87962729  28.60126155   0.           0.        ]]",[-1.01913309 -0.22934125]
9,[-1.19073558  2.16320114],-0.151180953429,-1.74094,[-1.48832536  2.60173774],"[ 0.08071461 -0.4740727   1.11373672 -0.29408543  0.95612089 -0.78983034
 -0.37658072  3.12289029 -1.07573489  0.57140572  0.        ]","[[  1.45818336   3.00865906   0.11060609  -0.0907129 ]
 [ -1.13489799  26.36012146   0.           0.        ]]",[-1.01913309 -0.22934125]
10,[-0.02445743  3.65127878],-0.131623118608,-1.758,[  1.48367882e-03   4.20258427e+00],"[ 0.16941522 -0.48477575  1.10056224 -1.06876727  0.9561205  -0.78983007
 -0.45138284 -0.39132671 -0.91176398  0.5428526   0.        ]","[[ 1.39597162  3.20062435  0.11060609 -0.0907129 ]
 [-5.07287316 -0.04516232  0.          0.        ]]",[-1.01913309 -0.22934125]
11,[ 0.80702028  3.97911957],-0.138408277176,-2.12707,[ 0.29437381  4.30785418],"[ 0.31179172 -0.48737606  1.06703598 -0.85668351  0.95612011 -0.7898298
 -0.45131765 -0.86481396 -0.97051697  0.55106322  0.        ]","[[ 1.2945478   3.14815258  0.11060609 -0.0907129 ]
 [-5.06944726 -3.60287407  0.          0.        ]]",[-1.01913309 -0.22934125]
12,[-0.01021036  4.20652892],-0.146168054267,-2.2839,[ 0.33873597  4.24185467],"[ 0.40551295 -0.4848603   1.0361812  -0.59540818  0.95611972 -0.78982952
 -0.38871645 -0.73757843 -1.0281403   0.57327929  0.        ]","[[ 1.22622501  3.08351974  0.11060609 -0.0907129 ]
 [-1.77380398 -2.64684803  0.          0.        ]]",[-1.01913309 -0.22934125]
13,[ 0.55515219  3.31373406],-0.151014910911,-2.5032,[ 0.37926823  4.17912292],"[ 0.45337887 -0.48007255  1.01755904 -0.432173    0.95611932 -0.78982925
 -0.38881615 -0.5797711  -1.06093424  0.59177954  0.        ]","[[ 1.19069625  3.0430331   0.11060609 -0.0907129 ]
 [-1.77905789 -1.4611098   0.          0.        ]]",[-1.01913309 -0.22934125]
14,[ 0.3456858   4.26949301],-0.153476164933,-2.41057,[ 0.33769649  4.13376522],"[ 0.47095916 -0.47660667  1.01021187 -0.34750447  0.95611893 -0.78982897
 -0.34639495 -0.48079936 -1.07697041  0.6020921   0.        ]","[[ 1.1775222   3.0219733   0.11060609 -0.0907129 ]
 [ 0.45420675 -0.71745278  0.          0.        ]]",[-1.01913309 -0.22934125]
15,[ 0.59164452  2.9186911 ],-0.154298780242,-2.59931,[ 0.24761254  4.08618355],"[ 0.44057302 -0.47472287  1.02273622 -0.30727406  0.95611854 -0.7898287
 -0.32056729 -0.42929197 -1.08373365  0.60342096  0.        ]","[[ 1.20024863  3.01194858  0.11060609 -0.0907129 ]
 [ 1.81390268 -0.33043527  0.          0.        ]]",[-1.01913309 -0.22934125]
16,[ 0.0469981   4.87208135],-0.154050007129,-2.31676,[ 0.05905914  4.00941038],"[ 0.35989209 -0.47382217  1.0521039  -0.28911237  0.95611815 -0.78982842
 -0.27675324 -0.40476692 -1.08542828  0.59734012  0.        ]","[[ 1.25966947  3.00741877  0.11060609 -0.0907129 ]
 [ 4.12049387 -0.14615879  0.          0.        ]]",[-1.01913309 -0.22934125]
17,[-0.04430081  3.05829669],-0.153155423957,-2.50467,[-0.13324553  3.91918087],"[ 0.24400997 -0.47341915  1.08494076 -0.2811852   0.95611776 -0.78982815
 -0.27476797 -0.39368327 -1.0839255   0.58694321  0.        ]","[[ 1.34312795  3.00544076  0.11060609 -0.0907129 ]
 [ 4.22500496 -0.06287874  0.          0.        ]]",[-1.01913309 -0.22934125]
18,[-0.01213263  4.99305253],-0.152088233721,-2.23077,[-0.31541234  3.82810545],"[ 0.1280844  -0.47324551  1.10741648 -0.27780695  0.95611736 -0.78982787
 -0.27968838 -0.38884273 -1.08080614  0.57650737  0.        ]","[[ 1.42502903  3.00459766  0.11060609 -0.0907129 ]
 [ 3.9659665  -0.02650841  0.          0.        ]]",[-1.01913309 -0.22934125]
19,[-0.0670431  5.1539869],-0.15096456993,-2.19105,[-0.49202663  3.7383523 ],"[ 0.01629319 -0.47317243  1.11970925 -0.27639275  0.95611697 -0.7898276
 -0.28209211 -0.38677923 -1.07672351  0.56670786  0.        ]","[[ 1.50307867  3.0042447   0.11060609 -0.0907129 ]
 [ 3.83941844 -0.01100439  0.          0.        ]]",[-1.01913309 -0.22934125]
20,[-0.21952673  4.95904179],-0.149842474608,-2.18884,[-0.6525473   3.65219069],"[-0.0893383  -0.47314213  1.1230744  -0.27580883  0.95611658 -0.78982732
 -0.28857793 -0.38591528 -1.07207636  0.55778188  0.        ]","[[ 1.57644116  3.00409896  0.11060609 -0.0907129 ]
 [ 3.49796878 -0.0045135   0.          0.        ]]",[-1.01913309 -0.22934125]
21,[-0.55983458  3.90639439],-0.148880214753,-2.28047,[-0.7691763   3.58254337],"[-0.17650487 -0.47312967  1.11985943 -0.27557031  0.95611619 -0.78982705
 -0.30640322 -0.38555854 -1.06772528  0.55068724  0.        ]","[[  1.63698509e+00   3.00403944e+00   1.10606089e-01  -9.07128985e-02]
 [  2.55955165e+00  -1.83373434e-03   0.00000000e+00   0.00000000e+00]]",[-1.01913309 -0.22934125]
22,[-1.11513694  3.03791687],-0.148419247984,-2.37825,[-0.78021222  3.55695009],"[-0.21735426 -0.47312455  1.11648053 -0.27547365  0.9561158  -0.78982677
 -0.34946926 -0.38541289 -1.06553651  0.5474498   0.        ]","[[  1.66542840e+00   3.00401533e+00   1.10606089e-01  -9.07128985e-02]
 [  2.92334432e-01  -7.40038417e-04   0.00000000e+00   0.00000000e+00]]",[-1.01913309 -0.22934125]
23,[-0.11042008  4.00767982],-0.148972082432,-2.24952,[-0.61163646  3.61869097],"[-0.16860612 -0.47312241  1.12037332 -0.27543465  0.95611541 -0.7898265
 -0.42478638 -0.38535397 -1.06816745  0.55132039  0.        ]","[[  1.63149218e+00   3.00400561e+00   1.10606089e-01  -9.07128985e-02]
 [ -3.67274231e+00  -2.98023370e-04   0.00000000e+00   0.00000000e+00]]",[-1.01913309 -0.22934125]
24,[-0.19253367  4.3325479 ],-0.15019828796,-2.21163,[-0.42855245  3.71483612],"[-0.05755242 -0.47312149  1.12289655 -0.27541911  0.95611501 -0.78982622
 -0.43170958 -0.38532971 -1.07365332  0.56044733  0.        ]","[[  1.55438041e+00   3.00400175e+00   1.10606089e-01  -9.07128985e-02]
 [ -4.03722012e+00  -1.16453363e-04   0.00000000e+00   0.00000000e+00]]",[-1.01913309 -0.22934125]
25,[-0.44335812  3.73184013],-0.151535607612,-2.2969,[-0.21303624  3.82096624],"[ 0.06838614 -0.47312105  1.11510432 -0.27541299  0.95611462 -0.78982595
 -0.44467127 -0.3853202  -1.07903896  0.57130881  0.        ]","[[  1.46678953e+00   3.00400024e+00   1.10606089e-01  -9.07128985e-02]
 [ -4.71959406e+00  -4.57045480e-05   0.00000000e+00   0.00000000e+00]]",[-1.01913309 -0.22934125]
