timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 1.32251797  0.94611369],-0.118719566598,-1.44422,[ 1.5854404   2.26115632],"[ 1.22325983  2.23571319 -0.06772979 -0.67968331  0.88766419 -0.28743781
 -0.45542878 -0.39114742  0.66838394  0.28622083  0.        ]","[[ 0.07274947  0.03027213  0.10195232 -0.0324339 ]
 [ 0.00452134  0.00179877  0.          0.        ]]",[-0.59841043 -0.04611932]
1,[ 1.4099756   3.42739131],-0.123193175952,-1.00553,[ 1.41933179  2.13200951],"[ 1.21813246  2.23312196 -0.00914589 -0.54919935  0.88766328 -0.28743763
 -0.37358795  0.13777819  0.65658412  0.38343553  0.        ]","[[ 0.11251492  0.06787936  0.10195232 -0.0324339 ]
 [ 3.95886469  3.74644889  0.          0.        ]]",[-0.59841043 -0.04611932]
2,[ 0.95297672  1.19383906],-0.138293655281,-1.21966,[ 1.08009577  1.93638551],"[ 1.19005956  2.21326552  0.16289156 -0.15680739  0.88766236 -0.28743745
 -0.29336554  0.68637213  0.58551369  0.66599203  0.        ]","[[ 0.23058242  0.18177676  0.10195232 -0.0324339 ]
 [ 7.8350113   7.63034683  0.          0.        ]]",[-0.59841043 -0.04611932]
3,[ 0.38853506  2.18324255],-0.16590241748,-1.33624,[ 0.41618696  1.62894082],"[ 1.10380484  2.14024783  0.43285263  0.47978509  0.88766145 -0.28743727
 -0.21857193  1.22410849  0.35968228  1.08046576  0.        ]","[[  0.42354033   0.37258109   0.10195232  -0.0324339 ]
 [ 11.44885175  11.43738321   0.           0.        ]]",[-0.59841043 -0.04611932]
4,[-0.31131302  2.75108822],-0.200391698065,-1.4975,[-0.58594358  1.25904346],"[ 0.92942429  1.96019102  0.73853839  1.28643079  0.88766053 -0.28743709
 -0.19145272  1.75129603 -0.09539414  1.45880349  0.        ]","[[  0.6656623    0.63877714   0.10195232  -0.0324339 ]
 [ 12.75918001  15.16975459   0.           0.        ]]",[-0.59841043 -0.04611932]
5,[-0.460519    2.52326649],-0.228171870568,-1.55851,[-1.42511261  1.01961124],"[ 0.69310174  1.61724365  0.98925391  2.09817636  0.88765962 -0.28743691
 -0.22214699  2.26815614 -0.69633066  1.58010208  0.        ]","[[  0.90596359   0.97888728   0.10195232  -0.0324339 ]
 [ 11.27610201  18.8290428    0.           0.        ]]",[-0.59841043 -0.04611932]
6,[-1.26493886  0.12922154],-0.237683977093,-1.19508,[-1.69839919  0.97105867],"[ 0.45180451  1.0856739   1.15071084  2.63345827  0.88765871 -0.28743673
 -0.26442692  2.77478614 -1.2350343   1.35946837  0.        ]","[[  1.11098707   1.39145694   0.10195232  -0.0324339 ]
 [  9.23323361  22.41595466   0.           0.        ]]",[-0.59841043 -0.04611932]
7,[-1.67153466  1.28877059],-0.224143766024,-0.656887,[-1.64202678  1.04528034],"[ 0.26730393  0.46276461  1.23082972  2.56361368  0.88765779 -0.28743655
 -0.35004473  2.78442162 -1.49702993  0.9271994   0.        ]","[[  1.25414822   1.84046173   0.10195232  -0.0324339 ]
 [  5.09638554  22.48427117   0.           0.        ]]",[-0.59841043 -0.04611932]
8,[-1.24507486 -0.68357695],-0.189414270806,-0.324357,[-1.51897156  1.11313164],"[ 0.18545928 -0.12346768  1.25638559  1.74609074  0.88765688 -0.28743637
 -0.43400502  3.2808362  -1.44114791  0.48661578  0.        ]","[[  1.31537513   2.3254115    0.10195232  -0.0324339 ]
 [  1.03962385  25.99894664   0.           0.        ]]",[-0.59841043 -0.04611932]
9,[-1.77290618  1.03072387],-0.142417794488,0.0894843,[-1.21236134  1.47538626],"[ 0.21117281 -0.4897041   1.2489749   0.33603282  0.88765596 -0.28743619
 -0.51634173  2.82580436 -1.1701007   0.18470987  0.        ]","[[  1.29625592   2.81306896   0.10195232  -0.0324339 ]
 [ -2.93869308  22.77749573   0.           0.        ]]",[-0.59841043 -0.04611932]
10,[-0.41509311  2.26903105],-0.103463680522,0.222203,[-0.32360709  2.38810515],"[ 0.34049697 -0.56417995  1.20293462 -0.87000451  0.88765505 -0.28743601
 -0.59709318  0.36996633 -0.89912333  0.05449209  0.        ]","[[ 1.19833914  3.16611049  0.10195232 -0.0324339 ]
 [-6.84041695  5.39047708  0.          0.        ]]",[-0.59841043 -0.04611932]
11,[-1.20269605  3.01922228],-0.106885608932,-0.117145,[-0.04547548  2.59120893],"[ 0.53112302 -0.56429052  1.10555237 -0.85791707  0.88765413 -0.28743583
 -0.62831213 -0.80980794 -0.92400899  0.06149443  0.        ]","[[ 1.04639487  3.16263043  0.10195232 -0.0324339 ]
 [-8.34885946 -2.96217576  0.          0.        ]]",[-0.59841043 -0.04611932]
12,[ 0.65992835  2.18103763],-0.115461661897,-0.49317,[-0.01768214  2.60550594],"[ 0.76212296 -0.56332116  0.92787208 -0.63640838  0.88765322 -0.28743565
 -0.70683441 -0.80260106 -0.98022397  0.10638562  0.        ]","[[  0.84135077   3.09885415   0.10195232  -0.0324339 ]
 [-12.14287981  -2.91115738   0.           0.        ]]",[-0.59841043 -0.04611932]
13,[-0.24793821  3.66521266],-0.120563980383,-0.212092,[-0.02450508  2.58494949],"[ 0.9617704  -0.55902819  0.69300565 -0.47526713  0.8876523  -0.28743547
 -0.64778036 -0.63753101 -1.00624773  0.15851955  0.        ]","[[ 0.62712137  3.05236398  0.10195232 -0.0324339 ]
 [-9.28956959 -1.74248717  0.          0.        ]]",[-0.59841043 -0.04611932]
14,[ 1.05347484  2.05525236],-0.122382811932,-0.560267,[-0.03878105  2.56318331],"[ 1.09813574 -0.55537686  0.44601113 -0.38680943  0.88765139 -0.2874353
 -0.66428963 -0.51695911 -1.00790433  0.19959954  0.        ]","[[  0.43332633   3.02676749   0.10195232  -0.0324339 ]
 [-10.08728025  -0.88885719   0.           0.        ]]",[-0.59841043 -0.04611932]
15,[-0.08361755  2.03906098],-0.122458941495,-0.561544,[-0.06006175  2.53543282],"[ 1.175211   -0.55325281  0.22409995 -0.34352216  0.88765047 -0.28743512
 -0.57821217 -0.4505285  -0.99910283  0.22670668  0.        ]","[[ 0.27330948  3.0142152   0.10195232 -0.0324339 ]
 [-5.9282685  -0.41853995  0.          0.        ]]",[-0.59841043 -0.04611932]
16,[ 0.07731116  2.00215525],-0.121903533344,-0.593588,[-0.08373076  2.51855922],"[ 1.21074026 -0.55220152  0.04962932 -0.32362392  0.88764956 -0.28743494
 -0.58263447 -0.41794103 -0.98855569  0.24290084  0.        ]","[[ 0.15260005  3.00843855  0.10195232 -0.0324339 ]
 [-6.14196396 -0.18782728  0.          0.        ]]",[-0.59841043 -0.04611932]
17,[-1.47644547  3.42609241],-0.120949143889,-0.365488,[-0.11457157  2.49606872],"[ 1.22612506 -0.55172175 -0.12491829 -0.31483173  0.88764865 -0.28743476
 -0.5737823  -0.40294054 -0.97613239  0.25470721  0.        ]","[[ 0.03405195  3.00588472  0.10195232 -0.0324339 ]
 [-5.71427205 -0.08162793  0.          0.        ]]",[-0.59841043 -0.04611932]
18,[-0.47105626  4.77863715],-0.119336079999,-0.230421,[-0.16826177  2.46694899],"[ 1.21710485 -0.55151241 -0.35070153 -0.31105139  0.88764773 -0.28743458
 -0.65338403 -0.3963084  -0.95838605  0.26563047  0.        ]","[[-0.11882331  3.00478642  0.10195232 -0.0324339 ]
 [-9.5604371  -0.03467524  0.          0.        ]]",[-0.59841043 -0.04611932]
19,[-0.33838187  2.19325826],-0.116664109929,-0.639041,[-0.2723285   2.40109587],"[ 1.1531536  -0.55142343 -0.6503565  -0.30945813  0.88764682 -0.2874344
 -0.68806638 -0.39345535 -0.93226525  0.27484793  0.        ]","[[ -0.32684574   3.00432351   0.10195232  -0.0324339 ]
 [-11.23622143  -0.01447796   0.           0.        ]]",[-0.59841043 -0.04611932]
20,[-0.62991416  2.41708322],-0.113122570792,-0.693233,[-0.40576673  2.30235481],"[ 1.01200465 -0.55138617 -0.96476221 -0.3087968   0.8876459  -0.28743422
 -0.7111903  -0.39225268 -0.90127576  0.27796054  0.        ]","[[ -5.62780545e-01   3.00413139e+00   1.01952324e-01  -3.24339035e-02]
 [ -1.23535355e+01  -5.96507830e-03   0.00000000e+00   0.00000000e+00]]",[-0.59841043 -0.04611932]
21,[-0.99004945  1.28559068],-0.108618470089,-0.939399,[-0.53104603  2.18142128],"[ 0.77135163 -0.55137063 -1.26960886 -0.30852543  0.88764499 -0.28743404
 -0.7577456  -0.39175357 -0.86622346  0.27205685  0.        ]","[[ -8.32420779e-01   3.00405259e+00   1.01952324e-01  -3.24339035e-02]
 [ -1.46029917e+01  -2.43328671e-03   0.00000000e+00   0.00000000e+00]]",[-0.59841043 -0.04611932]
22,[-1.05841943  2.2125531 ],-0.102879417999,-0.962828,[-0.60395503  2.0717988 ],"[ 0.38870155 -0.55136406 -1.53240194 -0.30841496  0.88764407 -0.28743386
 -0.83288994 -0.39154892 -0.82754339  0.25203954  0.        ]","[[ -1.16090966e+00   3.00402055e+00   1.01952324e-01  -3.24339035e-02]
 [ -1.82337967e+01  -9.86249902e-04   0.00000000e+00   0.00000000e+00]]",[-0.59841043 -0.04611932]
23,[-0.01986629  0.44202805],-0.0963578661814,-1.08448,[-0.60143185  1.97916412],"[-0.15395269 -0.55136116 -1.6549049  -0.30837015  0.88764316 -0.28743368
 -0.90736193 -0.39146562 -0.79189267  0.21172897  0.        ]","[[ -1.56168876e+00   3.00400758e+00   1.01952324e-01  -3.24339035e-02]
 [ -2.18321219e+01  -3.98310201e-04   0.00000000e+00   0.00000000e+00]]",[-0.59841043 -0.04611932]
24,[-0.89960343  0.68748252],-0.0911843308151,-1.0188,[-0.65204501  1.89525819],"[-0.73995769 -0.55124584 -1.52394613 -0.30631589  0.88764224 -0.2874335
 -0.90004391 -0.3972066  -0.77319605  0.15541074  0.        ]","[[ -1.99478401   3.00341065   0.10195232  -0.0324339 ]
 [-21.47858077  -0.04104539   0.           0.        ]]",[-0.59841043 -0.04611932]
25,[-0.99791889  1.34841747],-0.0893685655163,-0.894806,[-0.748438    1.84320641],"[-1.24517582 -0.55115339 -1.11231427 -0.30467689  0.88764133 -0.28743332
 -0.96495944 -0.39313015 -0.78025943  0.09233985  0.        ]","[[ -2.45582604e+00   3.00293436e+00   1.01952324e-01  -3.24339035e-02]
 [ -2.46151696e+01  -1.21866537e-02   0.00000000e+00   0.00000000e+00]]",[-0.59841043 -0.04611932]
26,[-1.46242366  0.75216948],-0.0926563787493,-0.633646,[-0.84735477  1.8513974 ],"[-1.54269814 -0.5511903  -0.40913889 -0.30534052  0.88764042 -0.28743314
 -1.03664604 -0.38865656 -0.82024524  0.03361765  0.        ]","[[ -2.98288241e+00   3.00312730e+00   1.01952324e-01  -3.24339035e-02]
 [ -2.80789253e+01   1.94837093e-02   0.00000000e+00   0.00000000e+00]]",[-0.59841043 -0.04611932]
27,[-0.21838366  3.00589192],-0.10136581094,-0.0660543,[-0.89120615  1.95553601],"[-1.42924033 -0.55121134  0.4509722  -0.30572237  0.8876395  -0.28743296
 -1.10708387 -0.39171429 -0.89204926  0.00258123  0.        ]","[[ -3.57860862e+00   3.00323833e+00   1.01952324e-01  -3.24339035e-02]
 [ -3.14823528e+01  -2.16631488e-03   0.00000000e+00   0.00000000e+00]]",[-0.59841043 -0.04611932]
28,[-0.07607257  2.50093844],-0.112272179698,0.03101,[-0.72325706  2.12840748],"[-0.83684333 -0.55124678  1.12203953 -0.30636134  0.88763859 -0.28743279
 -1.11207869 -0.38944062 -0.97228181  0.0214013   0.        ]","[[ -4.21067776e+00   3.00342408e+00   1.01952324e-01  -3.24339035e-02]
 [ -3.17237579e+01   1.39290687e-02   0.00000000e+00   0.00000000e+00]]",[-0.59841043 -0.04611932]
29,[-1.13666264  2.17174812],-0.120827576518,-0.133647,[-0.55593753  2.28334928],"[ 0.01330485 -0.5512954   1.29200484 -0.30723678  0.88763767 -0.28743261
 -1.10531315 -0.38991756 -1.02623527  0.0858621   0.        ]","[[ -4.84187379e+00   3.00367856e+00   1.01952324e-01  -3.24339035e-02]
 [ -3.13969341e+01   1.05505695e-02   0.00000000e+00   0.00000000e+00]]",[-0.59841043 -0.04611932]
30,[-0.65609807  3.68534023],-0.124527716723,-0.0056932,[-0.15244579  2.52839565],"[ 0.82418443 -0.55132619  0.86521811 -0.30779464  0.88763676 -0.28743243
 -1.1743913  -0.39057728 -1.03253965  0.17514622  0.        ]","[[ -5.50330113e+00   3.00384073e+00   1.01952324e-01  -3.24339035e-02]
 [ -3.47346764e+01   5.87806785e-03   0.00000000e+00   0.00000000e+00]]",[-0.59841043 -0.04611932]
31,[-0.32421623  1.51096548],-0.121322201047,-0.471743,[-0.09654176  2.56717658],"[ 1.22389565 -0.5513421  -0.07766074 -0.30808664  0.88763584 -0.28743225
 -1.21392121 -0.39099784 -0.97947415  0.25393467  0.        ]","[[ -6.21715890e+00   3.00392564e+00   1.01952324e-01  -3.24339035e-02]
 [ -3.66447357e+01   2.89873826e-03   0.00000000e+00   0.00000000e+00]]",[-0.59841043 -0.04611932]
32,[-0.21626952  4.12353785],-0.111330600283,-0.359882,[-0.44436109  2.31662989],"[ 0.92353089 -0.55134948 -1.09700763 -0.30822601  0.88763493 -0.28743207
 -1.22547289 -0.39121793 -0.8867534   0.2768327   0.        ]","[[ -6.95565452e+00   3.00396620e+00   1.01952324e-01  -3.24339035e-02]
 [ -3.72029662e+01   1.33869362e-03   0.00000000e+00   0.00000000e+00]]",[-0.59841043 -0.04611932]
