timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 3.47640171  2.80624672],-0.301920775874,-4.65642,[ 3.37785149  3.71519637],"[ 1.33831427  2.49819758 -0.34423579 -0.46245107 -0.74447175  0.59171839
 -0.35681952 -0.38723012  2.14303605 -0.58252338  0.        ]","[[-0.01156251  0.09037648 -0.08613782  0.06804049]
 [ 0.00234431 -0.00400244  0.          0.        ]]",[-0.87679631 -0.17422408]
1,[ 3.66692553  3.53915785],-0.29859344108,-4.49254,[ 3.22541666  3.55841732],"[ 1.33784113  2.49165873 -0.28563302 -0.3058324  -0.74447147  0.5917182
 -0.28183066  0.14339675  2.13489713 -0.48211031  0.        ]","[[ 0.02815912  0.13000966 -0.08613782  0.06804049]
 [ 3.95666391  3.95413251  0.          0.        ]]",[-0.87679631 -0.17422408]
2,[ 3.12659458  2.3445737 ],-0.286856115729,-4.61768,[ 3.02691317  3.26766562],"[ 1.32312696  2.45842861 -0.11225194  0.15475979 -0.74447119  0.591718
 -0.20832233  0.66351987  2.07303469 -0.19059456  0.        ]","[[ 0.14618353  0.24801946 -0.08613782  0.06804049]
 [ 7.83291243  7.83391684  0.          0.        ]]",[-0.87679631 -0.17422408]
3,[ 2.14529463  2.61909459],-0.261852072683,-4.39108,[ 2.67767954  2.82260656],"[ 1.25592705  2.35966522  0.16622424  0.88252262 -0.74447091  0.59171781
 -0.13625904  1.17333857  1.85625949  0.24092412  0.        ]","[[  0.34096754   0.44285394  -0.08613782   0.06804049]
 [ 11.63296088  11.63683961   0.           0.        ]]",[-0.87679631 -0.17422408]
4,[ 1.92887416  0.89038022],-0.217277213631,-3.9729,[ 2.06491232  2.22423172],"[ 1.07918168  2.13907349  0.51929942  1.77943898 -0.74447062  0.59171762
 -0.06559915  1.67303841  1.37170457  0.66174129  0.        ]","[[  0.61100853   0.71298991  -0.08613782   0.06804049]
 [ 15.35900518  15.3642891    0.           0.        ]]",[-0.87679631 -0.17422408]
5,[ 1.33214031  0.96967747],-0.149380762984,-3.86722,[ 0.9609195   1.60825026],"[ 0.73340449  1.7476293   0.87715458  2.63271568 -0.74447034  0.59171742
  0.00370583  2.10460537  0.62594257  0.79901287  0.        ]","[[  0.95485198   1.0525761   -0.08613782   0.06804049]
 [ 19.01360233  18.58352195   0.           0.        ]]",[-0.87679631 -0.17422408]
6,[-0.16574537  1.38902523],-0.063695731337,-3.69625,[-0.18596488  1.19971001],"[ 0.18989879  1.17214284  1.11898075  3.12995926 -0.74447006  0.59171723
  0.07169499  2.56964952 -0.10912492  0.40490108  0.        ]","[[  1.37108991   1.45905273  -0.08613782   0.06804049]
 [ 22.59881334  22.0524908    0.           0.        ]]",[-0.87679631 -0.17422408]
7,[-0.66238344  1.4023601 ],-0.0438352894817,-2.95882,[-0.3300879   1.18019152],"[-0.43665324  0.47026938  1.10557091  2.89334166 -0.74446978  0.59171703
  0.05089515  3.04167629 -0.3342926  -0.36825686  0.        ]","[[  1.81205998   1.93543034  -0.08613782   0.06804049]
 [ 21.50199508  25.57357146   0.           0.        ]]",[-0.87679631 -0.17422408]
8,[-0.24102413  1.76489919],-0.100814640446,-2.23992,[-0.46947753  1.92062533],"[-0.9508615  -0.17947384  0.85560373  1.61665734 -0.7444695   0.59171684
 -0.00678385  3.50444102  0.06647891 -0.87920165  0.        ]","[[  2.211587     2.48153594  -0.08613782   0.06804049]
 [ 18.46046253  29.02559808   0.           0.        ]]",[-0.87679631 -0.17422408]
9,[-1.01170275  3.39375536],-0.120152514051,-1.78243,[-1.12561262  3.31004119],"[-1.29744983 -0.49284315  0.47400046 -0.64010537 -0.74446921  0.59171664
 -0.03175702  3.14481921  0.58250375 -0.71831861  0.        ]","[[  2.5675941    3.09600356  -0.08613782   0.06804049]
 [ 17.14357602  26.3430941    0.           0.        ]]",[-0.87679631 -0.17422408]
