timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 2.50710828  0.71516917],-0.340181522107,-1.44882,[ 2.15519667  1.91351223],"[ 1.1831784   1.92383258 -0.03667216 -0.85379583 -0.65714313 -1.50671175
 -0.60366135 -0.3684219   1.91387706  1.28392347  0.        ]","[[ 0.06719069 -0.04246643 -0.07582389 -0.17543496]
 [ 0.00136359 -0.00096074  0.          0.        ]]",[-0.38590857  0.02021568]
1,[ 1.83846696  4.69573188],-0.345877160657,-1.20405,[ 2.15347457  1.90454531],"[ 1.17839664  1.92486459  0.02233778 -0.77063359 -0.65714194 -1.50670553
 -0.49778526  0.0376346   1.90816266  1.37093894  0.        ]","[[ 0.10689715 -0.01408876 -0.07582389 -0.17543496]
 [ 3.9561181   2.82930029  0.          0.        ]]",[-0.38590857  0.02021568]
2,[ 3.45500466  2.12325378],-0.361539315674,-1.36874,[ 2.10870433  1.85436702],"[ 1.1514296   1.92064971  0.19588268 -0.49022221 -0.65714075 -1.5066993
 -0.39401413  0.59746209  1.86015641  1.63471263  0.        ]","[[ 0.22490975  0.08164791 -0.07582389 -0.17543496]
 [ 7.83225046  6.73136471  0.          0.        ]]",[-0.38590857  0.02021568]
3,[ 1.37674822  2.88287937],-0.381038159404,-1.42296,[ 1.99266863  1.75005555],"[ 1.06616022  1.88303065  0.47106022  0.00920553 -0.65713956 -1.50669307
 -0.2922893   1.14620065  1.67762855  2.04545461  0.        ]","[[  0.41967754   0.25465066  -0.07582389  -0.17543496]
 [ 11.63194981  10.55615126   0.           0.        ]]",[-0.38590857  0.02021568]
4,[ 1.5246564   2.92202313],-0.392363684341,-1.65642,[ 1.79377437  1.59836328],"[ 0.86988984  1.76363422  0.8124566   0.68494581 -0.65713837 -1.50668684
 -0.19255558  1.68404849  1.24481993  2.47537284  0.        ]","[[  0.68969183   0.50338816  -0.07582389  -0.17543496]
 [ 15.35727688  14.3050634    0.           0.        ]]",[-0.38590857  0.02021568]
5,[ 1.85378074  2.15800755],-0.379049248267,-1.77866,[ 1.49983001  1.4458406 ],"[ 0.51049143  1.50561076  1.14483595  1.42688847 -0.65713718 -1.50668062
 -0.09474747  2.21118682  0.53319979  2.66934917  0.        ]","[[  1.03348906   0.82635601  -0.07582389  -0.17543496]
 [ 19.01067698  17.97939547   0.           0.        ]]",[-0.38590857  0.02021568]
6,[ 0.88381115 -0.51734786],-0.324667938203,-1.49721,[ 1.16788387  1.29357827],"[ -3.07577311e-02   1.06880498e+00   1.34412238e+00   2.02596349e+00
  -6.57135994e-01  -1.50667439e+00   1.20465073e-03   2.72779060e+00
  -2.36150611e-01   2.34737707e+00   0.00000000e+00]","[[  1.44965685   1.22207514  -0.07582389  -0.17543496]
 [ 22.5947513   21.5804063    0.           0.        ]]",[-0.38590857  0.02021568]
7,[ 1.19953985 -0.23055982],-0.232067995491,-1.0317,[ 1.02762914  1.29634643],"[-0.68755806  0.54900576  1.25866485  2.19747608 -0.6571348  -1.50666816
  0.08304359  2.37213796 -0.59843331  1.58323249  0.        ]","[[  1.93222236   1.62881313  -0.07582389  -0.17543496]
 [ 25.65165958  19.10157089   0.           0.        ]]",[-0.38590857  0.02021568]
8,[ 1.83121222  1.90655827],-0.133013050315,-0.575519,[ 1.39728642  1.45983791],"[-1.29024578  0.08573983  0.77981315  1.93909035 -0.65713362 -1.50666194
  0.17557104  2.18638427 -0.37046498  0.86514402  0.        ]","[[  2.47993231   1.99785539  -0.07582389  -0.17543496]
 [ 29.10781281  17.80693223   0.           0.        ]]",[-0.38590857  0.02021568]
9,[ 2.4882578   2.51659662],-0.114243158633,0.221109,[ 1.95153308  1.71008778],"[-1.58093751 -0.32589062 -0.06897462  1.27213474 -0.65713243 -1.50665571
  0.26626972  2.70334633  0.22165489  0.64744345  0.        ]","[[  3.09607842   2.39014909  -0.07582389  -0.17543496]
 [ 32.49565732  21.41050293   0.           0.        ]]",[-0.38590857  0.02021568]
10,[ 2.04800478  1.35996653],-0.182645503545,-0.12076,[ 2.31040001  1.99858737],"[-1.31028597 -0.62263416 -1.025076    0.10276958 -0.65713124 -1.50664948
  0.35516119  3.21020123  0.55614549  1.04576579  0.        ]","[[  3.77930897   2.85380674  -0.07582389  -0.17543496]
 [ 35.81599939  24.94377394   0.           0.        ]]",[-0.38590857  0.02021568]
11,[ 1.69161896  0.57576766],-0.197985851154,-0.130057,[ 2.14803481  2.08157563],"[-0.45150624 -0.67081014 -1.6035282  -0.99394835 -0.65713005 -1.50664326
  0.44217366  0.33695636  0.3140111   1.29881847  0.        ]","[[  4.52824826   3.23197099  -0.07582389  -0.17543496]
 [ 39.0661584    4.91604647   0.           0.        ]]",[-0.38590857  0.02021568]
12,[ 2.62075064  3.92995761],-0.189778264435,0.418376,[ 2.06782579  2.09716821],"[ 0.61658088 -0.67332747 -1.34309468 -0.92125188 -0.65712886 -1.50663703
  0.52745654 -0.97096852  0.30174039  1.23705529  0.        ]","[[  5.34153129   3.20709921  -0.07582389  -0.17543496]
 [ 42.25171642  -4.20074895   0.           0.        ]]",[-0.38590857  0.02021568]
13,[ 2.5828001   2.10684258],-0.189918987098,-0.212021,[ 1.93737125  2.00061202],"[ 1.18334948 -0.67587741 -0.2341751  -0.67323086 -0.65712767 -1.5066308
  0.61106244 -0.90312307  0.31755481  1.23216436  0.        ]","[[  6.2178989    3.12245306  -0.07582389  -0.17543496]
 [ 45.37464031  -3.72785249   0.           0.        ]]",[-0.38590857  0.02021568]
14,[ 2.3324951   2.32362871],-0.184628671921,-0.194475,[ 1.80552649  1.7985909 ],"[ 0.69152582 -0.67217294  1.00626248 -0.50126441 -0.65712648 -1.50662458
  0.69301187 -0.68050943  0.29619006  1.19745513  0.        ]","[[  7.15610438   3.06371906  -0.07582389  -0.17543496]
 [ 48.43569742  -2.17615235   0.           0.        ]]",[-0.38590857  0.02021568]
15,[ 1.93779564  3.07772891],-0.176212246305,0.493054,[ 1.81474543  1.67975569],"[-0.60838095 -0.66830129  1.28800415 -0.40848781 -0.65712529 -1.50661835
  0.77333787 -0.52577523  0.32545622  1.11685095  0.        ]","[[  8.15492259   3.03193278  -0.07582389  -0.17543496]
 [ 51.43612326  -1.09759779   0.           0.        ]]",[-0.38590857  0.02021568]
16,[ 1.52464941  0.92070058],-0.179806784307,0.646376,[ 1.93521619  1.77238107],"[-1.5514844  -0.66594647  0.17652276 -0.36349722 -0.6571241  -1.50661212
  0.85207333 -0.44198225  0.43299815  1.09507049  0.        ]","[[  9.21315331   3.01648047  -0.07582389  -0.17543496]
 [ 54.37714804  -0.51353172   0.           0.        ]]",[-0.38590857  0.02021568]
17,[ 1.49027629  1.57023851],-0.196835174907,0.659738,[ 2.09772396  2.00149727],"[-1.05328515 -0.66475053 -1.30997068 -0.3426846  -0.65712291 -1.5066059
  0.92924986 -0.40206843  0.51257713  1.19781516  0.        ]","[[ 10.3296204    3.00932238  -0.07582389  -0.17543496]
 [ 57.25995472  -0.2353208    0.           0.        ]]",[-0.38590857  0.02021568]
18,[ 2.84288391  2.39029817],-0.208384612438,0.110996,[ 2.09072351  2.11819029],"[ 0.47486437 -0.66420495 -1.44063689 -0.33357006 -0.65712172 -1.50659967
  1.00489829 -0.38235733  0.45160326  1.32680574  0.        ]","[[ 11.50317107   3.00618559  -0.07582389  -0.17543496]
 [ 60.08569656  -0.09793062   0.           0.        ]]",[-0.38590857  0.02021568]
19,[ 2.09345518  2.64870295],-0.199449608428,-0.323117,[ 1.88572526  1.96440601],"[ 1.16720158 -0.66397476  0.11012561 -0.32979914 -0.65712053 -1.50659344
  1.07904876 -0.37408154  0.30663459  1.31325781  0.        ]","[[  1.27326753e+01   3.00488752e+00  -7.58238864e-02  -1.75434964e-01]
 [  6.28555009e+01  -4.02489878e-02   0.00000000e+00   0.00000000e+00]]",[-0.38590857  0.02021568]
