timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 3.28779427  3.11391797],-0.274296863043,-3.3072,[ 2.99442506  2.9330225 ],"[ 1.27611036  2.39835667 -0.35257115 -0.68421058 -0.55964843  0.01639302
 -0.38229257 -0.39002032  1.96135194 -0.21331565  0.        ]","[[-0.07063446  0.03312062 -0.06428376  0.002467  ]
 [-0.00255393  0.00106728  0.          0.        ]]",[-0.74335957 -0.11545267]
1,[ 3.42366242  2.44108874],-0.274141216216,-3.11392,[ 2.89870238  2.83708715],"[ 1.27894519  2.3952794  -0.29419468 -0.53459327 -0.55964816  0.01639301
 -0.30565743  0.15343039  1.96273728 -0.1127804   0.        ]","[[ -3.10099393e-02   7.28541480e-02  -6.42837592e-02   2.46699501e-03]
 [  3.95184769e+00   3.95909946e+00   0.00000000e+00   0.00000000e+00]]",[-0.74335957 -0.11545267]
2,[ 2.59128647  1.00657981],-0.272130885162,-3.21272,[ 2.68375897  2.64615965],"[ 1.27430236  2.37261231 -0.12039035 -0.09332693 -0.5596479   0.01639301
 -0.23053597  0.686124    1.92885438  0.18342226  0.        ]","[[  8.69186963e-02   1.90962315e-01  -6.42837592e-02   2.46699501e-03]
 [  7.82814309e+00   7.83878693e+00   0.00000000e+00   0.00000000e+00]]",[-0.74335957 -0.11545267]
3,[ 2.35114347  2.98856807],-0.263828443869,-2.86095,[ 2.28044224  2.35408497],"[ 1.22411998  2.29180195  0.16151427  0.61028771 -0.55964764  0.016393
 -0.15689246  1.20826484  1.7542012   0.63561404  0.        ]","[[  2.81607285e-01   3.85893298e-01  -6.42837592e-02   2.46699501e-03]
 [  1.16281757e+01   1.16416216e+01   0.00000000e+00   0.00000000e+00]]",[-0.74335957 -0.11545267]
4,[ 1.47145226  2.11253763],-0.242649647119,-2.86897,[ 1.7716105   1.99149776],"[ 1.07068293  2.09605981  0.52458489  1.49144364 -0.55964737  0.016393
 -0.08468459  1.72004265  1.31122386  1.10619849  0.        ]","[[  5.51551781e-01   6.56124102e-01  -6.42837592e-02   2.46699501e-03]
 [  1.53541290e+01   1.53689914e+01   0.00000000e+00   0.00000000e+00]]",[-0.74335957 -0.11545267]
5,[ 1.22066251  2.40218044],-0.201870195049,-2.93231,[ 0.8339783   1.64419794],"[ 0.75165222  1.72794479  0.90281286  2.36446062 -0.55964711  0.01639299
 -0.01386383  2.22163445  0.57454195  1.3208247   0.        ]","[[  8.95295272e-01   1.00015851e+00  -6.42837592e-02   2.46699501e-03]
 [  1.90085068e+01   1.90221942e+01   0.00000000e+00   0.00000000e+00]]",[-0.74335957 -0.11545267]
6,[-0.31088969  1.27780916],-0.138824325885,-2.66238,[ 0.07663721  1.45580411],"[ 0.23198407  1.1637782   1.17744177  2.9171629  -0.55964684  0.01639298
  0.05561747  2.71321845 -0.20564891  0.99237594  0.        ]","[[  1.31143147e+00   1.41652610e+00  -6.42837592e-02   2.46699501e-03]
 [  2.25937679e+01   2.26025388e+01   0.00000000e+00   0.00000000e+00]]",[-0.74335957 -0.11545267]
7,[ 1.00290845  0.3573176 ],-0.0650121248533,-2.04023,[-0.05980277  1.42965841],"[-0.37572565  0.46236343  1.20405956  2.75478054 -0.55964658  0.01639298
  0.0232341   3.19518411 -0.49849416  0.23123687  0.        ]","[[  1.74653997e+00   1.90379686e+00  -6.42837592e-02   2.46699501e-03]
 [  2.09227757e+01   2.61128737e+01   0.00000000e+00   0.00000000e+00]]",[-0.74335957 -0.11545267]
8,[ 1.03509157  1.13399693],-0.0314775976588,-1.58117,[ 0.35418808  1.89448309],"[-0.95928463 -0.17072015  0.94372453  1.63911311 -0.55964632  0.01639297
  0.09205375  3.31817299 -0.14673533 -0.35350581  0.        ]","[[  2.20062621e+00   2.43504202e+00  -6.42837592e-02   2.46699501e-03]
 [  2.44738933e+01   2.70087308e+01   0.00000000e+00   0.00000000e+00]]",[-0.74335957 -0.11545267]
9,[ 0.66589036  3.40656354],-0.0694484709347,-1.2963,[ 0.6008448   2.90325975],"[-1.41787087 -0.50744664  0.34847455 -0.31265926 -0.55964605  0.01639297
  0.15946602  3.04952757  0.38401308 -0.25867113  0.        ]","[[  2.72501363e+00   3.00956611e+00  -6.42837592e-02   2.46699501e-03]
 [  2.79523902e+01   2.50522074e+01   0.00000000e+00   0.00000000e+00]]",[-0.74335957 -0.11545267]
10,[ 1.30533658  3.23662429],-0.0730859086445,-0.392414,[ 1.30847538  3.63608265],"[-1.51961017 -0.51831708 -0.48838032 -0.99798437 -0.55964579  0.01639296
  0.19981692 -0.39893016  0.43095465 -0.05963805  0.        ]","[[  3.30495037e+00   3.19170484e+00  -6.42837592e-02   2.46699501e-03]
 [  3.00345121e+01  -6.37704620e-02   0.00000000e+00   0.00000000e+00]]",[-0.74335957 -0.11545267]
