timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 3.04122604  2.83515888],-0.290463307917,-4.95583,[ 3.5013063   3.78367591],"[ 1.34508916  2.51786331 -0.27671544 -0.83353732 -0.69482093 -0.13087941
 -0.35613964 -0.38535888  2.10209447  0.09060593  0.        ]","[[ 0.04177452 -0.00158634 -0.07970301 -0.01470829]
 [ 0.00084459  0.00435244  0.          0.        ]]",[-0.94516313 -0.24074987]
1,[ 3.44536995  5.65476544],-0.290818641682,-4.87489,[ 3.33541107  3.65233159],"[ 1.34157979  2.51676252 -0.21820367 -0.67409169 -0.69482069 -0.13087938
 -0.2810123   0.14349628  2.09488802  0.19128423  0.        ]","[[ 0.0814663   0.03821224 -0.07970301 -0.01470829]
 [ 3.95517406  3.96231953  0.          0.        ]]",[-0.94516313 -0.24074987]
2,[ 3.05862787  3.82158011],-0.290123212664,-4.96837,[ 3.07195878  3.39673924],"[ 1.31787923  2.4994951  -0.04573648 -0.20306152 -0.69482046 -0.13087935
 -0.20736925  0.6618836   2.03557528  0.48422906  0.        ]","[[ 0.1994606   0.15638418 -0.07970301 -0.01470829]
 [ 7.83137822  7.84194551  0.          0.        ]]",[-0.94516313 -0.24074987]
3,[ 3.49775805  2.91280018],-0.283285450078,-4.95158,[ 2.69291878  2.95805168],"[ 1.23623601  2.4259168   0.22890772  0.55208063 -0.69482022 -0.13087932
 -0.13517579  1.17000236  1.82157178  0.92046096  0.        ]","[[  0.39421269   0.35137777  -0.07970301  -0.01470829]
 [ 11.63128332  11.64472397   0.           0.        ]]",[-0.94516313 -0.24074987]
4,[ 1.93833096  2.49170495],-0.262588058549,-4.9371,[ 2.09008765  2.32233763],"[ 1.04115265  2.23633733  0.57211846  1.5066134  -0.69481998 -0.13087928
 -0.06439059  1.66803751  1.33598645  1.3509828   0.        ]","[[  6.64217686e-01   6.21670103e-01  -7.97030116e-02  -1.47082877e-02]
 [  1.53570644e+01   1.53720428e+01   0.00000000e+00   0.00000000e+00]]",[-0.94516313 -0.24074987]
5,[ 1.07254172  1.85863092],-0.21971847396,-4.82775,[ 1.22956967  1.67021894],"[ 0.67673777  1.86901835  0.91085457  2.46871186 -0.69481974 -0.13087925
  0.00503412  2.15616117  0.57539365  1.49845419  0.        ]","[[  1.00801786e+00   9.65765044e-01  -7.97030116e-02  -1.47082877e-02]
 [  1.90112361e+01   1.90251957e+01   0.00000000e+00   0.00000000e+00]]",[-0.94516313 -0.24074987]
6,[ 0.12093474  1.2610104 ],-0.150128466581,-4.33526,[ 0.589351    1.34370804],"[ 0.1205247   1.29529026  1.12280965  3.10899153 -0.6948195  -0.13087922
  0.07314588  2.63454577 -0.18555634  1.09596321  0.        ]","[[  1.42420660e+00   1.38219209e+00  -7.97030116e-02  -1.47082877e-02]
 [  2.25963009e+01   2.26054792e+01   0.00000000e+00   0.00000000e+00]]",[-0.94516313 -0.24074987]
7,[ 1.30085125  1.70024318],-0.0627314782672,-3.76545,[ 0.71616477  1.35401511],"[-0.52119901  0.57036521  1.07016185  3.00258002 -0.69481926 -0.13087919
  0.07387123  3.10351546 -0.42526253  0.283347    0.        ]","[[  1.87651297e+00   1.86951704e+00  -7.97030116e-02  -1.47082877e-02]
 [  2.26344803e+01   2.61153271e+01   0.00000000e+00   0.00000000e+00]]",[-0.94516313 -0.24074987]
8,[ 0.27083225  3.25437444],-0.0301080004743,-2.93113,[ 0.8412773   1.89132047],"[-1.11258805 -0.12272664  0.69732223  1.80078967 -0.69481902 -0.13087916
  0.14070783  3.56317915  0.01783644 -0.29189627  0.        ]","[[  2.36449883e+00   2.42633971e+00  -7.97030116e-02  -1.47082877e-02]
 [  2.61524260e+01   2.95555627e+01   0.00000000e+00   0.00000000e+00]]",[-0.94516313 -0.24074987]
9,[ 1.10819417  2.39497097],-0.0865655565233,-2.75897,[ 0.6622752   3.34913111],"[-1.48056875 -0.48534778  0.02477485 -0.46582347 -0.69481878 -0.13087913
  0.1513229   3.21670399  0.54938404 -0.07277805  0.        ]","[[  2.89316525e+00   3.05129339e+00  -7.97030116e-02  -1.47082877e-02]
 [  2.67111520e+01   2.69625779e+01   0.00000000e+00   0.00000000e+00]]",[-0.94516313 -0.24074987]
