timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 2.79209828  0.6341356 ],[ 2.68973446  0.40386909],-0.142088526306,-0.142088526306,"[ 0.99701141  1.55450781 -0.00262995 -0.92275041  1.70923041  1.34422523
  0.33531123 -0.32016461 -0.27251821 -1.74570496  0.        ]","[[ 0.02448657  0.06458901  0.19841182  0.15388634]
 [ 0.00261031 -0.00134103  0.          0.        ]]",[-0.41504243 -0.23141599]
1,[ 1.38355088 -0.04690467],[ 0.98630767  1.20397344],-0.131995807866,-0.131995807866,"[ 0.9943135   1.55303654  0.05646727 -0.8811017   1.70922649  1.34422302
  0.71710843 -0.07826403 -0.2806211  -1.63677117  0.        ]","[[ 0.06422258  0.08059187  0.19841182  0.15388634]
 [ 3.95782425  1.59630685  0.          0.        ]]",[-0.41504243 -0.23141599]
2,[-0.54680479 -1.20408297],[-1.08020239  0.01560383],-0.0998706253523,-0.0998706253523,"[ 0.97226249  1.54257083  0.22998593 -0.69628758  1.70922257  1.34422082
  1.08604137  0.51624718 -0.33840541 -1.29219055  0.        ]","[[ 0.18172566  0.15191375  0.19841182  0.15388634]
 [ 7.77977821  5.52279526  0.          0.        ]]",[-0.41504243 -0.23141599]
3,[-0.19094536 -1.27958584],[ 0.55182454 -0.46256166],-0.0671299474687,-0.0671299474687,"[ 0.93085942  1.51399743  0.39532271 -0.41552929  1.70921864  1.34421861
  0.68933054  0.50928052 -0.45960567 -0.93102895  0.        ]","[[ 0.29608747  0.26190807  0.19841182  0.15388634]
 [ 3.67008083  5.47678604  0.          0.        ]]",[-0.41504243 -0.23141599]
4,[-1.19790745 -1.33404672],[-1.42906547 -1.3646031 ],-0.0483340621705,-0.0483340621705,"[ 0.88213361  1.47958368  0.52787014 -0.19157628  1.70921472  1.3442164
  0.89312597  0.21542112 -0.60021343 -0.65971445  0.        ]","[[ 0.39067155  0.35197102  0.19841182  0.15388634]
 [ 5.7812972   3.53597608  0.          0.        ]]",[-0.41504243 -0.23141599]
5,[-0.19998202 -0.4709146 ],[-0.85152387 -1.97773809],-0.0449320181734,-0.0449320181734,"[ 0.83461289  1.46582205  0.62916394 -0.11777166  1.7092108   1.34421419
  0.50036088 -0.39447601 -0.70352213 -0.49828065  0.        ]","[[ 0.46547403  0.3822753   0.19841182  0.15388634]
 [ 1.71247484 -0.49212303  0.          0.        ]]",[-0.41504243 -0.23141599]
6,[ 1.14946651  0.66318119],[ 0.49029288  1.83748242],-0.0442163288485,-0.0442163288485,"[ 0.83452542  1.48771357  0.62933119 -0.23865887  1.70920688  1.34421199
  0.17206055 -0.99233175 -0.66738478 -0.53813741  0.        ]","[[ 0.46560013  0.33281551  0.19841182  0.15388634]
 [-1.68852987 -4.44069813  0.          0.        ]]",[-0.41504243 -0.23141599]
7,[ 0.41556346 -0.18725809],[ 0.2181121  0.6150177],-0.0452621605834,-0.0452621605834,"[ 0.84400479  1.50623849  0.6106542  -0.35850435  1.70920296  1.34420978
  0.36236647 -0.3796087  -0.61851341 -0.60514881  0.        ]","[[ 0.45160988  0.28460397  0.19841182  0.15388634]
 [ 0.28293319 -0.39394049  0.          0.        ]]",[-0.41504243 -0.23141599]
8,[-0.08999521 -0.79485798],[ 0.24855231 -1.03542331],-0.044235642248,-0.044235642248,"[ 0.83434495  1.5001616   0.62967618 -0.31695947  1.70919904  1.34420757
  0.44502739 -0.00975881 -0.64535422 -0.56440421  0.        ]","[[ 0.46586022  0.30123346  0.19841182  0.15388634]
 [ 1.13925601  2.04874986  0.          0.        ]]",[-0.41504243 -0.23141599]
9,[-0.19781174 -0.12535313],[-0.69523613 -1.13390158],-0.0434853236441,-0.0434853236441,"[ 0.81132386  1.49984437  0.67246607 -0.31487501  1.70919512  1.34420536
  0.53791239 -0.61548019 -0.68254761 -0.50515302  0.        ]","[[ 0.49829985  0.30206997  0.19841182  0.15388634]
 [ 2.10149479 -1.95176543  0.          0.        ]]",[-0.41504243 -0.23141599]
