timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-0.78307968  0.30606145],[ 0.219112    0.53001208],-0.053150503371,-0.053150503371,"[ 0.97670766  1.72744714 -0.11047944 -0.81053503  1.45349389 -0.33433989
  0.39645753 -0.33454221  0.00368616  0.14427349  0.        ]","[[-0.05565014  0.05439383  0.16882735 -0.03950151]
 [-0.00348556 -0.00117869  0.          0.        ]]",[-0.29806724 -0.15227188]
1,[-1.05078077 -0.03502623],[-0.65059019 -0.43273526],-0.0558612273241,-0.0558612273241,"[ 0.97738264  1.72570292 -0.0975409  -0.7532548   1.45349042 -0.3343396
  0.47297095 -0.03099289  0.00368621  0.18489665  0.        ]","[[-0.04703066  0.07542335  0.16882735 -0.03950151]
 [ 0.86255301  2.09713814  0.          0.        ]]",[-0.29806724 -0.15227188]
2,[-0.65906256  0.288773  ],[-0.81131809 -1.01284133],-0.0563627414199,-0.0563627414199,"[ 0.97669484  1.72298256 -0.11065351 -0.68706031  1.45348694 -0.33433931
  0.24414232 -0.28472783  0.00278137  0.19326024  0.        ]","[[-0.05576623  0.09976799  0.16882735 -0.03950151]
 [-1.72748921  0.34316802  0.          0.        ]]",[-0.29806724 -0.15227188]
3,[ 0.25438797  1.08307695],[ 0.65258668  0.57238899],-0.0455185812769,-0.0455185812769,"[ 0.9676742   1.72646943 -0.21003346 -0.77660162  1.45348346 -0.33433903
 -0.03625851 -0.85834005 -0.00272164  0.02041451  0.        ]","[[-0.12215941  0.06684767  0.16882735 -0.03950151]
 [-4.90126254 -3.62198957  0.          0.        ]]",[-0.29806724 -0.15227188]
4,[ 0.17141932  0.73645949],[-0.59623557 -0.65631843],-0.0376358909259,-0.0376358909259,"[ 0.95058164  1.72910826 -0.31564112 -0.91019101  1.45347998 -0.33433874
  0.20030559 -0.52024775 -0.02502698 -0.17831199  0.        ]","[[-0.19331953  0.01785664  0.16882735 -0.03950151]
 [-2.22366464 -1.284898    0.          0.        ]]",[-0.29806724 -0.15227188]
5,[ 0.96270651  1.30126071],[ 0.23963104  0.01457173],-0.037748426224,-0.037748426224,"[ 0.92727225  1.72858445 -0.41474574 -1.05076305  1.4534765  -0.33433846
 -0.00410485 -0.89238108 -0.06368697 -0.36890784  0.        ]","[[-0.26100638 -0.03365116  0.16882735 -0.03950151]
 [-4.53732167 -3.85731202  0.          0.        ]]",[-0.29806724 -0.15227188]
6,[ 1.29933167  1.37930429],[ 1.17185019  0.85363475],-0.0484936302272,-0.0484936302272,"[ 0.89083658  1.72167171 -0.53002864 -1.25709631  1.45347302 -0.33433817
  0.08756946 -0.87304302 -0.13663806 -0.602132    0.        ]","[[-0.34134193 -0.10945629  0.16882735 -0.03950151]
 [-3.49968919 -3.72364415  0.          0.        ]]",[-0.29806724 -0.15227188]
7,[ 0.83377987  0.82801998],[-0.38095647  1.86488407],-0.0551202097665,-0.0551202097665,"[ 0.8750409   1.71511498 -0.57175643 -1.36491154  1.45346955 -0.33433789
  0.44306836 -0.37363339 -0.17551045 -0.69615441  0.        ]","[[-0.37096406 -0.14929206  0.16882735 -0.03950151]
 [ 0.5240886  -0.27143306  0.          0.        ]]",[-0.29806724 -0.15227188]
8,[ 0.83579808  0.34621578],[ 1.60115704  0.1299081 ],-0.0534208178042,-0.0534208178042,"[ 0.87238579  1.72087955 -0.57841482 -1.27194599  1.45346607 -0.3343376
  0.30887203  0.20003718 -0.16363581 -0.6723916   0.        ]","[[-0.3757221  -0.11493307  0.16882735 -0.03950151]
 [-0.99483089  3.69411415  0.          0.        ]]",[-0.29806724 -0.15227188]
9,[ 0.06851509  0.02831257],[ 0.48848846 -0.93189157],-0.045859363552,-0.045859363552,"[ 0.88331706  1.72842957 -0.55035614 -1.05890436  1.45346259 -0.33433731
  0.66009546  0.2636468  -0.11857611 -0.55767821  0.        ]","[[-0.3557325  -0.0366391   0.16882735 -0.03950151]
 [ 2.98055282  4.13382221  0.          0.        ]]",[-0.29806724 -0.15227188]
