timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 4.17434168  2.83445477],[ 4.03204588  2.93073245],-0.181778586538,-0.181778586538,"[ 1.06154948  1.3529548   0.08336185 -1.22389771  0.7004539   1.34380795
  0.20751704 -0.30427594  0.97940737 -1.94622608  0.        ]","[[ 0.08615749  0.0529548   0.08105437  0.15341173]
 [-0.00269281 -0.00286059  0.          0.        ]]",[-0.90332264 -0.69508344]
1,[ 1.92090201  1.83643532],[ 1.32196836  1.76244625],-0.171637899453,-0.171637899453,"[ 1.0554413   1.34912184  0.14166858 -1.12249719  0.70045357  1.34380676
  0.67834521  0.37702054  0.95867038 -1.7782809   0.        ]","[[ 0.12577929  0.09261056  0.08105437  0.15341173]
 [ 3.95171573  3.95524986  0.          0.        ]]",[-0.90332264 -0.69508344]
2,[-0.59270597  0.81185132],[-0.53063915  0.14520678],-0.140531894492,-0.140531894492,"[ 1.02388738  1.32544332  0.31312778 -0.82351408  0.70045324  1.34380558
  1.13987464  1.04483093  0.84581963 -1.29474119  0.        ]","[[ 0.24370544  0.21064249  0.08105437  0.15341173]
 [ 7.8280295   7.83501272  0.          0.        ]]",[-0.90332264 -0.69508344]
3,[-0.66059238  0.56806725],[-0.33096004 -0.03407432],-0.101379601163,-0.101379601163,"[ 0.96425212  1.26413463  0.50173356 -0.42870549  0.70045291  1.3438044
  0.87150749  1.11723367  0.60991888 -0.76609602  0.        ]","[[ 0.37765124  0.37156323  0.08105437  0.15341173]
 [ 5.57406344  8.2556534   0.          0.        ]]",[-0.90332264 -0.69508344]
4,[-0.84676361  0.11637563],[-0.32659548 -0.25773005],-0.0681029673576,-0.0681029673576,"[ 0.90567409  1.17001945  0.63271997 -0.05529347  0.70045259  1.34380321
  0.70253472  1.06595804  0.33675386 -0.40372211  0.        ]","[[ 0.47489358  0.5336875   0.08105437  0.15341173]
 [ 4.15489281  7.957763    0.          0.        ]]",[-0.90332264 -0.69508344]
5,[-0.8639462  -0.28815463],[-0.72509136 -0.08566037],-0.0417988054174,-0.0417988054174,"[ 0.8564049   1.05838093  0.72225649  0.25463783  0.70045226  1.34380203
  0.53898898  0.86326065  0.0759032  -0.18256598  0.        ]","[[ 0.54421002  0.68102752  0.08105437  0.15341173]
 [ 2.78130212  6.78016032  0.          0.        ]]",[-0.90332264 -0.69508344]
6,[-0.17088574 -0.62317628],[-0.40201391 -0.29132086],-0.0252362849246,-0.0252362849246,"[ 0.83613384  0.94038076  0.75528179  0.50077162  0.70045193  1.34380085
  0.19091741  0.78193809 -0.11426362 -0.09146742  0.        ]","[[ 0.57050519  0.81189052  0.08105437  0.15341173]
 [-0.1420899   6.30770528  0.          0.        ]]",[-0.90332264 -0.69508344]
7,[ 0.39997485 -0.6175406 ],[ 0.11038488  0.40173927],-0.0167431491749,-0.0167431491749,"[ 0.85068824  0.82547263  0.73176574  0.68836484  0.7004516   1.34379966
  0.00192859  0.56197696 -0.2122029  -0.09317213  0.        ]","[[ 0.551738    0.92522311  0.08105437  0.15341173]
 [-1.72937368  5.02980482  0.          0.        ]]",[-0.90332264 -0.69508344]
8,[ 0.06626749 -1.21835303],[-0.13756792 -0.4881154 ],-0.0091687469371,-0.0091687469371,"[ 0.87294698  0.69775921  0.69378253  0.85256844  0.70045128  1.34379848
  0.05795911  0.81861705 -0.29523423 -0.1211812   0.        ]","[[ 0.52187189  1.04077884  0.08105437  0.15341173]
 [-1.25878317  6.52080147  0.          0.        ]]",[-0.90332264 -0.69508344]
9,[ 0.40578124 -0.99795121],[ 0.31857054 -0.10388091],-0.00357664081276,-0.00357664081276,"[ 0.89443304  0.56816179  0.65446977  0.98121077  0.70045095  1.3437973
 -0.00381361  0.46374243 -0.37161772 -0.16051795  0.        ]","[[ 0.49149103  1.15050916  0.08105437  0.15341173]
 [-1.77760109  4.45909836  0.          0.        ]]",[-0.90332264 -0.69508344]
