timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-3.36823034  0.01604068],[-3.39615391 -0.26197144],-0.111034389055,-0.111034389055,"[ 1.06771687  1.34964568 -0.03454333 -1.17531847  1.26191623 -0.69725293
  0.20604176 -0.3037281   0.30853491  1.01682935  0.        ]","[[  6.47254582e-03   7.30887361e-02   1.45947465e-01  -8.15532451e-02]
 [ -4.65748277e-03  -2.96127605e-05   0.00000000e+00   0.00000000e+00]]",[-0.91410112 -0.70049626]
1,[-1.81223321  0.7019701 ],[-2.49147327  0.90555725],-0.103562607624,-0.103562607624,"[ 1.0669387   1.35058224 -0.09340172 -1.2019064   1.26191521 -0.6972526
 -0.26623325 -0.48232124  0.31114264  0.88919089  0.        ]","[[-0.03330618  0.06269601  0.14594746 -0.08155325]
 [-3.96004575 -1.03579734  0.          0.        ]]",[-0.91410112 -0.70049626]
2,[-0.49406555  0.58346498],[ 0.1369337   0.91293277],-0.0856349752791,-0.0856349752791,"[ 1.05107513  1.34913197 -0.26735786 -1.16230685  1.2619142  -0.69725228
 -0.72938178  0.13972856  0.29704145  0.5790983   0.        ]","[[-0.1514258   0.07817669  0.14594746 -0.08155325]
 [-7.83899918  2.57183464  0.          0.        ]]",[-0.91410112 -0.70049626]
3,[-0.31979984  0.33197105],[-0.4277621   0.59429701],-0.0692399476521,-0.0692399476521,"[ 1.00214658  1.33504825 -0.48319261 -0.94044431  1.26191318 -0.69725196
 -0.64635668  0.75419003  0.25400337  0.29057347  0.        ]","[[-0.30122918  0.1653684   0.14594746 -0.08155325]
 [-7.14365182  6.13545821  0.          0.        ]]",[-0.91410112 -0.70049626]
4,[ 0.70676845  0.0690673 ],[ 0.98976818 -0.26850859],-0.0564380180032,-0.0564380180032,"[ 0.91651989  1.28960057 -0.70067489 -0.57914418  1.26191216 -0.69725164
 -0.83164338  1.13908394  0.18977717  0.07326747  0.        ]","[[-0.45967192  0.3104744   0.14594746 -0.08155325]
 [-8.69546378  8.36768752  0.          0.        ]]",[-0.91410112 -0.70049626]
5,[-0.14478974 -0.08583982],[-0.50637017 -1.14054566],-0.0475911722066,-0.0475911722066,"[ 0.81936449  1.21168032 -0.8706198  -0.21156412  1.26191114 -0.69725131
 -0.34354399  0.92692401  0.12291287 -0.04890642  0.        ]","[[-0.59256618  0.46548254  0.14594746 -0.08155325]
 [-4.60754813  7.13725115  0.          0.        ]]",[-0.91410112 -0.70049626]
6,[ 1.41956449  0.55754697],[ 1.70518094  0.5711969 ],-0.0393019091741,-0.0393019091741,"[ 0.72149477  1.14499541 -1.00187646  0.0149285   1.26191012 -0.69725099
 -0.57168317  0.21992964  0.05054736 -0.18245887  0.        ]","[[-0.70388756  0.56708833  0.14594746 -0.08155325]
 [-6.5182546   3.03697806  0.          0.        ]]",[-0.91410112 -0.70049626]
7,[ 0.04453233 -0.07522598],[ 0.23045242  0.3118478 ],-0.0335171674884,-0.0335171674884,"[ 0.63289392  1.08204931 -1.09875977  0.18912306  1.26190911 -0.69725067
 -0.0840144   0.5992842  -0.01473255 -0.28030746  0.        ]","[[-0.7932739   0.64990196  0.14594746 -0.08155325]
 [-2.4339467   5.23707768  0.          0.        ]]",[-0.91410112 -0.70049626]
8,[-0.58386385 -0.47044379],[-0.5686534  -0.21442297],-0.0311275526079,-0.0311275526079,"[ 0.59157969  0.9817017  -1.13848653  0.41514712  1.26190809 -0.69725035
  0.03055479  0.79425858 -0.03529128 -0.20300434  0.        ]","[[-0.83232572  0.76598886  0.14594746 -0.08155325]
 [-1.47441065  6.36784978  0.          0.        ]]",[-0.91410112 -0.70049626]
9,[ 0.21270692 -0.4373526 ],[ 0.01097432 -0.14288986],-0.0277665132984,-0.0277665132984,"[ 0.53452149  0.8669162  -1.1885648   0.61967319  1.26190707 -0.69725002
 -0.23455613  0.62624376 -0.07406293 -0.15113826  0.        ]","[[-0.884091    0.8835694   0.14594746 -0.08155325]
 [-3.69475855  5.39343584  0.          0.        ]]",[-0.91410112 -0.70049626]
10,[ 0.36567599 -0.41514671],[ 0.40454616 -0.48229386],-0.0218137035272,-0.0218137035272,"[ 0.45021716  0.75881722 -1.25371102  0.77376863  1.26190605 -0.6972497
 -0.22062485  0.5102619  -0.13559706 -0.16837846  0.        ]","[[-0.9568155   0.98468925  0.14594746 -0.08155325]
 [-3.5780824   4.720791    0.          0.        ]]",[-0.91410112 -0.70049626]
11,[ 0.02540445 -0.17013025],[ 0.30396837 -0.73870914],-0.0170957854521,-0.0170957854521,"[ 0.38375206  0.67451913 -1.29858206  0.87317892  1.26190503 -0.69724938
 -0.02098699  0.16477998 -0.18460729 -0.18030648  0.        ]","[[-1.01160154  1.05900169  0.14594746 -0.08155325]
 [-1.90608379  2.71714179  0.          0.        ]]",[-0.91410112 -0.70049626]
12,[-0.07542475  0.35851127],[-0.81288779  0.45073265],-0.0148015944438,-0.0148015944438,"[ 0.35180222  0.6459714  -1.31831678  0.90321567  1.26190402 -0.69724906
  0.12721977 -0.34889948 -0.20768641 -0.20004319  0.        ]","[[-1.03726932  1.08345396  0.14594746 -0.08155325]
 [-0.66482869 -0.26198226  0.          0.        ]]",[-0.91410112 -0.70049626]
13,[ 1.23248005  0.1822163 ],[ 0.8555043  -0.21327872],-0.0121481202497,-0.0121481202497,"[ 0.29405637  0.63096341 -1.35118855  0.9183149   1.261903   -0.69724873
 -0.25531349 -0.0401268  -0.24837087 -0.27833884  0.        ]","[[-1.08271027  1.09618164  0.14594746 -0.08155325]
 [-3.86860413  1.52876798  0.          0.        ]]",[-0.91410112 -0.70049626]
14,[ 0.22202754  0.20173031],[ 0.20065847 -0.09346169],-0.0118822090474,-0.0118822090474,"[ 0.23858695  0.60504374 -1.3795801   0.94330508  1.26190198 -0.69724841
  0.1580329  -0.19112245 -0.28850882 -0.33507008  0.        ]","[[-1.12534877  1.11797055  0.14594746 -0.08155325]
 [-0.40676536  0.65305731  0.          0.        ]]",[-0.91410112 -0.70049626]
15,[-0.07366809  0.22546139],[ 0.32079046 -0.15238344],-0.0110947416117,-0.0110947416117,"[ 0.23847204  0.59399627 -1.37963455  0.9535463   1.26190096 -0.69724809
  0.25380724 -0.25719822 -0.28855142 -0.3215855   0.        ]","[[-1.12543612  1.1271868   0.14594746 -0.08155325]
 [ 0.39535967  0.26984565  0.          0.        ]]",[-0.91410112 -0.70049626]
16,[-0.57168317  0.2659049 ],[-0.26527224  0.32789109],-0.0104601932594,-0.0104601932594,"[ 0.26537637  0.59485354 -1.36624101  0.95275937  1.26189995 -0.69724777
  0.40445044 -0.36221549 -0.26933088 -0.28001971  0.        ]","[[-1.10487029  1.12647286  0.14594746 -0.08155325]
 [ 1.65701969 -0.33921009  0.          0.        ]]",[-0.91410112 -0.70049626]
17,[-0.49889141  0.00893357],[-0.69078016  0.67296699],-0.0108898147969,-0.0108898147969,"[ 0.2942061   0.58726135 -1.35110275  0.95967059  1.26189893 -0.69724744
  0.27516675 -0.13714527 -0.24962663 -0.22394654  0.        ]","[[-1.08259368  1.13278526  0.14594746 -0.08155325]
 [ 0.57425094  0.96609977  0.          0.        ]]",[-0.91410112 -0.70049626]
18,[ 0.18748644 -0.49051839],[ 0.07157359 -0.02672982],-0.00927076802652,-0.00927076802652,"[ 0.27345454  0.53143361 -1.36208022  1.00710231  1.26189791 -0.69724712
 -0.0526351   0.31913906 -0.26690525 -0.18988264  0.        ]","[[-1.09865391  1.17865806  0.14594746 -0.08155325]
 [-2.171136    3.6123517   0.          0.        ]]",[-0.91410112 -0.70049626]
19,[ 0.10355222 -0.57166564],[-0.40692709 -0.69164196],-0.00597553585204,-0.00597553585204,"[ 0.22084099  0.44363352 -1.38803197  1.07022063  1.26189689 -0.6972468
 -0.01368544  0.28854132 -0.30837798 -0.16881617  0.        ]","[[-1.1388037   1.24912463  0.14594746 -0.08155325]
 [-1.84492721  3.43489865  0.          0.        ]]",[-0.91410112 -0.70049626]
20,[ 1.16730189  0.05327278],[ 0.83947643  0.0753516 ],-0.000781500741764,-0.000781500741764,"[ 0.15032727  0.39214496 -1.41879248  1.10107985  1.26189587 -0.69724648
 -0.20151613 -0.19533668 -0.35799016 -0.21463741  0.        ]","[[-1.19148559  1.28966636  0.14594746 -0.08155325]
 [-3.41803535  0.62861725  0.          0.        ]]",[-0.91410112 -0.70049626]
21,[ 0.06732845 -0.15028253],[ 0.53466632 -0.54126698],-0.00457734417452,-0.00457734417452,"[ 0.10352748  0.37238084 -1.43680078  1.11176504  1.26189486 -0.69724616
  0.20319019 -0.14617416 -0.38996548 -0.25897714  0.        ]","[[-1.22583878  1.30509929  0.14594746 -0.08155325]
 [-0.02856529  0.91373807  0.          0.        ]]",[-0.91410112 -0.70049626]
