timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.01980432 -0.03800342 -0.01143957  0.14133044]
 [-0.00149174  0.00251506  0.          0.        ]]",[ 2.33938669 -0.08707413],[-0.96284163 -0.7748881 ],[ 1.86203265 -0.00292739],-1.72401,"[ 1.25486177  1.38309693 -0.00705695 -0.14168171 -0.0894564   1.20935991
  0.22419674 -0.05569652  1.1737561  -0.93876663  0.        ]",-0.267105579056
1,"[[ 0.019858   -0.04142832 -0.01143957  0.14133044]
 [ 3.95455131 -0.34384514  0.          0.        ]]",[ 1.7589263  -0.71681669],[-0.96284163 -0.7748881 ],[ 2.01982021 -0.15316987],-1.75906,"[ 1.25485958  1.38281966  0.05093785 -0.14592482 -0.08945638  1.20935925
  0.28060068 -0.12895207  1.17468924 -0.88776548  0.        ]",-0.262869088002
2,"[[ 0.13786583 -0.07672957 -0.01143957  0.14133044]
 [ 7.83331495 -3.17682997  0.          0.        ]]",[ 2.73157524  0.00327043],[-0.96284163 -0.7748881 ],[ 2.38628101 -0.39507186],-1.7547,"[ 1.24201998  1.37858286  0.22286574 -0.18961578 -0.08945636  1.20935859
  0.33590279 -0.72813151  1.16813765 -0.75391932  0.        ]",-0.251266690576
3,"[[  3.32668074e-01  -1.39519636e-01  -1.14395731e-02   1.41330435e-01]
 [  1.16342604e+01  -3.10240823e+00   0.00000000e+00   0.00000000e+00]]",[ 2.43272907 -0.27883979],[-0.96284163 -0.7748881 ],[ 2.39497614 -0.73080063],-1.802,"[ 1.17937157  1.36481317  0.49944191 -0.26700109 -0.08945634  1.20935792
  0.39009538 -0.71239099  1.13048354 -0.54013043  0.        ]",-0.23114005572
4,"[[  6.02739735e-01  -2.12042498e-01  -1.14395731e-02   1.41330435e-01]
 [  1.53605108e+01  -4.14636982e+00   0.00000000e+00   0.00000000e+00]]",[ 1.96824048 -0.75914802],[-0.96284163 -0.7748881 ],[ 2.38010645 -1.00614381],-1.84556,"[ 1.01163355  1.3390425   0.85088693 -0.3555163  -0.08945632  1.20935726
  0.44322299 -0.93318977  1.02187757 -0.25248954  0.        ]",-0.200149310827
5,"[[  9.46605357e-01  -3.24316661e-01  -1.14395731e-02   1.41330435e-01]
 [  1.90139214e+01  -7.07124258e+00   0.00000000e+00   0.00000000e+00]]",[ 2.35590487 -0.38034018],[-0.96284163 -0.7748881 ],[ 2.23100281 -0.27956074],-1.83816,"[ 0.6809022   1.27861102  1.20847202 -0.48967729 -0.0894563   1.20935659
  0.49531205 -1.55180284  0.80761524  0.04715538  0.        ]",-0.159313708529
6,"[[  1.36281109e+00  -4.79453871e-01  -1.14395731e-02   1.41330435e-01]
 [  2.25947934e+01  -8.43782402e+00   0.00000000e+00   0.00000000e+00]]",[ 1.50865134  0.39296141],[-0.96284163 -0.7748881 ],[ 1.93786359  0.20795584],-1.62095,"[ 0.1586404   1.15540583  1.45269553 -0.666527   -0.08945628  1.20935593
  0.54636688 -1.84083463  0.46864336  0.28849937  0.        ]",-0.110030674552
7,"[[  1.84991625e+00  -6.30922857e-01  -1.14395731e-02   1.41330435e-01]
 [  2.61040917e+01  -6.71468136e+00   0.00000000e+00   0.00000000e+00]]",[ 1.80118978 -0.63012758],[-0.96284163 -0.7748881 ],[ 1.53447604 -0.21689367],-1.31474,"[-0.50739521  0.99329799  1.42761499 -0.82597101 -0.08945626  1.20935526
  0.59640121 -1.47638707 -0.00457594  0.39461774  0.        ]",-0.0620184824214
8,"[[  2.40652925e+00  -7.88907692e-01  -1.14395731e-02   1.41330435e-01]
 [  2.95458647e+01  -9.07575800e+00   0.00000000e+00   0.00000000e+00]]",[ 1.30347072  0.58322006],[-0.96284163 -0.7748881 ],[ 1.16436923  0.63958007],-0.968098,"[-1.15170794  0.78424476  1.00257346 -0.97437782 -0.08945624  1.2093546
  0.64547277 -1.97575502 -0.53444854  0.25052418  0.        ]",-0.0766611321824
9,"[[  3.03128481e+00  -9.45430007e-01  -1.14395731e-02   1.41330435e-01]
 [  3.29184982e+01  -6.58456858e+00   0.00000000e+00   0.00000000e+00]]",[ 0.91857699  0.21750898],[-0.96284163 -0.7748881 ],[ 1.07786012  0.16987243],-0.980716,"[-1.50011087  0.54193452  0.18287554 -1.09981041 -0.08945622  1.20935393
  0.69355855 -1.44886526 -0.97312112 -0.20010689  0.        ]",-0.14628306145
