timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.139224342755,[ 1.82506118  1.97877486],-2.56851,"[[ -9.12173830e-04  -4.30442405e-02   1.47062016e-01   1.19315209e-01]
 [  1.31733926e-03   1.19977294e-04   0.00000000e+00   0.00000000e+00]]","[ 0.98808697  2.11968384 -0.23489947 -1.2527736   1.26550608  1.03079951
 -0.47291905 -0.34557345  0.33599152 -1.63352098  0.        ]",[ 1.70563757  1.77712715],[-0.43321466 -0.38759482]
1,-0.128003394136,[ 0.43943734  0.67439151],-2.46956,"[[  3.87889744e-02  -3.32945888e-03   1.47062016e-01   1.19315209e-01]
 [  3.95563555e+00   3.95817214e+00   0.00000000e+00   0.00000000e+00]]","[ 0.98690205  2.12103978 -0.17467201 -1.15138274  1.26550458  1.03079854
 -0.32908003  0.22868573  0.33566442 -1.50471496  0.        ]",[ 0.98639041  1.26813126],[-0.43321466 -0.38759482]
2,-0.0995040518187,[ 0.6067312   1.11570348],-2.16175,"[[ 0.13454816  0.10183335  0.14706202  0.11931521]
 [ 5.61477188  6.54947249  0.          0.        ]]","[ 0.9738514   2.11338347 -0.02996856 -0.88326666  1.26550308  1.03079757
 -0.26872857  0.60464779  0.3027129  -1.18618665  0.        ]",[ 0.33476192  0.92647851],[-0.43321466 -0.38759482]
3,-0.0565581568208,[-0.94429344  0.31478768],-1.71326,"[[  0.26979721   0.2712405    0.14706202   0.11931521]
 [  7.90257381  10.37847731   0.           0.        ]]","[ 0.93111064  2.06698407  0.17092402 -0.45864793  1.26550158  1.0307966
 -0.18550932  1.16018324  0.17010882 -0.73851141  0.        ]",[-0.71286649  0.27346152],[-0.43321466 -0.38759482]
4,-0.0160536047478,[-1.26282504 -0.14338801],-1.43363,"[[  0.3887997    0.48926838   0.14706202   0.11931521]
 [  4.0106388   11.42082728   0.           0.        ]]","[ 0.87053639  1.9475759   0.34169419  0.05735606  1.26550008  1.03079563
 -0.32707898  1.31141244 -0.07058333 -0.34032207  0.        ]",[-0.91314065 -0.096275  ],[-0.43321466 -0.38759482]
5,-0.0242659802568,[-0.30637709 -0.57757589],-1.42525,"[[  0.42853036   0.70973401   0.14706202   0.11931521]
 [ -0.02420143  10.62835964   0.           0.        ]]","[ 0.84567124  1.76403422  0.39701285  0.52125829  1.26549858  1.03079466
 -0.47384682  1.19643486 -0.29257312 -0.14890165  0.        ]",[-0.6854223  -0.26655373],[-0.43321466 -0.38759482]
6,-0.0389022203206,[ 0.24007289 -0.83818049],-1.44919,"[[ 0.4159002   0.89724811  0.14706202  0.11931521]
 [-1.23483797  8.13136445  0.          0.        ]]","[ 0.85382194  1.56477715  0.37953084  0.85320413  1.26549708  1.0307937
 -0.51788367  0.83415432 -0.44414011 -0.09467403  0.        ]",[-0.58345544 -0.13360319],[-0.43321466 -0.38759482]
7,-0.0484377128457,[-0.43952153 -1.24202003],-1.47264,"[[ 0.40099056  1.02495814  0.14706202  0.11931521]
 [-0.25939725  4.65124222  0.          0.        ]]","[ 0.86314789  1.41008647  0.3587681   1.03983273  1.26549558  1.03079273
 -0.48240153  0.32923587 -0.54389338 -0.08341843  0.        ]",[-0.68541735  0.25746116],[-0.43321466 -0.38759482]
8,-0.0494685430178,[-0.25850821  1.27649967],-1.43913,"[[ 0.37841712  1.07733607  0.14706202  0.11931521]
 [-1.99220619  0.60004492  0.          0.        ]]","[ 0.87665378  1.34287639  0.32708401  1.1062474   1.26549408  1.03079176
 -0.54543253 -0.25853772 -0.56456401 -0.10027864  0.        ]",[-0.31228468  0.87532353],[-0.43321466 -0.38759482]
9,-0.0457726281466,[ 0.23251019 -1.02418573],-1.46912,"[[ 0.32869476  1.12894809  0.14706202  0.11931521]
 [-2.97674686  4.54799434  0.          0.        ]]","[ 0.90376434  1.27476949  0.25630938  1.16565725  1.26549258  1.03079079
 -0.58124509  0.31425622 -0.55145373 -0.14736096  0.        ]",[-0.14535004  0.10653988],[-0.43321466 -0.38759482]
