timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.417363758232,[-1.0367623   2.54881846],-3.10298,"[[-0.02182499 -0.09701964 -0.16557685  0.16844537]
 [ 0.00425468 -0.00308739  0.          0.        ]]","[ 1.03078836  2.09041523 -0.04994375 -1.00306643 -1.43516424  1.46008147
 -0.26037189 -0.33896447  2.47159896 -1.54102312  0.        ]",[ 0.97190934  1.76537025],[-0.10876308 -0.24359687]
1,-0.418970490927,[ 1.51583876  1.8690096 ],-3.11636,"[[-0.06144671 -0.05733752 -0.16557685  0.16844537]
 [-3.95324371  3.95809457  0.          0.        ]]","[ 1.02846791  2.09457399 -0.11084834 -0.88724613 -1.43515676  1.46007368
 -0.48583921  0.19458157  2.47038614 -1.57262741  0.        ]",[ 1.06281495  1.74640536],[-0.10876308 -0.24359687]
2,-0.417157380596,[ 1.97074701  2.3839808 ],-3.10068,"[[-0.10005166  0.06075025 -0.16557685  0.16844537]
 [ 0.07932829  7.83775704  0.          0.        ]]","[ 1.02408981  2.09427977 -0.17004813 -0.54173947 -1.43514928  1.4600659
 -0.25609298  0.7171468   2.47308516 -1.53373331  0.        ]",[ 0.96689457  1.63944197],[-0.10876308 -0.24359687]
3,-0.403348244294,[-1.07598213  1.41826627],-2.93511,"[[ -0.05880433   0.25566096  -0.16557685   0.16844537]
 [  4.03229955  11.6406462    0.           0.        ]]","[ 1.02868381  2.05239321 -0.10678955  0.02085274 -1.43514181  1.46005811
 -0.03088186  1.22936815  2.46071294 -1.29405322  0.        ]",[ 0.7901811   1.50361693],[-0.10876308 -0.24359687]
4,-0.380122455214,[ 0.30951709  2.25904137],-2.72744,"[[ -1.86607698e-02   5.25904569e-01  -1.65576847e-01   1.68445371e-01]
 [ -4.46939143e-03   1.53712648e+01   0.00000000e+00   0.00000000e+00]]","[ 1.03086394  1.91223071 -0.04507514  0.75013441 -1.43513433  1.46005032
 -0.26086701  1.73184811  2.37723581 -1.00644011  0.        ]",[ 0.78781062  1.38806427],[-0.10876308 -0.24359687]
5,-0.347719830669,[ 1.10301683 -0.50957258],-2.35531,"[[ -6.46846325e-03   8.70000105e-01  -1.65576847e-01   1.68445371e-01]
 [  1.21981741e+00   1.90261185e+01   0.00000000e+00   0.00000000e+00]]","[ 1.03107553  1.61172821 -0.0263176   1.51812066 -1.43512685  1.46004254
 -0.19111564  2.22411059  2.1993749  -0.75517584  0.        ]",[ 0.62748325  1.13818288],[-0.10876308 -0.24359687]
6,-0.302008400253,[-0.45634286  0.18751422],-1.92,"[[  0.05740647   1.2264872   -0.16557685   0.16844537]
 [  5.15471036  16.63060476   0.           0.        ]]","[ 1.02878701  1.19210156  0.07191188  2.03621941 -1.43511938  1.46003475
  0.03306651  1.90143771  1.9072183  -0.52891134  0.        ]",[ 0.37049589  0.89726341],[-0.10876308 -0.24359687]
7,-0.253980478445,[-0.01652358  0.58721083],-1.54909,"[[  0.14137614   1.56324871  -0.16557685   0.16844537]
 [  3.24855006  17.04415492   0.           0.        ]]","[ 1.01708101  0.74145331  0.20043237  2.20793394 -1.4351119   1.46002697
 -0.075533    1.95712351  1.57085246 -0.43392958  0.        ]",[ 0.22713521  0.6595602 ],[-0.10876308 -0.24359687]
8,-0.212394544215,[-1.96612164 -0.13395329],-1.23369,"[[  0.20506143   1.92407454  -0.16557685   0.16844537]
 [  3.12046666  19.03180256   0.           0.        ]]","[ 1.0016593   0.25868172  0.29693588  2.02720712 -1.43510442  1.46001918
 -0.08283016  2.22481989  1.24852146 -0.50955222  0.        ]",[ 0.04161329  0.37991631],[-0.10876308 -0.24359687]
9,-0.191865437353,[ 0.78147859 -0.08857463],-1.18762,"[[  0.22715224   2.2956112   -0.16557685   0.16844537]
 [ -0.89826876  18.12484491   0.           0.        ]]","[ 0.99500113 -0.17424329  0.33013314  1.47208352 -1.43509695  1.4600114
 -0.3117897   2.10264196  1.01917104 -0.72826323  0.        ]",[ 0.05885106  0.27622673],[-0.10876308 -0.24359687]
10,-0.195341292947,[ 0.05309708 -0.17013835],-1.27018,"[[  0.24041542   2.65098859  -0.16557685   0.16844537]
 [  2.21422835  17.41528257   0.           0.        ]]","[ 0.99068116 -0.47338016  0.34998409  0.65981089 -1.43508947  1.46000361
 -0.13446035  2.00705408  0.89455745 -1.01063822  0.        ]",[-0.06233194  0.14965242],[-0.10876308 -0.24359687]
