timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.294377756258,[ 2.26416555  1.39107704],-3.3032,"[[ 0.05531441 -0.04985738 -0.0228001   0.18650164]
 [-0.00316019  0.00492853  0.          0.        ]]","[ 0.97165344  2.20045698 -0.0762988  -1.12353233 -0.20157659  1.61758121
 -0.44212975 -0.34321539  1.66854115 -1.94288673  0.        ]",[ 2.52431536  1.60559916],[-0.34475654 -0.29645023]
1,-0.286229080425,[ 1.8846468   2.18389162],-3.21758,"[[ 0.0949269  -0.01004738 -0.0228001   0.18650164]
 [ 3.95124673  3.9628858   0.          0.        ]]","[ 0.96713765  2.20218461 -0.01583237 -1.01525176 -0.20157644  1.61757712
 -0.28407148  0.20239639  1.66299601 -1.82512797  0.        ]",[ 1.94837129  1.23902559],[-0.34475654 -0.29645023]
2,-0.260132472513,[ 1.58816596  0.76709098],-3.03676,"[[ 0.2128432   0.10813582 -0.0228001   0.18650164]
 [ 7.82749787  7.84250538  0.          0.        ]]","[ 0.93970444  2.1937405   0.16244517 -0.69421298 -0.20157629  1.61757303
 -0.12913713  0.73720888  1.60665795 -1.48101651  0.        ]",[ 1.17810071  0.90422761],[-0.34475654 -0.29645023]
3,-0.212648712545,[ 0.57984011 -0.40331152],-2.5964,"[[  0.40752114   0.29388761  -0.0228001    0.18650164]
 [ 11.62772288  10.72306069   0.           0.        ]]","[ 0.84960548  2.13978374  0.44580059 -0.19961639 -0.20157615  1.61756893
  0.02275844  1.13429747  1.39597764 -0.97181196  0.        ]",[ 0.09599498  0.46382672],[-0.34475654 -0.29645023]
4,-0.148649371604,[-1.95499614  0.13409204],-1.75393,"[[  0.66079497   0.49018598  -0.0228001    0.18650164]
 [ 13.69282202   8.91278182   0.           0.        ]]","[ 0.6543058   2.03069774  0.77862581  0.29325078 -0.201576    1.61756484
  0.10530076  0.88474579  0.97864674 -0.49586958  0.        ]",[-0.83289176  0.36698943],[-0.34475654 -0.29645023]
5,-0.086293296271,[-1.53231783 -0.62570323],-1.29647,"[[ 0.8922464   0.67201011 -0.0228001   0.18650164]
 [ 9.46637244  9.26844871  0.          0.        ]]","[ 0.40852955  1.88549564  1.03081816  0.70626297 -0.20157585  1.61756075
 -0.06363128  0.93377397  0.49523194 -0.2539905   0.        ]",[-1.00762928  0.02622092],[-0.34475654 -0.29645023]
6,-0.0412025373598,[-1.36077172  0.17246739],-1.11187,"[[ 1.04001497  0.83069214 -0.0228001   0.18650164]
 [ 5.32417422  6.608624    0.          0.        ]]","[ 0.22407939  1.7278641   1.15929918  1.02149187 -0.20157571  1.61755666
 -0.22919577  0.56711119  0.13157534 -0.22161096  0.        ]",[-0.79798168  0.09187236],[-0.34475654 -0.29645023]
7,-0.0146025480649,[ 0.06133132  0.15169277],-1.08399,"[[ 1.10574659  0.96841577 -0.0228001   0.18650164]
 [ 1.26246489  7.16188917  0.          0.        ]]","[ 0.13639292  1.57088606  1.20734717  1.25440816 -0.20157556  1.61755257
 -0.39154306  0.64337932 -0.07954422 -0.27361167  0.        ]",[-0.54212898 -0.20299149],[-0.34475654 -0.29645023]
8,-0.0110021701328,[-0.50131427 -0.90842393],-1.00501,"[[ 1.13318145  1.11625666 -0.0228001   0.18650164]
 [ 1.48031173  7.62067114  0.          0.        ]]","[ 0.09890225  1.38506971  1.22566301  1.45707155 -0.20157541  1.61754848
 -0.38283535  0.70662266 -0.22748625 -0.36220559  0.        ]",[-0.72605598 -0.57054687],[-0.34475654 -0.29645023]
9,-0.0241853167096,[-0.64044628  1.47457168],-1.03605,"[[ 1.14260301  1.23107178 -0.0228001   0.18650164]
 [-0.53153384  3.87332188  0.          0.        ]]","[ 0.08591416  1.23091645  1.23171146  1.57784786 -0.20157527  1.61754439
 -0.46324905  0.19004215 -0.31515792 -0.44420667  0.        ]",[-0.39306903 -0.25869048],[-0.34475654 -0.29645023]
10,-0.0323817539552,[-0.75704341 -0.89152251],-0.991783,"[[ 1.10664178  1.34750258 -0.0228001   0.18650164]
 [-3.05618102  7.75679711  0.          0.        ]]","[ 0.13517738  1.06807712  1.20795484  1.6658145  -0.20157512  1.6175403
 -0.56415953  0.72538738 -0.33632141 -0.52001831  0.        ]",[-0.26667094 -0.94711077],[-0.34475654 -0.29645023]
11,-0.0359404501155,[ 1.02665873 -0.56304331],-1.01179,"[[ 1.01607412  1.46568493 -0.0228001   0.18650164]
 [-5.99088569  4.07367859  0.          0.        ]]","[ 0.25521113  0.89833312  1.14035978  1.71835118 -0.20157497  1.61753621
 -0.68146002  0.21766068 -0.28816865 -0.58314326  0.        ]",[ 0.32979202 -0.60784429],[-0.34475654 -0.29645023]
12,-0.0368728922616,[ 0.70341408 -1.31512564],-0.94515,"[[ 0.93715563  1.5239721  -0.0228001   0.18650164]
 [-1.91451015  1.76277452  0.          0.        ]]","[ 0.35449293  0.81368155  1.07274053  1.73038279 -0.20157483  1.61753212
 -0.51852532 -0.10090302 -0.22442333 -0.60765085  0.        ]",[ 0.02275812 -0.45114231],[-0.34475654 -0.29645023]
13,-0.0360827865388,[-0.26123094  0.20878741],-0.923861,"[[ 0.9271832   1.51914442 -0.0228001   0.18650164]
 [ 0.90786677 -2.23222526  0.          0.        ]]","[ 0.3666524   0.82070459  1.06363875  1.72973135 -0.20157468  1.61752802
 -0.40571348 -0.65162322 -0.20972898 -0.60149199  0.        ]",[-0.17771792  0.01587021],[-0.34475654 -0.29645023]
14,-0.0332282983649,[-0.92988294  0.91574684],-0.929608,"[[ 0.93478614  1.48323994 -0.0228001   0.18650164]
 [-0.14406577 -1.36112455  0.          0.        ]]","[ 0.3573897   0.87287651  1.07058617  1.72293167 -0.20157453  1.61752393
 -0.44775929 -0.53153926 -0.19837038 -0.5753077   0.        ]",[-0.06800237 -0.00022024],[-0.34475654 -0.29645023]
15,-0.0335834473863,[-0.08541535  0.24483472],-0.95865,"[[ 0.89500429  1.49267541 -0.0228001   0.18650164]
 [-3.82187756  2.29248087  0.          0.        ]]","[ 0.4052647   0.85917789  1.03344542  1.72505144 -0.20157439  1.61751984
 -0.59476246 -0.02788    -0.15508687 -0.5749117   0.        ]",[ 0.33187026 -0.38404894],[-0.34475654 -0.29645023]
16,-0.0387034583316,[-0.21494926 -0.74401463],-0.927851,"[[ 0.81593165  1.54779623 -0.0228001   0.18650164]
 [-4.08451334  3.2165192   0.          0.        ]]","[ 0.49588906  0.77899467  0.95407261  1.73262642 -0.20157424  1.61751575
 -0.60525956  0.09950116 -0.09259823 -0.60545555  0.        ]",[ 0.44075286 -0.56080472],[-0.34475654 -0.29645023]
