timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.13136590671,[-1.79263853  2.06751808],-3.40373,"[[-0.04143552 -0.06467193  0.14486361 -0.13027169]
 [-0.00135263  0.00211064  0.          0.        ]]","[ 1.02997923  1.90486778 -0.33279745 -1.61897416  1.24805644 -1.12939135
 -0.45791632 -0.3423791   0.35977051  0.83348349  0.        ]",[-2.18415117  2.54969239],[-0.59870154 -0.58902043]
1,-0.127809225544,[-3.24153879  2.11305183],-3.40709,"[[-0.08116826 -0.02488686  0.14486361 -0.13027169]
 [-3.95873893  3.96319078  0.          0.        ]]","[ 1.02592515  1.90755698 -0.39123306 -1.51898504  1.24805578 -1.12939081
 -0.59372947  0.29533119  0.35734636  0.78642084  0.        ]",[-2.21747184  1.89619982],[-0.59870154 -0.58902043]
2,-0.116971592486,[-1.99451166  1.73433118],-3.42682,"[[-0.19926308  0.09333267  0.14486361 -0.13027169]
 [-7.83782704  7.84581244  0.          0.        ]]","[ 0.99845375  1.9014462  -0.56344758 -1.22190398  1.24805511 -1.12939027
 -0.72685548  0.92040997  0.34088472  0.6476272   0.        ]",[-2.12406015  1.05751002],[-0.59870154 -0.58902043]
3,-0.0983563747127,[-0.66528496  0.2368442 ],-3.33411,"[[ -0.39417021   0.28843243   0.14486361  -0.13027169]
 [-11.64024905  11.65144665   0.           0.        ]]","[ 0.90369585  1.84559867 -0.83767416 -0.74073294  1.24805444 -1.12938973
 -0.85735031  1.53309351  0.28407147  0.42661056  0.        ]",[-1.19440234  0.05086383],[-0.59870154 -0.58902043]
4,-0.0713071278029,[ 0.61487811  0.01326489],-3.14299,"[[ -0.65107645   0.5285628    0.14486361  -0.13027169]
 [-14.04243346  12.35917657   0.           0.        ]]","[ 0.69071586  1.70180241 -1.16481059 -0.18763141  1.24805377 -1.12938919
 -0.9397904   1.64703254  0.15422138  0.14085651  0.        ]",[ 0.18098031 -0.51903605],[-0.59870154 -0.58902043]
5,-0.0454435034663,[ 1.63079647 -1.28288124],-3.04995,"[[ -0.90473496   0.77380453   0.14486361  -0.13027169]
 [-11.33240723  12.16566593   0.           0.        ]]","[ 0.39504091  1.47774007 -1.43037674  0.30188261  1.2480531  -1.12938865
 -0.84678482  1.61587726 -0.02431955 -0.08438192  0.        ]",[ 0.8222791  -0.99235356],[-0.59870154 -0.58902043]
6,-0.0309820293314,[ 1.36461475 -0.77668254],-3.01006,"[[-1.0894274   0.97495698  0.14486361 -0.13027169]
 [-7.15070726  7.96364676  0.          0.        ]]","[ 0.13706587  1.24494744 -1.57788213  0.62597039  1.24805243 -1.12938812
 -0.70327301  0.9393773  -0.17685202 -0.18202222  0.        ]",[ 0.80600137 -0.69388783],[-0.59870154 -0.58902043]
7,-0.0276039025449,[ 0.88967139  0.54858646],-2.98989,"[[-1.19131539  1.10177913  0.14486361 -0.13027169]
 [-3.05170007  4.72939136  0.          0.        ]]","[-0.01707629  1.07994281 -1.64050094  0.78783068  1.24805176 -1.12938758
 -0.56259918  0.41868168 -0.266522   -0.20011053  0.        ]",[ 0.39657542 -0.43137386],[-0.59870154 -0.58902043]
8,-0.0365685728461,[-0.29313423 -0.88070989],-3.02011,"[[-1.2164283   1.21721205  0.14486361 -0.13027169]
 [ 0.52856356  6.80699957  0.          0.        ]]","[-0.0561148   0.92014646 -1.65377505  0.90387516  1.24805109 -1.12938704
 -0.43972812  0.75316382 -0.28553475 -0.09287451  0.        ]",[-0.34130305 -1.09065032],[-0.59870154 -0.58902043]
9,-0.0473728549424,[-0.39387753 -0.38378111],-2.99652,"[[-1.21759001  1.317014    0.14486361 -0.13027169]
 [-0.64089569  3.18526128  0.          0.        ]]","[-0.0579297   0.77629487 -1.65436684  0.97892915  1.24805042 -1.1293865
 -0.47986264  0.17008572 -0.29203347  0.03550854  0.        ]",[-0.35988924 -0.59202325],[-0.59870154 -0.58902043]
10,-0.0486980007676,[ 0.37529299 -1.42389614],-2.99705,"[[-1.24591551  1.36484311  0.14486361 -0.13027169]
 [-2.18652314  1.60291555  0.          0.        ]]","[-0.10241659  0.70592729 -1.66824715  1.00634383  1.24804976 -1.12938596
 -0.53290685 -0.08466246 -0.32105108  0.04965559  0.        ]",[-0.05431051 -0.37607899],[-0.59870154 -0.58902043]
11,-0.0441189789177,[ 0.05675716  0.50435735],-2.96167,"[[-1.27430257  1.35685175  0.14486361 -0.13027169]
 [-0.65726939 -2.38874425  0.          0.        ]]","[-0.14742801  0.71773771 -1.68103355  1.00215325  1.24804909 -1.12938542
 -0.48042429 -0.72729569 -0.34404168 -0.0080059   0.        ]",[-0.12403773  0.47000778],[-0.59870154 -0.58902043]
12,-0.0398033874625,[ 0.01434541 -0.42261372],-2.98423,"[[-1.2850683   1.32958785  0.14486361 -0.13027169]
 [-0.42010063 -0.34445866  0.          0.        ]]","[-0.16460299  0.75787277 -1.68558545  0.98667754  1.24804842 -1.12938489
 -0.47228478 -0.39817775 -0.35168402 -0.06133921  0.        ]",[-0.04007577  0.08252427],[-0.59870154 -0.58902043]
13,-0.0363275714582,[ 0.39981682 -0.7549292 ],-2.97423,"[[-1.29281353  1.30597742  0.14486361 -0.13027169]
 [-0.35463629 -2.01103038  0.          0.        ]]","[-0.176993    0.79241383 -1.68875853  0.97180798  1.24804775 -1.12938435
 -0.47003799 -0.66648575 -0.35812214 -0.10487017  0.        ]",[ 0.04942213  0.48669881],[-0.59870154 -0.58902043]
14,-0.0298632752618,[ 0.19890409  1.28003492],-2.944,"[[-1.28395475  1.23616086  0.14486361 -0.13027169]
 [ 1.23522045 -4.96079815  0.          0.        ]]","[-0.16282386  0.8931902  -1.68511936  0.91995549  1.24804708 -1.12938381
 -0.41547559 -1.14138043 -0.35078832 -0.18164034  0.        ]",[-0.08938205  1.23522758],[-0.59870154 -0.58902043]
15,-0.0274551258189,[ 0.19012097  0.84136201],-2.96726,"[[-1.25160869  1.17765615  0.14486361 -0.13027169]
 [ 1.99683101 -0.90319815  0.          0.        ]]","[-0.1114105   0.97579637 -1.67089562  0.86757563  1.24804641 -1.12938327
 -0.38933778 -0.48813065 -0.32169625 -0.20434573  0.        ]",[-0.25464636  0.45932028],[-0.59870154 -0.58902043]
16,-0.0356684081001,[ 0.16264194 -0.46615525],-2.98609,"[[-1.20452893  1.19319507  0.14486361 -0.13027169]
 [ 2.70879452  2.44592662  0.          0.        ]]","[-0.0375697   0.95403727 -1.64758227  0.8822708   1.24804574 -1.12938273
 -0.36490381  0.05105875 -0.27446965 -0.10372091  0.        ]",[-0.66759485 -0.26691398],[-0.59870154 -0.58902043]
17,-0.0482642377166,[-1.79674865 -0.37871799],-2.99645,"[[-1.14442831  1.22310658  0.14486361 -0.13027169]
 [ 3.29928763  0.551537    0.          0.        ]]","[ 0.05475097  0.91177852 -1.61339877  0.90896581  1.24804507 -1.12938219
 -0.34463858 -0.25392685 -0.22242145  0.04150918  0.        ]",[-1.14455712  0.07063064],[-0.59870154 -0.58902043]
18,-0.0519814813386,[-0.69107809  1.18408243],-2.9675,"[[-1.11879562  1.21899184  0.14486361 -0.13027169]
 [-0.72262449 -0.95797631  0.          0.        ]]","[ 0.09338789  0.91761958 -1.59733741  0.90541816  1.2480444  -1.12938165
 -0.48266656 -0.4969496  -0.20134242  0.0825309   0.        ]",[-0.64526314  0.44595262],[-0.59870154 -0.58902043]
19,-0.0475034304318,[ 0.32045525  0.06136693],-2.98334,"[[-1.16055161  1.23975705  0.14486361 -0.13027169]
 [-3.44391793  3.02122357  0.          0.        ]]","[ 0.03021433  0.88805238 -1.62304743  0.92290989  1.24804374 -1.12938112
 -0.57605856  0.14367854 -0.23717122  0.03440186  0.        ]",[-0.01283636 -0.34368828],[-0.59870154 -0.58902043]
20,-0.0459487412621,[ 0.35513272 -1.19136986],-2.99738,"[[-1.21602425  1.30201579  0.14486361 -0.13027169]
 [-2.10778412  3.20405061  0.          0.        ]]","[-0.05548353  0.79818604 -1.65355276  0.96917778  1.24804307 -1.12938058
 -0.53020359  0.1731126  -0.28920606  0.01862295  0.        ]",[-0.09208399 -0.54210842],[-0.59870154 -0.58902043]
21,-0.0447022369123,[-0.30104906  0.970075  ],-2.9654,"[[-1.24365248  1.32572911  0.14486361 -0.13027169]
 [-0.65986259 -0.81930458  0.          0.        ]]","[-0.09884612  0.76352927 -1.6671648   0.98433708  1.2480424  -1.12938004
 -0.48051219 -0.47462446 -0.31485718  0.0025587   0.        ]",[-0.21555142  0.19531032],[-0.59870154 -0.58902043]
22,-0.0438615001718,[-0.69813972 -0.65098864],-3.00842,"[[-1.26868016  1.34804735  0.14486361 -0.13027169]
 [-1.83897621  3.0382682   0.          0.        ]]","[-0.13848063  0.73072273 -1.67857627  0.99735097  1.24804173 -1.1293795
 -0.5209781   0.14642277 -0.33837863 -0.0102068   0.        ]",[ 0.04549928 -0.62301993],[-0.59870154 -0.58902043]
23,-0.0401977698875,[ 0.62611825 -0.04718235],-2.98929,"[[-1.33280822  1.3823524   0.14486361 -0.13027169]
 [-4.56476356  0.40100862  0.          0.        ]]","[-0.2413926   0.67997793 -1.70378076  1.01496953  1.24804106 -1.12937896
 -0.61452436 -0.27816103 -0.39799333 -0.06942248  0.        ]",[ 0.73077005 -0.13442186],[-0.59870154 -0.58902043]
24,-0.0354089595379,[ 1.44911028 -0.4987533 ],-2.98681,"[[-1.39833722  1.3884124   0.14486361 -0.13027169]
 [-1.99668803  0.20565687  0.          0.        ]]","[-0.34821691  0.67097735 -1.72345377  1.0177798   1.24804039 -1.12937842
 -0.52639029 -0.30961149 -0.46079595 -0.16309753  0.        ]",[ 0.62257701 -0.13481465],[-0.59870154 -0.58902043]
25,-0.0339459544704,[-0.05529592  0.18553872],-2.99485,"[[-1.39816581  1.37266176  0.14486361 -0.13027169]
 [ 2.0005085  -1.7741229   0.          0.        ]]","[-0.3479356   0.69434843 -1.72340897  1.01028546  1.24803972 -1.12937788
 -0.38921017 -0.62834477 -0.46093641 -0.18343443  0.        ]",[ 0.04156753  0.27904367],[-0.59870154 -0.58902043]
26,-0.0337765401799,[-0.1865279  -0.32015002],-2.99761,"[[-1.36075008  1.34490317  0.14486361 -0.13027169]
 [ 1.74192683 -1.00430088  0.          0.        ]]","[-0.28676318  0.73535406 -1.71292302  0.99558963  1.24803905 -1.12937735
 -0.39808435 -0.50440759 -0.42400617 -0.1623349   0.        ]",[-0.03422831  0.16844685],[-0.59870154 -0.58902043]
