timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.392600603303,[ 2.6032527   4.10151506],-4.84453,"[[-0.03965361 -0.03680453 -0.18101305 -0.05182106]
 [-0.00049488 -0.00082266  0.          0.        ]]","[ 0.99439248  2.09478654 -0.30748599 -1.27840327 -1.57222949 -0.45093519
 -0.47448384 -0.34532518  3.2260874   0.01023188  0.        ]",[ 2.58487558  3.78589487],[-0.4692933  -0.41511866]
1,-0.394473119877,[ 2.03759635  2.65165252],-4.88621,"[[  1.16482626e-05   2.89158244e-03  -1.81013050e-01  -5.18210551e-02]
 [  3.95385917e+00   3.95724787e+00   0.00000000e+00   0.00000000e+00]]","[ 0.99564231  2.0957808  -0.24757059 -1.17804611 -1.57222726 -0.45093497
 -0.33275581  0.23629493  3.22958747  0.14171621  0.        ]",[ 2.22342253  3.46429062],[-0.4692933  -0.41511866]
2,-0.397430325116,[ 2.86610243  2.8888799 ],-4.88956,"[[ 0.11797973  0.12096313 -0.18101305 -0.05182106]
 [ 7.83006619  7.8369776   0.          0.        ]]","[ 0.98458206  2.08493771 -0.06974355 -0.8802309  -1.57222503 -0.45093475
 -0.19382866  0.806403    3.19597287  0.53035687  0.        ]",[ 2.08361793  3.15752125],[-0.4692933  -0.41511866]
3,-0.393717856626,[ 1.66162189  3.26766011],-4.81147,"[[  0.31270528   0.31585841  -0.18101305  -0.05182106]
 [ 11.62993408  11.63986214   0.           0.        ]]","[ 0.91848807  2.0223584   0.21722181 -0.39988044 -1.57222281 -0.45093453
 -0.05763759  1.36521804  3.0019442   1.1279406   0.        ]",[ 2.01360655  2.77464628],[-0.4692933  -0.41511866]
4,-0.371332718299,[ 1.23483023  1.78480124],-4.58349,"[[  0.58268251   0.58605459  -0.18101305  -0.05182106]
 [ 15.35562768  15.36728968   0.           0.        ]]","[ 0.73311924  1.84811715  0.58381906  0.21317681 -1.57222058 -0.45093431
  0.07589501  1.91294279  2.49531944  1.7584679   0.        ]",[ 1.43460488  2.03187656],[-0.4692933  -0.41511866]
5,-0.316940398529,[ 0.05911166  0.75419444],-4.11483,"[[  0.9264527    0.93005555  -0.18101305  -0.05182106]
 [ 19.00967091  19.0205496    0.           0.        ]]","[ 0.3603375   1.49884088  0.96038277  0.84173201 -1.57221835 -0.45093408
  0.20685958  2.449765    1.63768008  2.06160245  0.        ]",[ 0.23775569  0.83665574],[-0.4692933  -0.41511866]
6,-0.229492857339,[-1.82550196 -0.02911563],-3.33034,"[[  1.30525574   1.33663763  -0.18101305  -0.05182106]
 [ 18.87140554  21.62892156   0.           0.        ]]","[-0.17778564  0.95599894  1.21037336  1.27427126 -1.57221612 -0.45093386
  0.20190391  2.83304166  0.763349    1.68538345  0.        ]",[-0.95227569  0.0949415 ],[-0.4692933  -0.41511866]
7,-0.140632806394,[-0.89217489 -0.02944737],-2.39292,"[[  1.63928413   1.76375821  -0.18101305  -0.05182106]
 [ 14.54554466  21.08498209   0.           0.        ]]","[-0.70417126  0.3270387   1.25978647  1.29634652 -1.5722139  -0.45093364
  0.04686049  2.75310309  0.38678422  0.87799264  0.        ]",[-1.37178159 -0.4932878 ],[-0.4692933  -0.41511866]
8,-0.102139218188,[-1.50466543 -0.55603421],-1.9537,"[[  1.89191667   2.18009628  -0.18101305  -0.05182106]
 [ 10.73006524  20.55063435   0.           0.        ]]","[-1.09744317 -0.23771152  1.18609284  0.88824486 -1.57221167 -0.45093342
 -0.08989034  2.67457492  0.52596204  0.20770685  0.        ]",[-1.84016502 -0.95759523],[-0.4692933  -0.41511866]
9,-0.128136059828,[-2.09612651 -0.12632356],-2.28286,"[[  2.06469266   2.56493498  -0.18101305  -0.05182106]
 [  6.5610232   17.94194072   0.           0.        ]]","[-1.34949449 -0.6324834   1.08276013  0.19331537 -1.57220944 -0.4509332
 -0.23931321  2.2912378   0.88483948 -0.08525142  0.        ]",[-2.24300456 -1.14586759],[-0.4692933  -0.41511866]
10,-0.16750672114,[-2.07804666 -1.80184162],-2.66109,"[[  2.15489628   2.91518978  -0.18101305  -0.05182106]
 [  2.47275746  17.08638586   0.           0.        ]]","[-1.47261304 -0.83460699  1.01282833 -0.61774872 -1.57220721 -0.45093298
 -0.38584096  2.16551454  1.23559436 -0.06494648  0.        ]",[-2.26044226 -0.95291162],[-0.4692933  -0.41511866]
11,-0.187846551714,[-0.95510286 -0.71938678],-2.82434,"[[ 2.16412986  3.0966875  -0.18101305 -0.05182106]
 [-1.53607834  1.63860277  0.          0.        ]]","[-1.48482809 -0.87098499  1.00508051 -1.07184981 -1.57220499 -0.45093276
 -0.5295218  -0.10443354  1.40150396  0.02986593  0.        ]",[-1.40725195 -0.97211397],[-0.4692933  -0.41511866]
12,-0.184459535572,[-1.53789357 -1.82996943],-2.80742,"[[ 2.09576972  3.08006432 -0.18101305 -0.05182106]
 [-5.28739414 -2.45409789  0.          0.        ]]","[-1.3926509  -0.8696721   1.0598593  -1.02987492 -1.57220276 -0.45093253
 -0.66397277 -0.70582827  1.37369396  0.01549861  0.        ]",[-0.72414649 -1.0580312 ],[-0.4692933  -0.41511866]
13,-0.17315174593,[-0.04102402  0.47655456],-2.71089,"[[ 1.95134562  2.9917401  -0.18101305 -0.05182106]
 [-9.1421509  -6.36529469  0.          0.        ]]","[-1.18621079 -0.85584738  1.15523271 -0.80785279 -1.57220053 -0.45093231
 -0.80213106 -1.28055138  1.2764336  -0.00919399  0.        ]",[ 0.26748946 -0.74586296],[-0.4692933  -0.41511866]
14,-0.159955850774,[ 1.08758955 -0.18199178],-2.5442,"[[ 1.76869072  2.88463041 -0.18101305 -0.05182106]
 [-9.12340234 -4.35238905  0.          0.        ]]","[-0.90807444 -0.82375011  1.23383247 -0.54272124 -1.5721983  -0.45093209
 -0.80145855 -0.9847675   1.15179487  0.01651533  0.        ]",[ 0.60439527 -0.80301106],[-0.4692933  -0.41511866]
15,-0.150808552194,[-0.45272571 -1.58160429],-2.38037,"[[ 1.62775995  2.79121783 -0.18101305 -0.05182106]
 [-4.98347767 -4.98674997  0.          0.        ]]","[-0.68586421 -0.78230923  1.26086947 -0.31740372 -1.57219608 -0.45093187
 -0.65307856 -1.07798167  1.05191572  0.0818263   0.        ]",[ 0.62765664 -0.49962741],[-0.4692933  -0.41511866]
16,-0.141916678435,[ 0.94094091  0.76997102],-2.27927,"[[ 1.511097    2.65274455 -0.18101305 -0.05182106]
 [-6.67710992 -8.84771632  0.          0.        ]]","[-0.50036611 -0.69864883  1.26062717  0.00211364 -1.57219385 -0.45093165
 -0.71377984 -1.64532245  0.92975831  0.20022878  0.        ]",[ 1.66046441  0.5057447 ],[-0.4692933  -0.41511866]
17,-0.139140714622,[ 1.51428914 -0.09888157],-2.20672,"[[ 1.41626119  2.5081369  -0.18101305 -0.05182106]
 [-2.81939769 -5.62379156  0.          0.        ]]","[-0.3504092  -0.5845373   1.2453122   0.31142794 -1.57219162 -0.45093143
 -0.57551467 -1.17158739  0.83121474  0.35855987  0.        ]",[ 1.49897027  0.47609758],[-0.4692933  -0.41511866]
18,-0.138622746424,[ 1.37643918  0.91070866],-2.21572,"[[ 1.40015577  2.39284968 -0.18101305 -0.05182106]
 [ 1.19543947 -5.90400481  0.          0.        ]]","[-0.32512454 -0.47554015  1.24137196  0.53593292 -1.57218939 -0.45093121
 -0.43161803 -1.2127616   0.76169653  0.46870925  0.        ]",[ 1.27180541  0.88659394],[-0.4692933  -0.41511866]
19,-0.134310846999,[ 0.78153757 -0.2208021 ],-2.14572,"[[ 1.46354648  2.31212192 -0.18101305 -0.05182106]
 [ 5.13047649 -2.18119997  0.          0.        ]]","[-0.42498634 -0.3905306   1.25463356  0.67970007 -1.57218717 -0.45093098
 -0.29058155 -0.66572041  0.6964038   0.49365339  0.        ]",[ 0.53388941  0.38272014],[-0.4692933  -0.41511866]
20,-0.124304280549,[ 1.25460261  0.90416383],-2.06633,"[[ 1.5961786   2.26015713 -0.18101305 -0.05182106]
 [ 8.12274418 -3.01253519  0.          0.        ]]","[-0.63566417 -0.33231964  1.2628269   0.76587234 -1.57218494 -0.45093076
 -0.18333504 -0.78787896  0.62863972  0.42741765  0.        ]",[-0.00390024  0.46093971],[-0.4692933  -0.41511866]
21,-0.109858406186,[-1.89020751 -0.3006932 ],-1.92329,"[[  1.79673663   2.23642091  -0.18101305  -0.05182106]
 [ 11.92042961   0.62673806   0.           0.        ]]","[-0.9516927  -0.30487262  1.22491069  0.80349422 -1.57218271 -0.45093054
 -0.04722141 -0.25311225  0.57682884  0.26155772  0.        ]",[-1.07997346 -0.39980471],[-0.4692933  -0.41511866]
22,-0.0999946891851,[-1.28171433 -0.59777418],-1.84757,"[[ 1.99306012  2.23688305 -0.18101305 -0.05182106]
 [ 7.72588178 -0.57646809  0.          0.        ]]","[-1.24729345 -0.30541185  1.13059764  0.80277182 -1.57218048 -0.45093032
 -0.19755903 -0.42991512  0.57232954  0.07384242  0.        ]",[-0.92088902 -0.43223715],[-0.4692933  -0.41511866]
23,-0.0941517366202,[-0.29339699 -0.73910402],-1.81844,"[[ 2.1063256   2.2017201  -0.18101305 -0.05182106]
 [ 3.61437291 -2.93194578  0.          0.        ]]","[-1.40713301 -0.26382191  1.05177998  0.85647249 -1.57217826 -0.4509301
 -0.34492041 -0.77603639  0.55220069 -0.01844818  0.        ]",[-0.40715757 -0.08834198],[-0.4692933  -0.41511866]
24,-0.0861841691697,[ 0.03672434  1.52354215],-1.78047,"[[ 2.16624333  2.11430081 -0.18101305 -0.05182106]
 [ 2.38153262 -5.80041671  0.          0.        ]]","[-1.4876048  -0.15584776  1.00327753  0.97890545 -1.57217603 -0.45092988
 -0.38910675 -1.19753798  0.48337405 -0.03898592  0.        ]",[-0.06709881  0.5963372 ],[-0.4692933  -0.41511866]
25,-0.0795290008977,[-0.5006676  -0.53236544],-1.69314,"[[ 2.2148569   2.03917222 -0.18101305 -0.05182106]
 [ 2.47948171 -1.72602219  0.          0.        ]]","[-1.55055378 -0.05833871  0.96061805  1.07094976 -1.5721738  -0.45092965
 -0.38559596 -0.5988325   0.42537372 -0.05521891  0.        ]",[-0.33841485 -0.03541732],[-0.4692933  -0.41511866]
26,-0.0749195715057,[-0.67122891  0.66546669],-1.69957,"[[ 2.24407152  1.98384633 -0.18101305 -0.05182106]
 [ 0.44876694 -3.79964892  0.          0.        ]]","[-1.58730583  0.01591698  0.93360127  1.13062006 -1.57217157 -0.45092943
 -0.45837912 -0.90353755  0.38255759 -0.06025738  0.        ]",[ 0.05670807  0.46496022],[-0.4692933  -0.41511866]
27,-0.072791949761,[ 0.01095411 -0.210358  ],-1.63003,"[[ 2.22629835  1.93504801 -0.18101305 -0.05182106]
 [-2.21720044 -1.08921585  0.          0.        ]]","[-1.56504243  0.08293234  0.95015777  1.17737308 -1.57216935 -0.45092921
 -0.55393051 -0.50525706  0.33887805 -0.01131772  0.        ]",[ 0.28096685  0.09608763],[-0.4692933  -0.41511866]
