timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.18284389526,[-0.99972642  1.71684755],-1.44711,"[[-0.07826385  0.03316552  0.14311164 -0.18311125]
 [ 0.00323078 -0.00426241  0.          0.        ]]","[ 0.98438691  2.21712346 -0.16294124 -0.72182367  1.23671489 -1.57503866
 -0.34584082 -0.34113732  0.27118748  1.2984378   0.        ]",[-0.78959143  1.89413333],[-0.21642549 -0.22838138]
1,-0.179036542517,[-1.06261054  1.69579869],-1.46547,"[[-0.11789498  0.07282439  0.14311164 -0.18311125]
 [-3.95316599  3.95694151  0.          0.        ]]","[ 0.97882187  2.21413086 -0.22406099 -0.60163729  1.23671093 -1.57503172
 -0.53875404  0.18414951  0.26832791  1.26566798  0.        ]",[-0.80418199  1.75797844],[-0.21642549 -0.22838138]
2,-0.16751073877,[ 0.41707013  1.55545708],-1.38023,"[[-0.23587961  0.19092001  0.14311164 -0.18311125]
 [-7.83238582  7.83966547  0.          0.        ]]","[ 0.94907601  2.1921276  -0.40395244 -0.24654221  1.23670697 -1.57502477
 -0.72790374  0.69902882  0.2530316   1.16921304  0.        ]",[-0.80796617  1.63480222],[-0.21642549 -0.22838138]
3,-0.159489090618,[-0.38433921  0.53578146],-1.37192,"[[ -0.37443406   0.38587642   0.14311164  -0.18311125]
 [ -6.02903695  11.64330376   0.           0.        ]]","[ 0.88944948  2.11368038 -0.60859548  0.31980512  1.236703   -1.57501783
 -0.63997109  1.20341865  0.22311985  1.11092503  0.        ]",[-0.8136667   1.45994008],[-0.21642549 -0.22838138]
4,-0.157761476105,[-1.6675453   0.33789536],-1.3771,"[[ -0.50908071   0.63771943   0.14311164  -0.18311125]
 [ -7.43096813  13.53467106   0.           0.        ]]","[ 0.80699164  1.93939104 -0.7970915   0.98443603  1.23669904 -1.57501088
 -0.70832813  1.45422355  0.17405528  1.11668874  0.        ]",[-0.69508171  1.34285939],[-0.21642549 -0.22838138]
5,-0.149078223346,[-1.15495531  0.83801474],-1.30326,"[[ -0.69592518   0.91915868   0.14311164  -0.18311125]
 [-11.24089644  14.60560426   0.           0.        ]]","[ 0.65542615  1.66033442 -1.03532223  1.59058981  1.23669508 -1.57500394
 -0.89409891  1.5962306   0.08266109  1.0740229   0.        ]",[-0.33988011  1.2229408 ],[-0.21642549 -0.22838138]
6,-0.133563588447,[ 1.8604142   0.77063494],-1.13393,"[[ -0.95822474   1.24166687   0.14311164  -0.18311125]
 [-14.97674507  17.63499525   0.           0.        ]]","[ 0.37949912  1.25901323 -1.30974679  2.04955787  1.23669111 -1.57499699
 -1.07625669  1.99793842 -0.07152393  0.98004124  0.        ]",[ 0.06761792  0.9560616 ],[-0.21642549 -0.22838138]
7,-0.133045242869,[ 0.33198765  0.9457394 ],-1.0568,"[[ -1.21509472   1.6214624    0.14311164  -0.18311125]
 [-10.72412846  20.33568913   0.           0.        ]]","[ 0.05449331  0.72934824 -1.49452091  2.20854946  1.23668715 -1.57499005
 -0.86889637  2.35605021 -0.27242627  0.98660819  0.        ]",[ 0.05657493  0.70652139],[-0.21642549 -0.22838138]
8,-0.155840817468,[ 0.3669449  -0.55866521],-1.10449,"[[ -1.41426781   2.06170246   0.14311164  -0.18311125]
 [ -9.19806704  23.67723374   0.           0.        ]]","[-0.22124786  0.13321536 -1.57257924  1.85402859  1.23668319 -1.5749831
 -0.79448366  2.79912906 -0.51236758  1.1349129   0.        ]",[ 0.24761608  0.62741095],[-0.21642549 -0.22838138]
9,-0.18807132015,[ 0.3084045  -0.08071179],-1.18205,"[[ -1.58182274   2.50834605   0.14311164  -0.18311125]
 [ -7.56289407  20.99611073   0.           0.        ]]","[-0.46051868 -0.34094342 -1.59142478  0.97347573  1.23667923 -1.57497616
 -0.71475088  2.44357651 -0.79528936  1.30450451  0.        ]",[ 0.43446028  0.6377393 ],[-0.21642549 -0.22838138]
10,-0.221060480846,[ 0.76400028  0.28241032],-1.27147,"[[ -1.7193252    2.92089031   0.14311164  -0.18311125]
 [ -6.19193568  20.26079293   0.           0.        ]]","[-0.65684334 -0.58126771 -1.57444888 -0.15808841  1.23667526 -1.57496921
 -0.64790143  2.34605079 -1.0907375   1.43535871  0.        ]",[ 0.64097625  0.63184822],[-0.21642549 -0.22838138]
11,-0.237190728833,[-0.3698135   0.38656691],-1.37851,"[[-1.81159311  3.11474594  0.14311164 -0.18311125]
 [-3.04526092  1.41491383  0.          0.        ]]","[-0.78656225 -0.61512051 -1.54679196 -0.74100643  1.2366713  -1.57496227
 -0.49446786 -0.15298143 -1.24261733  1.48138576  0.        ]",[ 0.78830022  0.80269885],[-0.21642549 -0.22838138]
12,-0.234124382127,[ 0.60406639  0.17847786],-1.33498,"[[-1.88658648  3.09509804  0.14311164 -0.18311125]
 [-4.44933572 -2.07203048  0.          0.        ]]","[-0.88990183 -0.61409892 -1.5148652  -0.68141657  1.23666734 -1.57495533
 -0.56293009 -0.61536248 -1.21750158  1.47028156  0.        ]",[ 0.80209833  0.88405812],[-0.21642549 -0.22838138]
13,-0.229406705915,[ 1.04562715  1.82667867],-1.19939,"[[-1.95069282  3.05488287  0.14311164 -0.18311125]
 [-1.96955344 -1.73843154  0.          0.        ]]","[-0.97627652 -0.61030631 -1.48099966 -0.55964492  1.23666338 -1.57494838
 -0.44201428 -0.57112499 -1.18317211  1.44949859  0.        ]",[ 0.81280202  0.88607728],[-0.21642549 -0.22838138]
14,-0.226825079522,[ 0.20690404  2.25018252],-1.19634,"[[-1.94996737  3.02864821  0.14311164 -0.18311125]
 [ 2.02877021 -0.93500037  0.          0.        ]]","[-0.97530819 -0.60660118 -1.48141019 -0.48042289  1.23665941 -1.57494144
 -0.24705396 -0.46458606 -1.16399154  1.43832062  0.        ]",[ 0.80347085  0.87233746],[-0.21642549 -0.22838138]
15,-0.22626210576,[ 1.33182417  0.33551409],-1.24813,"[[-1.90157547  3.01525897  0.14311164 -0.18311125]
 [ 2.80782124 -0.45307357  0.          0.        ]]","[-0.91026813 -0.60433613 -1.5074674  -0.44007774  1.23665545 -1.57493449
 -0.20906677 -0.40067997 -1.1557767   1.43896077  0.        ]",[ 0.78798079  0.86182642],[-0.21642549 -0.22838138]
16,-0.227149029442,[ 0.37296138  2.50780921],-1.16486,"[[-1.80625181  3.00824777  0.14311164 -0.18311125]
 [ 6.71153447 -0.25569552  0.          0.        ]]","[-0.77911102 -0.60304901 -1.54871298 -0.41897784  1.23665149 -1.57492755
 -0.01871954 -0.37450625 -1.15394033  1.44925491  0.        ]",[ 0.76147568  0.85326314],[-0.21642549 -0.22838138]
17,-0.229391665337,[ 0.13625793 -0.3424196 ],-1.34591,"[[-1.65853829  3.00524711  0.14311164 -0.18311125]
 [ 8.05533866 -0.07823531  0.          0.        ]]","[-0.57031337 -0.60247646 -1.58550468 -0.40995313  1.23664753 -1.57492061
  0.04680511 -0.35097374 -1.15865844  1.4681366   0.        ]",[ 0.72713524  0.84637892],[-0.21642549 -0.22838138]
18,-0.231253606596,[ 0.46843604 -0.4253821 ],-1.35122,"[[-1.49361932  2.99009412  0.14311164 -0.18311125]
 [ 8.43529008 -1.43255193  0.          0.        ]]","[-0.33417464 -0.59939641 -1.58684618 -0.36444027  1.23664356 -1.57491366
  0.06533171 -0.53056149 -1.15724839  1.48776909  0.        ]",[ 0.69432372  0.87784177],[-0.21642549 -0.22838138]
19,-0.232398702414,[ 1.52010556 -0.3204498 ],-1.32384,"[[ -1.30798139   2.94482827   0.14311164  -0.18311125]
 [ 10.12287343  -3.08852104   0.           0.        ]]","[-0.07227679 -0.58828563 -1.53823833 -0.22915033  1.2366396  -1.57490672
  0.14761933 -0.75014933 -1.13628868  1.51437735  0.        ]",[ 0.65981501  0.93360829],[-0.21642549 -0.22838138]
20,-0.235540013655,[ 0.66863764  0.69699887],-1.32591,"[[ -1.06781111   2.87094085   0.14311164  -0.18311125]
 [ 13.88161307  -4.29622198   0.           0.        ]]","[ 0.24630679 -0.56404783 -1.39950795 -0.01105265  1.23663564 -1.57489978
  0.330898   -0.91029415 -1.10562505  1.56623698  0.        ]",[ 0.61429721  1.01299059],[-0.21642549 -0.22838138]
21,-0.243929643807,[ 0.56359558 -0.78960018],-1.51182,"[[ -0.76637494   2.8135582    0.14311164  -0.18311125]
 [ 16.25410183  -1.45155051   0.           0.        ]]","[ 0.58803093 -0.54007646 -1.11649248  0.15533263  1.23663168 -1.57489283
  0.44658189 -0.53307613 -1.11502552  1.64084574  0.        ]",[ 0.61042905  1.00147605],[-0.21642549 -0.22838138]
22,-0.25596914404,[ 1.02975911  1.35559938],-1.54087,"[[ -0.4221352    2.75344286   0.14311164  -0.18311125]
 [ 18.16347987  -4.54968818   0.           0.        ]]","[ 0.86295423 -0.5102297  -0.67664576  0.32617992  1.23662771 -1.57488589
  0.539684   -0.94390224 -1.16076397  1.7266877   0.        ]",[ 0.60646605  1.16914463],[-0.21642549 -0.22838138]
23,-0.269941875971,[ 1.50715586  0.00862978],-1.78983,"[[ -0.02275043   2.70307511   0.14311164  -0.18311125]
 [ 21.76302622  -0.50064017   0.           0.        ]]","[ 0.9884184  -0.48156983 -0.07695718  0.46615468  1.23662375 -1.57487895
  0.71519991 -0.40697778 -1.26346286  1.79292832  0.        ]",[ 0.68855852  1.13629878],[-0.21642549 -0.22838138]
24,-0.278991575931,[ 0.88163573  0.8833365 ],-1.91141,"[[  0.44791053   2.69349567   0.14311164  -0.18311125]
 [ 25.29131143  -0.45750415   0.           0.        ]]","[ 0.84737895 -0.47574783  0.62946311  0.49241666  1.23661979 -1.574872
  0.88724052 -0.40125714 -1.42079715  1.76499717  0.        ]",[ 0.77237755  1.21925449],[-0.21642549 -0.22838138]
25,-0.275447083672,[ 2.39146909  1.07256322],-1.91399,"[[  0.98373659   2.7195173    0.14311164  -0.18311125]
 [ 28.28139539   3.04794773   0.           0.        ]]","[ 0.3493269  -0.49128528  1.24856568  0.42080142  1.23661583 -1.57486506
  1.03303726  0.06358408 -1.5523938   1.60981998  0.        ]",[ 0.9021436  1.1793617],[-0.21642549 -0.22838138]
26,-0.251866254108,[ 0.8426296   0.91028091],-1.74768,"[[  1.58347667   2.81958517   0.14311164  -0.18311125]
 [ 31.68135601   6.9458601    0.           0.        ]]","[-0.46288525 -0.54279935  1.50790362  0.13799488  1.23661187 -1.57485812
  1.19881898  0.58046736 -1.53060223  1.36477285  0.        ]",[ 0.99227691  1.0946008 ],[-0.21642549 -0.22838138]
27,-0.224030388051,[ 1.09996224  0.34113578],-1.45956,"[[  2.24429218   2.99327493   0.14311164  -0.18311125]
 [ 34.39115528  10.41167259   0.           0.        ]]","[-1.33880871 -0.60006217  1.16963286 -0.37399286  1.2366079  -1.57485117
  1.33094671  1.04005049 -1.3275633   1.26307874  0.        ]",[ 1.08720005  0.97358364],[-0.21642549 -0.22838138]
28,-0.221343443132,[ 1.03621995  0.68839586],-1.28506,"[[  2.96500649   3.08568227   0.14311164  -0.18311125]
 [ 37.66932911   0.11413702   0.           0.        ]]","[-1.85589908 -0.61340175  0.23052772 -0.65288424  1.23660394 -1.57484423
  1.49078736 -0.32545898 -1.20996839  1.34439614  0.        ]",[ 1.07091272  1.05434978],[-0.21642549 -0.22838138]
29,-0.223736926441,[ 1.1614071   1.16109458],-1.15154,"[[  3.75063476   3.0645277    0.14311164  -0.18311125]
 [ 40.88281307  -1.51936181   0.           0.        ]]","[-1.62043655 -0.6114095  -0.92829172 -0.58882294  1.23659998 -1.57483729
  1.64747176 -0.54206928 -1.18052997  1.39374092  0.        ]",[ 0.90088266  0.96977752],[-0.21642549 -0.22838138]
