timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.125789979529,[ 1.73793403  0.00530562],-2.56046,"[[ 0.08162898  0.0819916   0.19949603  0.15156053]
 [-0.00436184 -0.00236971  0.          0.        ]]","[ 0.98574555  2.10884307 -0.1136189  -0.94771763  1.71611149  1.31096995
 -0.47369055 -0.34593731 -0.1315334  -1.66341579  0.        ]",[ 1.09270108  1.01236475],[-0.43870848 -0.40238211]
1,-0.117493033253,[ 1.2329538   1.40048563],-2.51312,"[[ 0.12123309  0.08214003  0.19949603  0.15156053]
 [ 3.9516006   0.01715199  0.          0.        ]]","[ 0.97941157  2.10882    -0.05393926 -0.94734034  1.71610851  1.31096838
 -0.33048538 -0.34309315 -0.14192996 -1.57931433  0.        ]",[ 0.46694121  1.02249622],[-0.43870848 -0.40238211]
2,-0.0889899803757,[-0.48477675  0.51321028],-2.2151,"[[ 0.23915613  0.12219229  0.19949603  0.15156053]
 [ 7.82781071  3.97488465  0.          0.        ]]","[ 0.94605143  2.10276782  0.12169526 -0.84594253  1.71610553  1.31096681
 -0.19016724  0.23348338 -0.20221166 -1.29067613  0.        ]",[-0.49212649  0.46922362],[-0.43870848 -0.40238211]
3,-0.0553656258413,[-1.0475508  -0.37618921],-1.87059,"[[ 0.37491077  0.22129686  0.19949603  0.15156053]
 [ 5.75456698  5.92905587  0.          0.        ]]","[ 0.88130021  2.07769818  0.31756752 -0.59752727  1.71610255  1.31096524
 -0.26521817  0.51817385 -0.34082791 -0.9249548   0.        ]",[-0.86561763  0.22457591],[-0.43870848 -0.40238211]
4,-0.0438440675169,[-1.45135252  0.68018656],-1.72266,"[[ 0.449176    0.32377042  0.19949603  0.15156053]
 [ 1.6854836   4.32364667  0.          0.        ]]","[ 0.83433713  2.03687538  0.42062446 -0.34646093  1.71609957  1.31096367
 -0.4125181   0.2842918  -0.47317134 -0.70185425  0.        ]",[-0.72727501  0.48058459],[-0.43870848 -0.40238211]
5,-0.0457770027711,[-0.48896447 -0.69441622],-1.67045,"[[ 0.44285022  0.43642187  0.19949603  0.15156053]
 [-2.30478268  6.93278998  0.          0.        ]]","[ 0.8386462   1.97502776  0.41197941 -0.08035893  1.71609659  1.3109621
 -0.55696481  0.66440113 -0.54537294 -0.62678843  0.        ]",[-0.36876956 -0.0294874 ],[-0.43870848 -0.40238211]
6,-0.0484113953487,[ 0.22876664 -0.52135066],-1.67623,"[[ 0.37781436  0.54611962  0.19949603  0.15156053]
 [-4.19254484  4.04659317  0.          0.        ]]","[ 0.87961281  1.89844857  0.32165736  0.16568712  1.71609361  1.31096053
 -0.62530115  0.24392897 -0.55630338 -0.65655647  0.        ]",[ 0.05612418  0.35364765],[-0.43870848 -0.40238211]
7,-0.050464161972,[ 0.39704903 -0.71954953],-1.69676,"[[ 0.30388332  0.60553166  0.19949603  0.15156053]
 [-3.20385167  1.90176458  0.          0.        ]]","[ 0.91863586  1.85055659  0.21613376  0.29249266  1.71609063  1.31095897
 -0.58951024 -0.06853786 -0.52385328 -0.73763875  0.        ]",[ 0.1905953  0.634462 ],[-0.43870848 -0.40238211]
8,-0.0528076651601,[ 0.48813153  1.19344822],-1.76992,"[[ 0.25621248  0.61459713  0.19949603  0.15156053]
 [-1.56867498 -0.98558964  0.          0.        ]]","[ 0.93944326  1.84286381  0.14674201  0.3114027   1.71608765  1.3109574
 -0.53031674 -0.48917861 -0.48378946 -0.81170945  0.        ]",[ 0.22709766  1.11088955],[-0.43870848 -0.40238211]
9,-0.0534920783528,[ 0.34267923 -0.86881997],-1.73932,"[[ 0.24451213  0.63480205  0.19949603  0.15156053]
 [ 0.39212225  2.9928268   0.          0.        ]]","[ 0.94402073  1.82536607  0.12957101  0.35311293  1.71608467  1.31095583
 -0.45933585  0.09041276 -0.48748206 -0.81718433  0.        ]",[-0.11222176  0.36609021],[-0.43870848 -0.40238211]
