timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.84693485  2.39060898 -0.35640336  0.98087923  0.49342296 -0.39286842
 -0.53219549  0.37503134  0.95486374  0.59933515  0.        ]",-0.599519,[-0.89930646 -2.21234342],-0.162289535722,[-0.95424604 -2.46918726],[-0.74509233 -0.03845205],"[[ 0.01484817  0.04512185  0.05655033 -0.0453558 ]
 [ 0.00395329  0.00041871  0.          0.        ]]"
1,"[ 0.84676138  2.39205755 -0.41697873  0.81715947  0.49342285 -0.39286834
 -0.67049232 -0.14278564  0.95624516  0.48793979  0.        ]",-0.548249,[-0.85360022 -3.62174366],-0.158955061003,[-0.2573331  -1.89227557],[-0.74509233 -0.03845205],"[[-0.02075204  0.00541618  0.05655033 -0.0453558 ]
 [-3.55213776 -3.95779853  0.          0.        ]]"
2,"[ 0.83426529  2.38290102 -0.59374419  0.33105266  0.49342273 -0.39286825
 -0.79902434 -0.65036271  0.9258549   0.16230857  0.        ]",-0.598688,[ 0.69554214 -1.05056239],-0.149743869086,[ 0.81806302 -1.09343612],[-0.74509233 -0.03845205],"[[-0.12495469 -0.11266851  0.05655033 -0.0453558 ]
 [-6.85714321 -7.83774175  0.          0.        ]]"
3,"[ 0.80253299  2.32415114 -0.77476741 -0.45411221  0.49342262 -0.39286817
 -0.68669316 -1.14820058  0.81073759 -0.22712874  0.        ]",-0.596443,[ 1.52443742 -0.17894447],-0.139356496531,[ 1.52755356 -0.42663378],[-0.74509233 -0.03845205],"[[ -0.23311684  -0.30760524   0.05655033  -0.0453558 ]
 [ -3.9687284  -11.64324025   0.           0.        ]]"
4,"[ 0.78651328  2.18222373 -0.83885149 -1.34460471  0.4934225  -0.39286808
 -0.52979502 -1.21093004  0.65211287 -0.48473326  0.        ]",-0.565282,[ 1.34776621  0.30304908],-0.130552631963,[ 1.40799522 -0.74952561],[-0.74509233 -0.03845205],"[[ -0.27201344  -0.54528129   0.05655033  -0.0453558 ]
 [  0.06565711 -12.12275133   0.           0.        ]]"
5,"[ 0.80332466  1.98054357 -0.77130634 -2.08644307  0.49342239 -0.392868
 -0.37601392 -1.02272837  0.5315888  -0.56593071  0.        ]",-0.454123,[ 0.82290661 -1.9021933 ],-0.122128893714,[ 1.14449763 -1.15381742],[-0.74509233 -0.03845205],"[[ -0.23102717  -0.77330251   0.05655033  -0.0453558 ]
 [  4.01989343 -10.68413222   0.           0.        ]]"
6,"[ 0.83550744  1.69668244 -0.58326269 -2.72994214  0.49342227 -0.39286791
 -0.25244342 -1.51316501  0.44065262 -0.53046625  0.        ]",-0.419209,[ 1.32391934 -1.0296692 ],-0.110634300607,[ 0.81109732 -1.779634  ],[-0.74509233 -0.03845205],"[[ -0.11874958  -1.02459986   0.05655033  -0.0453558 ]
 [  7.19731225 -14.4330593    0.           0.        ]]"
7,"[ 0.84379502  1.2617616  -0.27372126 -3.23006079  0.49342215 -0.39286783
 -0.10405351 -1.99385989  0.3276572  -0.4108851   0.        ]",-0.298794,[ 0.09003845 -1.06831072],-0.0916129521542,[ 0.32584608 -2.6500783 ],[-0.74509233 -0.03845205],"[[  0.06347894  -1.35012919   0.05655033  -0.0453558 ]
 [ 11.01292293 -18.1075279    0.           0.        ]]"
8,"[ 0.78056496  0.68937684  0.0969841  -3.26518637  0.49342204 -0.39286774
 -0.09863857 -2.46488847  0.14646707 -0.24134954  0.        ]",-0.155497,[-0.17419217 -3.80468298],-0.062535865981,[ 0.09663505 -3.32959223],[-0.74509233 -0.03845205],"[[  0.28513531  -1.74840572   0.05655033  -0.0453558 ]
 [ 11.15215883 -21.70811964   0.           0.        ]]"
9,"[ 0.64609335  0.0725601   0.4327245  -2.49596157  0.49342192 -0.39286766
 -0.13403258 -2.92658563 -0.14035964 -0.05027379  0.        ]",-0.12486,[ 0.04224204 -4.21903383],-0.0216415539491,[ 0.04311197 -3.43521285],[-0.74509233 -0.03845205],"[[  0.4990488   -2.21797811   0.05655033  -0.0453558 ]
 [ 10.24205792 -25.23740002   0.           0.        ]]"
10,"[ 0.45576454 -0.39653148  0.71915025 -0.75108982  0.49342181 -0.39286757
 -0.13543041 -3.37917236 -0.50811418  0.21531622  0.        ]",-0.144853,[ 0.37675685 -4.12400428],-0.0338391857371,[ 0.06548934 -2.70558357],[-0.74509233 -0.03845205],"[[  0.70352971  -2.75743773   0.05655033  -0.0453558 ]
 [ 10.20611424 -28.69706481   0.           0.        ]]"
11,"[ 0.19663446 -0.49965059  0.97277852  1.02965954  0.49342169 -0.39286749
 -0.08524227 -0.51813876 -0.80860364  0.50049003  0.        ]",-0.210484,[-1.05319088 -2.06515305],-0.081533085787,[-0.992167   -3.29338694],[-0.74509233 -0.03845205],"[[  0.92059546  -3.19855601   0.05655033  -0.0453558 ]
 [ 11.49662133  -6.82708296   0.           0.        ]]"
12,"[-0.06603502 -0.49977679  1.14137702  1.02325696  0.49342158 -0.3928674
 -0.2480534   0.83997908 -0.78959411  0.46889958  0.        ]",-0.127901,[-1.32469541 -4.95930231],-0.0777426422475,[-1.47243869 -4.21022415],[-0.74509233 -0.03845205],"[[ 1.10852557 -3.19700146  0.05655033 -0.0453558 ]
 [ 7.31019373  3.55448531  0.          0.        ]]"
