timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.85720462  2.5827972  -0.39870526  1.14569412  0.27637635 -1.3212987
 -0.51599602  0.37889554  1.14282614  1.47542171  0.        ]",-0.646565,[-1.97124524 -3.84739654],-0.233129231023,[-1.63571763 -3.71137476],[-0.52063566 -0.06582118],"[[-0.04953686  0.07491679  0.03146395 -0.15226195]
 [ 0.00028707 -0.00278681  0.          0.        ]]"
1,"[ 0.85283299  2.58613943 -0.46489195  0.98014022  0.27637626 -1.32129752
 -0.69469878 -0.13839768  1.1397755   1.35911055  0.        ]",-0.637283,[-1.36903371 -3.67037154],-0.224853496358,[-1.20955312 -3.4591856 ],[-0.52063566 -0.06582118],"[[-0.08920627  0.03514919  0.03146395 -0.15226195]
 [-3.95406445 -3.96078813  0.          0.        ]]"
2,"[ 0.82515693  2.58180918 -0.65993505  0.4879631   0.27637616 -1.32129634
 -0.8698688  -0.64545252  1.09265702  1.01815103  0.        ]",-0.62194,[-0.11035506 -2.03177915],-0.198897650855,[-0.31055981 -2.89332604],[-0.52063566 -0.06582118],"[[-0.20717826 -0.0829925   0.03146395 -0.15226195]
 [-7.83024614 -7.84045256  0.          0.        ]]"
3,"[ 0.75351757  2.52830518 -0.91540725 -0.31054702  0.27637606 -1.32129517
 -0.88254063 -1.14264492  0.92502726  0.56069037  0.        ]",-0.525308,[ 0.08173552 -1.37454876],-0.158048611195,[ 0.67835665 -2.19434261],[-0.52063566 -0.06582118],"[[ -0.36659602  -0.27797049   0.03146395  -0.15226195]
 [ -8.11066032 -11.64465933   0.           0.        ]]"
4,"[ 0.64588682  2.36266204 -1.15268392 -1.33966701  0.27637597 -1.32129399
 -0.86064651 -1.63002278  0.60391987  0.15086087  0.        ]",-0.427908,[ 1.979696   -0.78212514],-0.107867705319,[ 1.428877   -1.48089445],[-0.52063566 -0.06582118],"[[ -0.52394717  -0.54827929   0.03146395  -0.15226195]
 [ -7.62619704 -15.37378021   0.           0.        ]]"
5,"[ 0.54900989  2.02707942 -1.30838475 -2.39009533  0.27637587 -1.32129281
 -0.67505466 -1.99515821  0.19964046 -0.05591345  0.        ]",-0.27648,[ 1.39087968 -0.57173708],-0.0572748914915,[ 1.64253366 -1.05951071],[-0.52063566 -0.06582118],"[[ -0.63526619  -0.88378633   0.03146395  -0.15226195]
 [ -3.51941936 -18.1675909    0.           0.        ]]"
6,"[ 0.52013576  1.5151654  -1.34832181 -3.14410912  0.27637577 -1.32129163
 -0.49314337 -2.24416172 -0.15372645 -0.01424633  0.        ]",-0.150799,[ 1.92687743 -1.0977149 ],-0.0149573733992,[ 1.58788896 -0.96012449],[-0.52063566 -0.06582118],"[[ -0.66526781  -1.26625463   0.03146395  -0.15226195]
 [  0.50591644 -20.07284416   0.           0.        ]]"
7,"[ 0.56735576  0.85358767 -1.28165227 -3.29932423  0.27637568 -1.32129046
 -0.31479344 -2.70980951 -0.40572916  0.22674735  0.        ]",-0.106613,[ 1.35319532 -1.10259027],-0.0283046212122,[ 1.25822127 -1.13685906],[-0.52063566 -0.06582118],"[[ -0.61555352  -1.70346013   0.03146395  -0.15226195]
 [  4.45244738 -23.6357517    0.           0.        ]]"
8,"[ 0.67381585  0.14130188 -1.09962676 -2.50974712  0.27637558 -1.32128928
 -0.13994045 -3.16616393 -0.54196743  0.63362125  0.        ]",-0.150331,[ 0.06562748 -0.90169293],-0.07214229986,[ 0.69890279 -1.47688127],[-0.52063566 -0.06582118],"[[ -0.48768573  -2.21121086   0.03146395  -0.15226195]
 [  8.32159808 -27.12758971   0.           0.        ]]"
9,"[ 0.77829337 -0.37812735 -0.84250993 -0.6250607   0.27637548 -1.3212881
 -0.13568195 -3.56255547 -0.57213704  1.16915823  0.        ]",-0.368121,[-0.48298635 -1.78732484],-0.125609527902,[ 0.25620034 -2.00287867],[-0.52063566 -0.06582118],"[[ -0.32030859  -2.78419433   0.03146395  -0.15226195]
 [  8.41582934 -30.16067097   0.           0.        ]]"
10,"[ 0.83546268 -0.46709957 -0.60354242  1.25313546  0.27637539 -1.32128692
 -0.22959044 -0.47274611 -0.50835326  1.63347134  0.        ]",-0.458827,[-0.03077745 -2.19747293],-0.171626747714,[ 0.33195817 -2.46674061],[-0.52063566 -0.06582118],"[[-0.17284654 -3.2423787   0.03146395 -0.15226195]
 [ 6.33781921 -6.5191383   0.          0.        ]]"
11,"[ 0.85727671 -0.46929511 -0.39707555  1.18906701  0.27637529 -1.32128575
 -0.24074527  0.9488227  -0.5266226   1.59134933  0.        ]",-0.484608,[ 1.08526352  0.87225428],-0.167712608649,[ 0.20288095 -2.703825  ],[-0.52063566 -0.06582118],"[[-0.04856519 -3.22694625  0.03146395 -0.15226195]
 [ 6.09098312  4.35793173  0.          0.        ]]"
12,"[ 0.8492306  -0.47389856 -0.12931848  0.68523174  0.27637519 -1.32128457
 -0.06725973  1.3889544  -0.52958939  1.44941682  0.        ]",-0.256411,[-0.53087961 -3.00208523],-0.152838945145,[-0.28534356 -2.86359596],[-0.52063566 -0.06582118],"[[ 0.11177136 -3.10599886  0.03146395 -0.15226195]
 [ 9.92987079  7.72558833  0.          0.        ]]"
13,"[ 0.79398699 -0.45794081  0.15808319  0.21529171  0.2763751  -1.32128339
 -0.17114257  0.85146024 -0.486636    1.32896442  0.        ]",-0.232545,[-0.50668484 -2.92613419],-0.138685822714,[-0.41143975 -2.76254201],[-0.52063566 -0.06582118],"[[ 0.28730495 -2.99275028  0.03146395 -0.15226195]
 [ 7.63115084  3.61298011  0.          0.        ]]"
14,"[ 0.72209207 -0.44995305  0.36351583  0.08444472  0.276375   -1.32128221
 -0.26863736  0.32460906 -0.45362893  1.29905625  0.        ]",-0.273299,[ 0.11734672 -2.46731691],-0.134472354772,[-0.50732028 -2.7178843 ],[-0.52063566 -0.06582118],"[[ 0.41828231 -2.96093678  0.03146395 -0.15226195]
 [ 5.47378534 -0.4181963   0.          0.        ]]"
15,"[ 0.63997272 -0.4614185   0.53159417  0.28214856  0.2763749  -1.32128104
 -0.25254269 -0.05128418 -0.46082046  1.33824995  0.        ]",-0.281223,[-1.16206958 -2.64547299],-0.138849885987,[-0.77663296 -2.84120893],[-0.52063566 -0.06582118],"[[ 0.53133079 -3.00894509  0.03146395 -0.15226195]
 [ 5.82992593 -3.29432519  0.          0.        ]]"
16,"[ 0.57511235 -0.46564578  0.6382463   0.37665392  0.27637481 -1.32127986
 -0.4366784   0.39045134 -0.46450248  1.35672893  0.        ]",-0.294827,[-0.16319444 -2.60992403],-0.140922651006,[-0.59957242 -2.81656408],[-0.52063566 -0.06582118],"[[ 0.60704843 -3.03177869  0.03146395 -0.15226195]
 [ 1.75537218  0.08559263  0.          0.        ]]"
17,"[ 0.54895042 -0.46425575  0.67670414  0.34353869  0.27637471 -1.32127868
 -0.46744775  0.4458061  -0.45603193  1.34980152  0.        ]",-0.242798,[-0.83148433 -3.72871528],-0.139935258669,[-0.59056866 -2.81596732],[-0.52063566 -0.06582118],"[[ 0.63532461 -3.02378486  0.03146395 -0.15226195]
 [ 1.07450507  0.5091379   0.          0.        ]]"
18,"[ 0.55995068 -0.46257874  0.66081197  0.30638268  0.27637461 -1.32127751
 -0.61718416  0.42674699 -0.45217751  1.34292233  0.        ]",-0.339934,[-0.05530125 -1.19728273],-0.139091501169,[-0.31604898 -2.7046833 ],[-0.52063566 -0.06582118],"[[ 0.62357062 -3.01480658  0.03146395 -0.15226195]
 [-2.23886261  0.36330945  0.          0.        ]]"
19,"[ 0.60173278 -0.46148508  0.59659917  0.28352364  0.27637452 -1.32127633
 -0.6250761   0.40521741 -0.45503464  1.33849459  0.        ]",-0.368626,[ 0.93215364 -0.7755405 ],-0.138704227481,[-0.22045639 -2.65787888],[-0.52063566 -0.06582118],"[[ 0.57704116 -3.00927792  0.03146395 -0.15226195]
 [-2.41350132  0.1985783   0.          0.        ]]"
20,"[ 0.6109882  -0.46085285  0.58146189  0.27074117  0.27637442 -1.32127515
 -0.45612933  0.39409483 -0.45477197  1.33608923  0.        ]",-0.272469,[-0.12549998 -2.99764988],-0.138440956008,[-0.48732731 -2.75726032],[-0.52063566 -0.06582118],"[[ 0.56628013 -3.00618462  0.03146395 -0.15226195]
 [ 1.3249408   0.11347566  0.          0.        ]]"
21,"[ 0.59256192 -0.46055951  0.61125154  0.26491145  0.27637433 -1.32127397
 -0.47976998  0.38451988 -0.45116368  1.335118    0.        ]",-0.299286,[ 0.18568869 -2.36814584],-0.138232315226,[-0.4854565  -2.75863123],[-0.52063566 -0.06582118],"[[ 0.58753028 -3.00477343  0.03146395 -0.15226195]
 [ 0.80181759  0.04021464  0.          0.        ]]"
22,"[ 0.57171418 -0.46045472  0.64336946  0.26284598  0.27637423 -1.3212728
 -0.44726244  0.38112583 -0.44779093  1.33498068  0.        ]",-0.280489,[-0.94271694 -2.31450604],-0.138120571456,[-0.58020264 -2.79757023],[-0.52063566 -0.06582118],"[[ 0.61078381 -3.0042734   0.03146395 -0.15226195]
 [ 1.52113859  0.01424635  0.          0.        ]]"
