timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.99963344  2.21850915 -0.17845044  1.01285639  0.37983292 -1.08928281
 -0.3700625   0.36910418  0.97404794  1.08196225  0.        ]",-0.694536,[-1.06371491 -1.02029557],-0.203012451904,[-0.54587036 -1.67086339],[-0.19476666 -0.23653236],"[[-0.07068947  0.08178314  0.04526979 -0.12484891]
 [-0.00290524  0.00025106  0.          0.        ]]"
1,"[ 0.99453914  2.22192035 -0.2398896   0.87894845  0.37983231 -1.08927947
 -0.6547887  -0.17025326  0.96962166  0.97532031  0.        ]",-0.663478,[-0.72513476 -1.99798723],-0.195335785948,[-0.33977851 -1.59750569],[-0.19476666 -0.23653236],"[[-0.1104221   0.04207568  0.04526979 -0.12484891]
 [-3.95719428 -3.95781098  0.          0.        ]]"
2,"[ 0.96976563  2.21910714 -0.40392065  0.48021994  0.3798317  -1.08927613
 -0.85559224 -0.69899286  0.92460446  0.68205045  0.        ]",-0.681187,[-0.35663419  0.325741  ],-0.173098392559,[-0.01058934 -1.48352361],[-0.19476666 -0.23653236],"[[-0.2175465  -0.07601131  0.04526979 -0.12484891]
 [-6.74597566 -7.83795794  0.          0.        ]]"
3,"[ 0.90966426  2.19000539 -0.62346     0.00513015  0.37983109 -1.08927279
 -0.94761419 -0.50201546  0.7957215   0.32118758  0.        ]",-0.539278,[ 0.59758715 -1.13235886],-0.14280484219,[ 0.46318549 -1.36612415],[-0.19476666 -0.23653236],"[[-0.36528877 -0.21826731  0.04526979 -0.12484891]
 [-8.02400788 -6.39245394  0.          0.        ]]"
4,"[ 0.82938036  2.12115496 -0.81382576 -0.53089821  0.37983048 -1.08926945
 -0.76587542 -1.02445638  0.59374235  0.01193041  0.        ]",-0.412443,[ 1.24487479 -2.26868643],-0.11243077151,[ 0.62914675 -1.21524405],[-0.19476666 -0.23653236],"[[ -0.50044492  -0.3845835    0.04526979  -0.12484891]
 [ -5.50005118 -10.22638239   0.           0.        ]]"
5,"[ 0.77938146  1.95776517 -0.90625138 -1.2452218   0.37982987 -1.08926611
 -0.47311982 -1.53662372  0.35423199 -0.18315379  0.        ]",-0.357387,[-0.67426633 -0.30144003],-0.0851845709615,[ 0.64143944 -1.05104494],[-0.19476666 -0.23653236],"[[ -0.56965265  -0.62682224   0.04526979  -0.12484891]
 [ -1.43428732 -13.98495045   0.           0.        ]]"
6,"[ 0.73541807  1.67769047 -0.97707852 -1.94270938  0.37982926 -1.08926277
 -0.66320063 -1.6614119   0.06370045 -0.28509779  0.        ]",-0.249821,[ 1.57969352 -1.62972671],-0.0586057794688,[ 0.91718304 -0.86911041],[-0.19476666 -0.23653236],"[[ -0.62482335  -0.91570982   0.04526979  -0.12484891]
 [ -4.07413587 -14.90076844   0.           0.        ]]"
7,"[ 0.7004928   1.26682404 -1.02790662 -2.47031054  0.37982865 -1.08925943
 -0.37251099 -2.16090756 -0.24905928 -0.25840747  0.        ]",-0.186697,[-0.66560007 -0.20659941],-0.0406067222327,[ 0.79617852 -0.80902201],[-0.19476666 -0.23653236],"[[ -0.66580097  -1.25050439   0.04526979  -0.12484891]
 [ -0.03706847 -18.56643503   0.           0.        ]]"
8,"[ 0.67629396  0.74991601 -1.06073203 -2.63691182  0.37982804 -1.08925609
 -0.56223817 -2.22220037 -0.53465801 -0.08361359  0.        ]",-0.224455,[ 1.4362946  1.1431507],-0.0474464494775,[ 0.85280019 -0.80819452],[-0.19476666 -0.23653236],"[[ -0.69297762  -1.62634711   0.04526979  -0.12484891]
 [ -2.67199639 -19.01636938   0.           0.        ]]"
9,"[ 0.66422977  0.29372185 -1.07643451 -2.38530902  0.37982743 -1.08925275
 -0.27356729 -1.63139616 -0.70869294  0.164841    0.        ]",-0.211198,[ 1.27885334 -0.4608218 ],-0.0678796773227,[ 0.73081028 -0.81025529],[-0.19476666 -0.23653236],"[[ -0.70619743  -1.96317454   0.04526979  -0.12484891]
 [  1.3370285  -14.68077788   0.           0.        ]]"
10,"[ 0.7226904  -0.07318671 -0.99608872 -1.84448424  0.37982683 -1.08924941
  0.00952845 -1.84044508 -0.74523246  0.41869463  0.        ]",-0.151928,[-1.62821459 -0.57200191],-0.0825787634547,[ 0.45410913 -0.81396025],[-0.19476666 -0.23653236],"[[ -0.64001116  -2.27218381   0.04526979  -0.12484891]
 [  5.26862718 -16.21498287   0.           0.        ]]"
11,"[ 0.77495299 -0.37987226 -0.91374779 -0.95849692  0.37982622 -1.08924607
 -0.28307724 -2.10530331 -0.73836673  0.7196021   0.        ]",-0.2908,[ 0.78325824  0.57655631],-0.104097099164,[ 0.40242234 -0.8429653 ],[-0.19476666 -0.23653236],"[[ -0.57540939  -2.61598585   0.04526979  -0.12484891]
 [  1.20495539 -18.15878996   0.           0.        ]]"
12,"[ 0.81552533 -0.54342071 -0.84089308  0.10219911  0.37982561 -1.08924273
 -0.06151693 -1.74520781 -0.67505172  1.01401838  0.        ]",-0.319986,[ 0.32275047 -0.44615563],-0.127330547323,[ 0.10836938 -0.91505516],[-0.19476666 -0.23653236],"[[ -0.52043908  -2.95264835   0.04526979  -0.12484891]
 [  4.28194795 -15.51625199   0.           0.        ]]"
13,"[ 0.87834944 -0.56698274 -0.70591452  0.59240355  0.379825   -1.08923939
  0.02443873  0.25268383 -0.62723609  1.13517885  0.        ]",-0.293614,[-0.66974176 -1.30266549],-0.137252589509,[ 0.12325002 -0.94575965],[-0.19476666 -0.23653236],"[[-0.42282234 -3.098835    0.04526979 -0.12484891]
 [ 5.4756851  -0.85440289  0.          0.        ]]"
