timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[-0.01800286  0.04474635  0.16240597 -0.00821783]
 [ 0.00323925 -0.00154099  0.          0.        ]]","[ 1.0269441   1.17042726  0.00786858 -0.34131453  1.40741331 -0.07115896
 -0.09017148 -0.22642774 -0.07904671  0.24548266  0.        ]",-0.0484510114896,[-0.67920065 -1.67563329],-2.19286,[-0.83961976 -0.79969305],[-0.72001791 -0.64536059]
1,"[[-0.0448811   0.00499848  0.16240597 -0.00821783]
 [-2.68212583 -3.96005685  0.          0.        ]]","[ 1.0256878   1.17174049 -0.0321155  -0.40773143  1.40741263 -0.07115895
 -0.36159033 -0.94669065 -0.08053467  0.09868102  0.        ]",-0.0474104957986,[ 0.44756157 -0.44719181],-2.23797,[ 1.09557641 -0.19826895],[-0.72001791 -0.64536059]
2,"[[-0.08022083 -0.09118911  0.16240597 -0.00821783]
 [-0.8579267  -5.6530576   0.          0.        ]]","[ 1.02240392  1.16623474 -0.08460892 -0.56830579  1.40741194 -0.07115894
 -0.17721231 -1.25473643 -0.10014467 -0.1639718   0.        ]",-0.0492881027715,[ 1.83936804  0.32278653],-2.18511,[ 1.38243198 -0.07848918],[-0.72001791 -0.64536059]
3,"[[-0.05752398 -0.19031917  0.16240597 -0.00821783]
 [ 3.11439687 -4.26456687  0.          0.        ]]","[ 1.02472529  1.14775915 -0.05090812 -0.73230396  1.40741126 -0.07115893
  0.22428393 -1.00209629 -0.11804616 -0.25138997  0.        ]",-0.0504292097812,[-0.45841825 -0.05931495],-2.32385,[ 0.07325646 -0.61178857],[-0.72001791 -0.64536059]
4,"[[-0.01404854 -0.27711257  0.16240597 -0.00821783]
 [ 1.23938366 -4.41427911  0.          0.        ]]","[ 1.02703692  1.12105256  0.01375342 -0.8733975   1.40741058 -0.07115891
  0.03476992 -1.02933651 -0.13053843 -0.25494617  0.        ]",-0.0495810593518,[-0.45651992 -0.75417442],-2.23494,[ 0.73952675 -0.57473165],[-0.72001791 -0.64536059]
5,"[[-0.00761604 -0.39447606  0.16240597 -0.00821783]
 [-0.59007014 -7.31241665  0.          0.        ]]","[ 1.02714015  1.06968346  0.02332686 -1.05851683  1.40740989 -0.0711589
 -0.15013924 -1.55665995 -0.17699765 -0.4137283   0.        ]",-0.0526637761434,[ 1.96372768 -0.70532631],-2.1112,[ 2.24161959  0.13680136],[-0.72001791 -0.64536059]
6,"[[  2.04006190e-02  -5.67307557e-01   1.62405968e-01  -8.21782790e-03]
 [  3.37853835e+00  -9.96188234e+00   0.00000000e+00   0.00000000e+00]]","[ 1.02687361  0.96356397  0.06502415 -1.31433353  1.40740921 -0.07115889
  0.25098169 -2.03873589 -0.25889832 -0.5803466   0.        ]",-0.056553420748,[ 1.13028439  1.09541655],-2.42509,[ 1.73874652  0.83991683],[-0.72001791 -0.64536059]
7,"[[ 0.12698028 -0.72485152  0.16240597 -0.00821783]
 [ 7.26656496 -5.80632419  0.          0.        ]]","[ 1.01521493  0.83763436  0.2231501  -1.52438563  1.40740852 -0.07115888
  0.64395788 -1.28262036 -0.30183291 -0.49367677  0.        ]",-0.0495168202769,[-0.52750294  0.43839286],-2.40012,[-0.3486284   0.13756996],[-0.72001791 -0.64536059]
8,"[[ 0.24992509 -0.82239959  0.16240597 -0.00821783]
 [ 5.03532998 -3.95467434  0.          0.        ]]","[ 0.98099971  0.74708337  0.40278608 -1.64098846  1.40740784 -0.07115887
  0.41843912 -0.94570743 -0.31033709 -0.28243113  0.        ]",-0.0378912589699,[-0.53458155 -0.40787922],-2.19087,[-0.66062999 -0.05506867],[-0.72001791 -0.64536059]
9,"[[ 0.32841675 -0.91690408  0.16240597 -0.00821783]
 [ 2.82117964 -5.49067227  0.          0.        ]]","[ 0.94773751  0.65114807  0.51473239 -1.74285607  1.40740715 -0.07115886
  0.19464717 -1.22518586 -0.34631617 -0.19370514  0.        ]",-0.0314275367779,[-0.123203    0.33015726],-2.19968,[ 0.06410137  0.48263744],[-0.72001791 -0.64536059]
10,"[[ 0.37938531 -1.01250856  0.16240597 -0.00821783]
 [ 2.27748972 -4.07449867  0.          0.        ]]","[ 0.92148396  0.54675855  0.58588408 -1.83385765  1.40740647 -0.07115884
  0.1396945  -0.967509   -0.39779775 -0.1826142   0.        ]",-0.0275767360437,[-0.47680703  0.6319037 ],-2.24901,[ 0.08856353  0.55712223],[-0.72001791 -0.64536059]
11,"[[ 0.40554699 -1.06807942  0.16240597 -0.00821783]
 [ 0.34511219 -1.49120558  0.          0.        ]]","[ 0.90661069  0.48306256  0.62186098 -1.88085011  1.40740579 -0.07115883
 -0.0556177  -0.49747185 -0.43096844 -0.18498548  0.        ]",-0.0257383389193,[ 1.17241911  0.64251933],-2.13559,[ 0.53655839  0.25476521],[-0.72001791 -0.64536059]
12,"[[ 0.45207315 -1.07209219  0.16240597 -0.00821783]
 [ 4.29434893  1.08137068  0.          0.        ]]","[ 0.87785758  0.47838406  0.68483422 -1.88406872  1.4074051  -0.07115882
  0.34354558 -0.02938469 -0.42127964 -0.06804243  0.        ]",-0.0208788064368,[-1.65122021  0.34075442],-2.266,[-1.689852   -0.14591151],[-0.72001791 -0.64536059]
13,"[[ 0.49740426 -1.03713053  0.16240597 -0.00821783]
 [ 0.25223454  2.41035571  0.          0.        ]]","[ 0.84705908  0.51879295  0.74483763 -1.85522424  1.40740442 -0.07115881
 -0.06500528  0.2124277  -0.39019742  0.09950893  0.        ]",-0.0198485996799,[-0.43653712 -0.6462457 ],-2.06997,[-0.63649678 -0.49774045],[-0.72001791 -0.64536059]
14,"[[ 0.48507623 -1.01507119  0.16240597 -0.00821783]
 [-1.4792647  -0.19573611  0.          0.        ]]","[ 0.85570304  0.54386715  0.72865849 -1.8361168   1.40740373 -0.0711588
 -0.24001406 -0.2617578  -0.3775261   0.09707045  0.        ]",-0.0209814865584,[-0.02572305  0.58564215],-2.20088,[ 0.45677689 -0.04200119],[-0.72001791 -0.64536059]
15,"[[ 0.45475675 -0.99568044  0.16240597 -0.00821783]
 [-1.55243702  2.12706969  0.          0.        ]]","[ 0.8761095   0.56562667  0.68842432 -1.81874976  1.40740305 -0.07115879
 -0.2474098   0.16088311 -0.36900832  0.04221446  0.        ]",-0.0221872380299,[ 0.41917294 -0.22406636],-2.05141,[ 0.32596686 -0.5998041 ],[-0.72001791 -0.64536059]
16,"[[ 0.4406593  -0.96246816  0.16240597 -0.00821783]
 [ 0.13705947  1.19725655  0.          0.        ]]","[ 0.88518067  0.60226032  0.66950988 -1.78778308  1.40740236 -0.07115877
 -0.07664629 -0.00829899 -0.35017702  0.05016067  0.        ]",-0.0237348111397,[ 0.53381861  0.5852873 ],-2.14486,[-0.26070324 -0.53737444],[-0.72001791 -0.64536059]
