timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[ 0.00376434  0.02056986  0.06349234 -0.09162894]
 [ 0.00222625 -0.00467382  0.          0.        ]]","[ 0.9938422   1.34277561  0.16451789 -0.38672012  0.55077201 -0.78874593
 -0.16816671 -0.2602793   0.84382196  1.26597379  0.        ]",-0.174411588008,[-3.91728879 -1.10312188],-2.02617,[-2.83718204 -0.11643755],[-0.49607486 -0.28766331]
1,"[[-0.03586664 -0.01923509  0.06349234 -0.09162894]
 [-3.95216256 -3.96263492  0.          0.        ]]","[ 0.99291048  1.34280656  0.10335255 -0.4645852   0.55077177 -0.78874549
 -0.46838163 -0.88215454  0.84186481  1.11811293  0.        ]",-0.167687969249,[-1.32190008  0.24627244],-1.92757,[-1.56576169  0.63159394],[-0.49607486 -0.28766331]
2,"[[-0.15382029 -0.08790158  0.06349234 -0.09162894]
 [-7.83029305 -2.90753321  0.          0.        ]]","[ 0.97656818  1.33834629 -0.07780575 -0.5986982   0.55077153 -0.78874506
 -0.76280693 -0.71637634  0.80082535  0.74517805  0.        ]",-0.15066091661,[-0.14011814 -0.37743938],-1.59152,[-0.40682271  0.79985464],[-0.49607486 -0.28766331]
3,"[[-0.31442832 -0.16046769  0.06349234 -0.09162894]
 [-8.22919056 -4.34428605  0.          0.        ]]","[ 0.92208571  1.32744403 -0.3187087  -0.73953482  0.55077129 -0.78874463
 -0.79309059 -0.94211873  0.67518241  0.28413842  0.        ]",-0.129850452662,[ 0.69818834  0.70033267],-1.32893,[ 0.60919666  1.12204981],[-0.49607486 -0.28766331]
4,"[[-0.44967889 -0.21867866  0.06349234 -0.09162894]
 [-5.30558614 -1.48633366  0.          0.        ]]","[ 0.84832955  1.31413848 -0.51229044 -0.85135657  0.55077104 -0.78874419
 -0.57113171 -0.49307625  0.51154394 -0.07019162  0.        ]",-0.114655967699,[ 0.68949216  0.79726766],-1.1166,[ 0.31875682  0.6196931 ],[-0.49607486 -0.28766331]
5,"[[-0.52738342 -0.21644708  0.06349234 -0.09162894]
 [-2.47428628  1.69887575  0.          0.        ]]","[ 0.79495937  1.31472158 -0.61818248 -0.84709335  0.5507708  -0.78874376
 -0.35618061  0.00738485  0.42216645 -0.22368459  0.        ]",-0.10903688601,[-0.58330577 -0.5120015 ],-1.0432,[-0.42329407 -0.11412966],[-0.49607486 -0.28766331]
6,"[[-0.59952204 -0.20313894  0.06349234 -0.09162894]
 [-4.73206192 -0.36119597  0.          0.        ]]","[ 0.73857142  1.31808231 -0.71230594 -0.82162917  0.55077056 -0.78874333
 -0.52758971 -0.31629426  0.33936813 -0.34860601  0.        ]",-0.105107485123,[ 0.37036551  0.60896593],-1.01126,[ 0.73973191  0.32492745],[-0.49607486 -0.28766331]
7,"[[-0.67853336 -0.18610407  0.06349234 -0.09162894]
 [-3.17425305  2.05662479  0.          0.        ]]","[ 0.66960978  1.32207736 -0.81018057 -0.78893293  0.55077031 -0.78874289
 -0.40932136  0.06359473  0.24276958 -0.47589617  0.        ]",-0.101770699967,[-0.4216878  -0.83303985],-0.966026,[ 0.38217032 -0.19733435],[-0.49607486 -0.28766331]
8,"[[-0.75811265 -0.17846865  0.06349234 -0.09162894]
 [-4.77834134 -1.28195725  0.          0.        ]]","[ 0.59296643  1.32375514 -0.90264649 -0.77424285  0.55077007 -0.78874246
 -0.53110286 -0.46096466  0.12963555 -0.60289428  0.        ]",-0.0992063351267,[ 1.75092448  1.31232525],-0.935366,[ 1.60584915  0.40734732],[-0.49607486 -0.28766331]
9,"[[-0.81305584 -0.16414088  0.06349234 -0.09162894]
 [-0.72945336  2.70146061  0.          0.        ]]","[ 0.53609326  1.32671665 -0.96259997 -0.7466235   0.55076983 -0.78874203
 -0.22371277  0.16491193  0.05498649 -0.67818253  0.        ]",-0.0983317790569,[ 0.33796869 -0.974002  ],-0.892683,[ 0.25185597 -0.50055718],[-0.49607486 -0.28766331]
10,"[[-0.81407078 -0.14934853  0.06349234 -0.09162894]
 [ 0.62344945 -1.20919002  0.          0.        ]]","[ 0.53501333  1.32951647 -0.96367556 -0.71803983  0.55076958 -0.78874159
 -0.12100084 -0.44953151  0.06667799 -0.6689771   0.        ]",-0.0985637911939,[-0.16244736 -0.28077529],-0.987111,[ 0.36850858  0.15623385],[-0.49607486 -0.28766331]
11,"[[-0.80816897 -0.18444419  0.06349234 -0.09162894]
 [-0.03109128 -2.29675281  0.          0.        ]]","[ 0.54127691  1.32244333 -0.95740068 -0.78573969  0.55076934 -0.78874116
 -0.1706933  -0.62040975  0.0445598  -0.68513803  0.        ]",-0.0980619031848,[ 2.48182371  2.18924577],-0.918873,[ 0.73982608  0.40696979],[-0.49607486 -0.28766331]
12,"[[-0.76910927 -0.19021044  0.06349234 -0.09162894]
 [ 3.92389626  1.70679194  0.          0.        ]]","[ 0.58183404  1.32113945 -0.91490591 -0.79682243  0.5507691  -0.78874073
  0.12956808  0.00862976  0.10194327 -0.62920504  0.        ]",-0.0986706005769,[-0.48600086  0.10346423],-1.01288,[-0.86156082 -0.51960754],[-0.49607486 -0.28766331]
