timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
0,[-2.04290819  0.35716072],"[ 1.01345522  2.1488681   0.25306794 -1.14369694  1.36835073 -0.7378909
  0.43483118 -0.37339423  0.12434098  0.75958697  0.        ]",[-2.32647897  0.304579  ],-0.109116317104,-0.109116317104,"[[ 0.09410084 -0.09364577  0.15546005 -0.0853157 ]
 [-0.00142262  0.00099854  0.          0.        ]]",[-0.18070519 -0.12575297]
1,[-1.75032926  0.40085548],"[ 1.01765667  2.15031351  0.19213169 -1.10422345  1.3683444  -0.73788907
  0.11014557 -0.20434124  0.12624721  0.6971867   0.        ]",[-1.58005128  1.82009014],-0.103235499069,-0.103235499069,"[[ 0.05437741 -0.08151032  0.15546005 -0.0853157 ]
 [-3.95774512  1.20851888  0.          0.        ]]",[-0.18070519 -0.12575297]
2,[-1.3377341   0.35798338],"[ 1.01686846  2.15465647  0.0105986  -0.89662224  1.36833807 -0.73788723
 -0.20820398  0.3468624   0.12339738  0.53855492  0.        ]",[-0.82063283  0.32019933],-0.0883853194894,-0.0883853194894,"[[-0.06369788 -0.01783696  0.15546005 -0.0853157 ]
 [-7.83686241  5.14569079  0.          0.        ]]",[-0.18070519 -0.12575297]
3,[-0.65370119  0.39620245],"[ 0.97487546  2.14839744 -0.27424053 -0.52287443  1.36833174 -0.7378854
 -0.46193869  0.51026469  0.09421386  0.30205817  0.        ]",[-1.81971233 -0.30879526],-0.066330119482,-0.066330119482,"[[ -0.25145583   0.09678754   0.15546005  -0.0853157 ]
 [-10.92864507   6.31285532   0.           0.        ]]",[-0.18070519 -0.12575297]
4,[ 0.39507559  0.54624158],"[ 0.83984181  2.12465194 -0.63916611 -0.15925628  1.36832541 -0.73788356
 -0.76881253  0.32177344 -0.00329602 -0.04661242  0.        ]",[ 0.9463048   0.34048408],-0.0373491030948,-0.0373491030948,"[[ -0.50754599   0.20953651   0.15546005  -0.0853157 ]
 [-14.66793918   4.96649733   0.           0.        ]]",[-0.18070519 -0.12575297]
5,[ 0.62913561  0.4214834 ],"[ 0.62660331  2.08415678 -0.95176583  0.19296182  1.36831909 -0.73788173
 -0.43782741  0.49651263 -0.15733014 -0.35705212  0.        ]",[ 0.38268364  0.26164708],-0.0345911187433,-0.0345911187433,"[[ -0.76044003   0.32138928   0.15546005  -0.0853157 ]
 [-10.63488506   6.21463597   0.           0.        ]]",[-0.18070519 -0.12575297]
6,[ 0.812069    0.31289679],"[ 0.4159271   2.01449773 -1.14799339  0.59594928  1.36831276 -0.73787989
 -0.29635976  0.62421743 -0.291238   -0.52507753  0.        ]",[-0.31033899 -0.56092813],-0.0492167865902,-0.0492167865902,"[[-0.9558426   0.45483416  0.15546005 -0.0853157 ]
 [-8.91110566  7.12681798  0.          0.        ]]",[-0.18070519 -0.12575297]
7,[ 1.3024193   0.38702172],"[ 0.18255112  1.93385993 -1.29220469  0.93356632  1.36830643 -0.73787806
 -0.38259474  0.29354105 -0.44337984 -0.66770964  0.        ]",[-0.09442983  2.05380801],-0.0686582404679,-0.0686582404679,"[[-1.14460735  0.57367243  0.15546005 -0.0853157 ]
 [-9.96188739  4.76486315  0.          0.        ]]",[-0.18070519 -0.12575297]
8,[ 1.29643977  0.23852152],"[-0.08881759  1.82332443 -1.39097483  1.2842343   1.3683001  -0.73787622
 -0.39720961  0.83465084 -0.61745727 -0.77909534  0.        ]",[ 2.14387133  0.67438649],-0.0896431477346,-0.0896431477346,"[[ -1.3456319    0.70774915   0.15546005  -0.0853157 ]
 [-10.13997834   8.62991812   0.           0.        ]]",[-0.18070519 -0.12575297]
9,[ 1.02203083  0.09126931],"[-0.3161007   1.62670976 -1.42664413  1.73006255  1.36829377 -0.73787439
 -0.05613267  1.18435507 -0.71944295 -0.7705868   0.        ]",[ 0.19276709  1.62468275],-0.0963866381882,-0.0963866381882,"[[ -1.50673398   0.90540921   0.15546005  -0.0853157 ]
 [ -5.98396872  11.12781679   0.           0.        ]]",[-0.18070519 -0.12575297]
10,[ 0.84263772  0.05162275],"[-0.47422085  1.31888214 -1.42810929  2.16199446  1.36828745 -0.73787256
  0.01610028  1.70779687 -0.74069803 -0.64492731  0.        ]",[-0.05099155  0.15260246],-0.0875608370695,-0.0875608370695,"[[ -1.61758349   1.16547921   0.15546005  -0.0853157 ]
 [ -5.10381385  14.86673413   0.           0.        ]]",[-0.18070519 -0.12575297]
11,[ 0.76725018  0.07892513],"[-0.62057096  0.91918222 -1.41254127  2.40856313  1.36828112 -0.73787072
  0.00784639  1.75116095 -0.76133942 -0.45442452  0.        ]",[-1.24749944  0.770752  ],-0.0761104716883,-0.0761104716883,"[[ -1.72066892   1.46592249   0.15546005  -0.0853157 ]
 [ -5.2043867   15.17655795   0.           0.        ]]",[-0.18070519 -0.12575297]
12,[ 0.8077144   0.19833851],"[-0.81919188  0.46511733 -1.36437922  2.34325585  1.36827479 -0.73786889
 -0.30852645  2.13639214 -0.84092777 -0.24422445  0.        ]",[ 0.54113174  1.33530324],-0.0766274878372,-0.0766274878372,"[[ -1.86343374   1.79706408   0.15546005  -0.0853157 ]
 [ -9.05936682  17.92834187   0.           0.        ]]",[-0.18070519 -0.12575297]
13,[ 0.54733545  0.20941997],"[-1.02895009 -0.02825047 -1.27626866  1.81690751  1.36826846 -0.73786705
 -0.11802356  2.64094404 -0.96136248  0.03848052  0.        ]",[ 0.44048464  0.9923356 ],-0.0916675535663,-0.0916675535663,"[[ -2.02133335   2.1917924    0.15546005  -0.0853157 ]
 [ -6.73811266  21.53254143   0.           0.        ]]",[-0.18070519 -0.12575297]
14,[ 0.26754755  0.25319821],"[-1.17337928 -0.44680542 -1.18949164  0.68082353  1.36826214 -0.73786522
  0.03609487  3.1312778  -1.13455739  0.41033139  0.        ]",[ 0.42979472 -0.15460576],-0.12656009426,-0.12656009426,"[[ -2.137255     2.65758779   0.15546005  -0.0853157 ]
 [ -4.86019903  25.03536309   0.           0.        ]]",[-0.18070519 -0.12575297]
15,[ 0.22331652  0.40077034],"[-1.26621298 -0.60321077 -1.12013783 -0.65807314  1.36825581 -0.73786338
  0.18362042  0.99496069 -1.32977094  0.67279182  0.        ]",[ 0.3640313   1.21796776],-0.163544223998,-0.163544223998,"[[-2.21641835  3.08632856  0.15546005 -0.0853157 ]
 [-3.0626186   9.77555023  0.          0.        ]]",[-0.18070519 -0.12575297]
16,[ 0.23411947  0.52069533],"[-1.31792712 -0.60529583 -1.07608542 -0.82062203  1.36824948 -0.73786155
  0.30684125 -0.58267769 -1.40004943  0.74392651  0.        ]",[ 0.88013856  0.32236619],-0.175701088566,-0.175701088566,"[[-2.26260787  3.13614447  0.15546005 -0.0853157 ]
 [-1.56118703 -1.49361999  0.          0.        ]]",[-0.18070519 -0.12575297]
17,[ 0.10867683  0.45222306],"[-1.31346356 -0.60343838 -1.08004552 -0.66820207  1.36824316 -0.73785971
  0.59536298 -0.71982173 -1.36856369  0.71151639  0.        ]",[-0.0456701   1.49791778],-0.170221479683,-0.170221479683,"[[-2.25855878  3.08943662  0.15546005 -0.0853157 ]
 [ 1.95441212 -2.47325923  0.          0.        ]]",[-0.18070519 -0.12575297]
18,[ 0.1098016   0.43171322],"[-1.27217394 -0.59935774 -1.11524597 -0.53540747  1.36823683 -0.73785788
  0.57734973 -0.59326404 -1.34382146  0.68779337  0.        ]",[-1.2187846  -0.08167823],-0.16602093327,-0.16602093327,"[[-2.22167259  3.04865323  0.15546005 -0.0853157 ]
 [ 1.73493937 -1.56926131  0.          0.        ]]",[-0.18070519 -0.12575297]
19,[ 0.29141742  0.5235334 ],"[-1.27825427 -0.59415253 -1.11021845 -0.42403907  1.3682305  -0.73785604
  0.2495921  -0.63421451 -1.32329847  0.66370516  0.        ]",[-0.41173363  1.20668396],-0.162281716582,-0.162281716582,"[[-2.22704344  3.01433304  0.15546005 -0.0853157 ]
 [-2.25871251 -1.86178223  0.          0.        ]]",[-0.18070519 -0.12575297]
20,[ 0.35142711  0.55117708],"[-1.34564975 -0.59137039 -1.05064676 -0.37551444  1.36822418 -0.73785421
  0.11948134 -0.34985917 -1.31899543  0.64774202  0.        ]",[ 1.52584788  0.62893344],-0.16087044551,-0.16087044551,"[[-2.2881241   2.99933457  0.15546005 -0.0853157 ]
 [-3.84407967  0.16937191  0.          0.        ]]",[-0.18070519 -0.12575297]
21,[ 0.20403358  0.47956714],"[-1.38415447 -0.5924213  -1.01308111 -0.39323993  1.36821785 -0.73785237
  0.45066379 -0.3552427  -1.32003604  0.64234517  0.        ]",[ 0.49842487  0.21829067],-0.160682361462,-0.160682361462,"[[-2.32451725  3.00481719  0.15546005 -0.0853157 ]
 [ 0.19130623  0.13091264  0.          0.        ]]",[-0.18070519 -0.12575297]
22,[ 0.10985637  0.42607164],"[-1.35933195 -0.59240375 -1.03759583 -0.39295978  1.36821152 -0.73785054
  0.61230835 -0.38365877 -1.31924156  0.6457046   0.        ]",[ 0.9247575   2.06005363],-0.160783583568,-0.160783583568,"[[-2.30092939  3.00473079  0.15546005 -0.0853157 ]
 [ 2.16091873 -0.0720687   0.          0.        ]]",[-0.18070519 -0.12575297]
23,[-0.07684086  0.30313206],"[-1.27184013 -0.59226614 -1.11547756 -0.39062348  1.3682052  -0.7378487
  0.90928469 -0.3754601  -1.31716987  0.65736629  0.        ]",[ 0.8013522  -0.48097073],-0.161218267471,-0.161218267471,"[[-2.22140435  3.00400865  0.15546005 -0.0853157 ]
 [ 5.7795254  -0.01351052  0.          0.        ]]",[-0.18070519 -0.12575297]
24,[-0.27376935  0.18221316],"[-1.09707751 -0.58834145 -1.2382027  -0.32805295  1.36819887 -0.73784687
  1.1602733  -0.64202491 -1.30366839  0.66871504  0.        ]",[-0.16884865 -0.51199689],-0.160348299901,-0.160348299901,"[[-2.0751291   2.98463424  0.15546005 -0.0853157 ]
 [ 8.83780438 -1.91759067  0.          0.        ]]",[-0.18070519 -0.12575297]
25,[-0.29057151  0.16954875],"[-0.87803738 -0.57345122 -1.34368075 -0.14098236  1.36819254 -0.73784503
  1.09103604 -0.92053645 -1.26306562  0.66901191  0.        ]",[ 0.78932786  0.38716292],-0.15579588042,-0.15579588042,"[[-1.90683701  2.9263219   0.15546005 -0.0853157 ]
 [ 7.99421421 -3.90701352  0.          0.        ]]",[-0.18070519 -0.12575297]
26,[-0.56105077  0.04194617],"[-0.61559068 -0.55260051 -1.41326276  0.05524921  1.36818622 -0.7378432
  1.33452369 -0.69508649 -1.21811103  0.68729191  0.        ]",[-0.35336881  0.36632463],-0.151959707585,-0.151959707585,"[[ -1.71718475   2.86433919   0.15546005  -0.0853157 ]
 [ 10.96111805  -2.29664052   0.           0.        ]]",[-0.18070519 -0.12575297]
27,[-0.63390911  0.01476693],"[-0.32664122 -0.54028479 -1.42724408  0.15191888  1.36817989 -0.73784136
  1.20189086 -0.48568049 -1.20004656  0.73506352  0.        ]",[-0.91240943  0.00114862],-0.153144302576,-0.153144302576,"[[-1.5141767   2.83341393  0.15546005 -0.0853157 ]
 [ 9.34507859 -0.80086544  0.          0.        ]]",[-0.18070519 -0.12575297]
28,[-0.5791499   0.04722846],"[-0.11628372 -0.53349936 -1.39735986  0.20099425  1.36817356 -0.73783953
  0.89023316 -0.48285213 -1.19726508  0.77640138  0.        ]",[-0.22257116 -1.26692029],-0.155681328384,-0.155681328384,"[[-1.36537611  2.81759912  0.15546005 -0.0853157 ]
 [ 5.54763781 -0.78066946  0.          0.        ]]",[-0.18070519 -0.12575297]
29,[-0.63671052  0.07440764],"[ 0.02312269 -0.50727264 -1.3580369   0.37013139  1.36816724 -0.73783769
  0.80888491 -1.03502908 -1.16162663  0.80350078  0.        ]",[-1.93924227  1.25770942],-0.153935762284,-0.153935762284,"[[-1.26436821  2.76241224  0.15546005 -0.0853157 ]
 [ 4.55645607 -4.7248708   0.          0.        ]]",[-0.18070519 -0.12575297]
30,[-0.49499112  0.08909762],"[ 0.091264   -0.47792793 -1.33273625  0.53157556  1.36816091 -0.73783586
  0.47656156 -0.46761528 -1.12303137  0.81793177  0.        ]",[-0.67683471  0.18099547],-0.151132811415,-0.151132811415,"[[-1.21386674  2.70857988  0.15546005 -0.0853157 ]
 [ 0.5071932  -0.671864    0.          0.        ]]",[-0.18070519 -0.12575297]
