timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
0,[ 0.93303633  1.40494752],"[ 1.07448107  1.95227701 -0.05955917 -0.52955936 -0.27297352  1.44892203
  0.31797735 -0.35206228  1.44597422 -1.44358415  0.        ]",[-0.70077783  2.87227582],-0.300116345001,-0.300116345001,"[[-0.0634736   0.06196024 -0.03618683  0.16542367]
 [-0.00336483 -0.00319539  0.          0.        ]]",[-0.01586021 -0.20121849]
1,[ 0.98315167  1.38074398],"[ 1.07147734  1.94799271 -0.10195538 -0.41444589 -0.27297245  1.44890574
  0.09263131  0.19872174  1.44440246 -1.45558112  0.        ]",[ 0.11259367  1.45371854],-0.300788632328,-0.300788632328,"[[-0.09136991  0.10163562 -0.03618683  0.16542367]
 [-2.77702632  3.95752826  0.          0.        ]]",[-0.01586021 -0.20121849]
2,[ 0.97141409  1.34069657],"[ 1.06330529  1.92320095 -0.1784602  -0.07527829 -0.27297139  1.44888945
  0.13315994  0.73842334  1.43795409 -1.436141    0.        ]",[ 0.79113221  1.50386967],-0.298660121199,-0.298660121199,"[[-0.14190545  0.21972592 -0.03618683  0.16542367]
 [-2.27817651  7.83856841  0.          0.        ]]",[-0.01586021 -0.20121849]
3,[ 0.85770243  1.27005601],"[ 1.06047304  1.84357799 -0.19914956  0.46305341 -0.27297032  1.44887316
  0.39098577  1.26729357  1.41305923 -1.28836421  0.        ]",[ 0.59307311  0.78970777],-0.285593434404,-0.285593434404,"[[ -0.1556296    0.41465594  -0.03618683   0.16542367]
 [  0.89526313  11.64177      0.           0.        ]]",[-0.01586021 -0.20121849]
4,[ 0.67551476  1.17810321],"[ 1.0681741   1.66586955 -0.13682507  1.11292216 -0.27296926  1.44885688
  0.58012699  1.66993773  1.3237532  -1.00885584  0.        ]",[-0.01291701  0.23781914],-0.257357600457,-0.257357600457,"[[ -0.11436765   0.67654367  -0.03618683   0.16542367]
 [  3.22331352  14.53736284   0.           0.        ]]",[-0.01586021 -0.20121849]
5,[ 0.51877773  1.07485974],"[ 1.07542696  1.38050932 -0.04064243  1.69793629 -0.2729682   1.44884059
  0.57085593  1.76083812  1.13991177 -0.72260116  0.        ]",[ 1.42919834  0.15979664],-0.218737828532,-0.218737828532,"[[ -0.05104657   0.97385135  -0.03618683   0.16542367]
 [  3.10923624  15.19122326   0.           0.        ]]",[-0.01586021 -0.20121849]
6,[ 0.27062386  0.93259895],"[ 1.07547566  1.01814609  0.11368644  2.07998244 -0.27296713  1.44882431
  0.88744903  1.80681662  0.85673401 -0.48573456  0.        ]",[ 0.05220608  0.5296704 ],-0.170775405271,-0.170775405271,"[[  0.05023377   1.28099508  -0.03618683   0.16542367]
 [  7.00602588  15.52206181   0.           0.        ]]",[-0.01586021 -0.20121849]
7,[ 0.05342246  0.78569043],"[ 1.05195818  0.59286015  0.32661956  2.19916409 -0.27296607  1.44880802
  0.89311098  2.05565779  0.48536141 -0.37065697  0.        ]",[-1.0286492   0.22850204],-0.116184572287,-0.116184572287,"[[  0.1910532    1.60939343  -0.03618683   0.16542367]
 [  7.07578649  17.31180725   0.           0.        ]]",[-0.01586021 -0.20121849]
8,[-0.02302123  0.70474052],"[ 1.01865382  0.1443775   0.47520788  1.98216484 -0.27296501  1.44879174
  0.56032365  2.13382579  0.15715202 -0.46746894  0.        ]",[-1.81266109  1.48402075],-0.0809534005891,-0.0809534005891,"[[  0.2914745    1.96127292  -0.03618683   0.16542367]
 [  2.97978331  17.87424418   0.           0.        ]]",[-0.01586021 -0.20121849]
9,[-0.03375093  0.62763631],"[ 1.01069884 -0.28253152  0.50330519  1.35120677 -0.27296394  1.44877545
  0.23402344  2.63517278 -0.04679125 -0.73574729  0.        ]",[-0.12689407  1.69746502],-0.0908947064312,-0.0908947064312,"[[  0.3107759    2.35493759  -0.03618683   0.16542367]
 [ -1.03638641  21.48016255   0.           0.        ]]",[-0.01586021 -0.20121849]
