timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
0,[ 1.10612202  1.14014637],"[ 1.06875264  2.08052035  0.00228554 -0.82294872  1.26737872  1.66460614
  0.3830762  -0.36581787  0.21070756 -1.72209153  0.        ]",[ 0.07370348  1.34829898],-0.21025234347,-0.21025234347,"[[-0.0317736  -0.02108986  0.14356045  0.19055769]
 [-0.00445913  0.00298888  0.          0.        ]]",[-0.06756312 -0.16127071]
1,[ 1.02320242  1.08687437],"[ 1.06886631  2.08055554  0.00657841 -0.69809377  1.26737004  1.66458965
  0.40589732  0.18607843  0.21182936 -1.68059052  0.        ]",[ 0.15571239 -0.24670905],-0.205597425162,-0.205597425162,"[[-0.02895201  0.01869603  0.14356045  0.19055769]
 [ 0.28565699  3.96240452  0.          0.        ]]",[-0.06756312 -0.16127071]
2,[ 0.92802417  1.07660031],"[ 1.06924131  2.07561253  0.0245971  -0.48296863  1.26736136  1.66457315
  0.45394078  0.03894644  0.21011961 -1.59672143  0.        ]",[ 1.30831585  1.87641418],-0.19604702893,-0.19604702893,"[[-0.01711111  0.08735343  0.14356045  0.19055769]
 [ 0.8963988   2.90685428  0.          0.        ]]",[-0.06756312 -0.16127071]
3,[ 0.53475481  0.96635079],"[ 1.06830453  2.0577792   0.11198976 -0.18063427  1.26735268  1.66455666
  0.76362403  0.58263353  0.19170947 -1.40825438  0.        ]",[ 1.1087305   0.88140358],-0.174030221025,-0.174030221025,"[[ 0.04031463  0.18462559  0.14356045  0.19055769]
 [ 4.83309204  6.80736638  0.          0.        ]]",[-0.06756312 -0.16127071]
4,[-0.06685971  0.79886472],"[ 1.04792305  1.99675898  0.31670527  0.33238646  1.267344    1.66454017
  1.06721601  1.05009791  0.09280417 -1.03608516  0.        ]",[-0.45902042  0.11889151],-0.127585045165,-0.127585045165,"[[  0.17569713   0.35442173   0.14356045   0.19055769]
 [  8.69238555  10.16106575   0.           0.        ]]",[-0.06756312 -0.16127071]
5,[-0.44310355  0.65739799],"[ 0.99421482  1.87412156  0.54331358  0.91121146  1.26733533  1.66452367
  0.91086592  1.08775573 -0.11894022 -0.66213334  0.        ]",[-0.1964611  -0.59559706],-0.0754935565932,-0.0754935565932,"[[  0.32960408   0.5603542    0.14356045   0.19055769]
 [  6.70494078  10.43127332   0.           0.        ]]",[-0.06756312 -0.16127071]
6,[-0.68763566  0.57846755],"[ 0.92752064  1.72445972  0.71900504  1.36687743  1.26732665  1.66450718
  0.83939495  0.73027112 -0.36241342 -0.4239238   0.        ]",[-1.36978667  0.05474927],-0.046265120273,-0.046265120273,"[[ 0.45458826  0.74324795  0.14356045  0.19055769]
 [ 5.79646002  7.86664568  0.          0.        ]]",[-0.06756312 -0.16127071]
7,[-0.65311015  0.5444653 ],"[ 0.87795457  1.56829571  0.81970897  1.70389517  1.26731797  1.66449069
  0.51916199  0.73895069 -0.56539686 -0.31441466  0.        ]",[-1.45107581  0.13227634],-0.0522044570101,-0.0522044570101,"[[ 0.52967519  0.90120591  0.14356045  0.19055769]
 [ 1.72573055  7.92893569  0.          0.        ]]",[-0.06756312 -0.16127071]
8,[-0.54270232  0.52615041],"[ 0.88183205  1.38617784  0.81243708  1.98623581  1.26730929  1.6644742
  0.20522759  0.79023449 -0.68675976 -0.30955387  0.        ]",[-0.86275338  0.33126819],-0.0662856433335,-0.0662856433335,"[[ 0.52415088  1.06347655  0.14356045  0.19055769]
 [-2.26493969  8.29687675  0.          0.        ]]",[-0.06756312 -0.16127071]
9,[-0.42753714  0.51689231],"[ 0.93330409  1.16746641  0.70591727  2.21227632  1.26730061  1.66445771
 -0.05982384  0.95028159 -0.7377475  -0.37399488  0.        ]",[ 0.3216458  -0.04625883],-0.076228340325,-0.076228340325,"[[ 0.44504772  1.24093509  0.14356045  0.19055769]
 [-5.63421924  9.44510905  0.          0.        ]]",[-0.06756312 -0.16127071]
10,[-0.40265062  0.50337386],"[ 0.98648036  0.92469732  0.56720633  2.34864118  1.26729193  1.66444122
  0.04907919  0.89862367 -0.7777304  -0.4626802   0.        ]",[ 0.76360282  1.64237977],-0.0866080553748,-0.0866080553748,"[[ 0.34625263  1.42611903  0.14356045  0.19055769]
 [-4.24986909  9.07453927  0.          0.        ]]",[-0.06756312 -0.16127071]
11,[-0.46019083  0.46023583],"[ 1.0100886   0.62912338  0.48940485  2.37262719  1.26728326  1.66442473
  0.29339363  1.42541355 -0.89087562 -0.5480386   0.        ]",[-0.01190165 -0.23868574],-0.105391425389,-0.105391425389,"[[  0.29241361   1.64552874   0.14356045   0.19055769]
 [ -1.14420133  12.85387544   0.           0.        ]]",[-0.06756312 -0.16127071]
12,[-0.44002247  0.46320438],"[ 1.01903796  0.30538475  0.4555868   2.22226593  1.26727458  1.66440824
  0.29152114  1.25819617 -1.04150102 -0.66027131  0.        ]",[ 0.58577705  1.12421138],-0.130305613421,-0.130305613421,"[[  0.26929122   1.89057048   0.14356045   0.19055769]
 [ -1.16799336  11.6542956    0.           0.        ]]",[-0.06756312 -0.16127071]
13,[-0.50465536  0.43160278],"[ 1.01898084 -0.0217906   0.45578923  1.85032163  1.2672659   1.66439175
  0.47577914  1.77791384 -1.20099214 -0.8245032   0.        ]",[-0.96790013  0.63210192],-0.15975891672,-0.15975891672,"[[  0.26943017   2.16106717   0.14356045   0.19055769]
 [  1.17425125  15.38296866   0.           0.        ]]",[-0.06756312 -0.16127071]
14,[-0.41608682  0.41147801],"[ 1.02446727 -0.34460902  0.43346276  1.14435995  1.26725722  1.66437527
  0.17257629  2.08431609 -1.32821787 -1.08165965  0.        ]",[-2.5134243  0.1076807],-0.192571103518,-0.192571103518,"[[  0.25424598   2.49078417   0.14356045   0.19055769]
 [ -2.67994662  17.58136749   0.           0.        ]]",[-0.06756312 -0.16127071]
15,[-0.2607837   0.40155041],"[ 1.0512056  -0.56100383  0.29531477  0.16575905  1.26724855  1.66435878
 -0.13468216  2.09518308 -1.36833807 -1.38707774  0.        ]",[-1.23019908  0.52563042],-0.221570800994,-0.221570800994,"[[  0.16146061   2.84319617   0.14356045   0.19055769]
 [ -6.58569822  17.65954292   0.           0.        ]]",[-0.06756312 -0.16127071]
16,[ 0.11357385  0.49146327],"[ 1.06932055 -0.6201737   0.03740508 -0.67015537  1.26723987  1.66434229
 -0.43594147  0.23263945 -1.36619914 -1.63302906  0.        ]",[ 0.02964089  1.47465735],-0.243425201307,-0.243425201307,"[[ -8.67329963e-03   3.11397475e+00   1.43560452e-01   1.90557685e-01]
 [ -1.04151940e+01   4.29706398e+00   0.00000000e+00   0.00000000e+00]]",[-0.06756312 -0.16127071]
17,[ 0.27374974  0.5583306 ],"[ 1.03757338 -0.62025473 -0.27226636 -0.67746615  1.26723119  1.6643258
 -0.41051006 -0.64627461 -1.36087289 -1.60946211  0.        ]",[ 0.73384823 -0.25588368],-0.240773937106,-0.240773937106,"[[ -0.2137348    3.11630605   0.14356045   0.19055769]
 [-10.09193758  -2.0085481    0.           0.        ]]",[-0.06756312 -0.16127071]
18,[ 0.27249616  0.55475694],"[ 0.9673859  -0.61671856 -0.52024272 -0.51650801  1.26722252  1.66430932
 -0.16622111 -0.79177719 -1.33630912 -1.5512847   0.        ]",[ 0.8095716   0.09388115],-0.233230111726,-0.233230111726,"[[-0.38441735  3.06494344  0.14356045  0.19055769]
 [-6.98666082 -3.05245019  0.          0.        ]]",[-0.06756312 -0.16127071]
19,[ 0.22023162  0.53280735],"[ 0.90454946 -0.60868894 -0.66658181 -0.33954123  1.26721384  1.66429283
  0.09682279 -0.73151762 -1.30225505 -1.50350901  0.        ]",[ 1.08791214  1.57574901],-0.225801939177,-0.225801939177,"[[-0.49060231  3.00823182  0.14356045  0.19055769]
 [-3.64297983 -2.62015211  0.          0.        ]]",[-0.06756312 -0.16127071]
20,[ 0.09552169  0.4713704 ],"[ 0.88256565 -0.60611937 -0.70970958 -0.2972616   1.26720516  1.66427635
  0.41398271 -0.18573761 -1.29163469 -1.49341579  0.        ]",[ 0.41074636  0.69926598],-0.223928664518,-0.223928664518,"[[-0.52301176  2.99462581  0.14356045  0.19055769]
 [ 0.38859831  1.29542018  0.          0.        ]]",[-0.06756312 -0.16127071]
21,[ 0.05050284  0.461404  ],"[ 0.89896886 -0.6092992  -0.67782686 -0.35032571  1.26719649  1.66425986
  0.54130945 -0.33122955 -1.30324347 -1.50667044  0.        ]",[ 0.79809221  0.48512438],-0.226184727277,-0.226184727277,"[[-0.49900051  3.01169894  0.14356045  0.19055769]
 [ 2.00712549  0.25161669  0.          0.        ]]",[-0.06756312 -0.16127071]
22,[-0.07328622  0.43516937],"[ 0.94356765 -0.60916654 -0.58055117 -0.34801088  1.26718781  1.66424338
  0.78676509 -0.39117098 -1.31120872 -1.50662655  0.        ]",[-0.69724116 -0.02126767],-0.22689483045,-0.22689483045,"[[-0.42755282  3.01095532  0.14356045  0.19055769]
 [ 5.12725218 -0.17842596  0.          0.        ]]",[-0.06756312 -0.16127071]
23,[-0.04321059  0.45010084],"[ 0.98283432 -0.60833941 -0.47665654 -0.33367762  1.26717914  1.6642269
  0.56160382 -0.40410529 -1.3182469  -1.50448791  0.        ]",[ 1.95900754 -0.10995735],-0.227333336602,-0.227333336602,"[[-0.35372403  3.0063476   0.14356045  0.19055769]
 [ 2.2651654  -0.2712285   0.          0.        ]]",[-0.06756312 -0.16127071]
24,[-0.1805456  0.4334982],"[ 1.01903086 -0.60650046 -0.35413957 -0.30341842  1.26717046  1.66421041
  0.86954682 -0.46402094 -1.32541366 -1.49910277  0.        ]",[ 0.61603782  0.76923076],-0.227491769157,-0.227491769157,"[[-0.26914601  2.99661016  0.14356045  0.19055769]
 [ 6.17959116 -0.7010865   0.          0.        ]]",[-0.06756312 -0.16127071]
