timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
0,[-1.32369375  1.16796947],"[ 0.9810753   1.69834782  0.00687908 -1.06680944  0.01462741 -0.75267096
  0.37134176 -0.34166922  1.39368853  0.61271623  0.        ]",[-2.61147077  0.72367968],-0.22025668624,-0.22025668624,"[[-0.06861561 -0.01678349  0.00034505 -0.08569485]
 [-0.00060574  0.0019713   0.          0.        ]]",[-0.31190771 -0.25047004]
1,[-1.21739054  0.92279327],"[ 0.97579235  1.69842924 -0.0531891  -0.9871968   0.0146274  -0.75266993
 -0.00660104  0.08633573  1.38970584  0.55749633  0.        ]",[-1.84151156  1.21937837],-0.218248582426,-0.218248582426,"[[ -1.08329277e-01   1.20212207e-02   3.45045115e-04  -8.56948473e-02]
 [ -3.95758268e+00   2.86893980e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
2,[-1.04791152  0.71212125],"[ 0.9462026   1.69103353 -0.22988183 -0.72092272  0.01462738 -0.75266891
 -0.37710777  0.66919912  1.37049083  0.40745123  0.        ]",[-1.01420881 -0.10802964],-0.212387321628,-0.212387321628,"[[ -2.26401324e-01   1.08573051e-01   3.45045115e-04  -8.56948473e-02]
 [ -7.83670621e+00   6.77322094e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
3,[-0.53977138  0.9167788 ],"[ 0.853016    1.66256829 -0.50997758 -0.36768676  0.01462737 -0.75266789
 -0.74012835  0.58552766  1.30760801  0.13380485  0.        ]",[-0.08533282  0.66572525],-0.200618462504,-0.200618462504,"[[ -4.21269277e-01   2.38414422e-01   3.45045115e-04  -8.56948473e-02]
 [ -1.16374550e+01   6.21275756e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
4,[-0.07425725  1.00833988],"[ 0.67301429  1.60411232 -0.81418468  0.02497404  0.01462736 -0.75266686
 -0.75048968  0.96066726  1.18611156 -0.17810003  0.        ]",[-0.79052925  1.68014154],-0.185098205963,-0.185098205963,"[[ -6.55106800e-01   3.87882053e-01   3.45045115e-04  -8.56948473e-02]
 [ -1.17459463e+01   8.72561578e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
5,[ 0.84413147  0.64960808],"[ 0.39239071  1.47628199 -1.09634252  0.5411118   0.01462735 -0.75266584
 -1.02716825  1.52609768  1.01051957 -0.43549784  0.        ]",[ 2.25532038  0.88031607],-0.167179769413,-0.167179769413,"[[ -9.19089399e-01   6.00396511e-01   3.45045115e-04  -8.56948473e-02]
 [ -1.46427215e+01   1.25131429e+01   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
6,[ 0.54301202  0.2086316 ],"[ 0.06756917  1.23438402 -1.28684578  1.11533815  0.01462733 -0.75266481
 -0.62176297  2.00920104  0.83282798 -0.5335365   0.        ]",[-0.59749001  0.62697903],-0.149024803889,-0.149024803889,"[[ -1.16935890e+00   8.83127583e-01   3.45045115e-04  -8.56948473e-02]
 [ -1.03982364e+01   1.57492409e+01   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
7,[ 0.82544339 -0.26400042],"[-0.26323677  0.86463895 -1.38521106  1.57507166  0.01462732 -0.75266379
 -0.82801236  2.33327459  0.66606195 -0.48003311  0.        ]",[ 1.33766861 -1.42717891],-0.129130828359,-0.129130828359,"[[ -1.39898881e+00   1.21989428e+00   3.45045115e-04  -8.56948473e-02]
 [ -1.25576280e+01   1.79201215e+01   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
8,[ 0.46567404 -0.40037537],"[-0.57646126  0.47334669 -1.40651744  1.74171954  0.01462731 -0.75266277
 -0.42625341  1.68898532  0.49854178 -0.37089939  0.        ]",[ 0.51614055 -0.25898462],-0.107965422322,-0.107965422322,"[[ -1.60793919e+00   1.53499456e+00   3.45045115e-04  -8.56948473e-02]
 [ -8.35131910e+00   1.36043980e+01   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
9,[ 0.11966792 -0.55431902],"[-0.79302185  0.14649938 -1.38247597  1.67486936  0.01462729 -0.75266174
 -0.21534742  1.4955987   0.37568212 -0.21926082  0.        ]",[-0.04033418 -1.34457347],-0.0918185012892,-0.0918185012892,"[[ -1.75281133e+00   1.79408518e+00   3.45045115e-04  -8.56948473e-02]
 [ -6.14319097e+00   1.23090269e+01   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
