timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
0,[ 3.9161191   1.77057219],"[ 1.02710675  1.49772041  0.03660106 -1.1955486   1.29635545  1.26735405
  0.3045279  -0.32184317  0.15838828 -2.02168092  0.        ]",[ 5.11781536  1.23883872],-0.163586540398,-0.163586540398,"[[-0.03523645 -0.00147126  0.14785596  0.14381908]
 [ 0.00057761  0.00435824  0.          0.        ]]",[-0.55444729 -0.43008646]
1,[ 2.06532598  0.41198269],"[ 1.02800644  1.49677888  0.0960871  -1.09248558  1.2963534   1.2673521
  0.7355528   0.31251267  0.158718   -1.86343794  0.        ]",[ 1.56361465 -0.51321489],-0.151921405887,-0.151921405887,"[[ 0.00445005  0.03832744  0.14785596  0.14381908]
 [ 3.95491238  3.96232522  0.          0.        ]]",[-0.55444729 -0.43008646]
2,[ 0.22500265  0.24018103],"[ 1.01697403  1.49177522  0.27254967 -0.94247271  1.29635136  1.26735016
  1.15830933 -0.02599717  0.12764649 -1.47791062  0.        ]",[ 1.20509713  0.98002604],-0.122713962844,-0.122713962844,"[[ 0.12246231  0.09638274  0.14785596  0.14381908]
 [ 7.83339869  1.85024611  0.          0.        ]]",[-0.55444729 -0.43008646]
3,[-2.62982583 -1.48494768],"[ 0.9544154   1.47883911  0.5570935  -0.74857162  1.29634931  1.26734821
  1.57245724  0.58982811 -0.01026931 -0.8951289   0.        ]",[-3.05537153 -0.58593518],-0.0753116567948,-0.0753116567948,"[[  0.31725176   0.17193924   0.14785596   0.14381908]
 [ 11.63292298   5.69259186   0.           0.        ]]",[-0.55444729 -0.43008646]
4,[-2.27211523 -0.98070282],"[ 0.84182164  1.45422783  0.81855734 -0.52235077  1.29634727  1.26734627
  1.11628929  0.20016362 -0.25456091 -0.36849063  0.        ]",[-2.49709715 -1.02620346],-0.0263025538368,-0.0263025538368,"[[ 0.50792121  0.26139759  0.14785596  0.14381908]
 [ 7.44793591  3.26134464  0.          0.        ]]",[-0.55444729 -0.43008646]
5,[-1.20140636  0.17103139],"[ 0.75715628  1.44561799  0.95526597 -0.46034306  1.29634522  1.26734433
  0.66919889 -0.44455803 -0.41186177 -0.13307302  0.        ]",[-1.67352799 -0.31086449],-0.00199567224542,-0.00199567224542,"[[ 0.6157264   0.28626405  0.14785596  0.14381908]
 [ 3.34621963 -0.76129057  0.          0.        ]]",[-0.55444729 -0.43008646]
6,[ 0.07109027  0.95179975],"[ 0.73409668  1.45505968  0.98747787 -0.52871483  1.29634318  1.26734238
  0.23083389 -0.6391777  -0.42601928 -0.10702946  0.        ]",[ 0.81372797  1.47313955],-0.00238357350121,-0.00238357350121,"[[ 0.64230016  0.25885479  0.14785596  0.14381908]
 [-0.67545015 -1.9755903   0.          0.        ]]",[-0.55444729 -0.43008646]
7,[-1.40671539 -0.39992732],"[ 0.71718067  1.45486149  1.01001174 -0.52722208  1.29634113  1.26734044
  0.5830035   0.00151101 -0.45295562 -0.07199784  0.        ]",[-1.52835726  0.8632152 ],-0.00565404938996,-0.00565404938996,"[[ 0.66120762  0.25945085  0.14785596  0.14381908]
 [ 2.5554451   2.02187681  0.          0.        ]]",[-0.55444729 -0.43008646]
8,[-0.66378021 -0.83773607],"[ 0.70724091  1.42704987  1.0228503  -0.34310667  1.29633909  1.26733849
  0.14615492  0.54314979 -0.53251934  0.00537804  0.        ]",[-0.28375579 -0.60064037],-0.0156171630113,-0.0156171630113,"[[ 0.67210552  0.33379572  0.14785596  0.14381908]
 [-1.45230935  5.40133956  0.          0.        ]]",[-0.55444729 -0.43008646]
9,[-0.02293238 -0.23992115],"[ 0.74305032  1.38806631  0.97517634 -0.14291456  1.29633704  1.26733655
  0.02702949  0.14489759 -0.54799324 -0.00371667  0.        ]",[-0.25340623 -0.22562723],-0.016291758122,-0.016291758122,"[[ 0.63209423  0.41689151  0.14785596  0.14381908]
 [-2.54519424  2.91651643  0.          0.        ]]",[-0.55444729 -0.43008646]
