timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
0,[-0.84130669  1.56643081],"[ 1.02580539  2.16781249  0.01726594 -0.64519246 -0.42342125 -0.62651377
  0.43544866 -0.37587953  1.6691641   0.51062962  0.        ]",[-0.53234832  0.66871973],-0.269012037537,-0.269012037537,"[[-0.05759853  0.05633839 -0.0506977  -0.07290772]
 [ 0.00408153 -0.00234042  0.          0.        ]]",[-0.16557017 -0.12206806]
1,[-0.8248961   1.51674223],"[ 1.02376337  2.16523748 -0.0150002  -0.5581122  -0.4234204  -0.62651228
  0.26436982 -0.00512668  1.66808075  0.49740316  0.        ]",[-0.44410691  0.0967147 ],-0.268502826555,-0.268502826555,"[[-0.07865721  0.08286705 -0.0506977  -0.07290772]
 [-2.1029317   2.64637584  0.          0.        ]]",[-0.16557017 -0.12206806]
2,[-0.64857137  1.53008318],"[ 1.01465236  2.15659262 -0.10547938 -0.37418056 -0.42341955 -0.6265108
  0.12508998  0.04123513  1.66331192  0.44248647  0.        ]",[-1.66841744  1.63675703],-0.266429128614,-0.266429128614,"[[-0.1379267   0.13911781 -0.0506977  -0.07290772]
 [-3.81830666  2.97759181  0.          0.        ]]",[-0.16557017 -0.12206806]
3,[-0.39784667  1.45467198],"[ 0.98280059  2.13098318 -0.2791058  -0.05527659 -0.42341869 -0.62650931
 -0.1901012   0.58743026  1.64654408  0.32659239  0.        ]",[-0.90720488  1.649701  ],-0.261600094475,-0.261600094475,"[[-0.25324111  0.23782085 -0.0506977  -0.07290772]
 [-7.7002151   6.87969163  0.          0.        ]]",[-0.16557017 -0.12206806]
4,[-0.01256204  1.35734105],"[ 0.89165544  2.0530981  -0.55089661  0.49257946 -0.42341784 -0.62650782
 -0.46925945  1.1227683   1.59862826  0.15824659  0.        ]",[-0.09573184  0.98169217],-0.252512800348,-0.252512800348,"[[ -0.4417409    0.41378804  -0.0506977   -0.07290772]
 [-11.13834308  10.70424392   0.           0.        ]]",[-0.16557017 -0.12206806]
5,[ 0.24339339  1.22338867],"[ 0.72417708  1.87515826 -0.84334271  1.19930855 -0.42341699 -0.62650633
 -0.48224847  1.63716013  1.51131197  0.01597895  0.        ]",[ 0.91814632  1.58278758],-0.239571527977,-0.239571527977,"[[ -0.66611297   0.66474516  -0.0506977   -0.07290772]
 [-11.29832825  14.3791981    0.           0.        ]]",[-0.16557017 -0.12206806]
6,[ 0.13185172  1.03883946],"[ 0.54101653  1.54609679 -1.05157647  1.9189978  -0.42341614 -0.62650484
 -0.16925519  2.15132362  1.40794036  0.0290284   0.        ]",[ 0.09626045  2.47541364],-0.225769698791,-0.225769698791,"[[ -0.85340492   0.98918501  -0.0506977   -0.07290772]
 [ -7.44351356  18.05260554   0.           0.        ]]",[-0.16557017 -0.12206806]
7,[ 0.12983441  0.83458263],"[ 0.37808535  1.03944855 -1.18413192  2.40420286 -0.42341529 -0.62650336
 -0.12640792  2.65545118  1.26897074  0.19000118  0.        ]",[ 1.2437396   1.99444173],-0.209011664346,-0.209011664346,"[[ -0.99698211   1.38637553  -0.0506977   -0.07290772]
 [ -6.91581103  21.65445016   0.           0.        ]]",[-0.16557017 -0.12206806]
8,[-0.15408315  0.64487964],"[ 0.25850792  0.39760803 -1.25896726  2.3280869  -0.42341444 -0.62650187
  0.20611516  3.14950965  1.042113    0.44770536  0.        ]",[ 0.32180779  0.54854015],-0.186149209409,-0.186149209409,"[[ -1.0942128    1.85488222  -0.0506977   -0.07290772]
 [ -2.82047324  25.1845542    0.           0.        ]]",[-0.16557017 -0.12206806]
9,[-0.33321503  0.49984464],"[ 0.20352714 -0.21182852 -1.28801767  1.45119107 -0.42341358 -0.62650038
  0.3142388   3.38364885  0.68782192  0.67931194  0.        ]",[-1.28530423  1.60942425],-0.154802842654,-0.154802842654,"[[ -1.13726192   2.37536172  -0.0506977   -0.07290772]
 [ -1.48882425  26.85784561   0.           0.        ]]",[-0.16557017 -0.12206806]
10,[-0.25683343  0.41567758],"[ 0.11288846 -0.57254857 -1.3292784  -0.19393908 -0.42341273 -0.62649889
 -0.00472398  3.86332071  0.23495809  0.69490078  0.        ]",[ 1.87102391  0.47498457],-0.110979774521,-0.110979774521,"[[ -1.20644958   2.94691095  -0.0506977   -0.07290772]
 [ -5.41713735  30.28561177   0.           0.        ]]",[-0.16557017 -0.12206806]
11,[-0.37097654  0.61415285],"[ 0.02204492 -0.5942588  -1.36294123 -1.09378484 -0.42341188 -0.6264974
  0.32535998 -0.24725988  0.01364465  0.61618671  0.        ]",[-0.10804631  1.07515547],-0.0876454650132,-0.0876454650132,"[[-1.27400526  3.22169617 -0.0506977  -0.07290772]
 [-1.3518565   0.91686093  0.          0.        ]]",[-0.16557017 -0.12206806]
12,[-0.24360886  0.70570195],"[-0.02038951 -0.59811041 -1.37617593 -0.92620829 -0.42341103 -0.62649592
  0.29277956 -0.93369563  0.06301329  0.63904881  0.        ]",[ 0.75653339  0.26145084],-0.0929847056875,-0.0929847056875,"[[-1.30506916  3.17068755 -0.0506977  -0.07290772]
 [-1.75310562 -3.98751041  0.          0.        ]]",[-0.16557017 -0.12206806]
13,[-0.33167598  0.72169006],"[-0.02678784 -0.59725845 -1.37803263 -0.68062304 -0.42341018 -0.62649443
  0.53881004 -0.82799581  0.12502456  0.65833924  0.        ]",[-0.87112479  0.52534095],-0.0991025390078,-0.0991025390078,"[[-1.30972955  3.09603272 -0.0506977  -0.07290772]
 [ 1.27698073 -3.23233832  0.          0.        ]]",[-0.16557017 -0.12206806]
14,[-0.31500092  0.68385166],"[-0.03960542 -0.59256144 -1.38165527 -0.52111279 -0.42340933 -0.62649294
  0.25671273 -0.61716946  0.16500998  0.66670548  0.        ]",[ 0.35609129  0.98169211],-0.102856464688,-0.102856464688,"[[-1.31904823  3.04743325 -0.0506977  -0.07290772]
 [-2.19727435 -1.72606729  0.          0.        ]]",[-0.16557017 -0.12206806]
15,[-0.3461484  0.6763733],"[-0.08018927 -0.58900911 -1.39223861 -0.44197279 -0.42340847 -0.62649145
  0.37472397 -0.48752688  0.18725118  0.66739432  0.        ]",[-0.95782335 -0.93392338],-0.104645019999,-0.104645019999,"[[-1.3484111   3.02324525 -0.0506977  -0.07290772]
 [-0.74386202 -0.79982412  0.          0.        ]]",[-0.16557017 -0.12206806]
16,[-0.18256451  0.72747326],"[-0.15379604 -0.57843259 -1.40801533 -0.26961155 -0.42340762 -0.62648996
  0.06798603 -1.00291491  0.23496699  0.66355793  0.        ]",[-0.65530092  0.13419307],-0.108190400135,-0.108190400135,"[[-1.40119152  2.9703032  -0.0506977  -0.07290772]
 [-4.52157949 -4.48210943  0.          0.        ]]",[-0.16557017 -0.12206806]
17,[-0.13336375  0.70246834],"[ -3.17008213e-01  -5.54026278e-01  -1.42780204e+00  -1.39450238e-03
  -4.23406771e-01  -6.26488476e-01  -1.35404630e-01  -9.16140347e-01
   3.11332900e-01   6.32702447e-01   0.00000000e+00]",[-0.66562079  0.25572301],-0.112357068884,-0.112357068884,"[[-1.51675581  2.88688124 -0.0506977  -0.07290772]
 [-7.02649403 -3.86215713  0.          0.        ]]",[-0.16557017 -0.12206806]
18,[-0.04700065  0.65185523],"[-0.55208462 -0.52796533 -1.42049421  0.20780663 -0.42340592 -0.62648699
 -0.33808197 -0.76373822  0.3682793   0.56696196  0.        ]",[-0.0128987   0.86125586],-0.11281949307,-0.11281949307,"[[-1.68233021  2.82056291 -0.0506977  -0.07290772]
 [-9.52262429 -2.77331413  0.          0.        ]]",[-0.16557017 -0.12206806]
19,[-0.07989153  0.57876772],"[-0.81485908 -0.51864104 -1.3611617   0.27221485 -0.42340507 -0.6264855
 -0.32690968 -0.2787581   0.37799995  0.49697902  0.        ]",[-0.88151732  0.99483692],-0.108870085619,-0.108870085619,"[[-1.87140205  2.79986212 -0.0506977  -0.07290772]
 [-9.38503702  0.69168605  0.          0.        ]]",[-0.16557017 -0.12206806]
20,[-0.00266612  0.52639878],"[-1.10216241 -0.5414694  -1.22590994  0.1057487  -0.42340422 -0.62648401
 -0.59520534  0.27062955  0.33014407  0.46676587  0.        ]",[ 0.2012076   2.21118102],-0.101678286004,-0.101678286004,"[[ -2.09225539   2.85307849  -0.0506977   -0.07290772]
 [-12.68930488   4.61685534   0.           0.        ]]",[-0.16557017 -0.12206806]
21,[-0.02301059  0.49127504],"[-1.37830119 -0.58157951 -1.00241298 -0.31480725 -0.42340336 -0.62648252
 -0.51011962  0.81202543  0.24508018  0.51231469  0.        ]",[ 1.23957436  1.13798853],-0.0964065814434,-0.0964065814434,"[[ -2.33552792   2.98422509  -0.0506977   -0.07290772]
 [-11.64142867   8.48493322   0.           0.        ]]",[-0.16557017 -0.12206806]
22,[-0.04369945  0.56407636],"[-1.55500865 -0.5945688  -0.78066042 -0.5769637  -0.42340251 -0.62648104
 -0.16995403 -0.32947009  0.20148583  0.55417968  0.        ]",[ 1.19287645 -0.83714196],-0.0958053213178,-0.0958053213178,"[[-2.52632372  3.06446834 -0.0506977  -0.07290772]
 [-7.45206233  0.32939519  0.          0.        ]]",[-0.16557017 -0.12206806]
23,[-0.01799397  0.62732387],"[-1.63658769 -0.59105759 -0.64052813 -0.48560197 -0.42340166 -0.62647955
  0.16349759 -0.80225867  0.21078009  0.51400142  0.        ]",[-1.17771479 -0.0860387 ],-0.0932947534826,-0.0932947534826,"[[-2.63416137  3.036587   -0.0506977  -0.07290772]
 [-3.3453828  -3.04850295  0.          0.        ]]",[-0.16557017 -0.12206806]
24,[ 0.05684789  0.66050756],"[-1.70269036 -0.57900817 -0.49437025 -0.27771663 -0.42340081 -0.62647806
 -0.15260826 -0.84151823  0.21951993  0.44161631  0.        ]",[ 1.32718632  1.03192916],-0.0884226623997,-0.0884226623997,"[[-2.74012932  2.97280252 -0.0506977  -0.07290772]
 [-7.23843109 -3.32901384  0.          0.        ]]",[-0.16557017 -0.12206806]
25,[ 0.05703606  0.64891613],"[-1.75312512 -0.5724491  -0.34495141 -0.19296249 -0.42339996 -0.62647657
  0.18052556 -0.278064    0.21084862  0.40331115  0.        ]",[ 1.98704352  1.32566866],-0.084686508815,-0.084686508815,"[[-2.84373359  2.9466128  -0.0506977  -0.07290772]
 [-3.13567861  0.69662928  0.          0.        ]]",[-0.16557017 -0.12206806]
26,[ 0.00371075  0.61295307],"[-1.76210495 -0.58485158 -0.31200645 -0.3665761  -0.42339911 -0.62647508
  0.50705994  0.13033375  0.20313119  0.45227802  0.        ]",[ 0.55996417  1.06682183],-0.0876273348737,-0.0876273348737,"[[-2.86609798  3.0001365  -0.0506977  -0.07290772]
 [ 0.8858004   3.6144589   0.          0.        ]]",[-0.16557017 -0.12206806]
27,[-0.01539069  0.64014858],"[-1.74562614 -0.58975748 -0.37045329 -0.45755154 -0.42339826 -0.6264736
  0.68564306 -0.36507029  0.20224741  0.48489012  0.        ]",[-1.49434322 -0.75903828],-0.0901308698368,-0.0901308698368,"[[-2.82631529  3.02801167 -0.0506977  -0.07290772]
 [ 3.08517655  0.07500895  0.          0.        ]]",[-0.16557017 -0.12206806]
28,[ 0.0327406  0.667705 ],"[-1.73588642 -0.58469304 -0.4015355  -0.36398042 -0.4233974  -0.62647211
  0.35918578 -0.78596798  0.20876202  0.45865027  0.        ]",[-0.36701274  1.12320159],-0.088673590545,-0.088673590545,"[[-2.80495077  2.99934021 -0.0506977  -0.07290772]
 [-0.93532242 -2.93213179  0.          0.        ]]",[-0.16557017 -0.12206806]
29,[ 0.0332823   0.63308644],"[-1.75068258 -0.58086358 -0.35328689 -0.3043455  -0.42339655 -0.62647062
  0.24271331 -0.22364022  0.20808203  0.43713042  0.        ]",[ 0.1153135 -0.4818058],-0.0869432897626,-0.0869432897626,"[[-2.83804917  2.98100721 -0.0506977  -0.07290772]
 [-2.36973975  1.08544238  0.          0.        ]]",[-0.16557017 -0.12206806]
30,[ 0.04379248  0.65945077],"[-1.76744572 -0.58137916 -0.29083475 -0.31198718 -0.4233957  -0.62646913
  0.28358707 -0.49366697  0.20331494  0.43451218  0.        ]",[ 0.66171839  1.08746402],-0.0862706446609,-0.0862706446609,"[[-2.88039331  2.98335953 -0.0506977  -0.07290772]
 [-1.86635116 -0.84378075  0.          0.        ]]",[-0.16557017 -0.12206806]
31,[ 0.00701244  0.62794542],"[-1.77127227 -0.58603682 -0.27498391 -0.38692246 -0.42339485 -0.62646765
  0.49933131 -0.05751184  0.20020625  0.45551552  0.        ]",[ 0.25190357  0.46260787],-0.0875975770539,-0.0875975770539,"[[-2.89106129  3.00638049 -0.0506977  -0.07290772]
 [ 0.79066279  2.27234023  0.          0.        ]]",[-0.16557017 -0.12206806]
32,[ 0.00289625  0.64480752],"[-1.761761   -0.5887553  -0.31303457 -0.4373583  -0.423394   -0.62646616
  0.57903498 -0.3866984   0.20048547  0.47419842  0.        ]",[ 2.06842254 -0.55181221],-0.0891059572955,-0.0891059572955,"[[-2.86539953  3.02183379 -0.0506977  -0.07290772]
 [ 1.77226935 -0.0795431   0.          0.        ]]",[-0.16557017 -0.12206806]
33,[-0.02305285  0.67987591],"[-1.7289386  -0.58448899 -0.42230828 -0.36071299 -0.42339315 -0.62646467
  0.89766422 -0.69227578  0.21017655  0.45941435  0.        ]",[ 0.40509495  0.25076849],-0.0888715672238,-0.0888715672238,"[[-2.79058228  2.99833809 -0.0506977  -0.07290772]
 [ 5.69637624 -2.26275432  0.          0.        ]]",[-0.16557017 -0.12206806]
34,[-0.0463005  0.662983 ],"[-1.65501041 -0.5767713  -0.60328988 -0.24754281 -0.42339229 -0.62646318
  1.0187399  -0.5470199   0.22946434  0.44372018  0.        ]",[ 0.26665471 -1.06774022],-0.0895791112139,-0.0895791112139,"[[-2.66169357  2.96349535 -0.0506977  -0.07290772]
 [ 7.18752489 -1.2249827   0.          0.        ]]",[-0.16557017 -0.12206806]
