timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
0,[-0.03885553  0.89713478],"[ 1.06950888  1.62467043  0.04660043 -0.62417642  0.72228377  0.59432871
  0.16319821 -0.30167004  0.57480712 -0.56006638  0.        ]",[ 0.33633973  0.60898333],-0.148013434128,-0.148013434128,"[[ 0.00392152 -0.01082037  0.07918122  0.06888146]
 [ 0.00497333 -0.00178321  0.          0.        ]]",[ 0.03256661 -0.11143601]
1,[-0.04173219  0.89973629],"[ 1.06929453  1.62458973  0.06722911 -0.56686429  0.72227572  0.59432283
  0.28121457  0.03403988  0.57437662 -0.51916076  0.        ]",[ 0.5169258  1.976899 ],-0.145474951469,-0.145474951469,"[[ 0.01736008  0.01333272  0.07918122  0.06888146]
 [ 1.33445981  2.40905912  0.          0.        ]]",[ 0.03256661 -0.11143601]
2,[-0.05170354  0.90409547],"[ 1.06663198  1.61840304  0.13920178 -0.35983581  0.72226767  0.59431694
  0.46026083  0.57866085  0.56342506 -0.3743797   0.        ]",[ 0.6601832   0.34346575],-0.13653495325,-0.13653495325,"[[ 0.06428631  0.10075532  0.07918122  0.06888146]
 [ 3.35145917  6.32016887  0.          0.        ]]",[ 0.03256661 -0.11143601]
3,[-0.07116435  0.90660012],"[ 1.0525089   1.58940949  0.28038367 -0.03555628  0.72225962  0.59431105
  0.68617088  0.75046959  0.5094582  -0.12345426  0.        ]",[ 1.20954696  0.48086362],-0.121543042652,-0.121543042652,"[[ 0.15684939  0.23953842  0.07918122  0.06888146]
 [ 5.89640093  7.55402922  0.          0.        ]]",[ 0.03256661 -0.11143601]
4,[-0.09954046  0.90183097],"[ 1.00220039  1.52326644  0.51371006  0.34339201  0.72225158  0.59430516
  1.02694608  0.99455504  0.35859208  0.21552941  0.        ]",[-0.13136923 -0.10509792],-0.104437770458,-0.104437770458,"[[ 0.31329415  0.40820684  0.07918122  0.06888146]
 [ 9.73536535  9.30696212  0.          0.        ]]",[ 0.03256661 -0.11143601]
5,[-0.12781805  0.88600439],"[ 0.89973154  1.41724471  0.77773889  0.71828638  0.72224353  0.59429927
  0.96376752  0.91094583  0.09695458  0.52948554  0.        ]",[ 0.4783723   0.96856574],-0.0970059625536,-0.0970059625536,"[[ 0.50086221  0.58832289  0.07918122  0.06888146]
 [ 9.02381967  8.70663446  0.          0.        ]]",[ 0.03256661 -0.11143601]
6,[-0.14894712  0.85988784],"[ 0.74583102  1.25127318  1.02782808  1.1022529   0.72223549  0.59429338
  1.11587899  1.42084258 -0.26518294  0.74241816  0.        ]",[-1.60080427  0.11474916],-0.105273857281,-0.105273857281,"[[  0.69853127   0.79919675   0.07918122   0.06888146]
 [ 10.73754301  12.36853087   0.           0.        ]]",[ 0.03256661 -0.11143601]
7,[-0.15028489  0.82602078],"[ 0.57714739  1.00642887  1.21537878  1.45806112  0.72222744  0.5942875
  0.74589196  1.45012011 -0.65303665  0.78624053  0.        ]",[-0.32900658  0.61368377],-0.122776345741,-0.122776345741,"[[  0.87146638   1.04867926   0.07918122   0.06888146]
 [  6.56977377  12.57901682   0.           0.        ]]",[ 0.03256661 -0.11143601]
8,[-0.14182623  0.79192173],"[ 0.44759058  0.69494727  1.32270993  1.70117066  0.72221939  0.59428161
  0.61885299  1.75378961 -0.96039805  0.67329857  0.        ]",[-0.6196544   1.40454913],-0.137351779952,-0.137351779952,"[[  0.98850361   1.32214355   0.07918122   0.06888146]
 [  5.13876828  14.76013809   0.           0.        ]]",[ 0.03256661 -0.11143601]
9,[-0.12312068  0.74855864],"[ 0.35637202  0.28885711  1.38394534  1.76585342  0.72221135  0.59427572
  0.39222423  2.26442077 -1.18013013  0.43263974  0.        ]",[ 0.7967068   1.21112128],-0.145784623864,-0.145784623864,"[[  1.06566462   1.65414661   0.07918122   0.06888146]
 [  2.58587632  18.42792509   0.           0.        ]]",[ 0.03256661 -0.11143601]
