timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
0,[-1.62208939  1.0535115 ],"[ 1.02256913  2.16188899  0.05985344 -1.03225999  0.34473163 -0.86957285
  0.43451029 -0.37452287  1.00831128  0.69322456  0.        ]",[ 0.23178066  1.46842046],-0.192853175745,-0.192853175745,"[[-0.03039833 -0.06086521  0.03764948 -0.10059221]
 [-0.00498765  0.00020767  0.          0.        ]]",[-0.17657825 -0.12422615]
1,[-1.88202775  0.90391695],"[ 1.02290034  2.16412024  0.07381512 -0.90207959  0.34473099 -0.86957032
  0.50922001  0.17973313  1.01116003  0.74875973  0.        ]",[-1.95344904  0.88917649],-0.196110494655,-0.196110494655,"[[-0.02131303 -0.02113683  0.03764948 -0.10059221]
 [ 0.91047313  3.95943611  0.          0.        ]]",[-0.17657825 -0.12422615]
2,[-1.82041836  0.82881045],"[ 1.02190412  2.15848385  0.04051237 -0.52947919  0.34473035 -0.86956779
  0.18480147  0.66185059  1.01036689  0.81936507  0.        ]",[-0.74470968  1.12137943],-0.199949498535,-0.199949498535,"[[-0.04298818  0.09260597  0.03764948 -0.10059221]
 [-3.06474696  7.40335964  0.          0.        ]]",[-0.17657825 -0.12422615]
3,[-1.63798225  0.74604714],"[ 1.0105866   2.1109421  -0.09765572  0.07025596  0.34472971 -0.86956526
 -0.05079474  1.19578771  0.9967481   0.83288611  0.        ]",[-0.19483258  0.49720391],-0.199168053995,-0.199168053995,"[[ -0.13324771   0.27894148   0.03764948  -0.10059221]
 [ -5.95159358  11.2174664    0.           0.        ]]",[-0.17657825 -0.12422615]
4,[-1.44930732  0.67967099],"[ 0.97574881  1.98103662 -0.28689991  0.79916497  0.34472907 -0.86956273
 -0.10414273  1.44031919  0.95917626  0.83472927  0.        ]",[-1.15919469 -0.19990208],-0.194992710037,-0.194992710037,"[[ -0.25883832   0.52081729   0.03764948  -0.10059221]
 [ -6.60528679  12.9642815    0.           0.        ]]",[-0.17657825 -0.12422615]
5,[-0.89912796  0.71222913],"[ 0.89390102  1.77468645 -0.53332214  1.44937732  0.34472843 -0.8695602
 -0.41633182  1.29373185  0.89722822  0.7655267   0.        ]",[ 1.09880543 -1.65213509],-0.183831602854,-0.183831602854,"[[ -0.42932405   0.76959788   0.03764948  -0.10059221]
 [-10.43064994  11.91720269   0.           0.        ]]",[-0.17657825 -0.12422615]
6,[-0.82820231  0.7253691 ],"[ 0.77741704  1.56801564 -0.75655241  1.86481688  0.34472779 -0.86955766
 -0.0765121   0.7061821   0.82780338  0.66359325  0.        ]",[-0.61076769  0.71321438],-0.169981056432,-0.169981056432,"[[-0.59615976  0.96583101  0.03764948 -0.10059221]
 [-6.26673703  7.72015667  0.          0.        ]]",[-0.17657825 -0.12422615]
7,[-0.45690024  0.66141897],"[ 0.64622011  1.35016305 -0.93508969  2.15678101  0.34472715 -0.86955513
 -0.26369524  1.08018092  0.74891831  0.59030974  0.        ]",[-0.28933871  0.23581635],-0.156720406566,-0.156720406566,"[[ -0.7445067    1.14703979   0.03764948  -0.10059221]
 [ -8.56035105  10.39177709   0.           0.        ]]",[-0.17657825 -0.12422615]
8,[-0.12812832  0.61485279],"[ 0.45529796  1.06796848 -1.1215829   2.37572784  0.34472651 -0.8695526
 -0.34335172  1.18207494  0.63746797  0.51313398  0.        ]",[-0.70725259  0.18723515],-0.139444403421,-0.139444403421,"[[ -0.92550658   1.36217878   0.03764948  -0.10059221]
 [ -9.53641078  11.11967232   0.           0.        ]]",[-0.17657825 -0.12422615]
9,[ 0.31071016  0.59290069],"[ 0.19020962  0.75531034 -1.29178426  2.44621519  0.34472587 -0.86955007
 -0.55642131  1.25503541  0.49482827  0.42438945  0.        ]",[ 0.89008231  0.37123457],-0.117880349712,-0.117880349712,"[[ -1.14242902   1.58980245   0.03764948  -0.10059221]
 [-12.14722003  11.64089095   0.           0.        ]]",[-0.17657825 -0.12422615]
