timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.01822069  1.22804426  0.01564804  1.45601278 -0.73601802  1.72675792
 -0.1599894   0.28731021  2.78755536 -2.89077522  0.        ]",-4.18647,[ 3.24130485  0.64651383],-0.347389935541,[ 2.90438366  0.82137048],[-0.76319307 -0.93122208],"[[ 0.08421032 -0.03363823 -0.08485678  0.19844632]
 [-0.00200565  0.0002295   0.          0.        ]]"
1,"[ 1.01202028  1.22880074  0.07434602  1.52382106 -0.73601763  1.72675551
  0.48891603  0.77215225  2.77606301 -2.70847832  0.        ]",-4.05751,[ 3.32727728  1.40472665],-0.340758552255,[ 3.06331682  0.91306138],[-0.76319307 -0.93122208],"[[ 0.12385113 -0.00796452 -0.08485678  0.19844632]
 [ 3.95292069  2.5586197   0.          0.        ]]"
2,"[ 0.97973935  1.22402976  0.24693298  1.76233566 -0.73601723  1.7267531
  1.1249029   1.5126493   2.6947852  -2.15133305  0.        ]",-4.00895,[ 3.03586758 -0.29001719],-0.318388498001,[ 3.04007411  0.19409236],[-0.76319307 -0.93122208],"[[ 0.24180039  0.0824123  -0.08485678  0.19844632]
 [ 7.82911448  6.46604263  0.          0.        ]]"
3,"[ 0.88231539  1.20087075  0.51990988  2.06689577 -0.73601683  1.72675069
  1.74865293  1.27047418  2.44182755 -1.35320966  0.        ]",-3.71427,[ 2.0069636  -0.71256978],-0.279214476322,[ 2.66146779 -0.21776466],[-0.76319307 -0.93122208],"[[  0.43652535   0.19891175  -0.08485678   0.19844632]
 [ 11.6307378    5.18815193   0.           0.        ]]"
4,"[ 0.66299878  1.17618223  0.85700882  2.25796747 -0.73601643  1.72674828
  2.36017317  0.71600132  1.96566981 -0.55317664  0.        ]",-3.29947,[ 1.18326833 -0.97020073],-0.226173702529,[ 1.40149856 -0.7719059 ],[-0.76319307 -0.93122208],"[[  0.70653534   0.27331936  -0.08485678   0.19844632]
 [ 15.35784405   2.2623404    0.           0.        ]]"
5,"[ 0.26634647  1.17376665  1.18217548  2.27381207 -0.73601604  1.72674587
  2.95963645 -0.02084071  1.26657139  0.05988584  0.        ]",-2.78984,[ 0.02255224 -1.02026263],-0.160900584476,[-0.2864686  -0.98458648],[-0.76319307 -0.93122208],"[[  1.05035075   0.27955551  -0.08485678   0.19844632]
 [ 19.01150041  -1.62578872   0.           0.        ]]"
6,"[-0.26785971  1.19837038  1.36409305  2.0894457  -0.73601564  1.72674346
  2.91279044 -0.76517661  0.4828394   0.30903303  0.        ]",-1.98613,[-1.39120668 -0.61797489],-0.0925930304568,[-1.62366009 -0.58029568],[-0.76319307 -0.93122208],"[[  1.42771685   0.20763191  -0.08485678   0.19844632]
 [ 18.72604269  -5.55346187   0.           0.        ]]"
7,"[-0.76418927  1.22504779  1.35305979  1.73786845 -0.73601524  1.72674105
  2.20308384 -1.20777599 -0.13521448  0.23932621  0.        ]",-1.52423,[-1.47500351  0.87130912],-0.0382382043042,[-1.90347099  0.11193547],[-0.76319307 -0.93122208],"[[  1.75883847   0.07312955  -0.08485678   0.19844632]
 [ 14.40054409  -7.8889512    0.           0.        ]]"
8,"[-1.11528798  1.22717366  1.24158973  1.41689182 -0.73601484  1.72673864
  1.50706159 -0.52405021 -0.5477564   0.04531316  0.        ]",-1.50542,[-3.29587348  0.50194705],-0.00595188268158,[-2.5294776  -0.10134055],[-0.76319307 -0.93122208],"[[  2.00428677  -0.04845087  -0.08485678   0.19844632]
 [ 10.15842627  -4.2811056    0.           0.        ]]"
9,"[-1.32678815  1.21974719  1.12348152  1.24625114 -0.73601445  1.72673623
  0.82490814 -0.13102519 -0.8175453  -0.15831696  0.        ]",-1.55116,[-2.19271108  0.36891633],-0.0286347781338,[-2.45603824 -0.06402943],[-0.76319307 -0.93122208],"[[ 2.16574086 -0.11326487 -0.08485678  0.19844632]
 [ 6.00082676 -2.20721347  0.          0.        ]]"
10,"[-1.42274742  1.21449745  1.05366031  1.17017572 -0.73601405  1.72673382
  0.15628104  0.15438512 -0.9449839  -0.27928826  0.        ]",-1.6538,[-1.88634025  0.02197876],-0.0419796880505,[-2.01571894 -0.03478731],[-0.76319307 -0.93122208],"[[ 2.24487011 -0.14229849 -0.08485678  0.19844632]
 [ 1.92566585 -0.70117652  0.          0.        ]]"
11,"[-1.42090913  1.21176328  1.05510778  1.13622207 -0.73601365  1.72673141
 -0.49903378  0.17380027 -0.92781519 -0.26452272  0.        ]",-1.65256,[-0.91927987  0.16835483],-0.0402369396898,[-1.06538939  0.11415917],[-0.76319307 -0.93122208],"[[ 2.2433102  -0.15529406 -0.08485678  0.19844632]
 [-2.06835951 -0.5987275   0.          0.        ]]"
