timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.99869536  1.28844387 -0.22117548  1.26078079  0.01296261 -0.30685124
 -0.18453018  0.28602939  1.60925657  0.42060851  0.        ]",-2.19855,[ 0.07846432 -2.14693019],-0.208721912518,[-0.72979617 -2.67074585],[-0.60439628 -0.6701895 ],"[[-0.05658777 -0.04158389  0.00150239 -0.03594917]
 [ 0.00424888 -0.00175751  0.          0.        ]]"
1,"[ 0.99896195  1.28516223 -0.2163446   1.15991269  0.01296261 -0.30685105
 -0.13898602 -0.40004764  1.60458322  0.36902541  0.        ]",-2.23081,[-0.6591621  -2.76615552],-0.207962909405,[-0.63659596 -2.23166323],[-0.60439628 -0.6701895 ],"[[ -5.33739200e-02  -8.13477429e-02   1.50238620e-03  -3.59491707e-02]
 [  3.16092043e-01  -3.96143088e+00   0.00000000e+00   0.00000000e+00]]"
2,"[ 0.99705345  1.26296514 -0.24622381  0.86272631  0.0129626  -0.30685087
 -0.5205166  -1.0723453   1.57136049  0.13234919  0.        ]",-2.04168,[ 0.1467065  -1.74232386],-0.204165830252,[-0.36115304 -1.84626889],[-0.60439628 -0.6701895 ],"[[ -7.32624747e-02  -1.99507136e-01   1.50238620e-03  -3.59491707e-02]
 [ -2.29627257e+00  -7.84158113e+00   0.00000000e+00   0.00000000e+00]]"
3,"[ 0.99146937  1.18644924 -0.3056252   0.389553    0.01296259 -0.30685068
 -0.42893682 -1.73154533  1.46572138 -0.25783521  0.        ]",-1.88137,[ 0.78728083 -1.96346243],-0.196123534795,[-0.03764383 -1.55322373],[-0.60439628 -0.6701895 ],"[[ -1.12896102e-01  -3.94511304e-01   1.50238620e-03  -3.59491707e-02]
 [ -1.66922264e+00  -1.16461539e+01   0.00000000e+00   0.00000000e+00]]"
4,"[ 0.99115952  1.0035794  -0.30830832 -0.201605    0.01296258 -0.3068505
  0.0308997  -2.3778437   1.27934828 -0.59588554  0.        ]",-1.75314,[ 0.14929958 -0.71714869],-0.183828281108,[ 0.19112867 -1.28888226],[-0.60439628 -0.6701895 ],"[[ -1.14690177e-01  -6.64860330e-01   1.50238620e-03  -3.59491707e-02]
 [  1.47930219e+00  -1.53762977e+01   0.00000000e+00   0.00000000e+00]]"
5,"[ 0.99633247  0.67475824 -0.25553959 -0.76925844  0.01296258 -0.30685031
  0.11291084 -2.81712068  1.01128001 -0.82132889  0.        ]",-1.6966,[ 0.78297464 -0.30208258],-0.165316972227,[ 0.32798627 -0.77590418],[-0.60439628 -0.6701895 ],"[[ -7.94692729e-02  -9.97824471e-01   1.50238620e-03  -3.59491707e-02]
 [  2.04083690e+00  -1.79116596e+01   0.00000000e+00   0.00000000e+00]]"
6,"[ 1.00106661  0.22181605 -0.1480459  -1.12128144  0.01296257 -0.30685013
  0.55941118 -2.96303315  0.69807179 -0.87515754  0.        ]",-1.57986,[ 0.45830582 -0.93007069],-0.140442213657,[ 0.11041258 -0.48658165],[-0.60439628 -0.6701895 ],"[[ -7.97962489e-03  -1.36450857e+00   1.50238620e-03  -3.59491707e-02]
 [  5.09804755e+00  -1.87538872e+01   0.00000000e+00   0.00000000e+00]]"
7,"[ 0.99175818 -0.32266539  0.03096925 -1.12348104  0.01296256 -0.30684994
  0.80955161 -3.53677963  0.36265037 -0.73195567  0.        ]",-1.21898,[-0.76625001 -0.09056045],-0.107858395629,[-0.5432111  -0.04649948],[-0.60439628 -0.6701895 ],"[[  1.11165840e-01  -1.77281259e+00   1.50238620e-03  -3.59491707e-02]
 [  6.81077469e+00  -2.20654372e+01   0.00000000e+00   0.00000000e+00]]"
8,"[ 0.96602574 -0.85789333  0.18600238 -0.66831672  0.01296256 -0.30684975
  0.34674835 -3.52312749 -0.02480158 -0.45482263  0.        ]",-0.76391,[ 0.41323703  0.64657087],-0.0662886346121,[-0.4353539   0.68899357],[-0.60439628 -0.6701895 ],"[[  2.15588921e-01  -2.21333155e+00   1.50238620e-03  -3.59491707e-02]
 [  3.64194330e+00  -2.19867937e+01   0.00000000e+00   0.00000000e+00]]"
9,"[ 0.93156355 -1.21951237  0.31474399  0.10670162  0.01296255 -0.30684957
  0.57504225 -3.0041069  -0.35284396 -0.0606313   0.        ]",-0.605805,[-1.09880071  1.5274758 ],-0.024106232752,[-0.68909311  0.83466816],[-0.60439628 -0.6701895 ],"[[  3.04109369e-01  -2.62301290e+00   1.50238620e-03  -3.59491707e-02]
 [  5.20508313e+00  -1.89913066e+01   0.00000000e+00   0.00000000e+00]]"
10,"[ 0.89993309 -1.37382016  0.40475853  0.90578692  0.01296254 -0.30684938
 -0.01825851 -2.25293134 -0.57171931  0.34887215  0.        ]",-0.56913,[-0.30764014  1.9272891 ],-0.0145412985417,[-0.14186148  1.09809375],[-0.60439628 -0.6701895 ],"[[  3.67451953e-01  -2.95933963e+00   1.50238620e-03  -3.59491707e-02]
 [  1.14273194e+00  -1.46558406e+01   0.00000000e+00   0.00000000e+00]]"
11,"[ 0.89418567 -1.39437199  0.41935831  1.2391154   0.01296253 -0.3068492
 -0.19936907  0.17539451 -0.64407106  0.53772858  0.        ]",-0.627145,[ 0.44876069  0.73773886],-0.0292433673402,[-0.05456951  0.44473228],[-0.60439628 -0.6701895 ],"[[  3.77865275e-01  -3.09147507e+00   1.50238620e-03  -3.59491707e-02]
 [ -9.73385142e-02  -6.40402557e-01   0.00000000e+00   0.00000000e+00]]"
12,"[ 0.88511524 -1.39223536  0.44153579  1.1748546   0.01296253 -0.30684901
  0.06043111  0.76901069 -0.6267604   0.49178737  0.        ]",-0.789792,[-1.62482121 -0.73222973],-0.0256286217922,[-0.68921196 -0.33996099],[-0.60439628 -0.6701895 ],"[[  3.93766567e-01  -3.06614160e+00   1.50238620e-03  -3.59491707e-02]
 [  1.68152071e+00   2.78574203e+00   0.00000000e+00   0.00000000e+00]]"
13,"[ 0.8888242  -1.38754513  0.43258565  1.08077855  0.01296252 -0.30684883
 -0.52269182  0.48776889 -0.60763706  0.4408914   0.        ]",-0.614547,[ 0.17297992  0.97866159],-0.0216465416584,[ 0.47897777  0.44751647],[-0.60439628 -0.6701895 ],"[[  3.87337206e-01  -3.02896135e+00   1.50238620e-03  -3.59491707e-02]
 [ -2.31113845e+00   1.16251702e+00   0.00000000e+00   0.00000000e+00]]"
14,"[ 0.91002156 -1.37565118  0.37796103  0.92509599  0.01296251 -0.30684864
 -0.41595943  1.15518861 -0.58041598  0.35936679  0.        ]",-0.672661,[ 0.52928592 -0.51641835],-0.0154119996624,[ 0.23342577 -0.32718617],[-0.60439628 -0.6701895 ],"[[  3.48446798e-01  -2.96706147e+00   1.50238620e-03  -3.59491707e-02]
 [ -1.58034136e+00   5.01463152e+00   0.00000000e+00   0.00000000e+00]]"
15,"[ 0.91525935 -1.35319636  0.36340522  0.72947886  0.01296251 -0.30684845
 -0.10534659  0.78371697 -0.53538167  0.25587535  0.        ]",-0.649345,[-0.52718426  0.1343977 ],-0.00793660966178,[-0.20200484 -0.17712839],[-0.60439628 -0.6701895 ],"[[  3.38178577e-01  -2.88828025e+00   1.50238620e-03  -3.59491707e-02]
 [  5.46429966e-01   2.87063482e+00   0.00000000e+00   0.00000000e+00]]"
16,"[ 0.92027493 -1.32976975  0.34900528  0.57781146  0.0129625  -0.30684827
 -0.41176523  0.8660585  -0.49747391  0.1768433   0.        ]",-0.664997,[ 0.67537714 -0.5259266 ],-0.0056033903893,[ 0.37948114 -0.05834954],[-0.60439628 -0.6701895 ],"[[  3.28056671e-01  -2.82609923e+00   1.50238620e-03  -3.59491707e-02]
 [ -1.55162472e+00   3.34588528e+00   0.00000000e+00   0.00000000e+00]]"
17,"[ 0.9221659  -1.30956149  0.34344865  0.46906238  0.01296249 -0.30684808
 -0.01676113  0.49378881 -0.46694462  0.12117779  0.        ]",-0.649752,[-0.63526762  0.36109077],-0.00830106277935,[-0.22554746  0.01933873],[-0.60439628 -0.6701895 ],"[[  3.24160305e-01  -2.78073915e+00   1.50238620e-03  -3.59491707e-02]
 [  1.15297273e+00   1.19728124e+00   0.00000000e+00   0.00000000e+00]]"
18,"[ 0.92332157 -1.29061323  0.34001596  0.37924798  0.01296248 -0.3068479
 -0.38742326  0.73739174 -0.439803    0.0759504   0.        ]",-0.701575,[ 0.15024786 -1.25356604],-0.0118302420645,[ 0.42510343  0.01689713],[-0.60439628 -0.6701895 ],"[[  3.21755876e-01  -2.74268677e+00   1.50238620e-03  -3.59491707e-02]
 [ -1.38495527e+00   2.60327228e+00   0.00000000e+00   0.00000000e+00]]"
19,"[ 0.93327319 -1.28435975  0.30926533  0.35163256  0.01296248 -0.30684771
 -0.29655673  0.0424226  -0.44019646  0.05845506  0.        ]",-0.64698,[ 0.42584011  0.12382482],-0.0123765324396,[ 0.37802663  0.6414876 ],[-0.60439628 -0.6701895 ],"[[  3.00299131e-01  -2.73086608e+00   1.50238620e-03  -3.59491707e-02]
 [ -7.62792998e-01  -1.40783541e+00   0.00000000e+00   0.00000000e+00]]"
20,"[ 0.9324576  -1.29634106  0.31186963  0.40539079  0.01296247 -0.30684753
 -0.04811409  0.13220932 -0.45635762  0.08589882  0.        ]",-0.638997,[-0.82430076  0.67234723],-0.0100879607901,[-0.10427645  0.39351609],[-0.60439628 -0.6701895 ],"[[  3.02110798e-01  -2.75382336e+00   1.50238620e-03  -3.59491707e-02]
 [  9.38293722e-01  -8.89619131e-01   0.00000000e+00   0.00000000e+00]]"
21,"[ 0.93869877 -1.29167015  0.2914685   0.38403256  0.01296246 -0.30684734
 -0.52745486  0.59650355 -0.45575194  0.07292564  0.        ]",-0.664943,[ 0.13381715 -0.23979645],-0.0105657588139,[ 0.7411834   0.29499304],[-0.60439628 -0.6701895 ],"[[  2.87946815e-01  -2.74472909e+00   1.50238620e-03  -3.59491707e-02]
 [ -2.34375355e+00   1.79011706e+00   0.00000000e+00   0.00000000e+00]]"
22,"[ 0.95515392 -1.27780008  0.23180826  0.32360972  0.01296245 -0.30684716
 -0.44330381  0.42585595 -0.45533353  0.0354908   0.        ]",-0.631921,[ 1.06893251  0.7213469 ],-0.0121379792655,[ 0.69413197  0.4223493 ],[-0.60439628 -0.6701895 ],"[[  2.46852750e-01  -2.71880869e+00   1.50238620e-03  -3.59491707e-02]
 [ -1.76757381e+00   8.05204534e-01   0.00000000e+00   0.00000000e+00]]"
23,"[ 0.95338706 -1.25201414  0.23869943  0.22129942  0.01296245 -0.30684697
  0.14004524  0.91798625 -0.42047333 -0.01665293  0.        ]",-0.704631,[-0.54249166 -0.86787013],-0.0171100508641,[-0.2419596  -0.48160449],[-0.60439628 -0.6701895 ],"[[  2.51576417e-01  -2.67420595e+00   1.50238620e-03  -3.59491707e-02]
 [  2.22661245e+00   3.64560069e+00   0.00000000e+00   0.00000000e+00]]"
24,"[ 0.94450975 -1.22835116  0.27146423  0.13657122  0.01296244 -0.30684678
 -0.18008761  0.31007683 -0.37961549 -0.05428366  0.        ]",-0.650368,[ 0.60328165  0.42805723],-0.02182531574,[ 0.25091702  0.26209241],[-0.60439628 -0.6701895 ],"[[  2.74116009e-01  -2.63649710e+00   1.50238620e-03  -3.59491707e-02]
 [  3.46661718e-02   1.36977847e-01   0.00000000e+00   0.00000000e+00]]"
25,"[ 0.93395262 -1.21530912  0.30706032  0.09295412  0.01296243 -0.3068466
  0.1686466   0.6032808  -0.35043807 -0.06874864  0.        ]",-0.687686,[-0.74055748 -0.39051254],-0.0246437975292,[-0.25079498 -0.25113383],[-0.60439628 -0.6701895 ],"[[  2.98766750e-01  -2.61677851e+00   1.50238620e-03  -3.59491707e-02]
 [  2.42244428e+00   1.82924239e+00   0.00000000e+00   0.00000000e+00]]"
26,"[ 0.92542702 -1.20112728  0.33367116  0.04768427  0.01296243 -0.30684641
 -0.26656693  0.32908981 -0.3227366  -0.08427145  0.        ]",-0.649651,[ 1.44380157  0.34375369],-0.0274292985123,[ 0.33811581  0.22285303],[-0.60439628 -0.6701895 ],"[[  3.17317266e-01  -2.59607164e+00   1.50238620e-03  -3.59491707e-02]
 [ -5.57455184e-01   2.46717860e-01   0.00000000e+00   0.00000000e+00]]"
27,"[ 0.91127026 -1.18800975  0.37449748  0.00762547  0.01296242 -0.30684623
  0.3132644   0.56408401 -0.29062905 -0.0923045   0.        ]",-0.694281,[-0.51532637 -0.61767253],-0.030277536347,[-0.40915355 -0.33473334],[-0.60439628 -0.6701895 ],"[[  3.46001473e-01  -2.57752912e+00   1.50238620e-03  -3.59491707e-02]
 [  3.41263769e+00   1.60301632e+00   0.00000000e+00   0.00000000e+00]]"
28,"[ 0.88548379 -1.18280767  0.44061507 -0.00781059  0.01296241 -0.30684604
  0.00542291  0.13483234 -0.25824046 -0.08028278  0.        ]",-0.660566,[ 0.3228484   0.25182969],-0.032469457213,[-0.19904429  0.11409235],[-0.60439628 -0.6701895 ],"[[  3.93106097e-01  -2.57032607e+00   1.50238620e-03  -3.59491707e-02]
 [  1.30485526e+00  -8.74457737e-01   0.00000000e+00   0.00000000e+00]]"
29,"[ 0.86199511 -1.18808379  0.49393332  0.00785646  0.0129624  -0.30684586
  0.18832904  0.31060247 -0.24459602 -0.05749544  0.        ]",-0.675441,[-0.68796046  0.03985776],-0.0328674073006,[-0.42782119 -0.11185837],[-0.60439628 -0.6701895 ],"[[  4.31768473e-01  -2.57763666e+00   1.50238620e-03  -3.59491707e-02]
 [  2.55720873e+00   1.40019975e-01   0.00000000e+00   0.00000000e+00]]"
30,"[ 0.8468374  -1.18494494  0.52562795 -0.00148708  0.0129624  -0.30684567
 -0.21685493  0.3374614  -0.22819672 -0.05066366  0.        ]",-0.688191,[ 1.00627586 -0.78561587],-0.0340869588458,[ 0.04943822  0.04637215],[-0.60439628 -0.6701895 ],"[[  4.55077377e-01  -2.57328087e+00   1.50238620e-03  -3.59491707e-02]
 [ -2.17072900e-01   2.95040361e-01   0.00000000e+00   0.00000000e+00]]"
31,"[ 0.82238865 -1.20291124  0.57310202  0.05328855  0.01296239 -0.30684548
  0.36198714 -0.20250918 -0.23511771 -0.01439278  0.        ]",-0.690302,[-1.33928268 -0.5089339 ],-0.0324849162265,[-0.71328473  0.13457242],[-0.60439628 -0.6701895 ],"[[  4.90501025e-01  -2.59864897e+00   1.50238620e-03  -3.59491707e-02]
 [  3.74623838e+00  -2.82145675e+00   0.00000000e+00   0.00000000e+00]]"
32,"[ 0.79699674 -1.25232047  0.61842837  0.22250508  0.01296238 -0.3068453
 -0.22707541 -0.54199387 -0.29290393  0.06201886  0.        ]",-0.662428,[-0.84444806  0.0868566 ],-0.0255601039756,[-0.03046953  0.69765604],[-0.60439628 -0.6701895 ],"[[  5.24958780e-01  -2.67473702e+00   1.50238620e-03  -3.59491707e-02]
 [ -2.87049570e-01  -4.78082925e+00   0.00000000e+00   0.00000000e+00]]"
33,"[ 0.82577842 -1.30238646  0.5667575   0.43400431  0.01296238 -0.30684511
 -0.71454328 -0.46602042 -0.39236874  0.13480671  0.        ]",-0.6121,[ 0.45193645  1.25459011],-0.0152997469308,[ 0.9173677   1.16686463],[-0.60439628 -0.6701895 ],"[[  4.85729953e-01  -2.76595412e+00   1.50238620e-03  -3.59491707e-02]
 [ -3.62472433e+00  -4.34234277e+00   0.00000000e+00   0.00000000e+00]]"
34,"[ 0.86190213 -1.32382742  0.49412327  0.54433     0.01296237 -0.30684493
 -0.44271917  0.23493432 -0.45057378  0.17348849  0.        ]",-0.611486,[ 0.85941019  1.20502226],-0.00986878843739,[ 0.36784357  0.54000008],[-0.60439628 -0.6701895 ],"[[  4.31908968e-01  -2.81220984e+00   1.50238620e-03  -3.59491707e-02]
 [ -1.76355932e+00  -2.96714142e-01   0.00000000e+00   0.00000000e+00]]"
35,"[ 0.86239599 -1.30839597  0.49305587  0.46339814  0.01296236 -0.30684474
  0.05934614  0.92201864 -0.42369651  0.13606709  0.        ]",-0.679564,[ 0.00852755 -0.43836258],-0.0122861612914,[-0.49729118 -0.5142504 ],[-0.60439628 -0.6701895 ],"[[  4.31128614e-01  -2.77835618e+00   1.50238620e-03  -3.59491707e-02]
 [  1.67405715e+00   3.66886257e+00   0.00000000e+00   0.00000000e+00]]"
36,"[ 0.84041692 -1.28014122  0.53849218  0.33361849  0.01296235 -0.30684456
  0.05942532  0.60869633 -0.36330468  0.08681936  0.        ]",-0.65077,[-0.4415356  0.7043427],-0.0185637483326,[-0.48203424 -0.25964308],[-0.60439628 -0.6701895 ],"[[  4.64615145e-01  -2.72312286e+00   1.50238620e-03  -3.59491707e-02]
 [  1.67459949e+00   1.86049642e+00   0.00000000e+00   0.00000000e+00]]"
37,"[ 0.82964268 -1.2422159   0.55943112  0.18535535  0.01296235 -0.30684437
 -0.20072169  1.08551865 -0.29735268  0.03139969  0.        ]",-0.701933,[ 0.16307083 -0.67697457],-0.0257516720224,[ 0.00304103 -0.57664931],[-0.60439628 -0.6701895 ],"[[  4.80235688e-01  -2.65830091e+00   1.50238620e-03  -3.59491707e-02]
 [ -1.06612967e-01   4.61252736e+00   0.00000000e+00   0.00000000e+00]]"
38,"[ 0.8265721  -1.19956369  0.56525287  0.04288258  0.01296234 -0.30684419
 -0.10613214  0.60526116 -0.23332903 -0.02083035  0.        ]",-0.654256,[ 0.2581131  0.8347836],-0.0328091693153,[-0.14246295 -0.26534712],[-0.60439628 -0.6701895 ],"[[  4.84601427e-01  -2.59386121e+00   1.50238620e-03  -3.59491707e-02]
 [  5.41035521e-01   1.84067996e+00   0.00000000e+00   0.00000000e+00]]"
39,"[ 0.81147373 -1.14814694  0.59302472 -0.10483578  0.01296233 -0.306844
  0.04154713  1.17164957 -0.15249937 -0.06115378  0.        ]",-0.704178,[-0.63642383 -0.19129327],-0.0410953973645,[-0.21641305 -0.90512848],[-0.60439628 -0.6701895 ],"[[  5.05567568e-01  -2.52424896e+00   1.50238620e-03  -3.59491707e-02]
 [  1.55218610e+00   5.10965016e+00   0.00000000e+00   0.00000000e+00]]"
