timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.9616579   1.46595176 -0.15573004  1.2401716  -0.91906744 -1.42651097
 -0.21933474  0.2968934   2.34936434  2.07682643  0.        ]",-2.47535,[-3.19990288 -0.9815338 ],-0.359051519809,[-2.51624489 -1.75561905],[-0.42861235 -0.38275084],"[[ 0.0046406   0.0557371  -0.10574857 -0.16421115]
 [ 0.00185194  0.0028909   0.          0.        ]]"
1,"[ 0.9607304   1.46774855 -0.21647339  1.14413638 -0.91906574 -1.42650663
 -0.69989053 -0.30317234  2.35045408  1.93510309  0.        ]",-2.39119,[-2.80520532 -1.22236855],-0.353324622651,[-2.15146041 -1.15079427],[-0.42861235 -0.38275084],"[[-0.03499809  0.01681555 -0.10574857 -0.16421115]
 [-3.95255761 -3.88210299  0.          0.        ]]"
2,"[ 0.94371099  1.46157811 -0.39634233  0.85668684 -0.91906404 -1.42650229
 -1.17094287 -0.90265439  2.30902231  1.51611703  0.        ]",-2.22502,[-0.97708377  0.05124677],-0.333965981626,[-1.59144223 -0.46948892],[-0.42861235 -0.38275084],"[[-0.1529403  -0.09976804 -0.10574857 -0.16421115]
 [-7.82877745 -7.76332287  0.          0.        ]]"
3,"[ 0.87009522  1.42778898 -0.68371636  0.48829943 -0.91906234 -1.42649795
 -1.62187687 -0.8473392   2.12463658  0.9176078   0.        ]",-1.91398,[-0.3032874   0.29727609],-0.298609816899,[-0.85116845 -0.08817845],[-0.42861235 -0.38275084],"[[ -0.34674603  -0.25144152  -0.10574857  -0.16421115]
 [-11.53947451  -7.40520686   0.           0.        ]]"
4,"[ 0.70386208  1.37389036 -1.01212658  0.17243644 -0.91906064 -1.4264936
 -1.74003089 -0.64279568  1.76436427  0.35008427  0.        ]",-1.48443,[ 0.1763579   1.40183997],-0.251487348791,[-0.16046804  0.16045517],[-0.42861235 -0.38275084],"[[ -0.58729105  -0.38625905  -0.10574857  -0.16421115]
 [-12.51180046  -6.08094319   0.           0.        ]]"
5,"[ 0.46361932  1.33129125 -1.2918642  -0.00887843 -0.91905894 -1.42648926
 -1.62537215 -0.01262464  1.33466438 -0.02275952  0.        ]",-1.1,[-0.10656874 -0.34572522],-0.203904987813,[  2.20383793e-01  -4.23192978e-05],[-0.42861235 -0.38275084],"[[ -0.82806154  -0.46694303  -0.10574857  -0.16421115]
 [-11.56834127  -2.00104951   0.           0.        ]]"
6,"[ 0.17340354  1.29902815 -1.50091687 -0.12487789 -0.91905724 -1.42648492
 -1.6487508  -0.21789343  0.88250539 -0.22291052  0.        ]",-0.520243,[ 0.99367061 -0.3941792 ],-0.156852180459,[ 0.67107981  0.42608821],[-0.42861235 -0.38275084],"[[ -1.06135888  -0.52029802  -0.10574857  -0.16421115]
 [-11.7607713   -3.33001405   0.           0.        ]]"
7,"[-0.09880905  1.24361807 -1.61964497 -0.29544099 -0.91905554 -1.42648058
 -1.14271867 -0.44898083  0.45280082 -0.25990487  0.        ]",-0.304014,[ 0.53674344  0.69193049],-0.111876953562,[ 0.53177053  0.5442304 ],[-0.42861235 -0.38275084],"[[-1.25479519 -0.60190923 -0.10574857 -0.16421115]
 [-7.59672349 -4.82613546  0.          0.        ]]"
8,"[-0.29111666  1.1920192  -1.66884644 -0.43065444 -0.91905384 -1.42647624
 -0.86654033 -0.01114894  0.15825559 -0.20460558  0.        ]",-0.34001,[ 0.16751641 -1.33274713],-0.079694840099,[ 0.52864683  0.31119436],[-0.42861235 -0.38275084],"[[-1.38392819 -0.6699911  -0.10574857 -0.16421115]
 [-5.32410128 -1.99150407  0.          0.        ]]"
9,"[-0.44158294  1.12621138 -1.68957805 -0.5789039  -0.91905214 -1.4264719
 -0.77306063 -0.61667867 -0.07872575 -0.10078705  0.        ]",-0.304034,[ 0.95828979 -0.43144478],-0.0520050061623,[ 0.7665562   0.95555937],[-0.42861235 -0.38275084],"[[-1.48269197 -0.74915534 -0.10574857 -0.16421115]
 [-4.55487972 -5.91185427  0.          0.        ]]"
