timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.98066078  1.37910572 -0.14928183  1.0362753   1.51534026 -0.47841377
 -0.20469931  0.28973903 -0.18108614  0.7389414   0.        ]",-0.909846,[-2.15594921 -0.43871407],-0.0596274030938,[-1.08897853 -1.44725776],[-0.4799175  -0.48865762],"[[-0.00250891 -0.06898776  0.17350209 -0.05547746]
 [-0.00058269  0.00376015  0.          0.        ]]"
1,"[ 0.97930335  1.3773622  -0.20950364  0.99330498  1.51533627 -0.4784133
 -0.72333759  0.01039201 -0.18794514  0.61327565  0.        ]",-0.731481,[-0.04631618 -0.42078987],-0.0513952655014,[ 0.0884681 -0.7170639],[-0.4799175  -0.48865762],"[[-0.04220423 -0.08632704  0.17350209 -0.05547746]
 [-3.95578434 -1.73190756  0.          0.        ]]"
2,"[ 0.96923629  1.3699947  -0.33071303  0.86731526  1.51533228 -0.47841283
 -0.73702144 -0.25224093 -0.22096391  0.34067886  0.        ]",-0.517294,[ 0.53039562  0.70873545],-0.0354074368556,[ 0.66210419 -0.27257842],[-0.4799175  -0.48865762],"[[-0.12236696 -0.13733776  0.17350209 -0.05547746]
 [-4.06014584 -3.36372564  0.          0.        ]]"
3,"[ 0.9554991   1.36223369 -0.41973922  0.77289617  1.51532829 -0.47841236
 -0.45150398  0.21000369 -0.26095615  0.14221974  0.        ]",-0.610112,[ 0.68198243 -1.9969063 ],-0.0279161513596,[ 0.30869746 -0.7737397 ],[-0.4799175  -0.48865762],"[[-0.18172363 -0.17579595  0.17350209 -0.05547746]
 [-1.88276192 -0.49166301  0.          0.        ]]"
4,"[ 0.95260324  1.34948207 -0.43494575  0.65239749  1.5153243  -0.47841189
 -0.09265628 -0.42587539 -0.28655808  0.05508705  0.        ]",-0.500346,[ 1.32033321 -0.82910554],-0.0265169280184,[ 0.08602965 -0.32915306],[-0.4799175  -0.48865762],"[[-0.19192159 -0.22526995  0.17350209 -0.05547746]
 [ 0.85384737 -4.44256594  0.          0.        ]]"
5,"[ 0.9666906   1.30541037 -0.35019232  0.36418939  1.51532031 -0.47841142
  0.42402538 -0.9403272  -0.30720043  0.04538997  0.        ]",-0.45968,[-0.58593747 -0.0364476 ],-0.0247536653841,[-0.49353945  0.02544631],[-0.4799175  -0.48865762],"[[-0.13531084 -0.3461924   0.17350209 -0.05547746]
 [ 4.79411539 -7.63901034  0.          0.        ]]"
6,"[ 0.97756356  1.22447065 -0.24198139  0.01834701  1.51531632 -0.47841095
  0.10763448 -0.93906538 -0.34300373  0.03813077  0.        ]",-0.445208,[-0.16239527  0.22013933],-0.0215730970012,[-0.09050024  0.42221445],[-0.4799175  -0.48865762],"[[-0.06363691 -0.49889391  0.17350209 -0.05547746]
 [ 2.38128966 -7.63117904  0.          0.        ]]"
7,"[ 0.98025326  1.1251514  -0.18027276 -0.27929817  1.51531233 -0.47841048
  0.01715874 -0.77441782 -0.40307118 -0.0243659   0.        ]",-0.422269,[-0.25514045  0.70285392],-0.0196233739868,[-0.00430348  0.57946002],[-0.4799175  -0.48865762],"[[-0.02293383 -0.6412534   0.17350209 -0.05547746]
 [ 1.69131392 -6.60818317  0.          0.        ]]"
8,"[ 0.98065343  1.04014688 -0.14483604 -0.47607883  1.51530834 -0.47841002
 -0.11972475 -0.30539072 -0.45718344 -0.07775276  0.        ]",-0.392023,[ 0.15961805  1.33495351],-0.0203685226908,[ 0.07673296  0.43735111],[-0.4799175  -0.48865762],"[[  4.18730741e-04  -7.44177935e-01   1.73502085e-01  -5.54774557e-02]
 [  6.47428583e-01  -3.69398737e+00   0.00000000e+00   0.00000000e+00]]"
9,"[ 0.98035967  1.01033123 -0.11578691 -0.5362373   1.51530435 -0.47840955
 -0.03876866  0.34362583 -0.46765943 -0.06834057  0.        ]",-0.466655,[ 0.22489005 -1.16675999],-0.0192719523414,[-0.3974025  -0.27182144],[-0.4799175  -0.48865762],"[[ 0.0195615  -0.77759809  0.17350209 -0.05547746]
 [ 1.26480558  0.33853422  0.          0.        ]]"
