timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.9699482   1.34575306  0.01662694 -0.63023055  1.43190228  1.66159975
  0.7116041  -0.32106727 -0.17570685 -2.12306566  0.        ]",-2.09685,[ 2.43620614  1.29887002],-0.217303607516,[ 2.50499582  1.21506214],[-0.32032505 -0.32114163],"[[-0.04231435 -0.08324189  0.16384655  0.19454606]
 [-0.00234913 -0.00203155  0.          0.        ]]"
1,"[ 0.97124258  1.34860335  0.07822028 -0.5310827   1.43189943  1.66159566
  0.91181284  0.31367194 -0.16864101 -1.99501559  0.        ]",-1.98713,[ 2.97317244  0.70937711],-0.205138339888,[ 1.74340582  0.15337226],[-0.32032505 -0.32114163],"[[ -2.68576035e-03  -4.35696851e-02   1.63846549e-01   1.94546059e-01]
 [  3.95204399e+00   3.95606581e+00   0.00000000e+00   0.00000000e+00]]"
2,"[ 0.96160551  1.34743121  0.26118684 -0.26450041  1.43189658  1.66159158
  1.10808541  0.75130901 -0.18793421 -1.6269123   0.        ]",-1.72862,[ 0.90463957 -0.60047373],-0.169304623483,[ 0.73751777 -0.99653971],[-0.32032505 -0.32114163],"[[ 0.11525067  0.06293269  0.16384655  0.19454606]
 [ 7.82870268  6.68507875  0.          0.        ]]"
3,"[ 0.90365292  1.33303807  0.55104039  0.00523824  1.43189373  1.6615875
  1.28148214  0.34857591 -0.31078129 -1.12351532  0.        ]",-1.32258,[-0.97490008 -1.66253287],-0.117524942491,[-0.26698691 -1.38884604],[-0.32032505 -0.32114163],"[[  0.30618714   0.17143711   0.16384655   0.19454606]
 [ 11.2535477    4.17372634   0.           0.        ]]"
4,"[ 0.80000374  1.32369525  0.81458161  0.11075466  1.43189087  1.66158342
  1.07503188 -0.29941521 -0.48824768 -0.74224045  0.        ]",-0.865727,[-0.08063139 -0.8683581 ],-0.07662487522,[-0.21751752 -1.02449024],[-0.32032505 -0.32114163],"[[ 0.49034635  0.21436968  0.16384655  0.19454606]
 [ 7.17592634  0.13299891  0.          0.        ]]"
5,"[ 0.69289182  1.33082156  0.99743624  0.03252697  1.43188802  1.66157934
  1.05176075 -0.85120481 -0.61873421 -0.53665021  0.        ]",-0.655957,[ 0.1834207  -0.08210659],-0.0563599007988,[-0.36155766 -0.68366063],[-0.32032505 -0.32114163],"[[ 0.6292536   0.18250658  0.16384655  0.19454606]
 [ 6.71632083 -3.30784019  0.          0.        ]]"
6,"[ 0.56176439  1.34233466  1.16419047 -0.13776478  1.43188517  1.66157526
  1.08177376 -0.89287939 -0.74462153 -0.37535345  0.        ]",-0.676256,[-1.15605571 -1.28650039],-0.0457161784125,[-0.76372325 -0.90372789],[-0.32032505 -0.32114163],"[[ 0.769528    0.1137423   0.16384655  0.19454606]
 [ 7.30914578 -3.56771984  0.          0.        ]]"
7,"[ 0.44997178  1.34965925  1.27532442 -0.41352736  1.43188231  1.66157118
  0.87424382 -1.51627585 -0.80578298 -0.30669273  0.        ]",-0.540222,[-0.02918243 -0.1643211 ],-0.0443686260685,[-0.12860222  0.03932431],[-0.32032505 -0.32114163],"[[  8.74584841e-01   3.38458371e-03   1.63846549e-01   1.94546059e-01]
 [  3.21018831e+00  -7.45509605e+00   0.00000000e+00   0.00000000e+00]]"
8,"[ 0.37860988  1.33678937  1.33518809 -0.79814294  1.43187946  1.66156709
  0.86519291 -1.59693192 -0.7842464  -0.33651319  0.        ]",-0.516053,[-0.37388126 -0.1846597 ],-0.0450423059911,[-0.00882922  0.3672092 ],[-0.32032505 -0.32114163],"[[ 0.93699521 -0.15076387  0.16384655  0.19454606]
 [ 3.03144085 -7.95807208  0.          0.        ]]"
9,"[ 0.32483056  1.29358084  1.37550059 -1.19950312  1.43187661  1.66156301
  0.787282   -1.68882162 -0.74171081 -0.40988151  0.        ]",-0.445488,[ 0.36377292 -0.06300293],-0.0485685251098,[ 0.35518366  0.84504545],[-0.32032505 -0.32114163],"[[ 0.98218472 -0.31567467  0.16384655  0.19454606]
 [ 1.49261939 -8.53110252  0.          0.        ]]"
10,"[ 0.27088966  1.21765426  1.41221114 -1.59422956  1.43187376  1.66155893
  0.85864555 -1.70181975 -0.70598884 -0.50284483  0.        ]",-0.517071,[-0.62894015  1.22724945],-0.055427805604,[ 0.30482256  1.05969203],[-0.32032505 -0.32114163],"[[ 1.02617934 -0.4871103   0.16384655  0.19454606]
 [ 2.9021577  -8.61218313  0.          0.        ]]"
11,"[ 0.23011631  1.13980099  1.43767075 -1.87284898  1.4318709   1.66155485
  0.72968614 -1.03935251 -0.6867508  -0.58283706  0.        ]",-0.526109,[ 0.75955932  0.50467234],-0.0623670898374,[ 0.41312891  0.60819745],[-0.32032505 -0.32114163],"[[ 1.0586667  -0.61790615  0.16384655  0.19454606]
 [ 0.35506338 -4.48118197  0.          0.        ]]"
