timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.8993335   1.03661927  0.12367197 -0.10123004 -0.48046332  0.262596
  0.59525005 -0.26793995  1.77979383 -0.1271923   0.        ]",-2.48961,[ 1.24291838  2.47677498],-0.264953342007,[ 1.0508939   2.74590874],[-0.50823784 -0.49873051],"[[ 0.04605859  0.08093349 -0.05566556  0.03070534]
 [ 0.00168052  0.00050533  0.          0.        ]]"
1,"[ 0.89518202  1.03211309  0.18517253 -0.01091229 -0.48046312  0.26259591
  0.78577652  0.4389787   1.76307549  0.0315829   0.        ]",-2.36898,[-1.3017624   1.47367119],-0.262963916894,[-0.24952942  2.01813364],[-0.50823784 -0.49873051],"[[ 0.08576706  0.12065591 -0.05566556  0.03070534]
 [ 3.95601027  3.95855045  0.          0.        ]]"
2,"[ 0.88875076  1.00832282  0.24480203  0.2545634  -0.48046292  0.26259581
  0.59133351  1.13245153  1.71179345  0.28899538  0.        ]",-2.26863,[-1.03900649  1.63620185],-0.258553983777,[-0.29242975  1.63991046],[-0.50823784 -0.49873051],"[[ 0.1243968   0.23878404 -0.05566556  0.03070534]
 [-0.07959111  7.84131511  0.          0.        ]]"
3,"[ 0.89553586  0.93589549  0.18107145  0.67462501 -0.48046272  0.26259572
  0.40073777  1.81218057  1.64562787  0.43018724  0.        ]",-2.16642,[-0.55157937  1.13138625],-0.252975635265,[-0.27355477  1.37018585],[-0.50823784 -0.49873051],"[[  0.08311574   0.4337956   -0.05566556   0.03070534]
 [ -4.03534503  11.64713835   0.           0.        ]]"
4,"[ 0.90073718  0.77219085  0.02318068  1.19359965 -0.48046252  0.26259562
  0.29938607  2.47830631  1.54644933  0.49458777  0.        ]",-2.04057,[ 0.4723935   0.20174853],-0.243637375035,[-0.3862296   1.04510093],[-0.50823784 -0.49873051],"[[ -0.01869653   0.70415973  -0.05566556   0.03070534]
 [ -6.1388663   15.37681831   0.           0.        ]]"
5,"[ 0.88931248  0.50622383 -0.13594102  1.65744793 -0.48046232  0.26259553
  0.39529585  2.56647667  1.37950672  0.56970055  0.        ]",-1.88116,[ 0.55541501  0.16634569],-0.227819544562,[-0.73667502  0.58637428],[-0.50823784 -0.49873051],"[[ -0.12150267   1.01664933  -0.05566556   0.03070534]
 [ -4.1482855   15.87052295   0.           0.        ]]"
6,"[ 0.87491617  0.17363069 -0.22813026  1.93755712 -0.48046212  0.26259543
  0.50516832  2.62788032  1.13159089  0.68206548  0.        ]",-1.6717,[-0.74262584 -0.23873876],-0.205038596135,[-1.26493275 -0.08659288],[-0.50823784 -0.49873051],"[[ -0.18158994   1.33750931  -0.05566556   0.03070534]
 [ -1.86791316  16.21436328   0.           0.        ]]"
7,"[ 0.85243138 -0.17514524 -0.32891145  1.99246064 -0.48046192  0.26259534
  0.36538686  2.40179607  0.86596987  0.69799289  0.        ]",-1.53552,[-1.17340506 -0.52621716],-0.179251698917,[-0.84722084 -0.12285885],[-0.50823784 -0.49873051],"[[ -0.24805434   1.64909662  -0.05566556   0.03070534]
 [ -4.76902911  14.94853835   0.           0.        ]]"
8,"[ 0.78649244 -0.47710778 -0.52673218  1.85822184 -0.48046172  0.26259524
  0.17924747  1.97685172  0.6746636   0.55642559  0.        ]",-1.31312,[-0.26432381 -0.12943041],-0.157312926735,[-0.41761756  0.28701854],[-0.50823784 -0.49873051],"[[ -0.38219423   1.92419616  -0.05566556   0.03070534]
 [ -8.63228923  12.5692707    0.           0.        ]]"
9,"[ 0.65550722 -0.72081743 -0.77711022  1.60394665 -0.48046152  0.26259515
  0.13705614  1.84082805  0.52702483  0.35247769  0.        ]",-1.17867,[-0.00555377 -1.09736147],-0.138929114938,[-0.53353411  0.35108078],[-0.50823784 -0.49873051],"[[ -0.56362554   2.16794041  -0.05566556   0.03070534]
 [ -9.50795519  11.80768147   0.           0.        ]]"
10,"[ 0.47284909 -0.88870146 -1.00829505  1.32062198 -0.48046132  0.26259505
  0.14505688  1.09183515  0.40852285  0.1640805   0.        ]",-1.04159,[ 0.27292519 -0.01828764],-0.124863706397,[-0.37852216  0.53235805],[-0.50823784 -0.49873051],"[[-0.75211844  2.36201763 -0.05566556  0.03070534]
 [-9.34190142  7.61402748  0.          0.        ]]"
