timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.894793    0.93180297 -0.0342881  -0.49646363 -0.0167492  -0.17519223
  0.44729867 -0.24428476  1.40884129  0.06381655  0.        ]",-3.28275,[ 0.10703281  1.93527862],-0.211161102804,[-0.17510578  1.49807477],[-0.8672421  -0.86108595],"[[-0.03989653 -0.043969   -0.00151264 -0.02016036]
 [-0.00031967 -0.00271677  0.          0.        ]]"
1,"[ 0.89505853  0.93299696 -0.02781499 -0.41743843 -0.0167492  -0.1751922
  0.46890438  0.56180124  1.41248222  0.14937609  0.        ]",-3.01034,[-1.3919143   0.65281457],-0.211712721823,[-1.16020775  1.04599106],[-0.8672421  -0.86108595],"[[ -3.56701186e-02  -4.29660220e-03  -1.51264356e-03  -2.01603551e-02]
 [  4.21561151e-01   3.95676078e+00   0.00000000e+00   0.00000000e+00]]"
2,"[ 0.89237947  0.92677502 -0.07580333 -0.20993739 -0.01674919 -0.17519217
  0.26583496  1.07240499  1.41094566  0.22932558  0.        ]",-2.94277,[-1.43022874  0.83643376],-0.211918832162,[-0.71023226  1.01040649],[-0.8672421  -0.86108595],"[[ -6.70228294e-02   1.00003028e-01  -1.51264356e-03  -2.01603551e-02]
 [ -3.54362754e+00   6.46483686e+00   0.00000000e+00   0.00000000e+00]]"
3,"[ 0.87013732  0.89067094 -0.24286769  0.10582201 -0.01674919 -0.17519214
  0.06676681  1.72090227  1.39164909  0.14345225  0.        ]",-2.93151,[-0.45141839  1.07584504],-0.209895022742,[-0.15716416  0.99313951],[-0.8672421  -0.86108595],"[[ -1.76895300e-01   2.61260206e-01  -1.51264356e-03  -2.01603551e-02]
 [ -7.43068672e+00   9.65024644e+00   0.00000000e+00   0.00000000e+00]]"
4,"[  7.99719196e-01   7.84981747e-01  -4.87125442e-01   5.32574857e-01
  -1.67491893e-02  -1.75192115e-01  -1.72392546e-02   2.48821424e+00
   1.33290683e+00   4.43217579e-04   0.00000000e+00]",-2.77213,[-0.2754301   0.67559108],-0.204508792371,[-0.21595898  0.76944244],[-0.8672421  -0.86108595],"[[ -3.41966843e-01   4.92081342e-01  -1.51264356e-03  -2.01603551e-02]
 [ -9.07101190e+00   1.34192809e+01   0.00000000e+00   0.00000000e+00]]"
5,"[ 0.66558291  0.56826057 -0.7513188   0.99907632 -0.01674919 -0.17519209
 -0.06390576  2.97873816  1.21372815 -0.10159518  0.        ]",-2.55741,[-0.55921958 -0.07132826],-0.194214098945,[-0.30318731 -0.04490486],[-0.8672421  -0.86108595],"[[ -5.32529598e-01   7.84642241e-01  -1.51264356e-03  -2.01603551e-02]
 [ -9.98223482e+00   1.58287490e+01   0.00000000e+00   0.00000000e+00]]"
6,"[ 0.44670982  0.2565981  -1.02057018  1.36266906 -0.01674918 -0.17519206
 -0.16711536  2.85747323  1.02772056 -0.23266153  0.        ]",-2.44,[ 0.19824852 -0.80199372],-0.178468107478,[ 0.22507587 -0.33304951],[-0.8672421  -0.86108595],"[[ -7.52393435e-01   1.09524168e+00  -1.51264356e-03  -2.01603551e-02]
 [ -1.19975334e+01   1.52331172e+01   0.00000000e+00   0.00000000e+00]]"
7,"[ 0.15575374 -0.05966029 -1.24782119  1.54173091 -0.01674918 -0.17519203
 -0.11476684  2.14942224  0.8073324  -0.40751408  0.        ]",-2.4167,[ 0.83836013 -0.97464815],-0.160575243104,[ 0.59914339 -0.33047429],[-0.8672421  -0.86108595],"[[ -9.82088201e-01   1.36500859e+00  -1.51264356e-03  -2.01603551e-02]
 [ -1.09753626e+01   1.17551835e+01   0.00000000e+00   0.00000000e+00]]"
8,"[-0.11323049 -0.29993266 -1.38204211  1.5836368  -0.01674918 -0.175192
  0.06628857  1.31615912  0.61551432 -0.53391224  0.        ]",-2.40511,[ 0.57115717 -0.47037629],-0.145551320153,[ 0.57167321 -0.28437224],[-0.8672421  -0.86108595],"[[ -1.16612498e+00   1.55904529e+00  -1.51264356e-03  -2.01603551e-02]
 [ -7.44002778e+00   7.66219959e+00   0.00000000e+00   0.00000000e+00]]"
9,"[-0.30856793 -0.46552879 -1.44613128  1.56913715 -0.01674918 -0.17519197
  0.1896015   0.90599107  0.47559507 -0.58830639  0.        ]",-2.36876,[ 0.71065607 -0.61229459],-0.134515440663,[ 0.37898189 -0.29131976],[-0.8672421  -0.86108595],"[[ -1.29076727e+00   1.69207435e+00  -1.51264356e-03  -2.01603551e-02]
 [ -5.03218729e+00   5.64745607e+00   0.00000000e+00   0.00000000e+00]]"
