timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.12732126  1.96108965  0.06413548 -0.71633434 -1.54842798 -1.45412469
  0.82885162 -0.35937055  2.55224052  1.42270903  0.        ]",-1.3916,[-2.20362407 -0.59679405],-0.424203390135,[-2.13836455  0.43858477],[-0.13704903 -0.23108023],"[[-0.01313139  0.02079186 -0.17956235 -0.16839581]
 [ 0.00183305 -0.00185624  0.          0.        ]]"
1,"[ 1.12551263  1.9613558   0.00435783 -0.78471188 -1.54842035 -1.45411812
  0.61160194 -0.69754442  2.55005444  1.3301716   0.        ]",-1.55301,[-1.72027081  2.16169539],-0.419721986118,[-1.77748489  0.67286319],[-0.13704903 -0.23108023],"[[ -5.27763791e-02  -2.93878939e-03  -1.79562349e-01  -1.68395810e-01]
 [ -3.95316611e+00  -2.36334396e+00   0.00000000e+00   0.00000000e+00]]"
2,"[ 1.10733449  1.96128173 -0.17243763 -0.80503798 -1.54841272 -1.45411155
  0.39851409 -0.12359739  2.52874604  1.11529959  0.        ]",-1.29555,[-2.70060825  0.73491478],-0.408125432966,[-1.53683019  0.76295066],[-0.13704903 -0.23108023],"[[-0.17076132 -0.00999322 -0.17956235 -0.16839581]
 [-7.83240597  1.64453934  0.          0.        ]]"
3,"[ 1.03612151  1.95956257 -0.45538207 -0.62708759 -1.54840509 -1.45410498
  0.18966485  0.28866937  2.46544599  0.83640579  0.        ]",-1.25816,[-1.11041525  0.52660423],-0.390271466445,[-1.08583832  0.9787119 ],[-0.13704903 -0.23108023],"[[ -0.36555682   0.05178229  -0.17956235  -0.16839581]
 [-11.63448453   4.52340609   0.           0.        ]]"
4,"[ 0.85753679  1.94395616 -0.81177694 -0.31063384 -1.54839745 -1.45409841
 -0.0150379   0.57463915  2.32304776  0.49919362  0.        ]",-1.20234,[-0.4210864   1.01981982],-0.362749108294,[-0.46977028  1.28217244],[-0.13704903 -0.23108023],"[[ -0.63563637   0.1622866   -0.17956235  -0.16839581]
 [-15.36107681   6.52034153   0.           0.        ]]"
5,"[ 0.54199184  1.88951744 -1.14899656  0.16062209 -1.54838982 -1.45409184
 -0.08994197  1.12321805  2.09431293  0.18917433  0.        ]",-1.0302,[-0.01792909  1.40366859],-0.327136267834,[-0.11650153  1.40683579],[-0.13704903 -0.23108023],"[[ -0.9565392    0.33112902  -0.17956235  -0.16839581]
 [-16.72469795  10.35109128   0.           0.        ]]"
6,"[ 0.13055323  1.7482     -1.36504481  0.79288613 -1.54838219 -1.45408527
 -0.07576769  1.66080731  1.83542435  0.00417005  0.        ]",-0.745936,[ 0.24637034  2.44629831],-0.290654075203,[-0.10924923  1.34120393],[-0.13704903 -0.23108023],"[[ -1.28844391   0.57581684  -0.17956235  -0.16839581]
 [-16.46665944  14.1051394    0.           0.        ]]"
7,"[-0.301373    1.46657959 -1.4239113   1.47175994 -1.54837456 -1.4540787
 -0.00443896  2.18766548  1.61031679 -0.02696595  0.        ]",-0.399853,[-1.80662628  0.0080674 ],-0.259611894878,[-0.40086812  1.11791778],[-0.13704903 -0.23108023],"[[ -1.6047489    0.89483424  -0.17956235  -0.16839581]
 [-15.16813324  17.78432671   0.           0.        ]]"
8,"[-0.7593407   1.05985091 -1.32047469  1.95594579 -1.54836693 -1.45407213
 -0.20535847  2.1417867   1.37658623  0.03993499  0.        ]",-0.251664,[-0.55561083  1.16705298],-0.227386861933,[-0.59485191  0.93172187],[-0.13704903 -0.23108023],"[[ -1.94480837   1.24730917  -0.17956235  -0.16839581]
 [-18.8258362   17.46407386   0.           0.        ]]"
9,"[-1.2153263   0.55784021 -1.00035312  2.09984911 -1.5483593  -1.45406556
 -0.30580618  2.6590817   1.13263471  0.2129761   0.        ]",-0.126814,[-0.65694636  0.0381562 ],-0.195294117434,[-1.10372496  0.54114658],[-0.13704903 -0.23108023],"[[ -2.33967171   1.63283732  -0.17956235  -0.16839581]
 [-20.65447194  21.07660925   0.           0.        ]]"
