timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.89079922  0.97262916 -0.02429805 -0.18481952 -0.61449362 -0.87270725
  0.53639503 -0.25345224  2.04359611  1.3966586   0.        ]",-3.15044,[-3.62282589 -0.46630164],-0.29771060678,[-3.8674531  -0.24572387],[-0.60063428 -0.60268682],"[[-0.04000394  0.06057876 -0.07079615 -0.10094876]
 [-0.00412667  0.00338862  0.          0.        ]]"
1,"[ 0.88689165  0.97373483 -0.085549   -0.22423106 -0.61449341 -0.87270687
  0.34540338 -0.60122183  2.040517    1.25045487  0.        ]",-3.02853,[-3.58908538 -0.1930866 ],-0.294139524971,[-3.07360029 -0.01150888],[-0.60063428 -0.60268682],"[[-0.07976898  0.04213613 -0.07079615 -0.10094876]
 [-3.95920998 -1.84150897  0.          0.        ]]"
2,"[ 0.86008115  0.97476909 -0.2659206  -0.31861424 -0.61449321 -0.8727065
  0.1581687  -0.7381853   2.00111751  0.83600465  0.        ]",-2.67357,[-1.43820949  0.13623562],-0.282974200984,[-1.84022737  0.3383075 ],[-0.60063428 -0.60268682],"[[ -1.97855104e-01  -1.98406593e-03  -7.07961540e-02  -1.00948755e-01]
 [ -7.83649375e+00  -2.56809320e+00   0.00000000e+00   0.00000000e+00]]"
3,"[ 0.76712208  0.97345819 -0.5531676  -0.41577706 -0.614493   -0.87270612
 -0.02538765 -0.62663511  1.85425261  0.22046444  0.        ]",-2.4428,[ 0.28130749  0.73042571],-0.263176569049,[ 0.03589275  0.76979542],[-0.60063428 -0.60268682],"[[ -0.39272265  -0.04740855  -0.07079615  -0.10094876]
 [-11.63760607  -1.97632755   0.           0.        ]]"
4,"[ 0.59411446  0.97283759 -0.84916642 -0.43740362 -0.61449279 -0.87270574
  0.0394113  -0.07416456  1.6037388  -0.3519676   0.        ]",-2.29595,[ 0.55418789  0.52615734],-0.24017684469,[ 0.80680513  0.89096105],[-0.60063428 -0.60268682],"[[ -0.6120115   -0.05752922  -0.07079615  -0.10094876]
 [-10.29573975   0.95449386   0.           0.        ]]"
5,"[ 0.40133228  0.97458626 -1.06301261 -0.35231631 -0.61449258 -0.87270537
  0.15507352  0.31482326  1.36927976 -0.7099655   0.        ]",-2.11667,[ 0.48405319  1.3646186 ],-0.222347272038,[ 0.72769803  0.90385687],[-0.60063428 -0.60268682],"[[-0.79389506 -0.01773501 -0.07079615 -0.10094876]
 [-7.90058968  3.01804968  0.          0.        ]]"
6,"[ 0.23033037  0.97086796 -1.20068409 -0.13963938 -0.61449238 -0.87270499
  0.25501536  1.04980438  1.22739362 -0.87530387  0.        ]",-1.94165,[-0.1852348   0.03261576],-0.212349623179,[-0.08833206  0.42659563],[-0.60063428 -0.60268682],"[[-0.93114188  0.08174623 -0.07079615 -0.10094876]
 [-5.83097934  6.91707924  0.          0.        ]]"
7,"[ 0.06158068  0.94660565 -1.30420514  0.15263219 -0.61449217 -0.87270462
  0.22519813  1.04837384  1.13260179 -0.95390681  0.        ]",-1.93916,[ 0.58872006  1.12289928],-0.205511132032,[ 0.08039416  0.44548655],[-0.60063428 -0.60268682],"[[-1.05395655  0.22001176 -0.07079615 -0.10094876]
 [-6.4484373   6.90949318  0.          0.        ]]"
8,"[-0.0914874   0.8841041  -1.37632546  0.5121135  -0.61449196 -0.87270424
  0.34375284  1.76880166  1.09426898 -0.94166661  0.        ]",-1.72053,[-1.6426985   0.54370992],-0.201785864575,[-0.95049483 -0.16697583],[-0.60063428 -0.60268682],"[[ -1.15829343   0.39654721  -0.07079615  -0.10094876]
 [ -3.9933897   10.73132525   0.           0.        ]]"
9,"[-0.27435273  0.75002369 -1.43967363  0.94743961 -0.61449176 -0.87270386
  0.15649205  2.13482065  1.06348671 -0.8632065   0.        ]",-1.71088,[-0.38665627 -0.86317441],-0.197235457575,[-0.82626277 -0.3718808 ],[-0.60063428 -0.60268682],"[[ -1.27706806   0.63065609  -0.07079615  -0.10094876]
 [ -7.87120759  12.67304858   0.           0.        ]]"
