timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.90146495  1.0446723   0.10466891 -0.18542529 -1.0317889   1.71694631
  0.59859096 -0.27002061  2.40123382 -2.32465326  0.        ]",-3.3709,[ 5.58570239  4.5208707 ],-0.378653709422,[ 5.87666464  5.27899027],[-0.49720865 -0.48695147],"[[ 0.03238039  0.04382831 -0.11939884  0.19901501]
 [-0.00042204 -0.00425924  0.          0.        ]]"
1,"[ 0.8981878   1.04183488  0.1661729  -0.09473309 -1.03178817  1.71694398
  0.78922693  0.43484827  2.38940774 -2.1662506   0.        ]",-3.29165,[ 5.33943038  3.99682422],-0.371498467222,[ 5.20847654  4.49209833],[-0.49720865 -0.48695147],"[[ 0.07204714  0.08345637 -0.11939884  0.19901501]
 [ 3.9539395   3.95387864  0.          0.        ]]"
2,"[ 0.87380405  1.02298692  0.34767379  0.17299947 -1.03178744  1.71694165
  0.9760976   1.12576445  2.30633082 -1.70647391  0.        ]",-3.16521,[ 3.67995475  3.13692278],-0.347889900736,[ 4.03763771  3.60546398],[-0.49720865 -0.48695147],"[[ 0.19001726  0.20146115 -0.11939884  0.19901501]
 [ 7.83020179  7.833669    0.          0.        ]]"
3,"[ 0.78657744  0.95851671  0.63717923  0.59933391 -1.03178671  1.71693932
  1.15929201  1.80299218  2.0233851  -1.02709987  0.        ]",-2.84664,[ 1.36027751  2.23729784],-0.302136013499,[ 2.14723563  2.06308365],[-0.49720865 -0.48695147],"[[  0.38474679   0.39629078  -0.11939884   0.19901501]
 [ 11.63021317  11.63660321   0.           0.        ]]"
4,"[ 0.57497977  0.80491722  0.99993256  1.13180606 -1.03178597  1.71693699
  1.33891542  2.46677659  1.39737815 -0.36786512  0.        ]",-2.39715,[-0.18510505 -1.25435258],-0.22809058109,[-0.06204383 -0.39019951],[-0.49720865 -0.48695147],"[[  0.65473194   0.66642218  -0.11939884   0.19901501]
 [ 15.35615929  15.36406931   0.           0.        ]]"
5,"[ 0.23824325  0.59224466  1.31876385  1.55376818 -1.03178524  1.71693466
  1.28911397  1.70741787  0.59740438 -0.13376813  0.        ]",-1.54516,[-0.55233141 -0.39562039],-0.144293850036,[-0.94597059 -1.6486032 ],[-0.49720865 -0.48695147],"[[  0.95149179   0.9309205   -0.11939884   0.19901501]
 [ 14.3231544   11.09995193   0.           0.        ]]"
6,"[-0.12652149  0.39530907  1.50891064  1.79311031 -1.03178451  1.71693233
  1.17018578  1.38933065 -0.04968213 -0.310225    0.        ]",-1.31308,[-1.00664674 -2.57759657],-0.0818043287536,[-1.30974972 -2.47627664],[-0.49720865 -0.48695147],"[[  1.21320469   1.134998    -0.11939884   0.19901501]
 [ 11.85625135   9.31376016   0.           0.        ]]"
7,"[-0.42446194  0.24320421  1.58667461  1.91097966 -1.03178378  1.71693
  0.96820095  0.65148333 -0.44432963 -0.62648974  0.        ]",-1.50542,[-0.6132012  -2.09159176],-0.0637543893246,[-0.93329775 -2.37314248],[-0.49720865 -0.48695147],"[[ 1.40829462  1.27970147 -0.11939884  0.19901501]
 [ 7.66650101  5.17042349  0.          0.        ]]"
8,"[-0.62511361  0.17505458  1.60617651  1.94787967 -1.03178305  1.71692767
  0.84396125 -0.07179784 -0.63903965 -0.85621041  0.        ]",-1.68574,[-0.57182959 -2.27065832],-0.0723837986566,[-1.03590119 -2.12737894],[-0.49720865 -0.48695147],"[[ 1.5357688   1.34235901 -0.11939884  0.19901501]
 [ 5.08941188  1.10888107  0.          0.        ]]"
9,"[-0.74867351  0.1944911   1.60568801  1.93829772 -1.03178231  1.71692534
  0.73005821 -0.78075104 -0.72995213 -0.93762755  0.        ]",-1.73977,[-1.76095282 -1.73827948],-0.0772685423016,[-1.05851734 -1.68201625],[-0.49720865 -0.48695147],"[[ 1.61385168  1.32459296 -0.11939884  0.19901501]
 [ 2.72673352 -2.87220445  0.          0.        ]]"
