timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.89084476  0.94125136 -0.05723769 -0.16982799  0.25898228  0.40772504
  0.48743023 -0.24862698  1.01577606 -0.77160436  0.        ]",-3.01797,[ 2.73529213  2.61662478],-0.186115632689,[ 2.782161    2.35344148],[-0.77992624 -0.73314154],"[[-0.05696901  0.0987675   0.03001907  0.04726388]
 [-0.00038248 -0.00264968  0.          0.        ]]"
1,"[ 0.89328558  0.93556495  0.00369315 -0.08917197  0.25898223  0.40772495
  0.68251276  0.53141312  1.00951428 -0.57727441  0.        ]",-2.93185,[-0.04529287  2.00852028],-0.182684186995,[ 0.92551035  1.3283397 ],[-0.77992624 -0.73314154],"[[-0.01730135  0.13842747  0.03001907  0.04726388]
 [ 3.95399395  3.95545905  0.          0.        ]]"
2,"[ 0.89063126  0.90751722  0.12120789  0.14778771  0.25898218  0.40772486
  0.66974504  1.29632855  0.95617695 -0.139476    0.        ]",-2.66981,[-0.44382468 -0.04912885],-0.174520066592,[-0.58169454  0.47186446],[-0.77992624 -0.73314154],"[[ 0.05918165  0.25647967  0.03001907  0.04726388]
 [ 3.69519278  7.83682383  0.          0.        ]]"
3,"[ 0.88263344  0.84686091  0.20627649  0.44410316  0.25898213  0.40772477
  0.57953503  1.22754783  0.84666484  0.26704328  0.        ]",-2.52122,[-1.23274653  0.62232519],-0.165662887535,[-0.86886877  0.41337103],[-0.77992624 -0.73314154],"[[ 0.11473891  0.40971449  0.03001907  0.04726388]
 [ 1.86661625  7.48781713  0.          0.        ]]"
4,"[ 0.8831465   0.74716983  0.20209542  0.75533065  0.25898207  0.40772468
  0.38251223  1.68423594  0.72772358  0.49843063  0.        ]",-2.51938,[-0.70350655  0.45870131],-0.157643440955,[-0.430013   -0.01670024],[-0.77992624 -0.73314154],"[[ 0.11200143  0.58272173  0.03001907  0.04726388]
 [-2.12708307  9.80516714  0.          0.        ]]"
5,"[ 0.89207394  0.58386525  0.0947573   1.09050335  0.25898202  0.40772459
  0.2472582   2.0040923   0.61294903  0.56435013  0.        ]",-2.45303,[ 0.01913705 -0.2994059 ],-0.148659580263,[ 0.13908994 -0.42337862],[-0.77992624 -0.73314154],"[[  0.04195245   0.79510981   0.03001907   0.04726388]
 [ -4.86871448  11.4282044    0.           0.        ]]"
6,"[ 0.89114346  0.38036856 -0.05220661  1.36215557  0.25898197  0.4077245
  0.25576838  1.72584076  0.49874878  0.54269413  0.        ]",-2.32493,[ 0.76545051 -0.87597092],-0.138397715169,[ 0.31661534 -0.46046653],[-0.77992624 -0.73314154],"[[ -0.05369091   1.00950776   0.03001907   0.04726388]
 [ -4.69621003  10.01629543   0.           0.        ]]"
7,"[ 0.88233698  0.20475217 -0.14806193  1.51650835  0.25898192  0.40772441
  0.40982172  1.00303941  0.38840819  0.53809115  0.        ]",-2.27792,[-0.4618378  -0.02307733],-0.128796713508,[-0.22581106 -0.15959123],[-0.77992624 -0.73314154],"[[-0.11628432  1.17303443  0.03001907  0.04726388]
 [-1.5735103   6.34862716  0.          0.        ]]"
8,"[ 0.87080573  0.0620381  -0.22337863  1.60057827  0.25898186  0.40772432
  0.32120463  0.96034159  0.29869053  0.52120471  0.        ]",-2.19558,[ 0.03087406 -0.5254488 ],-0.120770529981,[ 0.23606364 -0.22204623],[-0.77992624 -0.73314154],"[[-0.1657769   1.29783334  0.03001907  0.04726388]
 [-3.36979816  6.13196981  0.          0.        ]]"
9,"[ 0.84939643 -0.05674456 -0.32206439  1.64604028  0.25898181  0.40772423
  0.33054337  0.52637582  0.24512094  0.44680373  0.        ]",-2.12004,[ 0.47386279  0.144093  ],-0.114784924331,[ 0.42936388  0.09526257],[-0.77992624 -0.73314154],"[[-0.23127344  1.39837886  0.03001907  0.04726388]
 [-3.18049831  3.92992241  0.          0.        ]]"
