timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.09992356  1.88562846 -0.04536841 -0.90287326 -1.22952643 -0.24761043
  0.83520224 -0.35946803  2.30325394  0.01480787  0.        ]",-1.71725,[ 0.21091326  2.03028297],-0.351199888501,[ 0.23345251  1.70001316],[-0.18597883 -0.22802033],"[[-0.08684508 -0.0677161  -0.14288234 -0.02760901]
 [-0.00263524 -0.00186655  0.          0.        ]]"
1,"[ 1.10087368  1.88807929 -0.03284926 -0.79263966 -1.22952276 -0.24761012
  0.87950902  0.21832588  2.30884612  0.06744803  0.        ]",-1.58296,[-0.39955089  1.27369952],-0.352042025761,[-0.08942592  1.47585905],[-0.18597883 -0.22802033],"[[-0.07854144 -0.02802847 -0.14288234 -0.02760901]
 [ 0.8302303   3.95743504  0.          0.        ]]"
2,"[ 1.10093231  1.88332527 -0.03199505 -0.46457721 -1.2295191  -0.24760981
  0.79446716  0.78481758  2.31343739  0.18117512  0.        ]",-1.57745,[ 0.52768513  0.37168181],-0.353204269771,[-0.34741253  1.29540431],[-0.18597883 -0.22802033],"[[-0.07797509  0.0900682  -0.14288234 -0.02760901]
 [-0.76826478  7.83929297  0.          0.        ]]"
3,"[  1.10152653e+00   1.84499464e+00  -2.33558666e-02   3.47277093e-04
  -1.22951543e+00  -2.47609496e-01   9.06304110e-01   9.76819608e-01
   2.29944010e+00   3.53002022e-01   0.00000000e+00]",-1.55625,[-0.25087367  1.66993392],-0.353067415892,[-0.75420833  1.12638485],[-0.18597883 -0.22802033],"[[-0.07224839  0.26005483 -0.14288234 -0.02760901]
 [ 1.3339599   9.1549893   0.          0.        ]]"
4,"[  1.10298557e+00   1.74147640e+00   1.47081695e-03   5.72071768e-01
  -1.22951177e+00  -2.47609184e-01   8.52036640e-01   1.52825534e+00
   2.24182755e+00   5.83135066e-01   0.00000000e+00]",-1.48814,[-0.67407561  2.49598253],-0.349492633246,[-1.23026085  0.86036539],[-0.18597883 -0.22802033],"[[ -0.05580391   0.48106776  -0.14288234  -0.02760901]
 [  0.31393275  12.93370638   0.           0.        ]]"
5,"[ 1.10109741  1.51673739 -0.02954782  1.23489771 -1.2295081  -0.24760887
  0.70978852  2.06884502  2.12120835  0.78714317  0.        ]",-1.22758,[-2.49357932  0.55577077],-0.339093299035,[-1.63659692  0.58027768],[-0.18597883 -0.22802033],"[[ -0.07635264   0.77691006  -0.14288234  -0.02760901]
 [ -2.35986556  16.63815491   0.           0.        ]]"
6,"[ 1.08677489  1.14736287 -0.15932305  1.79849936 -1.22950443 -0.24760856
  0.50177831  2.34205829  1.95378104  0.88254458  0.        ]",-1.16942,[-1.9299675  -0.46493343],-0.320742489059,[-1.69168651  0.50628108],[-0.18597883 -0.22802033],"[[ -0.16277856   1.12845932  -0.14288234  -0.02760901]
 [ -6.26979415  18.51046394   0.           0.        ]]"
7,"[ 1.03167907  0.71462969 -0.39954413  2.05378697 -1.22950077 -0.24760825
  0.29788663  2.01999921  1.79343064  0.83087548  0.        ]",-1.03989,[-1.34492299  1.02309459],-0.298377149297,[-1.38339305  0.73145413],[-0.18597883 -0.22802033],"[[ -0.32662484   1.47652775  -0.14288234  -0.02760901]
 [-10.10231067  16.30363573   0.           0.        ]]"
8,"[ 0.88816614  0.24912089 -0.72591881  1.96663628 -1.2294971  -0.24760794
  0.09791479  2.55069502  1.62294796  0.68468384  0.        ]",-0.788765,[ 0.23612748  0.48331412],-0.271359056281,[-1.26006055  0.6108954 ],[-0.18597883 -0.22802033],"[[ -0.56638351   1.83909045  -0.14288234  -0.02760901]
 [-13.86114737  19.94040082   0.           0.        ]]"
9,"[ 0.65186035 -0.22455611 -1.03203823  1.44349522 -1.22949344 -0.24760762
  0.16220433  2.77221556  1.37819158  0.54039382  0.        ]",-0.444863,[-1.0782481   0.81667901],-0.2350663782,[-1.30086064  0.41987547],[-0.18597883 -0.22802033],"[[ -0.83148293   2.25313027  -0.14288234  -0.02760901]
 [-12.65270483  21.45858284   0.           0.        ]]"
10,"[ 0.31883804 -0.58468035 -1.27700956  0.44734214 -1.22948977 -0.24760731
 -0.03510793  3.18199244  1.06425942  0.41016669  0.        ]",-0.151465,[-0.68989002  0.18469147],-0.190344970677,[-1.26723921  0.08305001],[-0.18597883 -0.22802033],"[[ -1.12174836   2.71047919  -0.14288234  -0.02760901]
 [-16.36154423  24.26692006   0.           0.        ]]"
11,"[-0.14887361 -0.70319547 -1.41977927 -0.68849193 -1.22948611 -0.247607
 -0.16323852  0.97009353  0.81098593  0.32808383  0.        ]",-0.201039,[-1.88568188  1.47907113],-0.154953006857,[-1.04332232  0.00361177],[-0.18597883 -0.22802033],"[[ -1.47314044   3.13216038  -0.14288234  -0.02760901]
 [-18.76998993   9.10944682   0.           0.        ]]"
12,"[-0.71318029 -0.70289867 -1.35313104 -0.77964062 -1.22948244 -0.24760669
 -0.35413499 -0.69988452  0.75691996  0.3280953   0.        ]",-0.332419,[-1.04334022  0.90466596],-0.14790490392,[-0.88546592  0.05019915],[-0.18597883 -0.22802033],"[[ -1.88454381   3.16494055  -0.14288234  -0.02760901]
 [-22.35823273  -2.33442621   0.           0.        ]]"
13,"[-1.27741484 -0.70238554 -0.97226362 -0.61312622 -1.22947877 -0.24760638
 -0.54122589 -0.7911009   0.82950104  0.2734885   0.        ]",-0.407801,[-1.32644537  1.03436658],-0.155971759077,[-0.89734858  0.0772454 ],[-0.18597883 -0.22802033],"[[ -2.36699318   3.10505154  -0.14288234  -0.02760901]
 [-25.87494609  -2.95951512   0.           0.        ]]"
14,"[-1.63956986 -0.69856753 -0.24799382 -0.47854978 -1.22947511 -0.24760606
 -0.72460669 -0.63008461  0.84143524  0.17662453  0.        ]",-0.519272,[-0.68648942 -0.68149465],-0.155681019249,[-0.94481009  0.0648874 ],[-0.18597883 -0.22802033],"[[ -2.91907684e+00   3.05656341e+00  -1.42882343e-01  -2.76090107e-02]
 [ -2.93219281e+01  -1.85612649e+00   0.00000000e+00   0.00000000e+00]]"
15,"[-1.57191504 -0.68891602  0.65454984 -0.30228168 -1.22947144 -0.24760575
 -0.83832468 -1.01857728  0.7715086   0.07725644  0.        ]",-0.534244,[ 0.49557823  0.45588551],-0.145180948865,[-0.7759707  0.3147386],[-0.18597883 -0.22802033],"[[ -3.52696247e+00   2.99273031e+00  -1.42882343e-01  -2.76090107e-02]
 [ -3.14594837e+01  -4.51836376e+00   0.00000000e+00   0.00000000e+00]]"
16,"[-1.04833027 -0.67194817  1.34949885 -0.107239   -1.22946778 -0.24760544
 -0.70079002 -0.74219574  0.63756258  0.06919643  0.        ]",-0.402534,[ 0.08649561  0.17864755],-0.127116609583,[-0.72334903  0.52844703],[-0.18597883 -0.22802033],"[[ -4.13021413e+00   2.92136591e+00  -1.42882343e-01  -2.76090107e-02]
 [ -2.88743092e+01  -2.62441565e+00   0.00000000e+00   0.00000000e+00]]"
17,"[-0.30359319 -0.65797352  1.5985602   0.01389254 -1.22946411 -0.24760513
 -0.65215112 -0.6315053   0.54328497  0.18032724  0.        ]",-0.275407,[-0.26367571 -0.47895395],-0.116074226187,[-0.63396394  0.73687494],[-0.18597883 -0.22802033],"[[ -4.69852750e+00   2.87648824e+00  -1.42882343e-01  -2.76090107e-02]
 [ -2.79600796e+01  -1.86589575e+00   0.00000000e+00   0.00000000e+00]]"
18,"[ 0.44224002 -0.63701379  1.37538754  0.16291914 -1.22946045 -0.24760482
 -0.67823491 -0.90300627  0.51992026  0.36258534  0.        ]",-0.154311,[ 0.77130271  1.45988659],-0.118692580483,[-0.51127326  0.90856814],[-0.18597883 -0.22802033],"[[ -5.26264887e+00   2.82050345e+00  -1.42882343e-01  -2.76090107e-02]
 [ -2.84503902e+01  -3.72641923e+00   0.00000000e+00   0.00000000e+00]]"
19,"[ 0.94307427 -0.62236762  0.7949293   0.25229348 -1.22945678 -0.2476045
 -0.48579468 -0.31455846  0.60294121  0.51812565  0.        ]",-0.26541,[-0.44961282  1.44058056],-0.136091395254,[-0.63788676  0.90258861],[-0.18597883 -0.22802033],"[[ -5.7953633    2.7864336   -0.14288234  -0.02760901]
 [-24.8331692    0.30602351   0.           0.        ]]"
20,"[ 1.10481774 -0.6417157   0.05292305  0.13196523 -1.22945312 -0.24760419
 -0.55434534  0.2622309   0.72655674  0.52913424  0.        ]",-0.361324,[-0.57784812  0.61401208],-0.15172520462,[-0.671803    0.75867665],[-0.18597883 -0.22802033],"[[ -6.3049546    2.83221128  -0.14288234  -0.02760901]
 [-26.12170789   4.25857542   0.           0.        ]]"
21,"[ 0.89145052 -0.67723661 -0.7202739  -0.16042041 -1.22944945 -0.24760388
 -0.6485596   0.60458578  0.79438672  0.43458062  0.        ]",-0.423283,[ 0.55869739  0.20421327],-0.156292895885,[-0.75089967  0.44472533],[-0.18597883 -0.22802033],"[[ -6.84515705e+00   2.94092111e+00  -1.42882343e-01  -2.76090107e-02]
 [ -2.78926393e+01   6.60462606e+00   0.00000000e+00   0.00000000e+00]]"
22,"[ 0.35569439 -0.6968669  -1.25693399 -0.43925751 -1.22944579 -0.24760357
 -0.50151955 -0.1233216   0.7922792   0.35206794  0.        ]",-0.440629,[ 0.48444013  0.38727151],-0.153225747882,[-0.7957412   0.25519097],[-0.18597883 -0.22802033],"[[ -7.37527896   3.04237247  -0.14288234  -0.02760901]
 [-25.12879735   1.61652208   0.           0.        ]]"
23,"[-0.28384128 -0.69699623 -1.42698295 -0.44208611 -1.22944212 -0.24760326
 -0.37301715 -0.4680164   0.83562832  0.31971509  0.        ]",-0.342711,[-1.56756927  1.28786134],-0.157945786182,[-0.78531957  0.22923307],[-0.18597883 -0.22802033],"[[ -7.85362085   3.04339484  -0.14288234  -0.02760901]
 [-22.71339842  -0.74555666   0.           0.        ]]"
24,"[-0.93719193 -0.69481028 -1.24959275 -0.39808758 -1.22943845 -0.24760294
 -0.55973274 -0.46472397  0.87092127  0.25748197  0.        ]",-0.356062,[-0.78537053  0.61803633],-0.161087360839,[-0.83493459  0.17861368],[-0.18597883 -0.22802033],"[[ -8.34310216   3.02748347  -0.14288234  -0.02760901]
 [-26.22302995  -0.72299934   0.           0.        ]]"
25,"[-1.48233507 -0.69295686 -0.68052577 -0.36514536 -1.22943479 -0.24760263
 -0.69754178 -0.42625788  0.86701471  0.17389624  0.        ]",-0.471999,[-0.18543969  0.14078559],-0.159058283898,[-0.92273903  0.1051407 ],[-0.18597883 -0.22802033],"[[ -8.89355268e+00   3.01555168e+00  -1.42882343e-01  -2.76090107e-02]
 [ -2.88133902e+01  -4.59409146e-01   0.00000000e+00   0.00000000e+00]]"
26,"[-1.67230309 -0.69172495  0.1564692  -0.34489942 -1.22943112 -0.24760232
 -0.70625419 -0.39939773  0.81843759  0.10666399  0.        ]",-0.547408,[-1.00863098  0.56157711],-0.151734905866,[-0.95286018  0.10760501],[-0.18597883 -0.22802033],"[[ -9.47146380e+00   3.00820975e+00  -1.42882343e-01  -2.76090107e-02]
 [ -2.89771769e+01  -2.75350188e-01   0.00000000e+00   0.00000000e+00]]"
