timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.12136204  1.92220623 -0.03052067 -0.91822648  1.03953056  1.13695557
  0.77554078 -0.34408843  0.37783953 -1.29221235  0.        ]",-0.754735,[ 2.97805305  1.00764821],-0.179651831088,[ 0.9920553   1.59505379],[-0.11500134 -0.21650058],"[[-0.07244993 -0.06113692  0.11842281  0.13339858]
 [-0.00463282 -0.00270351  0.          0.        ]]"
1,"[ 1.12423279  1.92433884  0.02919692 -0.80789282  1.03952671  1.13695093
  1.00354399  0.21368615  0.38514282 -1.18722573  0.        ]",-0.514893,[ 0.67020574 -0.72233458],-0.169410810866,[ 0.64267564  1.25728762],[-0.11500134 -0.21650058],"[[-0.03286659 -0.02147804  0.11842281  0.13339858]
 [ 3.94980363  3.95540552  0.          0.        ]]"
2,"[ 1.12140199  1.92410599  0.18746805 -0.6697482   1.03952286  1.13694629
  1.15196753 -0.20054096  0.38092174 -0.95895755  0.        ]",-0.4429,[-0.16898916  0.52611176],-0.146676329303,[ 0.5398736   1.19746554],[-0.11500134 -0.21650058],"[[ 0.07195789  0.02813753  0.11842281  0.13339858]
 [ 6.52407065  1.01594998  0.          0.        ]]"
3,"[ 1.09896444  1.92147274  0.37075025 -0.55566278  1.03951901  1.13694165
  1.10593235  0.09022962  0.34621335 -0.71112482  0.        ]",-0.380714,[-0.53558322  2.07412061],-0.1211362344,[ 0.17916039  0.89106631],[-0.11500134 -0.21650058],"[[ 0.19442932  0.06915906  0.11842281  0.13339858]
 [ 5.72573484  3.07932396  0.          0.        ]]"
4,"[ 1.06869453  1.90570856  0.50585559 -0.27734265  1.03951516  1.13693701
  0.977153    0.63974332  0.27747449 -0.47192028  0.        ]",-0.214074,[-2.14027484  1.61298345],-0.0949869764075,[-0.26425612  0.52768278],[-0.11500134 -0.21650058],"[[ 0.28653523  0.16987029  0.11842281  0.13339858]
 [ 3.49230656  6.97880015  0.          0.        ]]"
5,"[ 1.05663109  1.84601743  0.5483414   0.20098873  1.03951131  1.13693237
  0.74499781  1.17847027  0.18510149 -0.28807938  0.        ]",-0.0603363,[ 0.07371329  0.5838558 ],-0.0720879333335,[-0.56875908  0.27079335],[-0.11500134 -0.21650058],"[[  0.31598365   0.34780332   0.11842281   0.13339858]
 [ -0.53404569  10.80175142   0.           0.        ]]"
6,"[ 1.05987161  1.70646924  0.53733398  0.7892895   1.03950746  1.13692773
  0.76238965  1.47409385  0.06086579 -0.14505326  0.        ]",-0.0698363,[-0.48077743  0.11481792],-0.0489979730804,[-0.84537911  0.0616025 ],[-0.11500134 -0.21650058],"[[  0.30832899   0.5848869    0.11842281   0.13339858]
 [ -0.23237297  12.8996168    0.           0.        ]]"
7,"[ 1.06941673  1.48346789  0.50311425  1.33447529  1.03950361  1.13692309
  0.65299927  1.50225154 -0.09074525 -0.04941003  0.        ]",-0.282465,[-1.93309874  1.41581041],-0.0252199465572,[-0.94983208 -0.03258005],[-0.11500134 -0.21650058],"[[  0.28464677   0.84488481   0.11842281   0.13339858]
 [ -2.12955538  13.09949182   0.           0.        ]]"
8,"[ 1.09667187  1.15561889  0.38310278  1.78669665  1.03949976  1.13691845
  0.4272514   2.02382113 -0.23720836 -0.05069432  0.        ]",-0.0949945,[ 0.03156956 -2.42837407],-0.00719661316127,[-0.99424279 -0.08581632],[-0.11500134 -0.21650058],"[[  0.20277335   1.14401174   0.11842281   0.13339858]
 [ -6.04479233  16.80080432   0.           0.        ]]"
9,"[ 1.12003813  0.78757406  0.20611466  2.01154895  1.03949591  1.13691381
  0.44141622  1.4189315  -0.36041375 -0.12639372  0.        ]",-0.146612,[ 0.32862731 -0.42224359],-0.0201541027202,[-0.88801742 -0.03295001],[-0.11500134 -0.21650058],"[[  0.08434339   1.43696064   0.11842281   0.13339858]
 [ -5.79910917  12.50839364   0.           0.        ]]"
