timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.88763617  0.96606359 -0.08172515 -0.48419521  1.15890654 -0.36703301
  0.52865357 -0.25370502 -0.13292283  0.25080273  0.        ]",-1.39642,[-0.45890903 -0.05718278],-0.0765482785242,[-0.38423216 -0.43041703],[-0.62794375 -0.61452603],"[[-0.0770623  -0.07573378  0.13402355 -0.04245647]
 [ 0.0041264  -0.00319494  0.          0.        ]]"
1,"[ 0.88506942  0.96585292 -0.10957599 -0.48911748  1.15890591 -0.36703291
  0.4408936  -0.29657226 -0.13845928  0.19319309  0.        ]",-1.40508,[-0.00574556 -0.46039918],-0.0751900864574,[ 0.32526034 -0.17977431],[-0.62794375 -0.61452603],"[[-0.09519406 -0.07806171  0.13402355 -0.04245647]
 [-1.81125841 -0.22884857  0.          0.        ]]"
2,"[ 0.87835995  0.96345526 -0.16485375 -0.53732327  1.15890527 -0.36703281
  0.4415605  -0.64202491 -0.15665371  0.05104339  0.        ]",-1.47002,[ 1.35056789  0.59123583],-0.0722788891632,[ 0.95811033  0.44507191],[-0.62794375 -0.61452603],"[[-0.13128076 -0.10088393  0.13402355 -0.04245647]
 [-1.79746062 -2.04731272  0.          0.        ]]"
3,"[ 0.87922666  0.961264   -0.15860229 -0.57330045  1.15890463 -0.36703271
  0.63447128 -0.18988943 -0.15969159  0.03691932  0.        ]",-1.35382,[-0.92944289 -0.76612195],-0.0719445861294,[-0.47443965 -0.42437354],[-0.62794375 -0.61452603],"[[-0.12719193 -0.11795051  0.13402355 -0.04245647]
 [ 2.19306108  0.33272825  0.          0.        ]]"
4,"[ 0.88055793  0.95763528 -0.14858477 -0.62341857  1.158904   -0.36703262
  0.45468698 -0.7671456  -0.16388415  0.02000721  0.        ]",-1.46622,[ 1.03027098  0.09959453],-0.0715094383756,[ 1.01829696  0.68778026],[-0.62794375 -0.61452603],"[[-0.1206443  -0.14178394  0.13402355 -0.04245647]
 [-1.52592115 -2.70594909  0.          0.        ]]"
5,"[ 0.88236024  0.9479585  -0.13407714 -0.72722539  1.15890336 -0.36703252
  0.64737486 -0.68234426 -0.17582667 -0.02736492  0.        ]",-1.47852,[ 0.68785516  0.81014105],-0.0703749910095,[-0.07425234  0.36663368],[-0.62794375 -0.61452603],"[[-0.11117096 -0.19142418  0.13402355 -0.04245647]
 [ 2.45998868 -2.25955621  0.          0.        ]]"
6,"[ 0.89149977  0.9450562  -0.01724374 -0.75335816  1.15890273 -0.36703242
  0.77650629 -0.0646487  -0.15008566  0.17728589  0.        ]",-1.24589,[-2.45738448 -1.01354335],-0.073913608799,[-1.54209745 -0.73874569],[-0.62794375 -0.61452603],"[[-0.03517033 -0.20399153  0.13402355 -0.04245647]
 [ 5.13118271  0.99199174  0.          0.        ]]"
7,"[ 0.89192786  0.94004485  0.07822136 -0.7949483   1.15890209 -0.36703232
  0.58043528 -0.82028394 -0.13920135  0.33036268  0.        ]",-1.42053,[-1.14224104  0.05724542],-0.0774808311721,[-0.50476861  0.32374716],[-0.62794375 -0.61452603],"[[ 0.0267595  -0.22406079  0.13402355 -0.04245647]
 [ 1.07529935 -2.98567118  0.          0.        ]]"
8,"[ 0.89245908  0.92335776  0.04985823 -0.91163621  1.15890145 -0.36703223
  0.38816197 -0.76570612 -0.15932433  0.18885373  0.        ]",-1.49228,[ 0.93453409  1.82736598],-0.0732044736376,[ 0.95710832  0.75104713],[-0.62794375 -0.61452603],"[[ 0.00835988 -0.28089163  0.13402355 -0.04245647]
 [-2.90202636 -2.69837525  0.          0.        ]]"
9,"[ 0.89239719  0.9187808   0.01842656 -0.93953197  1.15890082 -0.36703213
  0.5695833  -0.00362497 -0.17076373  0.1081068   0.        ]",-1.37156,[-0.51585399 -0.02616838],-0.0712924270179,[-0.31620851 -0.3423886 ],[-0.62794375 -0.61452603],"[[-0.01202731 -0.29460956  0.13402355 -0.04245647]
 [ 0.85082262  1.31321652  0.          0.        ]]"
10,"[ 0.89231422  0.92695277  0.01283543 -0.88866737  1.15890018 -0.36703203
  0.47012014 -0.02809956 -0.16352525  0.1351549   0.        ]",-1.41436,[-0.03371121  0.63693631],-0.0722049787324,[ 0.17452107 -0.23205528],[-0.62794375 -0.61452603],"[[-0.0156541  -0.26963784  0.13402355 -0.04245647]
 [-1.20664932  1.1843824   0.          0.        ]]"
11,"[ 0.89113971  0.94086803 -0.02606387 -0.78836923  1.15889954 -0.36703193
  0.4647809   0.44655908 -0.15686431  0.13464875  0.        ]",-1.3391,[ 0.06615267 -0.30530708],-0.0728210705302,[-0.10819226 -0.81292892],[-0.62794375 -0.61452603],"[[-0.04089522 -0.22088092  0.13402355 -0.04245647]
 [-1.31709304  3.68298283  0.          0.        ]]"
