timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.91223132  1.10108735  0.1516208  -0.38185335 -1.11299542 -0.87434131
  0.62918465 -0.28101561  2.43549051  1.32841502  0.        ]",-2.42513,[-2.25876797  0.26948637],-0.355707763235,[-3.15779138 -0.22496286],[-0.43295628 -0.41373762],"[[ 0.05511179 -0.03615453 -0.12879023 -0.10133499]
 [ 0.00159655 -0.00128277  0.          0.        ]]"
1,"[ 0.91439345  1.10145363  0.08994589 -0.35661055 -1.11299441 -0.87434069
  0.43573979 -0.09570301  2.43693053  1.24366994  0.        ]",-2.35817,[-2.46465379  1.1799412 ],-0.35373226731,[-2.64609647 -0.08181831],[-0.43295628 -0.41373762],"[[ 0.01544873 -0.02545837 -0.12879023 -0.10133499]
 [-3.95472751  1.06733212  0.          0.        ]]"
2,"[ 0.9064523   1.1011147  -0.09341055 -0.21289598 -1.11299341 -0.87434006
  0.24606677  0.58754036  2.42982915  1.02946728  0.        ]",-2.11824,[-2.07373471  0.50649757],-0.348229861472,[-2.17786169  0.03972566],[-0.43295628 -0.41373762],"[[-0.10256685  0.03541925 -0.12879023 -0.10133499]
 [-7.83391101  5.00729208  0.          0.        ]]"
3,"[ 0.84671355  1.08849906 -0.39005006  0.0673172  -1.1129924  -0.87433944
  0.06018192  0.91838157  2.38539097  0.70547033  0.        ]",-2.09169,[-0.10887636  0.60803887],-0.338020846155,[-1.30268264  0.38049033],[-0.43295628 -0.41373762],"[[ -0.29738863   0.15470703  -0.12879023  -0.10133499]
 [-11.63561918   6.91510842   0.           0.        ]]"
4,"[ 0.70080934  1.04668836 -0.72357106  0.43677834 -1.11299139 -0.87433882
  0.05032714  1.31213688  2.28321789  0.35677765  0.        ]",-1.77387,[-1.76595619  0.79735628],-0.323526779188,[-0.86135906  0.46788093],[-0.43295628 -0.41373762],"[[ -0.53212309   0.31579122  -0.12879023  -0.10133499]
 [-11.83716809   9.18572629   0.           0.        ]]"
5,"[ 0.43875275  0.94922971 -1.05705135  0.89582551 -1.11299039 -0.87433819
 -0.13172432  1.82827883  2.1088669   0.02613971  0.        ]",-1.71609,[-0.60424441  2.18707231],-0.303826919319,[-0.1404258   0.64321935],[-0.43295628 -0.41373762],"[[ -0.80622284   0.52936946  -0.12879023  -0.10133499]
 [-15.56047465  12.16210379   0.           0.        ]]"
6,"[ 0.01647804  0.75573839 -1.34688582  1.41348641 -1.11298938 -0.87433757
 -0.23365713  2.47315805  1.83660532 -0.25894729  0.        ]",-1.46065,[ 0.38662443  1.7117318 ],-0.275950305427,[-0.24915391  0.65515256],[-0.43295628 -0.41373762],"[[ -1.13834824   0.80992412  -0.12879023  -0.10133499]
 [-17.6451994   15.88087748   0.           0.        ]]"
7,"[-0.47961264  0.42802705 -1.48260617  1.87200418 -1.11298837 -0.87433695
 -0.14189201  3.10499989  1.54187983 -0.33749744  0.        ]",-0.931137,[-1.08357799 -1.17298116],-0.245460963866,[-1.00914109  0.35136366],[-0.43295628 -0.41373762],"[[ -1.47242289   1.16409926  -0.12879023  -0.10133499]
 [-15.76842741  19.52451384   0.           0.        ]]"
8,"[-1.01929457  0.05369477 -1.44037016  2.06036667 -1.11298737 -0.87433632
 -0.32014157  2.35123045  1.21265134 -0.31153407  0.        ]",-0.87044,[ 0.25501125  1.79392718],-0.210409794961,[-0.55746549  0.43263224],[-0.43295628 -0.41373762],"[[ -1.82436583   1.51097981  -0.12879023  -0.10133499]
 [-19.41397511  15.17787118   0.           0.        ]]"
9,"[-1.53965203 -0.32148294 -1.19334124  1.97234876 -1.11298636 -0.8743357
 -0.25210718  2.98545478  0.88526824 -0.16537773  0.        ]",-0.522103,[-0.94000776  0.12371582],-0.17430770324,[-0.94568974  0.30355078],[-0.43295628 -0.41373762],"[[ -2.19868582   1.85123234  -0.12879023  -0.10133499]
 [-18.02254429  18.83525776   0.           0.        ]]"
10,"[-1.95053944 -0.69492731 -0.74566682  1.57118802 -1.11298535 -0.87433508
 -0.41667276  3.00551058  0.62994121  0.15579669  0.        ]",-0.495446,[-1.00205652  0.28637298],-0.14661493339,[-1.2050736   0.21835949],[-0.43295628 -0.41373762],"[[ -2.59290452   2.22909939  -0.12879023  -0.10133499]
 [-21.38822712  18.95098213   0.           0.        ]]"
11,"[-2.17183801 -0.97708213 -0.06686552  0.88868679 -1.11298435 -0.87433445
 -0.58961391  3.13681292  0.46461044  0.58110037  0.        ]",-0.663216,[-2.29703479 -0.28994077],-0.136601672852,[-1.47466767  0.20777796],[-0.43295628 -0.41373762],"[[ -3.05615657   2.61571676  -0.12879023  -0.10133499]
 [-24.92520753  19.70823426   0.           0.        ]]"
