timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.06300685  1.32974231  0.12473275 -1.41179829 -1.00772098  0.23038927
  0.17133672 -0.31799568  2.919931   -0.3629504   0.        ]","[[ 0.06338242 -0.05756114 -0.11609906  0.02544989]
 [ 0.00352198 -0.00391327  0.          0.        ]]",[ 1.7192906   2.95424514],-0.326419679583,[ 2.01151133  3.2431035 ],[-0.90869081 -0.73424739],-0.326419679583
1,"[ 1.05820692  1.33165791  0.18347579 -1.30964944 -1.00771988  0.23038914
  0.73757959  0.37060729  2.91249955 -0.19485691  0.        ]","[[ 0.10312723 -0.01792621 -0.11609906  0.02544989]
 [ 3.95779694  3.95421955  0.          0.        ]]",[ 1.14187291  2.33678707],-0.325220955518,[ 1.62652647  2.79427314],[-0.90869081 -0.73424739],-0.325220955518
2,"[ 1.03055056  1.32544511  0.35616939 -1.00570618 -1.00771877  0.23038901
  1.29262928  1.04558055  2.83974246  0.29602109  0.        ]","[[ 0.2211732   0.10008539 -0.11609906  0.02544989]
 [ 7.83391391  7.83401174  0.          0.        ]]",[ 1.65726876  1.84071137],-0.319565194709,[ 1.32914519  2.22755218],[-0.90869081 -0.73424739],-0.319565194709
3,"[ 0.94209722  1.27649899  0.63013483 -0.51373183 -1.00771766  0.23038887
  1.83674153  1.70718265  2.56326675  1.03220535  0.        ]","[[  0.41597463   0.29492199  -0.11609906   0.02544989]
 [ 11.63366982  11.63696003   0.           0.        ]]",[ 1.50312237  1.19200991],-0.303582489594,[ 1.2017864   1.44777632],[-0.90869081 -0.73424739],-0.303582489594
4,"[ 0.73743369  1.13254169  0.97036784  0.11766123 -1.00771655  0.23038874
  2.37022327  2.35565217  1.92197816  1.76938655  0.        ]","[[  0.68602521   0.56506078  -0.11609906   0.02544989]
 [ 15.35922314  15.36445279   0.           0.        ]]",[ 0.05480411  1.14743139],-0.268817732332,[ 0.43599594  0.49172354],[-0.90869081 -0.73424739],-0.268817732332
5,"[ 0.40776863  0.83757805  1.27271659  0.77131917 -1.00771544  0.23038861
  2.35792481  2.99145815  0.97364948  2.03467903  0.        ]","[[  0.99234556   0.90901963  -0.11609906   0.02544989]
 [ 15.27339736  19.01920875   0.           0.        ]]",[ 0.81366493 -0.5077394 ],-0.211171702557,[-0.23299666 -0.54234952],[-0.90869081 -0.73424739],-0.211171702557
6,"[-0.03575775  0.43510351  1.47020498  1.19646574 -1.00771433  0.23038848
  2.77625814  2.57585796  0.06925338  1.592743    0.        ]","[[  1.32712451   1.26543629  -0.11609906   0.02544989]
 [ 18.19487514  16.63035763   0.           0.        ]]",[-1.46894479 -1.25773574],-0.137089590829,[-1.76265538 -1.74500966],[-0.90869081 -0.73424739],-0.137089590829
7,"[-0.49769817  0.0698557   1.50963011  1.31545941 -1.00771322  0.23038834
  2.15856167  1.82968745 -0.41803115  0.77752468  0.        ]","[[  1.64774639   1.55500953  -0.11609906   0.02544989]
 [ 13.88128925  12.34130422   0.           0.        ]]",[-2.29576018 -2.30985477],-0.0675405723154,[-2.09170628 -2.19428444],[-0.90869081 -0.73424739],-0.0675405723154
8,"[-0.83197171 -0.19111353  1.44234684  1.26991798 -1.00771212  0.23038821
  1.5527958   1.09833802 -0.51703441  0.10591535  0.        ]","[[ 1.88293118  1.75965628 -0.11609906  0.02544989]
 [ 9.65098483  8.13742144  0.          0.        ]]",[-1.98222376 -2.08678394],-0.0201990407806,[-2.0587914  -2.20832515],[-0.90869081 -0.73424739],-0.0201990407806
9,"[-1.03528614 -0.34187067  1.35749732  1.1926266  -1.00771101  0.23038808
  0.95882033  0.38150359 -0.47826037 -0.28876113  0.        ]","[[ 2.03433459  1.88106257 -0.11609906  0.02544989]
 [ 5.50300156  4.01696602  0.          0.        ]]",[-1.2834525  -2.00386417],-0.0148002436666,[-1.81284845 -1.78472543],[-0.90869081 -0.73424739],-0.0148002436666
