timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[ 0.07657508  0.01137995  0.18540163 -0.16353882]
 [-0.0034203   0.0026197   0.          0.        ]]","[ 0.97282986  1.49482654  0.34172903 -1.01366984  1.61194718 -1.41101807
 -0.35342391 -0.31751931 -0.42975258  1.86091066  0.        ]",-0.182421218987,[-2.96721888 -1.50896382],-2.14026,[-3.09705806 -1.41179466],[-0.53876925 -0.26746267]
1,"[[ 0.03683229 -0.02828057  0.18540163 -0.16353882]
 [-3.95769793 -3.95548561  0.          0.        ]]","[ 0.97647754  1.49441512  0.28186051 -1.12234893  1.61194439 -1.41101604
 -0.55271619 -0.91493199 -0.42300337  1.7205478   0.        ]",-0.169946315723,[-1.56127966  0.77141986],-1.99779,[-2.03923488 -0.59393322],[-0.53876925 -0.26746267]
2,"[[-0.08123906 -0.07594253  0.18540163 -0.16353882]
 [-7.83651878 -0.82115815  0.          0.        ]]","[ 0.97223245  1.49138247  0.10384746 -1.25277728  1.61194159 -1.41101401
 -0.74820537 -0.44185446 -0.43985394  1.38901602  0.        ]",-0.140093361613,[-1.75625167 -1.2059275 ],-1.82858,[-1.19495296 -0.9312796 ],[-0.53876925 -0.26746267]
3,"[[ -0.27608967  -0.13191528   0.18540163  -0.16353882]
 [-11.63591034  -4.7629766    0.           0.        ]]","[ 0.91622262  1.48429262 -0.18502913 -1.40532328  1.6119388  -1.41101198
 -0.93969111 -1.03680896 -0.5560655   0.88476978  0.        ]",-0.0933848352683,[ 1.7795274  0.5730302],-1.6195,[ 0.96788275  0.26535562],[-0.53876925 -0.26746267]
4,"[[-0.46681778 -0.20347896  0.18540163 -0.16353882]
 [-7.45082076 -2.40125976  0.          0.        ]]","[ 0.80424056  1.46971196 -0.45278917 -1.59865109  1.61193601 -1.41100995
 -0.72876506 -0.68034446 -0.78252867  0.41511878  0.        ]",-0.0511638488158,[ 0.76732682  0.39113619],-1.47601,[ 1.00042462  0.50490189],[-0.53876925 -0.26746267]
5,"[[-0.58390605 -0.23550005  0.18540163 -0.16353882]
 [-4.26859339 -0.80616608  0.          0.        ]]","[ 0.70916261  1.46119915 -0.60555242 -1.68429397  1.61193322 -1.41100791
 -0.56838269 -0.43958984 -0.95980146  0.16979173  0.        ]",-0.0388331196877,[ 0.87634347 -0.20626196],-1.55341,[ 0.91817117  0.57768697],[-0.53876925 -0.26746267]
6,"[[-0.63364485 -0.25967111  0.18540163 -0.16353882]
 [-0.71711087 -1.60826462  0.          0.        ]]","[ 0.66308756  1.45396617 -0.66711447 -1.74851072  1.61193042 -1.41100588
 -0.38939021 -0.56065372 -1.05361528  0.06572114  0.        ]",-0.0404105625728,[ 0.74740877  2.51283879],-1.6071,[ 0.53465068  0.75220776],[-0.53876925 -0.26746267]
7,"[[-0.61819458 -0.25180047  0.18540163 -0.16353882]
 [ 2.25225389  2.38203488  0.          0.        ]]","[ 0.67775039  1.45639438 -0.64822054 -1.72763921  1.61192763 -1.41100385
 -0.23973609  0.0416198  -1.02350241  0.09761456  0.        ]",-0.0393717388223,[-0.55025712  0.73325036],-1.50266,[-0.53042001  0.15329245],[-0.53876925 -0.26746267]
8,"[[-0.59544788 -0.17549391  0.18540163 -0.16353882]
 [ 0.02981923  5.23909647  0.          0.        ]]","[ 0.69876347  1.47613753 -0.62002557 -1.52332052  1.61192484 -1.41100182
 -0.35174517  0.47284867 -0.92673053  0.20051163  0.        ]",-0.0388729797828,[-0.11445423 -1.07167522],-1.45538,[-0.54226828 -0.42241001],[-0.53876925 -0.26746267]
9,"[[-0.59938453 -0.11147876  0.18540163 -0.16353882]
 [-0.42198027  1.17596017  0.          0.        ]]","[ 0.69517562  1.4873077  -0.62493638 -1.34971588  1.61192205 -1.41099979
 -0.37451537 -0.14041891 -0.88245937  0.25087366  0.        ]",-0.0403621123828,[-0.52760984 -0.52968486],-1.3662,[-0.12054139  0.02128398],[-0.53876925 -0.26746267]
10,"[[-0.6286733  -0.10922828  0.18540163 -0.16353882]
 [-2.4999806  -0.94385035  0.          0.        ]]","[ 0.6678381   1.48760795 -0.66105632 -1.3435841   1.61191925 -1.41099776
 -0.47924505 -0.46037144 -0.92065596  0.19974205  0.        ]",-0.038465386333,[-0.02913994  0.83304992],-1.45853,[ 0.6599741   0.36468971],[-0.53876925 -0.26746267]
11,"[[-0.67934626 -0.09482224  0.18540163 -0.16353882]
 [-2.56708693  2.37339876  0.          0.        ]]","[ 0.61790104  1.48939672 -0.72173321 -1.30430792  1.61191646 -1.41099572
 -0.48262688  0.04031647 -0.98145001  0.12309264  0.        ]",-0.0374840850617,[ 0.09227838 -1.17206501],-1.49603,[ 0.64717531 -0.05301748],[-0.53876925 -0.26746267]
12,"[[-0.72650036 -0.08755516  0.18540163 -0.16353882]
 [-2.14971922 -1.63333648  0.          0.        ]]","[ 0.5685226   1.49020224 -0.77601344 -1.28447344  1.61191367 -1.41099369
 -0.46159152 -0.56443876 -1.04593044  0.04928013  0.        ]",-0.0390855359194,[ 1.50675213  1.9602526 ],-1.6476,[ 1.17931056  0.53722405],[-0.53876925 -0.26746267]
13,"[[-0.72939311 -0.08018517  0.18540163 -0.16353882]
 [ 1.84714177  2.35704144  0.          0.        ]]","[ 0.56540428  1.4909536  -0.77927144 -1.26434527  1.61191088 -1.41099166
 -0.26015178  0.03784812 -1.04425863  0.05058793  0.        ]",-0.0389939447563,[-0.90812046 -0.29001494],-1.46673,[-0.11121213 -0.22376339],[-0.53876925 -0.26746267]
14,"[[-0.728856   -0.04502006  0.18540163 -0.16353882]
 [-1.78134945  1.16344349  0.          0.        ]]","[ 0.56598361  1.49363673 -0.77866643 -1.16816687  1.61190808 -1.41098963
 -0.44302558 -0.14230737 -1.01463858  0.08163558  0.        ]",-0.0378799089251,[ 1.8924992   0.55240009],-1.65225,[ 0.77449787 -0.00972096],[-0.53876925 -0.26746267]
15,"[[ -7.24447403e-01  -5.22035832e-05   1.85401629e-01  -1.63538824e-01]
 [  2.20892500e+00   3.32613899e+00   0.00000000e+00   0.00000000e+00]]","[ 0.57072818  1.49487128 -0.77369393 -1.04497208  1.61190529 -1.4109876
 -0.24191764  0.18411887 -0.97301495  0.12921932  0.        ]",-0.037223934807,[-1.13062732 -0.25004718],-1.38557,[-0.43420196 -0.61573917],[-0.53876925 -0.26746267]
16,"[[-0.72039365  0.05589165  0.18540163 -0.16353882]
 [-1.79023602  2.2717551   0.          0.        ]]","[ 0.57507003  1.49296276 -0.76910446 -0.89173565  1.6119025  -1.41098557
 -0.44347317  0.02497541 -0.92605793  0.18876242  0.        ]",-0.0379975050924,[-0.56948837 -0.57332386],-1.391,[ 0.46771204 -0.48608351],[-0.53876925 -0.26746267]
17,"[[-0.77843739  0.0781072   0.18540163 -0.16353882]
 [-4.00676086 -0.04249122  0.          0.        ]]","[ 0.51102311  1.49114487 -0.83321375 -0.8309906   1.61189971 -1.41098353
 -0.55518464 -0.32432539 -0.9932985   0.10789547  0.        ]",-0.0375310950224,[ 1.52279103  0.60380284],-1.6219,[ 1.45998573 -0.0944366 ],[-0.53876925 -0.26746267]
18,"[[-0.81809621  0.10123785  0.18540163 -0.16353882]
 [ 0.02745023  2.34759682  0.          0.        ]]","[ 0.46501476  1.488614   -0.87497714 -0.76785604  1.61189691 -1.4109815
 -0.35186202  0.03642289 -1.03536168  0.06192994  0.        ]",-0.0387055146102,[-0.18314301 -1.01490063],-1.50666,[ 0.45861864 -0.67819548],[-0.53876925 -0.26746267]
19,"[[-0.82480613  0.10799844  0.18540163 -0.16353882]
 [-0.69603847 -1.65818853  0.          0.        ]]","[ 0.45705605  1.48774988 -0.88187296 -0.74942925  1.61189412 -1.41097947
 -0.38832532 -0.56819086 -1.04040181  0.05697665  0.        ]",-0.0389246465742,[ 1.51560459 -0.86948347],-1.63063,[ 1.07824385 -0.02906189],[-0.53876925 -0.26746267]
20,"[[-0.79888491  0.04060588  0.18540163 -0.16353882]
 [ 3.27493269 -5.06969356  0.          0.        ]]","[ 0.48752322  1.49385346 -0.8549568  -0.93357491  1.61189133 -1.41097744
 -0.18818989 -1.08310617 -1.05282519  0.03932091  0.        ]",-0.0393004610714,[ 0.99885623  0.88431616],-1.60931,[ 0.43722904  0.51515055],[-0.53876925 -0.26746267]
21,"[[-0.69440512 -0.02466416  0.18540163 -0.16353882]
 [ 7.16011532 -1.46930302  0.          0.        ]]","[ 0.60242822  1.49448611 -0.73929642 -1.11241042  1.61188854 -1.41097541
  0.00762183 -0.53967995 -0.94845718  0.159398    0.        ]",-0.0374045198876,[-1.77058829  0.06398945],-1.28255,[ -1.21903515e+00   2.85885762e-04],[-0.53876925 -0.26746267]
22,"[[-0.59231535 -0.05120015  0.18540163 -0.16353882]
 [ 3.06250516 -1.18524931  0.          0.        ]]","[ 0.7015986   1.49325537 -0.61609957 -1.18507714  1.61188575 -1.41097338
 -0.19889616 -0.49680592 -0.82983458  0.32123664  0.        ]",-0.0441393129549,[-0.46338715  0.52634765],-1.34864,[-0.8457219  0.0568008],[-0.53876925 -0.26746267]
23,"[[-0.5500733  -0.05375164  0.18540163 -0.16353882]
 [ 1.16801035  0.92307095  0.          0.        ]]","[ 0.73859275  1.49308968 -0.56248134 -1.19205854  1.61188295 -1.41097134
 -0.29437791 -0.17858573 -0.77938161  0.39974721  0.        ]",-0.0497429089505,[-1.43782744 -1.57839134],-1.23101,[-0.82346362 -0.22309752],[-0.53876925 -0.26746267]
