timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[ 0.09690247 -0.04714082 -0.14344954  0.07457687]
 [ 0.00270923 -0.00185407  0.          0.        ]]","[ 0.96645281  1.60629707  0.40228844 -1.15196669 -1.22587825  0.65640058
 -0.36329589 -0.32922445  2.90161395 -0.74004499  0.        ]",-0.357814214131,[ 3.63530461  5.24520228],-2.80214,[ 3.52058983  5.38078833],[-0.42410484 -0.24982044]
1,"[[ 0.13663118 -0.00746513 -0.14344954  0.07457687]
 [ 3.95699995  3.95623739  0.          0.        ]]","[ 0.95903462  1.60762949  0.46252975 -1.03896018 -1.22587638  0.6564
 -0.15678959  0.25242937  2.88924483 -0.60773493  0.        ]",-0.354701960669,[ 3.47275381  5.31587152],-2.80848,[ 3.50578594  4.92907476],[-0.42410484 -0.24982044]
2,"[[ 0.25466141  0.11058642 -0.14344954  0.07457687]
 [ 7.83313867  7.83598833  0.          0.        ]]","[ 0.92228315  1.60012569  0.63919982 -0.70321718 -1.2258745   0.65639943
  0.04563534  0.82257046  2.80339905 -0.22358046  0.        ]",-0.343118651117,[ 2.46167328  4.9919509 ],-2.86948,[ 3.47901678  4.35317039],[-0.42410484 -0.24982044]
3,"[[  0.44944765   0.30546214  -0.14344954   0.07457687]
 [ 11.63292789  11.63889489   0.           0.        ]]","[ 0.81480998  1.5505568   0.91792092 -0.16075521 -1.22587262  0.65639885
  0.24407304  1.38141752  2.51173176  0.34534076  0.        ]",-0.316742830232,[ 2.84493675  3.50835614],-2.75121,[ 3.1998291   3.76167011],[-0.42410484 -0.24982044]
4,"[[  0.71948385   0.5756392   -0.14344954   0.07457687]
 [ 15.35852936  15.36634533   0.           0.        ]]","[ 0.57675795  1.40887202  1.26073421  0.53348191 -1.22587074  0.65639828
  0.43863636  1.92917263  1.86513518  0.89945999  0.        ]",-0.266923864878,[ 2.98153474  2.83980346],-2.33039,[ 2.35862947  2.99474096],[-0.42410484 -0.24982044]
5,"[[  1.06331106   0.9196215   -0.14344954   0.07457687]
 [ 19.01246954  19.01962779   0.           0.        ]]","[ 0.15020284  1.12181053  1.58895625  1.2487014  -1.22586887  0.6563977
  0.62945715  2.46602252  0.8646423   1.07160655  0.        ]",-0.18656941438,[ 0.31728281  0.63612632],-1.70606,[-0.15959713  0.89188826],[-0.42410484 -0.24982044]
6,"[[  1.45241975   1.32149144  -0.14344954   0.07457687]
 [ 19.89579497  21.16017425   0.           0.        ]]","[-0.43936143  0.67850788  1.77069284  1.74368457 -1.22586699  0.65639713
  0.67558686  2.78056627 -0.08371509  0.55497839  0.        ]",-0.0830540235805,[-2.36128751 -1.78257282],-0.98874,[-2.23434663 -1.27910674],[-0.42410484 -0.24982044]
7,"[[  1.80673661   1.70075778  -0.14344954   0.07457687]
 [ 15.54985115  16.78109767   0.           0.        ]]","[-1.00324655  0.21431597  1.73907316  1.80774371 -1.22586511  0.65639655
  0.44862623  2.13704549 -0.43428453 -0.29277129  0.        ]",-0.0240911486946,[-2.79336523 -1.55266094],-0.645895,[-2.32064795 -1.58120525],[-0.42410484 -0.24982044]
8,"[[  2.07496795   1.99331524  -0.14344954   0.07457687]
 [ 11.28706032  12.48899737   0.           0.        ]]","[-1.40281172 -0.13163051  1.59139589  1.58118509 -1.22586324  0.65639598
  0.22600821  1.50631169 -0.31760673 -0.90287437  0.        ]",-0.0804276356282,[-1.55284842 -1.34430955],-0.951217,[-2.16478229 -1.3542577 ],[-0.42410484 -0.24982044]
9,"[[ 2.25876786  2.20088561 -0.14344954  0.07457687]
 [ 7.1065954   8.28208738  0.          0.        ]]","[-1.64622506 -0.35261842  1.43407109  1.28459937 -1.22586136  0.6563954
  0.00768955  0.88809925 -0.08534023 -1.2049012   0.        ]",-0.116326000971,[-1.18254614 -0.15067117],-1.2647,[-1.65203977 -0.55278724],[-0.42410484 -0.24982044]
10,"[[ 2.35977537  2.35889664 -0.14344954  0.07457687]
 [ 3.00771668  7.52155716  0.          0.        ]]","[-1.76587501 -0.50038699  1.33029818  0.9917264  -1.22585948  0.65639483
 -0.20636838  0.77633747  0.12077727 -1.31260981  0.        ]",-0.135566134153,[-0.01753232  0.75901542],-1.42211,[-0.85134035  0.40865603],[-0.42410484 -0.24982044]
11,"[[  2.41863922   2.53798751  -0.14344954   0.07457687]
 [  2.87912424  10.37801026   0.           0.        ]]","[-1.83032755 -0.64134874  1.26469203  0.59969904 -1.2258576   0.65639425
 -0.2130838   1.19609573  0.33837919 -1.32342821  0.        ]",-0.149321738551,[-0.19224569  0.84739738],-1.52589,[-0.50846684  1.30694628],[-0.42410484 -0.24982044]
12,"[[  2.468018     2.77715122  -0.14344954   0.07457687]
 [  2.06147779  13.5278622    0.           0.        ]]","[-1.88119153 -0.77829982  1.20694871 -0.00206999 -1.22585573  0.65639368
 -0.2557841   1.65896724  0.59788231 -1.23758321  0.        ]",-0.161613621974,[-0.85558878  1.91044184],-1.54951,[-0.04965219  2.41575193],[-0.42410484 -0.24982044]
13,"[[  2.47485325   3.05453585  -0.14344954   0.07457687]
 [ -1.36674749  10.68749245   0.           0.        ]]","[-1.88798994 -0.85463928  1.19876787 -0.76994482 -1.22585385  0.65639311
 -0.43481824  1.2415693   0.85781308 -1.01364409  0.        ]",-0.170350109581,[ 1.7336102   3.39689592],-1.2781,[ 0.43748993  3.04463387],[-0.42410484 -0.24982044]
14,"[[ 2.48750812  3.11946643 -0.14344954  0.07457687]
 [ 2.61909685 -0.90968139  0.          0.        ]]","[-1.90042542 -0.85900771  1.18350718 -0.95465309 -1.22585197  0.65639253
 -0.22666263 -0.4626495   0.88705442 -0.97764407  0.        ]",-0.171223913858,[ 0.05399783  3.65168228],-1.36851,[ 0.32495397  2.9525125 ],[-0.42410484 -0.24982044]
15,"[[ 2.54151403  3.0821797  -0.14344954  0.07457687]
 [ 2.78098612 -2.11711831  0.          0.        ]]","[-1.95119907 -0.85713233  1.11674482 -0.84849936 -1.2258501   0.65639196
 -0.21820803 -0.64008339  0.86407307 -1.01196546  0.        ]",-0.170814854313,[ 1.17495701  3.60718159],-1.33823,[ 0.34489989  2.95353603],[-0.42410484 -0.24982044]
16,"[[ 2.63630657  3.045931   -0.14344954  0.07457687]
 [ 6.68525851 -1.4357446   0.          0.        ]]","[-2.03091278 -0.85366822  0.99360684 -0.74552517 -1.22584822  0.65639138
 -0.0143123  -0.53995417  0.85164909 -1.04285946  0.        ]",-0.171237785868,[ 0.37141046  3.14452568],-1.46752,[ 0.37359458  2.86261678],[-0.42410484 -0.24982044]
17,"[[ 2.78343838  3.02428863 -0.14344954  0.07457687]
 [ 8.02346046 -0.77051416  0.          0.        ]]","[-2.12947916 -0.85083013  0.78975894 -0.68420581 -1.22584634  0.65639081
  0.05557362 -0.44219728  0.8606836  -1.0588206   0.        ]",-0.172804894347,[ 1.26067059  0.87636543],-1.66935,[ 0.47705489  2.84166813],[-0.42410484 -0.24982044]
18,"[[  2.98203893   3.01312993  -0.14344954   0.07457687]
 [ 11.82392843  -0.3819997    0.           0.        ]]","[-2.21080641 -0.84914211  0.49711645 -0.6526488  -1.22584447  0.65639023
  0.25404837 -0.38510422  0.8864892  -1.05945671  0.        ]",-0.175058069529,[ 0.17861489  3.53089976],-1.55131,[ 0.69915742  2.87848282],[-0.42410484 -0.24982044]
19,"[[  3.2232645    3.00790888  -0.14344954   0.07457687]
 [ 12.29705068  -0.1678865    0.           0.        ]]","[-2.22581186 -0.84829951  0.12998078 -0.63789867 -1.22584259  0.65638966
  0.27875644 -0.3536397   0.92076199 -1.04394065  0.        ]",-0.177280033709,[ 0.54515798  3.1775998 ],-1.60841,[ 0.87507182  2.91624713],[-0.42410484 -0.24982044]
20,"[[  3.48841937   3.00564165  -0.14344954   0.07457687]
 [ 14.21205381  -0.07189264   0.           0.        ]]","[-2.13572335 -0.84792273 -0.2644473  -0.63149635 -1.22584071  0.65638908
  0.37876504 -0.33953301  0.95390889 -1.01344781  0.        ]",-0.17876491286,[ 2.2708052   4.12292519],-1.4487,[ 1.05471706  2.91867805],[-0.42410484 -0.24982044]
21,"[[  3.80956244   3.00467922  -0.14344954   0.07457687]
 [ 17.88999635  -0.03020291   0.           0.        ]]","[-1.88671936 -0.84776038 -0.69115827 -0.62877887 -1.22583884  0.65638851
  0.57084106 -0.33340641  0.98199021 -0.96384846  0.        ]",-0.179062625968,[ 0.3383175  3.7373167],-1.56588,[ 1.21911383  2.8436985 ],[-0.42410484 -0.24982044]
22,"[[  4.17724859e+00   3.00427751e+00  -1.43449538e-01   7.45768748e-02]
 [  1.88753353e+01  -1.25072616e-02   0.00000000e+00   0.00000000e+00]]","[-1.44582182 -0.84769176 -1.05881974 -0.62764443 -1.22583696  0.65638793
  0.62229879 -0.33080578  0.9937402  -0.8982676   0.        ]",-0.177396170822,[-0.49459971  2.96169393],-1.61341,[ 1.30546451  2.75633454],[-0.42410484 -0.24982044]
23,"[[  4.53135830e+00   3.00411199e+00  -1.43449538e-01   7.45768748e-02]
 [  1.65434073e+01  -5.12182479e-03   0.00000000e+00   0.00000000e+00]]","[-0.91710709 -0.8476629  -1.24732091 -0.62717669 -1.22583508  0.65638736
  0.50051595 -0.32972025  0.98298524 -0.83472522  0.        ]",-0.173937829709,[ 1.88773843  3.47183968],-1.40356,[ 1.33942437  2.68389487],[-0.42410484 -0.24982044]
24,"[[  4.89866537e+00   3.00404456e+00  -1.43449538e-01   7.45768748e-02]
 [  2.01751963e+01  -2.07369014e-03   0.00000000e+00   0.00000000e+00]]","[-0.33178079 -0.84765061 -1.2458563  -0.62698583 -1.2258332   0.65638678
  0.69018173 -0.3292721   0.95036773 -0.77716669  0.        ]",-0.168800110981,[ 1.70191088  3.31451424],-1.35563,[ 1.28687811  2.4738152 ],[-0.42410484 -0.24982044]
25,"[[  5.33788685e+00   3.00401733e+00  -1.43449538e-01   7.45768748e-02]
 [  2.37350887e+01  -8.35217064e-04   0.00000000e+00   0.00000000e+00]]","[ 0.30972391 -0.84764511 -0.98319879 -0.62690844 -1.22583133  0.65638621
  0.87609252 -0.32908988  0.88892616 -0.73007897  0.        ]",-0.161399992833,[ 1.11352704  2.72097344],-1.35056,[ 1.25433064  2.25757265],[-0.42410484 -0.24982044]
26,"[[  5.84759910e+00   3.00400637e+00  -1.43449538e-01   7.45768748e-02]
 [  2.72245078e+01  -3.36303344e-04   0.00000000e+00   0.00000000e+00]]","[ 0.8243406  -0.84764237 -0.38968018 -0.62687697 -1.22582945  0.65638564
  1.05832251 -0.32901634  0.80201072 -0.71581691  0.        ]",-0.152771141686,[ 1.14422144  3.31422434],-1.28474,[ 1.33281159  2.22440481],[-0.42410484 -0.24982044]
27,"[[  6.42640665e+00   3.00400194e+00  -1.43449538e-01   7.45768748e-02]
 [  3.06448488e+01  -1.36885487e-04   0.00000000e+00   0.00000000e+00]]","[ 0.95757404 -0.84764073  0.47247272 -0.62686393 -1.22582757  0.65638506
  1.23694441 -0.32898681  0.70989391 -0.75565129  0.        ]",-0.145769224758,[ 1.24141416  1.65189325],-1.33036,[ 1.13024688  2.23541498],[-0.42410484 -0.24982044]
28,"[[  7.07294166e+00   3.00400012e+00  -1.43449538e-01   7.45768748e-02]
 [  3.39974792e+01  -5.78353001e-05   0.00000000e+00   0.00000000e+00]]","[ 0.4996529  -0.84763953  1.33886161 -0.62685825 -1.2258257   0.65638449
  1.41202947 -0.32897497  0.65022219 -0.85401643  0.        ]",-0.144666214464,[ 0.21862232  3.12459008],-1.21362,[ 0.64813     2.20300841],[-0.42410484 -0.24982044]
29,"[[  7.75482326e+00   3.00399930e+00  -1.43449538e-01   7.45768748e-02]
 [  3.41900390e+01  -2.75732274e-05   0.00000000e+00   0.00000000e+00]]","[-0.46993297 -0.8476385   1.77385612 -0.6268554  -1.22582382  0.65638391
  1.42208307 -0.3289703   0.66138373 -0.97631369  0.        ]",-0.151633430644,[ 1.22169425  3.18265844],-1.15177,[ 0.19039404  2.23234534],[-0.42410484 -0.24982044]
30,"[[  8.47155791e+00   3.00399894e+00  -1.43449538e-01   7.45768748e-02]
 [  3.74724873e+01  -1.19120957e-05   0.00000000e+00   0.00000000e+00]]","[-1.55655862 -0.84763755  1.49932673 -0.62685384 -1.22582194  0.65638334
  1.59350186 -0.32896778  0.74876671 -1.06654992  0.        ]",-0.163705793568,[-0.18359291  2.11138743],-1.4478,[ 0.25985485  2.44730544],[-0.42410484 -0.24982044]
31,"[[  9.20627151e+00   3.00399871e+00  -1.43449538e-01   7.45768748e-02]
 [  3.60037676e+01  -8.93668593e-06   0.00000000e+00   0.00000000e+00]]","[-2.19302664 -0.84763662  0.58550998 -0.62685268 -1.22582007  0.65638276
  1.51679661 -0.32896712  0.87394352 -1.07313804  0.        ]",-0.17465760712,[ 1.32899022  3.54736361],-1.46512,[ 0.83091229  2.74093151],[-0.42410484 -0.24982044]
32,"[[  9.95892048e+00   3.00399862e+00  -1.43449538e-01   7.45768748e-02]
 [  3.92503105e+01  -2.69828156e-06   0.00000000e+00   0.00000000e+00]]","[-2.00789807 -0.84763571 -0.52276498 -0.62685189 -1.22581819  0.65638219
  1.68633947 -0.32896598  0.97254457 -0.98679718  0.        ]",-0.179221277159,[ 1.92162842  3.44359016],-1.52045,[ 1.23164725  2.67912126],[-0.42410484 -0.24982044]
