timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-3.19635296 -1.51549578],[-3.19796844 -1.13000057],-0.1641763655,-0.1641763655,"[ 1.07262389  1.47059822  0.03103167  0.94251644  1.19244328 -1.27817481
 -0.20013955  0.28855795  0.29967781  1.96777851  0.        ]","[[ 0.05586269 -0.09777211  0.13872377 -0.14704397]
 [-0.00422819  0.00460712  0.          0.        ]]",[-0.55640024 -0.55703604]
1,[-1.73326063 -0.61205602],[-1.85316962 -1.84570552],-0.152590002639,-0.152590002639,"[ 1.07467989  1.46461482 -0.02809658  0.84254569  1.19244197 -1.27817329
 -0.71814767 -0.30184236  0.29428938  1.81398268  0.        ]","[[ 0.01610373 -0.13739332  0.13872377 -0.14704397]
 [-3.95851305 -3.95354032  0.          0.        ]]",[-0.55640024 -0.55703604]
2,[ 0.78803539  0.74247086],[ 0.93073569  0.55040699],-0.117273029373,-0.117273029373,"[ 1.06739634  1.43499812 -0.20353479  0.54866316  1.19244067 -1.27817177
 -1.2259284  -0.88055539  0.23125121  1.36532954  0.        ]","[[-0.10195735 -0.2553914   0.13872377 -0.14704397]
 [-7.83473183 -7.83333638  0.          0.        ]]",[-0.55640024 -0.55703604]
3,[ 0.17872632  0.31316251],[ 0.08089729 -0.4314467 ],-0.0793144525073,-0.0793144525073,"[ 1.04014704  1.38076132 -0.37707805  0.22771467  1.19243936 -1.27817025
 -0.72342942 -0.53255186  0.09169999  0.92706024  0.        ]","[[-0.22016573 -0.38864968  0.13872377 -0.14704397]
 [-3.99884548 -5.50026339  0.          0.        ]]",[-0.55640024 -0.55703604]
4,[ 0.84638077  1.00423622],[ 1.15255605  0.77772926],-0.0502299955087,-0.0502299955087,"[ 1.01225957  1.31000026 -0.48636305 -0.06026134  1.19243806 -1.27816873
 -0.67108805 -0.7711456  -0.06379825  0.63368947  0.        ]","[[-0.29613363 -0.51470404  0.13872377 -0.14704397]
 [-3.59929439 -7.09983973  0.          0.        ]]",[-0.55640024 -0.55703604]
5,[-0.43620616  0.42099327],[ 0.33563413  0.53917125],-0.0320451870344,-0.0320451870344,"[ 0.99831511  1.2339044  -0.53110744 -0.29488222  1.19243676 -1.27816721
 -0.14367133 -0.29105052 -0.18669263  0.47723998  0.        ]","[[-0.32772505 -0.62440728  0.13872377 -0.14704397]
 [ 0.42680609 -3.88120296  0.          0.        ]]",[-0.55640024 -0.55703604]
6,[-1.14614475 -0.07986234],[-1.45503974 -0.55936597],-0.0306182535041,-0.0306182535041,"[ 1.00806767  1.19061146 -0.50032687 -0.40682178  1.19243545 -1.27816568
  0.02906978  0.03878727 -0.20920056  0.47691811  0.        ]","[[-0.30595876 -0.67984482  0.13872377 -0.14704397]
 [ 1.74544636 -1.66991608  0.          0.        ]]",[-0.55640024 -0.55703604]
7,[ 0.52679503  0.91710681],[ 0.74497386  0.18574398],-0.0241798774167,-0.0241798774167,"[ 1.00582868  1.14438355 -0.50759325 -0.5135478   1.19243415 -1.27816416
 -0.49363246 -0.28645111 -0.26419118  0.42856243  0.        ]","[[-0.31108349 -0.73512024  0.13872377 -0.14704397]
 [-2.24466464 -3.8503676   0.          0.        ]]",[-0.55640024 -0.55703604]
8,[-0.37480015  0.72226119],[-0.63249771  0.87862923],-0.0158134163558,-0.0158134163558,"[ 0.99912616  1.08272106 -0.52862263 -0.63920885  1.19243284 -1.27816264
 -0.10175076 -0.16552225 -0.34603194  0.3594472   0.        ]","[[-0.32596269 -0.80399338  0.13872377 -0.14704397]
 [ 0.74680892 -3.03964185  0.          0.        ]]",[-0.55640024 -0.55703604]
9,[ 0.20324828  0.22150449],[ 0.29741713  0.54343714],-0.012990094264,-0.012990094264,"[ 0.99429459  1.05901359 -0.54316214 -0.68317746  1.19243154 -1.27816112
 -0.43165181  0.36250717 -0.38307186  0.32810069  0.        ]","[[-0.33629381 -0.82926828  0.13872377 -0.14704397]
 [-1.77152922  0.50035084  0.          0.        ]]",[-0.55640024 -0.55703604]
