timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 1.25256407 -1.34945858],[ 1.12768699 -1.75796284],-0.264060043185,-0.264060043185,"[ 1.08131117  1.4429711  -0.03895905  1.05421106 -0.40859853  0.50212483
 -0.19251261  0.2855803   2.1035402  -0.63268322  0.        ]","[[ 0.00815305 -0.06513304 -0.04635705  0.05859751]
 [ 0.00041386 -0.00371019  0.          0.        ]]",[-0.63168222 -0.60437548]
1,[ 1.11443281 -1.2758013 ],[ 0.66324879 -2.12410319],-0.263019539459,-0.263019539459,"[ 1.07971465  1.43860009  0.0200658   0.95362125 -0.40859833  0.50212457
  0.33879984 -0.31492718  2.10245528 -0.58317347  0.        ]","[[ 0.04786722 -0.10494976 -0.04635705  0.05859751]
 [ 3.95782318 -3.96475421  0.          0.        ]]",[-0.63168222 -0.60437548]
2,[ 1.03392351 -1.26217377],[ 1.5168974  -2.12678256],-0.260004435171,-0.260004435171,"[ 1.06469036  1.41365985  0.17491087  0.65799367 -0.40859813  0.50212431
  0.68075054 -0.90345916  2.09141457 -0.47144212  0.        ]","[[ 0.15257823 -0.22319487 -0.04635705  0.05859751]
 [ 6.50479841 -7.84680809  0.          0.        ]]",[-0.63168222 -0.60437548]
3,[ 1.07541406 -1.45065093],[ 1.0776896  -1.16941457],-0.253548269017,-0.253548269017,"[ 1.00803617  1.33430495  0.41819201  0.18922093 -0.40859793  0.50212404
  1.1947998  -1.48039598  2.05088226 -0.30322094  0.        ]","[[  0.32108973  -0.41831403  -0.04635705   0.05859751]
 [ 10.33363086 -11.65238672   0.           0.        ]]",[-0.63168222 -0.60437548]
4,[ 0.6607734  -1.68249238],[ 0.64776862 -1.89602283],-0.240674759172,-0.240674759172,"[ 0.85807777  1.15115758  0.74556786 -0.39240193 -0.40859773  0.50212378
  1.69871924 -2.04585429  1.94681593 -0.06348343  0.        ]","[[  0.56542052  -0.68878573  -0.04635705   0.05859751]
 [ 14.08702491 -15.38226931   0.           0.        ]]",[-0.63168222 -0.60437548]
5,[ 0.07477901 -1.80314815],[-0.16365478 -1.14680534],-0.219374917418,-0.219374917418,"[ 0.57171343  0.81542039  1.08550866 -0.95858958 -0.40859754  0.50212352
  2.00564063 -2.59995575  1.74791415  0.16860229  0.        ]","[[  0.87009732  -1.03310396  -0.04635705   0.05859751]
 [ 16.37311914 -19.03727155   0.           0.        ]]",[-0.63168222 -0.60437548]
6,[-0.01882949 -2.06470299],[ 0.9750052  -3.60645181],-0.190056714003,-0.190056714003,"[ 0.18282011  0.30969306  1.32812705 -1.29784074 -0.40859734  0.50212326
  1.87544076 -3.14289624  1.46378892  0.23972709  0.        ]","[[  1.187831    -1.44978294  -0.04635705   0.05859751]
 [ 15.403368   -22.61870145   0.           0.        ]]",[-0.63168222 -0.60437548]
7,[-1.11086655 -2.45866346],[-0.67248071 -2.7262414 ],-0.151360498655,-0.151360498655,"[-0.29699623 -0.30935951  1.43469327 -1.14790359 -0.40859714  0.50212299
  2.35279992 -3.67515579  1.09054102  0.1424612   0.        ]","[[  1.53157144  -1.93738579  -0.04635705   0.05859751]
 [ 18.95896994 -26.12974362   0.           0.        ]]",[-0.63168222 -0.60437548]
8,[-1.27179563 -2.99112821],[-0.79735343 -2.94441286],-0.109122298553,-0.109122298553,"[-0.79019953 -0.8770649   1.36518942 -0.30939657 -0.40859694  0.50212273
  1.94512452 -4.19679622  0.65037675 -0.16589134  0.        ]","[[  1.88028805  -2.49450433  -0.04635705   0.05859751]
 [ 15.92247047 -29.5708262    0.           0.        ]]",[-0.63168222 -0.60437548]
9,[-1.34362531 -3.14470148],[-1.04025594 -3.48628922],-0.084860491719,-0.084860491719,"[-1.15511064 -1.13793896  1.18188202  1.16392334 -0.40859674  0.50212247
  1.47899016 -3.76011564  0.14913744 -0.65118716  0.        ]","[[  2.16390058  -3.11977137  -0.04635705   0.05859751]
 [ 12.45052706 -26.69051176   0.           0.        ]]",[-0.63168222 -0.60437548]
