timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 0.08913582 -0.90584797],[-0.09589998 -0.43977434],-0.118252890134,-0.118252890134,"[ 1.07643639  1.9653281  -0.1413359   0.68889907  1.13471645 -0.90830314
 -0.14360305  0.33277709  0.30431921  0.78214234  0.        ]","[[-0.07250589  0.00464172  0.1294399  -0.10174769]
 [ 0.00070827  0.00123726  0.          0.        ]]",[-0.09009748 -0.22255665]
1,[ 0.1118197  -0.88474202],[ 2.31314633 -0.45189286],-0.116131301408,-0.116131301408,"[ 1.07604257  1.96521547 -0.14709928  0.63995445  1.13471136 -0.90829989
 -0.17824006  0.09586643  0.30282265  0.76055173  0.        ]","[[-0.0762914  -0.01280359  0.1294399  -0.10174769]
 [-0.3779997  -1.73996525  0.          0.        ]]",[-0.09009748 -0.22255665]
2,[-0.05834109 -0.95622253],[ 1.06319776 -1.6411385 ],-0.116840886766,-0.116840886766,"[ 1.07871837  1.96250016 -0.09800864  0.49300903  1.13470628 -0.90829664
  0.18431885 -0.14311166  0.30263284  0.76852675  0.        ]","[[-0.04407902 -0.06522546  0.1294399  -0.10174769]
 [ 3.58603716 -3.4963627   0.          0.        ]]",[-0.09009748 -0.22255665]
3,[-0.27113104 -1.02066529],[-1.6864356  -0.80800604],-0.125232416541,-0.125232416541,"[ 1.07698723  1.94532405  0.07093318  0.18960848  1.13470119 -0.90829339
  0.53978387 -0.67264249  0.3018967   0.85837536  0.        ]","[[ 0.06663589 -0.17420106  0.1294399  -0.10174769]
 [ 7.47251664 -7.38821345  0.          0.        ]]",[-0.09009748 -0.22255665]
4,[-0.14825955 -0.92386711],[-0.2618156 -0.8998617],-0.126170863141,-0.126170863141,"[ 1.05894139  1.88413096  0.2349826  -0.29295166  1.13469611 -0.90829015
  0.16455234 -1.08783229  0.28489443  0.88328413  0.        ]","[[  0.1749243   -0.35258194   0.1294399   -0.10174769]
 [  3.36994494 -10.43972087   0.           0.        ]]",[-0.09009748 -0.22255665]
5,[-0.05838699 -0.84722817],[ 0.80012026 -0.96891616],-0.110970390379,-0.110970390379,"[ 1.043215    1.73855053  0.31923661 -0.89678317  1.13469102 -0.9082869
  0.06381882 -1.54444349  0.23810829  0.77006953  0.        ]","[[  0.23127359  -0.59504794   0.1294399   -0.10174769]
 [  2.26858352 -13.79570078   0.           0.        ]]",[-0.09009748 -0.22255665]
6,[-0.09910724 -0.80768704],[ 0.70388695 -2.48215988],-0.0901420351656,-0.0901420351656,"[ 1.01495743  1.45919021  0.43206901 -1.53347405  1.13468594 -0.90828365
  0.34931788 -2.0293964   0.1390521   0.64655851  0.        ]","[[  0.30796404  -0.9067248    0.1294399   -0.10174769]
 [  5.39006961 -17.36006455   0.           0.        ]]",[-0.09009748 -0.22255665]
7,[-0.12077185 -0.74473763],[-2.02108153  1.01740421],-0.0706795666386,-0.0706795666386,"[ 0.94670727  1.011511    0.62324202 -2.01995242  1.13468085 -0.9082804
  0.59435187 -2.52141588 -0.02389602  0.58314367  0.        ]","[[  0.44264522  -1.29021166   0.1294399   -0.10174769]
 [  8.06913883 -20.97650442   0.           0.        ]]",[-0.09009748 -0.22255665]
8,[ 0.03666999 -0.58285469],[-0.34664079 -2.54781623],-0.0571044863144,-0.0571044863144,"[ 0.86673054  0.52109411  0.78377791 -2.11698327  1.13467577 -0.90827715
  0.2176625  -1.92602673 -0.22932566  0.5415718   0.        ]","[[  0.56270683  -1.66583679   0.1294399   -0.10174769]
 [  3.95065743 -16.60068502   0.           0.        ]]",[-0.09009748 -0.22255665]
9,[ 0.15906253 -0.48393038],[-0.8677314  -1.80896092],-0.0602241660266,-0.0602241660266,"[ 0.8167571   0.05659148  0.86526854 -1.83364807  1.13467068 -0.90827391
  0.08497532 -2.41998518 -0.47924768  0.50162527  0.        ]","[[  0.62716634  -2.03427843   0.1294399   -0.10174769]
 [  2.49994321 -20.23140492   0.           0.        ]]",[-0.09009748 -0.22255665]
