timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 1.97166932 -0.42533827],[ 2.29792626 -0.75088851],-0.270592269506,-0.270592269506,"[ 1.04296757  1.71358339 -0.11115567  0.96662573 -0.20297559  1.13662314
 -0.25416264  0.31078154  1.63963825 -1.31190927  0.        ]","[[-0.03178015 -0.01987001 -0.02269329  0.12958391]
 [ 0.00289734  0.00345843  0.          0.        ]]",[-0.34148377 -0.33476555]
1,[ 1.78564215 -0.47134167],[ 1.90546196 -1.32466183],-0.268119194397,-0.268119194397,"[ 1.04365476  1.71224523 -0.05163662  0.88760755 -0.20297545  1.13662141
  0.19061157 -0.10618678  1.64048123 -1.25882328  0.        ]","[[ 0.00797933 -0.04964815 -0.02269329  0.12958391]
 [ 3.95987199 -2.9713521   0.          0.        ]]",[-0.34148377 -0.33476555]
2,[ 1.63249063 -0.54344553],[ 1.51953542  0.50221902],-0.260828740903,-0.260828740903,"[ 1.03214311  1.69969613  0.12470686  0.62724072 -0.20297531  1.13661968
  0.6266307  -0.65315006  1.63426964 -1.11300585  0.        ]","[[ 0.12609677 -0.14822781 -0.02269329  0.12958391]
 [ 7.83895778 -6.87359722  0.          0.        ]]",[-0.34148377 -0.33476555]
3,[ 1.46016347 -0.76257712],[ 2.29679692 -0.22668326],-0.245244259457,-0.245244259457,"[ 0.96934796  1.6690386   0.40880618  0.32549736 -0.20297517  1.13661796
  1.05377359 -0.35553454  1.59589622 -0.82370966  0.        ]","[[  0.32100348  -0.26439629  -0.02269329   0.12958391]
 [ 11.63908182  -4.75029947   0.           0.        ]]",[-0.34148377 -0.33476555]
4,[ 1.0945164  -0.92689139],[ 0.51910902 -0.51725317],-0.218648210062,-0.218648210062,"[ 0.79667443  1.62777488  0.77084647  0.06545747 -0.20297503  1.13661623
  1.47260562 -0.4683236   1.47185727 -0.38018274  0.        ]","[[  0.59117092  -0.36747636  -0.02269329   0.12958391]
 [ 15.36528234  -5.55498071   0.           0.        ]]",[-0.34148377 -0.33476555]
5,[ 0.2225561 -1.0247618],[ 0.16623943 -1.6701884 ],-0.184204254049,-0.184204254049,"[ 0.47452617  1.55726138  1.12397629 -0.24899941 -0.20297489  1.1366145
  1.6693855  -0.7400075   1.22370044  0.0788401   0.        ]","[[  0.91604159  -0.498024    -0.02269329   0.12958391]
 [ 17.11598899  -7.49327792   0.           0.        ]]",[-0.34148377 -0.33476555]
6,[-0.57000786 -0.93858725],[-1.07176641 -0.25896857],-0.147633047885,-0.147633047885,"[ 0.03108679  1.42216375  1.36258833 -0.66282277 -0.20297475  1.13661278
  1.70546313 -1.27412929  0.89087981  0.40497197  0.        ]","[[  1.26158177  -0.6861233   -0.02269329   0.12958391]
 [ 17.4369965  -11.30391168   0.           0.        ]]",[-0.34148377 -0.33476555]
7,[-0.48413295 -0.58402693],[-0.34240632 -0.29675334],-0.116749040017,-0.116749040017,"[-0.40658171  1.20555622  1.43358271 -1.09348459 -0.20297461  1.13661105
  1.22208516 -1.38619123  0.59355053  0.52204614  0.        ]","[[  1.56717524  -0.92022256  -0.02269329   0.12958391]
 [ 13.13658946 -12.10342157   0.           0.        ]]",[-0.34148377 -0.33476555]
8,[-0.59520853 -0.43348134],[-1.44117255 -1.74497625],-0.0929258501348,-0.0929258501348,"[-0.76196506  0.92584786  1.38963264 -1.42714616 -0.20297447  1.13660932
  1.04068042 -1.51715672  0.38643902  0.4867866   0.        ]","[[  1.81371499  -1.17166568  -0.02269329   0.12958391]
 [ 11.52271459 -13.03780139   0.           0.        ]]",[-0.34148377 -0.33476555]
9,[-0.17223522 -0.56987917],[-2.28196389 -1.19694759],-0.0775498585482,-0.0775498585482,"[-1.02047256  0.55526022  1.29642059 -1.62224718 -0.20297433  1.1366076
  0.57037913 -2.03578612  0.29103598  0.31678677  0.        ]","[[  2.00219151  -1.46954551  -0.02269329   0.12958391]
 [  7.33863055 -16.73794753   0.           0.        ]]",[-0.34148377 -0.33476555]
