timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 1.89084411 -0.31709126],[ 2.0271779   0.02556337],-0.329875771372,-0.329875771372,"[ 1.04107621  1.68635639 -0.19626549  1.29223093 -0.68529973  1.33562338
 -0.25103854  0.30722184  2.13856788 -1.56344568  0.        ]","[[-0.08957242  0.0977689  -0.07861831  0.15242712]
 [-0.00431879 -0.00471987  0.          0.        ]]",[-0.35195589 -0.33726862]
1,[ 1.7254281  -0.42664558],[ 1.82003104  0.16338108],-0.326003691834,-0.326003691834,"[ 1.0450909   1.68623776 -0.1371829   1.29460847 -0.68529909  1.33562099
  0.19859441  0.32126083  2.13985512 -1.47431269  0.        ]","[[-0.04996775  0.0986756  -0.07861831  0.15242712]
 [ 3.95161434  0.09506155  0.          0.        ]]",[-0.35195589 -0.33726862]
2,[ 1.65718198 -0.57431924],[ 1.7507442  -1.04449076],-0.313369311747,-0.313369311747,"[ 1.04354633  1.68512881  0.03908642  1.31653233 -0.68529844  1.33561861
  0.63931016  0.41180422  2.12549361 -1.20290105  0.        ]","[[ 0.06796842  0.1070335  -0.07861831  0.15242712]
 [ 7.8290943   0.73858564  0.          0.        ]]",[-0.35195589 -0.33726862]
3,[ 1.51815426 -0.67113608],[ 0.94678545 -1.54540816],-0.292675688673,-0.292675688673,"[ 0.99699608  1.68817517  0.32589465  1.25058243 -0.6852978   1.33561622
  1.0715095  -0.14757916  2.0562229  -0.80834747  0.        ]","[[  0.2627026    0.08191549  -0.07861831   0.15242712]
 [ 11.63165223  -3.23713608   0.           0.        ]]",[-0.35195589 -0.33726862]
4,[ 1.45947278 -0.83925229],[ 1.23096588 -0.73865171],-0.265363112091,-0.265363112091,"[ 0.84687388  1.69217861  0.6943626   0.97696082 -0.68529715  1.33561384
  1.4712276  -0.69587023  1.90203454 -0.37283869  0.        ]","[[  0.5306207   -0.02192613  -0.07861831   0.15242712]
 [ 15.14844964  -7.13402279   0.           0.        ]]",[-0.35195589 -0.33726862]
5,[ 1.00298786 -1.13377714],[ 1.37018953 -0.58994282],-0.228876989178,-0.228876989178,"[ 0.52991982  1.66869168  1.0808763   0.53009879 -0.68529651  1.33561146
  1.88692835 -1.08768921  1.62306212  0.06472343  0.        ]","[[  0.87028553  -0.19254786  -0.07861831   0.15242712]
 [ 18.80588949  -9.91881683   0.           0.        ]]",[-0.35195589 -0.33726862]
6,[-0.56565225 -1.43680418],[-0.45319872 -1.24205559],-0.180111557884,-0.180111557884,"[ 0.00598849  1.58454219  1.37128005 -0.02229196 -0.68529586  1.33560907
  2.29441644 -1.38883498  1.18278242  0.43094541  0.        ]","[[  1.28237405  -0.41240021  -0.07861831   0.15242712]
 [ 22.39111169 -12.05917529   0.           0.        ]]",[-0.35195589 -0.33726862]
7,[-1.2717731  -1.38471627],[-1.51875251 -0.26859437],-0.129228947107,-0.129228947107,"[-0.60643548  1.3972313   1.41904172 -0.64581483 -0.68529521  1.33560669
  2.040537   -1.91209762  0.70431245  0.5654042   0.        ]","[[  1.70778558  -0.69089834  -0.07861831   0.15242712]
 [ 20.15749578 -15.77821409   0.           0.        ]]",[-0.35195589 -0.33726862]
8,[-1.23969388 -1.16144097],[-1.79834547 -1.82086065],-0.0908883792432,-0.0908883792432,"[-1.10066479  1.08543118  1.25250292 -1.20416452 -0.68529457  1.3356043
  1.54566253 -2.01743873  0.37984398  0.4689306   0.        ]","[[  2.0672519   -1.01397421  -0.07861831   0.15242712]
 [ 15.80352505 -16.52695556   0.           0.        ]]",[-0.35195589 -0.33726862]
9,[-0.79539555 -1.15245986],[-2.14745519 -1.98357139],-0.0727669710108,-0.0727669710108,"[-1.42012851  0.6479906   1.01147858 -1.55517225 -0.68529392  1.33560192
  1.06055213 -2.52824561  0.26490178  0.23947996  0.        ]","[[  2.34050206  -1.38093885  -0.07861831   0.15242712]
 [ 11.53543984 -20.15752514   0.           0.        ]]",[-0.35195589 -0.33726862]
10,[-0.17203504 -1.18394446],[ 0.03076907 -0.86573962],-0.0835597532802,-0.0835597532802,"[-1.59812319  0.08774521  0.79716004 -1.52121856 -0.68529328  1.33559954
  0.58481673 -3.02903313  0.33513873 -0.10808173  0.        ]","[[  2.52921919  -1.81980098  -0.07861831   0.15242712]
 [  7.34982909 -23.71695116   0.           0.        ]]",[-0.35195589 -0.33726862]
11,[-0.59359002 -1.50944376],[-1.98383126 -0.58922772],-0.115762978007,-0.115762978007,"[-1.70759349 -0.47539782  0.60897086 -0.88948269 -0.68529263  1.33559715
  0.58203605 -3.44522083  0.44149792 -0.59924161  0.        ]","[[  2.67597105  -2.32382069  -0.07861831   0.15242712]
 [  7.32536853 -26.67517148   0.           0.        ]]",[-0.35195589 -0.33726862]
12,[-0.58937711 -1.34705925],[-1.24421822 -1.09516453],-0.158742012012,-0.158742012012,"[-1.7690463  -0.83709352  0.46476666  0.34109273 -0.68529199  1.33559477
  0.11545597 -3.69913902  0.45917531 -1.2137645   0.        ]","[[  2.78129157  -2.87543321  -0.07861831   0.15242712]
 [  3.22030784 -28.48013322   0.           0.        ]]",[-0.35195589 -0.33726862]
13,[-0.11330757  1.00377822],[ 0.67970748  1.14581324],-0.180615570611,-0.180615570611,"[-1.78098194 -0.8823399   0.43095559  1.06530524 -0.68529134  1.33559239
 -0.3416867  -0.01207089  0.39510922 -1.53925747  0.        ]","[[ 2.80534377 -3.15316406 -0.07861831  0.15242712]
 [-0.80172089 -2.27421794  0.          0.        ]]",[-0.35195589 -0.33726862]
14,[-0.2798453  1.0925864],[-0.74911109  1.67687339],-0.177664617242,-0.177664617242,"[-1.78623381 -0.88225675  0.41521243  0.99213964 -0.68529069  1.33559
 -0.03397405  0.82851678  0.40786373 -1.49453446  0.        ]","[[ 2.81647331 -3.12542147 -0.07861831  0.15242712]
 [ 1.90559079  3.70027936  0.          0.        ]]",[-0.35195589 -0.33726862]
15,[ 0.03886183  1.00272655],[-0.48244894  1.13340908],-0.168848551176,-0.168848551176,"[-1.78989146 -0.87169881  0.40389264  0.69507101 -0.68529005  1.33558762
 -0.37535326  1.37528686  0.43415966 -1.36534404  0.        ]","[[ 2.8244499  -3.01242443 -0.07861831  0.15242712]
 [-1.0979261   7.58647425  0.          0.        ]]",[-0.35195589 -0.33726862]
16,[ 0.42172161  0.51047981],[ 0.62690391  1.23527123],-0.154285348311,-0.154285348311,"[-1.77017979 -0.81742297  0.46160965  0.20737296 -0.6852894   1.33558523
 -0.58997739  1.91123748  0.46198853 -1.15173919  0.        ]","[[  2.78354552  -2.82247484  -0.07861831   0.15242712]
 [ -2.98623046  11.39579423   0.           0.        ]]",[-0.35195589 -0.33726862]
17,[ 0.26199958 -0.27453655],[ 0.41158304 -0.43341997],-0.132495622863,-0.132495622863,"[-1.75193093 -0.66869083  0.50923826 -0.42045432 -0.68528876  1.33558285
 -0.30117419  2.43659049  0.45602941 -0.84958717  0.        ]","[[  2.74931604  -2.55709398  -0.07861831   0.15242712]
 [ -0.44529337  15.1298343    0.           0.        ]]",[-0.35195589 -0.33726862]
18,[ 0.13078766 -0.45647341],[ 0.94534468 -0.44841426],-0.105052843067,-0.105052843067,"[-1.75607317 -0.42822757  0.49882207 -0.97568508 -0.68528811  1.33558047
 -0.11504048  2.15298034  0.36238977 -0.53879883  0.        ]","[[  2.75684143  -2.27472156  -0.07861831   0.15242712]
 [  1.19234063  13.11411509   0.           0.        ]]",[-0.35195589 -0.33726862]
19,[-0.48457935 -0.70225161],[-1.18247818  0.20740006],-0.0750575488567,-0.0750575488567,"[-1.78691419 -0.1689103   0.41305804 -1.32599369 -0.68528747  1.33557808
  0.30753491  1.86661481  0.17353297 -0.31574926  0.        ]","[[  2.81799177  -2.03286023  -0.07861831   0.15242712]
 [  4.91022719  11.07879003   0.           0.        ]]",[-0.35195589 -0.33726862]
20,[-0.21593383 -1.01991558],[ 0.1866683  -1.42262713],-0.0457977385811,-0.0457977385811,"[-1.81121483  0.10595286  0.33077677 -1.53040912 -0.68528682  1.3355757
 -0.15349368  1.95135128 -0.05789053 -0.17527162  0.        ]","[[  2.87549819  -1.80524136  -0.07861831   0.15242712]
 [  0.85402667  11.68110419   0.           0.        ]]",[-0.35195589 -0.33726862]
21,[-0.45243475 -0.81601018],[ 0.76658632 -1.34986557],-0.0260578786551,-0.0260578786551,"[-1.82009824  0.349854    0.29556636 -1.60013098 -0.68528617  1.33557332
 -0.07143085  1.36170548 -0.25308865 -0.10402533  0.        ]","[[ 2.89982207 -1.61366837 -0.07861831  0.15242712]
 [ 1.57602712  7.49015855  0.          0.        ]]",[-0.35195589 -0.33726862]
22,[-1.02867985 -0.56092477],[-0.97880669 -0.47545516],-0.0262393115647,-0.0262393115647,"[-1.838868    0.48957138  0.2054218  -1.59685888 -0.68528553  1.33557093
  0.2698996   0.78368124 -0.42323959 -0.12863764  0.        ]","[[ 2.96147323 -1.50508574 -0.07861831  0.15242712]
 [ 4.57910211  3.38180005  0.          0.        ]]",[-0.35195589 -0.33726862]
23,[-0.64071739 -0.23285584],[-1.16240118 -0.62433708],-0.0351925400338,-0.0351925400338,"[-1.85043809  0.5512213   0.1288641  -1.58548994 -0.68528488  1.33556855
 -0.18063676  0.5095001  -0.52521255 -0.1754707   0.        ]","[[ 3.01328399 -1.45700224 -0.07861831  0.15242712]
 [ 0.61522108  1.43303401  0.          0.        ]]",[-0.35195589 -0.33726862]
24,[ 0.13243869  0.30406302],[ 0.66529496  0.11439092],-0.0313480457393,-0.0313480457393,"[-1.8447652   0.55579968  0.16960347 -1.58439737 -0.68528424  1.33556617
 -0.63176327  0.15780681 -0.49901043 -0.14730944  0.        ]","[[ 2.98576549 -1.45342185 -0.07861831  0.15242712]
 [-3.35385366 -1.06665818  0.          0.        ]]",[-0.35195589 -0.33726862]
25,[-0.26602912  0.11922848],[-0.32973735 -0.81332158],-0.0251429775111,-0.0251429775111,"[-1.8345837   0.53457797  0.22849385 -1.5891547  -0.68528359  1.33556378
 -0.32498243  0.22443304 -0.43905948 -0.10990976  0.        ]","[[ 2.94576918 -1.47000366 -0.07861831  0.15242712]
 [-0.65475894 -0.59310524  0.          0.        ]]",[-0.35195589 -0.33726862]
26,[ 0.10924617  0.57481295],[-0.42416091 -0.52587538],-0.0219342682872,-0.0219342682872,"[-1.82672159  0.4780412   0.2666081  -1.59829215 -0.68528295  1.3355614
 -0.47176424 -0.22697515 -0.36811491 -0.09349458  0.        ]","[[ 2.91971723 -1.51405692 -0.07861831  0.15242712]
 [-1.94616649 -3.80152825  0.          0.        ]]",[-0.35195589 -0.33726862]
27,[ 0.58947444  0.91908097],[ 1.28861714  0.90021116],-0.0264551531955,-0.0264551531955,"[-1.8068236   0.35428577  0.34685202 -1.60048328 -0.6852823   1.33555902
 -0.65816798 -0.50930257 -0.21600799 -0.0787235   0.        ]","[[ 2.86433973 -1.61022103 -0.07861831  0.15242712]
 [-3.58617371 -5.80819603  0.          0.        ]]",[-0.35195589 -0.33726862]
28,[ 0.07895918  0.58120275],[ 0.35029303 -0.14392811],-0.0363076505019,-0.0363076505019,"[-1.79366867  0.25259595  0.39168161 -1.5839783  -0.68528165  1.33555663
 -0.20034196  0.00829378 -0.10991863 -0.0937896   0.        ]","[[ 2.83302959 -1.68947383 -0.07861831  0.15242712]
 [ 0.44183064 -2.12934005  0.          0.        ]]",[-0.35195589 -0.33726862]
29,[-0.12493228  0.60382032],[-0.24259673  2.84136501],-0.0398301413424,-0.0398301413424,"[-1.8033173   0.19157909  0.35927908 -1.56602684 -0.68528101  1.33555425
 -0.04374791 -0.06598285 -0.0939313  -0.12930663  0.        ]","[[ 2.85568934 -1.73735755 -0.07861831  0.15242712]
 [ 1.81956191 -2.65726692  0.          0.        ]]",[-0.35195589 -0.33726862]
30,[-0.08550982  0.21435086],[-0.38943431  0.49410895],-0.0395517057804,-0.0395517057804,"[-1.81365183  0.17523367  0.3212693  -1.56017221 -0.68528036  1.33555186
 -0.15703472  0.49853271 -0.11171111 -0.14949133  0.        ]","[[ 2.88208029 -1.75024578 -0.07861831  0.15242712]
 [ 0.82285195  1.35506862  0.          0.        ]]",[-0.35195589 -0.33726862]
31,[ 0.05015282 -0.04316172],[ 0.63214305 -0.49162883],-0.0347393006092,-0.0347393006092,"[-1.81395474  0.23432073  0.32007477 -1.57923224 -0.68527972  1.33554948
 -0.33410667  0.77005307 -0.15317559 -0.12806979  0.        ]","[[ 2.88290644 -1.70378157 -0.07861831  0.15242712]
 [-0.73504647  3.28492261  0.          0.        ]]",[-0.35195589 -0.33726862]
32,[-0.30872187  0.05570111],[ 0.51223079  0.50169867],-0.0299485741813,-0.0299485741813,"[-1.81779714  0.29255355  0.30480053 -1.59243125 -0.68527907  1.3355471
 -0.04805686  0.48696672 -0.20543709 -0.11562049  0.        ]","[[ 2.89345633 -1.65827068 -0.07861831  0.15242712]
 [ 1.78164595  1.27287142  0.          0.        ]]",[-0.35195589 -0.33726862]
33,[-0.77694231 -0.35966402],[-0.62738705  0.61402917],-0.0270033263208,-0.0270033263208,"[-1.83547059  0.35053338  0.22364483 -1.60014753 -0.68527843  1.33554471
  0.17831227  0.76287541 -0.30814435 -0.14012669  0.        ]","[[ 2.94907205 -1.61313752 -0.07861831  0.15242712]
 [ 3.7732623   3.23391427  0.          0.        ]]",[-0.35195589 -0.33726862]
