timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-0.29079279 -1.91266668],[-0.30732946 -1.18391164],-0.414000637467,-0.414000637467,"[ 1.04863234  1.67862656 -0.09375488  1.11079296 -1.72619712  0.53788799
 -0.24885095  0.30694986  3.20243283 -0.5274      0.        ]","[[-0.02130215  0.02597395 -0.19928706  0.0608353 ]
 [-0.00266181  0.00327915  0.          0.        ]]",[-0.3618913  -0.34428617]
1,[-0.28443867 -1.77796865],[-0.33102706 -1.83337461],-0.414949316604,-0.414949316604,"[ 1.04814322  1.67893587 -0.1120347   1.00652058 -1.72619278  0.53788755
 -0.38759441 -0.25128243  3.20106191 -0.60134938  0.        ]","[[-0.03353747 -0.01368421 -0.19928706  0.0608353 ]
 [-1.216833   -3.95590224  0.          0.        ]]",[-0.3618913  -0.34428617]
2,[-0.28151053 -1.73283565],[-1.34732982 -3.03829649],-0.416632218993,-0.416632218993,"[ 1.04532128  1.66790947 -0.16758294  0.69709781 -1.72618845  0.53788712
 -0.534312   -0.79845866  3.18085146 -0.82178026  0.        ]","[[-0.07075627 -0.13173928 -0.19928706  0.0608353 ]
 [-2.50078774 -7.83667242  0.          0.        ]]",[-0.3618913  -0.34428617]
3,[-0.14391008 -1.62752223],[-0.35021054 -1.70099484],-0.415515113214,-0.415515113214,"[ 1.03039736  1.61105999 -0.29996657  0.19883101 -1.72618412  0.53788668
 -0.98055938 -1.33465716  3.08031123 -1.22929188  0.        ]","[[ -0.15995323  -0.32662867  -0.19928706   0.0608353 ]
 [ -6.40598452 -11.6395947    0.           0.        ]]",[-0.3618913  -0.34428617]
4,[-0.22574601 -1.52676749],[ 0.97244244 -1.47401194],-0.403965205007,-0.403965205007,"[ 0.98371726  1.45673299 -0.50459402 -0.43532411 -1.72617978  0.53788624
 -1.12432248 -1.86037215  2.80294268 -1.74445919  0.        ]","[[ -0.30069432  -0.59683082  -0.19928706   0.0608353 ]
 [ -7.66409377 -15.36818661   0.           0.        ]]",[-0.3618913  -0.34428617]
5,[-0.74006039 -1.78932178],[-0.61367403 -1.22895027],-0.377270783084,-0.377270783084,"[ 0.92620455  1.15061858 -0.66295979 -1.08231489 -1.72617545  0.5378858
 -0.66739151 -2.37592274  2.37657415 -2.08657887  0.        ]","[[ -0.4138556   -0.94088206  -0.19928706   0.0608353 ]
 [ -3.66541842 -19.0247282    0.           0.        ]]",[-0.3618913  -0.34428617]
6,[-0.74979001 -1.58207548],[-0.55608477 -2.39146876],-0.332938802786,-0.332938802786,"[ 0.86334819  0.66554124 -0.79260532 -1.52727603 -1.72617112  0.53788537
 -0.9367605  -2.88098689  1.85302574 -2.15493709  0.        ]","[[ -0.51081168  -1.35731812  -0.19928706   0.0608353 ]
 [ -6.02272114 -22.60695594   0.           0.        ]]",[-0.3618913  -0.34428617]
7,[-0.72742093 -1.57934964],[-1.46168332 -1.43443932],-0.267636851804,-0.267636851804,"[ 0.75053572  0.04527821 -0.96902235 -1.4889497  -1.72616678  0.53788493
 -1.17501848 -3.37606046  1.30053637 -1.86388731  0.        ]","[[ -0.65218248  -1.84468864  -0.19928706   0.0608353 ]
 [ -8.10777187 -26.11841022   0.           0.        ]]",[-0.3618913  -0.34428617]
8,[ 0.35211092 -0.75751543],[ 0.27167686 -0.71559066],-0.198982063481,-0.198982063481,"[ 0.5518456  -0.55652508 -1.18722991 -0.73051663 -1.72616245  0.53788449
 -1.60954246 -3.86131237  0.99533585 -1.18216362  0.        ]","[[ -0.8524889   -2.40159019  -0.19928706   0.0608353 ]
 [-11.91039633 -29.56031539   0.           0.        ]]",[-0.3618913  -0.34428617]
9,[ 0.04485132 -0.61626828],[ 0.25555715  0.14979932],-0.192163773381,-0.192163773381,"[ 0.28336911 -0.8826075  -1.3783746   0.7114375  -1.72615812  0.53788405
 -1.45999948 -3.3969158   1.23018962 -0.49433463  0.        ]","[[ -1.07757543  -3.01535041  -0.19928706   0.0608353 ]
 [-10.60174443 -26.26676242   0.           0.        ]]",[-0.3618913  -0.34428617]
